utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""that's it. /""]",thats it ,"fo_o_fw_""_by_bc",MALE,0
['yes. /'],yes ,"fo_o_fw_""_by_bc",FEMALE,0
"['what do you think are possible  changes in the, {f uh, } way trials are conducted these days?  /']",what do you think are possible  changes in the f uh  way trials are conducted these days  ,qw,MALE,12
"['do you like  the way some people in there for instance, really take over  and, {f uh, } we have no  way, {f uh, } of knowing whether they are legitimately right or wrong and so forth. /']",do you like  the way some people in there for instance really take over  and f uh  we have no  way f uh  of knowing whether they are legitimately right or wrong and so forth ,qy,MALE,7
['# yeah. # /'], yeah  ,ny,FEMALE,9
['# what # do you think about these things? /'], what  do you think about these things ,qo,MALE,25
"['{d well, } as i look at our trial  systems,  /']",d well  as i look at our trial  systems  ,sd,FEMALE,1
"[""i think they've gotten to be quite a joke.  the way the people can appeal and  file for mistrials  /""]",i think theyve gotten to be quite a joke  the way the people can appeal and  file for mistrials  ,sv,FEMALE,3
"[""{c and } they've taken a lot of the things that were set up to make  it be a fair system and used it to their advantage.  /""]",c and  theyve taken a lot of the things that were set up to make  it be a fair system and used it to their advantage  ,sv,FEMALE,3
"['i think that a jury  should listen to the courts, {f uh, } [ to, +  to ] the hearings and to everything,  /']",i think that a jury  should listen to the courts f uh   to   to  the hearings and to everything  ,sv,FEMALE,3
['{c but } i think they should only weigh fifty percent of the decision.  /'],c but  i think they should only weigh fifty percent of the decision  ,sv,FEMALE,3
"['i think the judge  should hold [ the, + ] {e or } maybe even forty-nine,  /']",i think the judge  should hold  the   e or  maybe even fortynine  ,sv,FEMALE,3
['{c and } the judge should be  able to rule one way or the other. /'],c and  the judge should be  able to rule one way or the other ,sv,FEMALE,3
"[""[ y-, +  {d so } you're ] saying  [ yo-, +  you ] think the judge should actually have the final say? /""]", y   d so  youre  saying   yo   you  think the judge should actually have the final say ,bf,MALE,20
['i think he should. /'],i think he should ,sv,FEMALE,3
['<throat_clearing>.'],throatclearing,x,MALE,8
['{c and } i think that there should  be more than one judge.  /'],c and  i think that there should  be more than one judge  ,sv,FEMALE,3
"['there should be maybe two, at least --']",there should be maybe two at least ,sv,FEMALE,3
['{f huh. } /'],f huh  ,%,MALE,5
"[""-- that sit in and listen so that  there's no way that you could have like a crooked judge.  /""]", that sit in and listen so that  theres no way that you could have like a crooked judge  ,+,FEMALE,0
['do you know what i mean? /'],do you know what i mean ,qy,FEMALE,7
['yes.  /'],yes  ,ny,MALE,9
['i know what you mean. /'],i know what you mean ,sd,MALE,1
"[""{f um, } {c and } i think that [ there, + ]  it's important to have a jury, but i think the way that they go through so much time to get  it a fair one.  /""]",f um  c and  i think that  there    its important to have a jury but i think the way that they go through so much time to get  it a fair one  ,sv,FEMALE,3
"[""that's okay too.  /""]",thats okay too  ,sv,FEMALE,3
"[""as long as it's not used to delay the trial so  much.  /""]",as long as its not used to delay the trial so  much  ,sv,FEMALE,3
['they need to have a fair jury  /'],they need to have a fair jury  ,sv,FEMALE,3
"['{c but } they only [ w-, + {d you know, }   would ] cover [ fif-, +  forty-nine ] percent of the decision or fifty percent  /']",c but  they only  w  d you know    would  cover  fif   fortynine  percent of the decision or fifty percent  ,sv,FEMALE,3
['{c and then } the two  judges would go ahead and make the final decision. /'],c and then  the two  judges would go ahead and make the final decision ,sv,FEMALE,3
"['<lipsmack>  {d well, }']",lipsmack  d well ,sd,MALE,1
['how do you feel about that? /'],how do you feel about that ,qo,FEMALE,25
"[""i hadn't, {f uh, } thought of it from  that point of view before.  /""]",i hadnt f uh  thought of it from  that point of view before  ,+,MALE,0
