utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['kathy? /'],kathy ,qy,FEMALE,7
['<breathing> uh-huh.  /'],breathing uhhuh  ,ny,FEMALE,9
"['# do you, # -/']", do you  ,%,FEMALE,5
"['# {d so, } # what is your, {f uh, } family, - /']", d so   what is your f uh  family  ,qw,FEMALE,12
['what do you usually do as far as budgeting? /'],what do you usually do as far as budgeting ,qo,FEMALE,25
['we have a very detailed budget. because my husband is a finance major. /'],we have a very detailed budget because my husband is a finance major ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and } [ we have, + {d you know, } we have ] money that we take out each month [ that we, + ] {f uh, } {d you know, } for food [ and, + and ] [ for, + for ] gas and things like that.  /']",c and   we have  d you know  we have  money that we take out each month  that we   f uh  d you know  for food  and  and   for  for  gas and things like that  ,sd,FEMALE,1
"['{c and then } we put aside so much money each month for birthdays and for christmas and for, {f uh, } other things. /']",c and then  we put aside so much money each month for birthdays and for christmas and for f uh  other things ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['then we take our major purchases we want to make during that year  /'],then we take our major purchases we want to make during that year  ,sd,FEMALE,1
"['{c and } we budget them into what we call [ our, + our ] needs and wants list. /']",c and  we budget them into what we call  our  our  needs and wants list ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and so, } {f uh, } the things [ that, + ] like a vacation. - /']",c and so  f uh  the things  that   like a vacation  ,sd,FEMALE,1
['we have a vacation fund.  /'],we have a vacation fund  ,sd,FEMALE,1
"['we have a fund for the things we need. and then [ a, + ] for  the things that we want. /']",we have a fund for the things we need and then  a   for  the things that we want ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""[ {c and, } + {f uh, } {c and } ] we're continually putting into those, {d you know, } each month how much we're going to need  /""]", c and   f uh  c and   were continually putting into those d you know  each month how much were going to need  ,sd,FEMALE,1
"[""{c and then } we know the month that we're going to have enough to get that particular item. /""]",c and then  we know the month that were going to have enough to get that particular item ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c so } we very rarely buy anything on credit.  /'],c so  we very rarely buy anything on credit  ,sd,FEMALE,1
['everything we buy is paid for. /'],everything we buy is paid for ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
['my husband is a finance major also # <laughter>. # /'],my husband is a finance major also  laughter  ,sd,FEMALE,1
['# <laughter>. #'], laughter ,x,FEMALE,8
"['{c and, } {f uh, } we kind of have the same plan.  /']",c and  f uh  we kind of have the same plan  ,sv,FEMALE,3
"['{f uh, } we have one credit card  /']",f uh  we have one credit card  ,sd,FEMALE,1
"['{c and } every month we put, {f uh, } {d you know, } the same amount in for retirement.  /']",c and  every month we put f uh  d you know  the same amount in for retirement  ,sd,FEMALE,1
"[""{f uh, } {c and } [ [ [ we budget, + we're, ] + our, ] + our new thing to our budget is ] we just had a baby.  /""]",f uh  c and     we budget  were   our   our new thing to our budget is  we just had a baby  ,sd,FEMALE,1
"[""{c so } we're,""]",c so  were,sd,FEMALE,1
['<noise> <<sounds like she is slicing something>>.'],noise sounds like she is slicing something,x,FEMALE,8
