utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d well } thanks for being home, {f uh, } on the weekend,  /']",d well  thanks for being home f uh  on the weekend  ,ft,MALE,43
"[""[ i, + {f uh, } i'm ] actually working at night  /""]", i  f uh  im  actually working at night  ,sd,MALE,1
"['{c and, } {f uh, } there very few people that are on the list for calls, {f uh, } on the weekends nights. /']",c and  f uh  there very few people that are on the list for calls f uh  on the weekends nights ,sd,MALE,1
"['uh-huh,  /']",uhhuh  ,b,MALE,2
"['yeah,  /']",yeah  ,b,MALE,2
"[""{d well } sometimes i'm home  /""]",d well  sometimes im home  ,sd,MALE,1
"[""{c and } sometimes i'm not,  /""]",c and  sometimes im not  ,sd,MALE,1
"[""{c but } if i am it's always fun to talk. /""]",c but  if i am its always fun to talk ,sd,MALE,1
"['[ are, + are ] you part of the school system out there? /']", are  are  you part of the school system out there ,qy,MALE,7
"['i am, as a matter of fact.  /']",i am as a matter of fact  ,na,MALE,21
"[""i'm at, {f uh, } north carolina state. /""]",im at f uh  north carolina state ,sd,MALE,1
"[""{f uh, } the reason i said that because i've had about, {f uh, } three calls and my daughter had one, too, from different students out of north carolina.  /""]",f uh  the reason i said that because ive had about f uh  three calls and my daughter had one too from different students out of north carolina  ,sd,MALE,1
"['i guess they pass the names amongst your computer students, or whatever. /']",i guess they pass the names amongst your computer students or whatever ,sv,MALE,3
"['yeah,  /']",yeah  ,b,MALE,2
['i think i was the one who did that {d actually. } /'],i think i was the one who did that d actually  ,sv,MALE,3
"['{f oh } is that ri-, - /']",f oh  is that ri  ,bh,MALE,18
"['great,  /']",great  ,ba,MALE,6
['great. /'],great ,ba,MALE,6
"['yeah,  /']",yeah  ,b,MALE,2
"['i had a, {f uh, } - /']",i had a f uh   ,%,MALE,5
['i teach a course in voice i o systems. /'],i teach a course in voice i o systems ,sd,MALE,1
"['{f oh, } is that right?  /']",f oh  is that right  ,bh,MALE,18
"[""that's wonderful. /""]",thats wonderful ,ba,MALE,6
"['{c so, } [ i know, + {f uh, } {d you know, } i know ] about this project,  /']",c so   i know  f uh  d you know  i know  about this project  ,sd,MALE,1
['{c so } i got my students to sign up  /'],c so  i got my students to sign up  ,sd,MALE,1
"['{c and, } {f uh, } apparently a number of them have been participating. /']",c and  f uh  apparently a number of them have been participating ,sv,MALE,3
