utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['go ahead <laughter>. /'],go ahead laughter ,ad,FEMALE,22
"['{f uh, } have you every been tested for a new job or anything? /']",f uh  have you every been tested for a new job or anything ,qy,MALE,7
"['{f uh, } no  /']",f uh  no  ,nn,FEMALE,13
"[""i haven't.   /""]",i havent   ,sd,FEMALE,1
"[""{c but, } in my job, {a i'm a nurse,  and } we are allowed to be.  /""]",c but  in my job a im a nurse  and  we are allowed to be  ,sd,FEMALE,1
"['{e i mean, } {d you know, } this is the rules that they can do this anytime.  /']",e i mean  d you know  this is the rules that they can do this anytime  ,sd,FEMALE,1
"[""{f uh, }  i don't know of anyone who ever has been picked out and been tested. /""]",f uh   i dont know of anyone who ever has been picked out and been tested ,sd,FEMALE,1
"[""{c so } it's just sort of, {f uh, } - /""]",c so  its just sort of f uh   ,%,MALE,5
"['they  can if they, -/']",they  can if they ,%,MALE,5
['they can if they choose to. /'],they can if they choose to ,sd,FEMALE,1
"['{f oh, } okay. /']",f oh  okay ,b,MALE,2
['right.  /'],right  ,b,FEMALE,2
"['[ have you, + {d well }  (( {f wai-, } ))  have you  ] had any experience with it at all? /']", have you  d well    f wai    have you   had any experience with it at all ,qy,FEMALE,7
"['{f uh, } not really  /']",f uh  not really  ,ng,MALE,29
"[""{c but } i've always worked on a university level  /""]",c but  ive always worked on a university level  ,sd,MALE,1
['{c but } a lot of my friends had to be tested before they got summer jobs and stuff. /'],c but  a lot of my friends had to be tested before they got summer jobs and stuff ,sd,MALE,1
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
['{c so } what do you think about that? /'],c so  what do you think about that ,qo,FEMALE,25
"[""{f uh, } [ i don't, + i don't  ] think they're very accurate  /""]",f uh   i dont  i dont   think theyre very accurate  ,sv,MALE,3
"['{c because, } {e i mean, } i know their lifestyles changed [ p-, + prior  ] to the drug test  /']",c because  e i mean  i know their lifestyles changed  p  prior   to the drug test  ,sd,MALE,1
['{c and } i know they changed afterwards. /'],c and  i know they changed afterwards ,sd,MALE,1
"['right,  /']",right  ,aa,FEMALE,4
['right.   /'],right   ,aa,FEMALE,4
['{d see } i know of that too.  /'],d see  i know of that too  ,sd,FEMALE,1
"['{c and } i also know that things like  antihistamines, sudafeds, things like that, can really throw it off.  /']",c and  i also know that things like  antihistamines sudafeds things like that can really throw it off  ,sd,FEMALE,1
['{c and } you cannot get a job because of it  /'],c and  you cannot get a job because of it  ,sd,FEMALE,1
"['yeah,  /']",yeah  ,b,MALE,2
"['[ i, + i ] had a friend,  /']", i  i  had a friend  ,sd,MALE,1
"[""it didn't cause her any problems with her job  /""]",it didnt cause her any problems with her job  ,sd,MALE,1
