utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d actually, } to tell you the truth, i think,  {f uh, } jury selection is a, {f uh, } prime, {f uh, } discussion topic in terms  of possible improvements on, {f uh, } {f uh, } finding of, {f uh, } guilt. /']",d actually  to tell you the truth i think  f uh  jury selection is a f uh  prime f uh  discussion topic in terms  of possible improvements on f uh  f uh  finding of f uh  guilt ,sv,MALE,3
"[""{f uh, } i certainly can't argue with that.  /""]",f uh  i certainly cant argue with that  ,aa,MALE,4
"['definitely does need some improvements.  {f uh, } /']",definitely does need some improvements  f uh  ,sv,MALE,3
['<throat_clearing>.'],throatclearing,x,MALE,8
['{c and } the lawyers can throw people out  for no reason whatsoever just because they want to. /'],c and  the lawyers can throw people out  for no reason whatsoever just because they want to ,sv,MALE,3
"['yeah,  /']",yeah  ,aa,MALE,4
"[""i think there's a limit on that.  /""]",i think theres a limit on that  ,sv,MALE,3
"['[ the, + {f uh, } the, ] {f uh } --']", the  f uh  the  f uh  ,sd,MALE,1
"[""i think it's,""]",i think its,sd,MALE,1
"[""-- peremptory challenges are limited to,   i don't know how many,  /""]", peremptory challenges are limited to   i dont know how many  ,+,MALE,0
"['{c but } you can, -/']",c but  you can ,%,MALE,5
"['four or five,  /']",four or five  ,+,MALE,0
"[""i can't remember which.  /""]",i cant remember which  ,h,MALE,15
['i was on a jury trial last year  /'],i was on a jury trial last year  ,sd,MALE,1
"['only i got kicked out as, {f uh, } the last  selection <siren> that the, {f uh, } defense got. /']",only i got kicked out as f uh  the last  selection siren that the f uh  defense got ,sd,MALE,1
"['{f um. }  yeah,  /']",f um   yeah  ,b,MALE,2
"[""it seems to me i'm always  challenged peremptorily also when i go to these things.  /""]",it seems to me im always  challenged peremptorily also when i go to these things  ,sd,MALE,1
['i think i have a severe demeanor or something. /'],i think i have a severe demeanor or something ,sd,MALE,1
['{f um. } /'],f um  ,%,MALE,5
"['{f uh, } /']",f uh  ,%,MALE,5
"['that, {f uh, } -/']",that f uh  ,%,MALE,5
"['{c but, }  [ [ typically, + {d you know, }  basic-, ] + {f uh, } typically, ] {f uh, } everyone gets involved in, {f uh, } the jury process  /']",c but     typically  d you know   basic   f uh  typically  f uh  everyone gets involved in f uh  the jury process  ,sv,MALE,3
"['{c and } i suppose an  elitist might say, {d well, } you really want someone who is well educated to be able  [ to, + to ] winnow the facts [ from the, + from the ] prejudice. /']",c and  i suppose an  elitist might say d well  you really want someone who is well educated to be able   to  to  winnow the facts  from the  from the  prejudice ,sv,MALE,3
"['right,  /']",right  ,aa,MALE,4
['{c but } it still has to be a group of your peers. /'],c but  it still has to be a group of your peers ,sv,MALE,3
['right. /'],right ,b,MALE,2
['{d see. } -/'],d see  ,%,MALE,5
"['{d so, } -/']",d so  ,%,MALE,5
"[""{c so, }  if it's your peers and you're not educated --""]",c so   if its your peers and youre not educated ,sd,MALE,1
"[""{c so } if you're a --""]",c so  if youre a ,sv,MALE,3
"['-- then, -/']", then ,+,MALE,0
"[""-- nincompoop on trial, [ you'd, + you'd ] have to have --""]", nincompoop on trial  youd  youd  have to have ,+,MALE,0
['[ you want -- +'], you want  ,sv,MALE,3
"['-- nincompoops to, {f uh, } -/']", nincompoops to f uh  ,+,MALE,0
"[""-- you want ] a nincompoop jury because  they'll sympathize with you a bit --""]", you want  a nincompoop jury because  theyll sympathize with you a bit ,+,MALE,0
['{f um. } /'],f um  ,%,MALE,5
['-- as well as hopefully being honest people  and do their best to comply with the facts as they were presented to them.  /'], as well as hopefully being honest people  and do their best to comply with the facts as they were presented to them  ,+,MALE,0
"[""{c so, }  that's why the defense is there picking through them, whereas at the same time,  [ the, + {f uh, } the ] prosecutor sitting there picking through them because he wants somebody who will give him, {f uh, } a guilty verdict if the facts warrant. /""]",c so   thats why the defense is there picking through them whereas at the same time   the  f uh  the  prosecutor sitting there picking through them because he wants somebody who will give him f uh  a guilty verdict if the facts warrant ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"['{c so, }  {f uh, } i think the jury  selection process is pretty neat,  /']",c so   f uh  i think the jury  selection process is pretty neat  ,sv,MALE,3
"[""{c but } i don't think that the jury ought to be the ones picking the punishment --""]",c but  i dont think that the jury ought to be the ones picking the punishment ,sv,MALE,3
['{f um. } /'],f um  ,%,MALE,5
['-- afterwards.  /'], afterwards  ,+,MALE,0
['i think that should  be left up to people who have some knowledge in the subject and more knowledge than a jury would have.  /'],i think that should  be left up to people who have some knowledge in the subject and more knowledge than a jury would have  ,sv,MALE,3
"[""[ m-, + ] you're talking about, the person's already been found guilty, right -- /""]", m   youre talking about the persons already been found guilty right  ,qy,MALE,7
"['uh-huh,  /']",uhhuh  ,ny,MALE,9
['uh-huh. /'],uhhuh ,ny,MALE,9
"[""-- {c and } many times i've seen on  trials they have on t v, the jury will make a recommendation as to leniency or as to the death penalty  or whatever,  /""]", c and  many times ive seen on  trials they have on t v the jury will make a recommendation as to leniency or as to the death penalty  or whatever  ,sd,MALE,1
"['{c but } i think that it should be up to the judge and the, {f uh, } lawyers to make the decision as to what the actual penalty will be. /']",c but  i think that it should be up to the judge and the f uh  lawyers to make the decision as to what the actual penalty will be ,sv,MALE,3
['{f um. } /'],f um  ,%,MALE,5
"[""maybe just the judge <sniffing> because they're the people who know what the system is --""]",maybe just the judge sniffing because theyre the people who know what the system is ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"[""-- and what it's all about --""]", and what its all about ,+,MALE,0
['uh-huh. /'],uhhuh ,b,MALE,2
['-- and believe in the system. /'], and believe in the system ,+,MALE,0
['uh-huh. /'],uhhuh ,b,MALE,2
"['{f uh, } {c and } i think that would  provide a more fair sentencing procedure.']",f uh  c and  i think that would  provide a more fair sentencing procedure,sv,MALE,3
"['{d well, } i suppose you may be right on that. /']",d well  i suppose you may be right on that ,aap_am,MALE,39
['as opposed to an emotional sentencing procedure.'],as opposed to an emotional sentencing procedure,+,MALE,0
"[""# matter of fact, [ i've heard that, # +""]", matter of fact  ive heard that  ,sd,MALE,1
"['# also, may be a more consistent # sentencing procedure. /']", also may be a more consistent  sentencing procedure ,+,MALE,0
"[""i've heard that ] some of the information,  {f uh, } is prevented from reaching the jury, like, {f uh, } mitigating circumstances  [ or, + or ] preceding, {f uh, } criminal record or things of this nature that, -/""]",ive heard that  some of the information  f uh  is prevented from reaching the jury like f uh  mitigating circumstances   or  or  preceding f uh  criminal record or things of this nature that ,+,MALE,0
"['{d well, } preceding criminal record,  according to the judicial process has nothing to do with the current crime.   /']",d well  preceding criminal record  according to the judicial process has nothing to do with the current crime   ,sd,MALE,1
"[""{c but } when it comes to, {f uh, } sentencing for punishment, of course, if the person's never done anything bad before, according to the judicial system, then they're going to lean towards a slightly more lenient side, /""]",c but  when it comes to f uh  sentencing for punishment of course if the persons never done anything bad before according to the judicial system then theyre going to lean towards a slightly more lenient side ,sd,MALE,1
"[""{c and } the jury's  supposed to be notified of criminal records when it comes to sentencing by jury. /""]",c and  the jurys  supposed to be notified of criminal records when it comes to sentencing by jury ,sd,MALE,1
"['{f oh, } is it?  /']",f oh  is it  ,bh,MALE,18
"[""{f oh, } i didn't realize that.  /""]",f oh  i didnt realize that  ,sd,MALE,1
['okay. /'],okay ,%,MALE,5
"[""at least in california, they're supposed to be.  /""]",at least in california theyre supposed to be  ,sd,MALE,1
"['not during the trial,  /']",not during the trial  ,sd,MALE,1
"[""during the trial as to whether they're guilty or not has nothing to do with their background. /""]",during the trial as to whether theyre guilty or not has nothing to do with their background ,sd,MALE,1
['right. /'],right ,b,MALE,2
"[""{c but } when it comes to what kind of  sentence you're going to lay down, i think [ that, + {f uh, } that ] they should. /""]",c but  when it comes to what kind of  sentence youre going to lay down i think  that  f uh  that  they should ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"[""[ i don't, + i don't ] know that they  always have because i never sat all the way through a jury trial.  /""]", i dont  i dont  know that they  always have because i never sat all the way through a jury trial  ,sd,MALE,1
['they get too boring. /'],they get too boring ,sv,MALE,3
['uh-huh.  /'],uhhuh  ,b,MALE,2
"[""{c so, }  [ you, + what you're ]  saying is this, if there is the second offense, then you execute them. /""]",c so    you  what youre   saying is this if there is the second offense then you execute them ,bf,MALE,20
"[""{d well, } if it's a second offense, the punishment should certainly be more severe than a first offense, because obviously,  the rehabilitation process did not work the first time. /""]",d well  if its a second offense the punishment should certainly be more severe than a first offense because obviously  the rehabilitation process did not work the first time ,sv,MALE,3
['{f um. } /'],f um  ,%,MALE,5
['{c so } you got to give them either more time  in the system or a different process that will hopefully work better.  /'],c so  you got to give them either more time  in the system or a different process that will hopefully work better  ,bf,MALE,20
"[""when it comes down to things like  alternative sentencing, i'm all  for that   for, {f uh, } small crimes, infractions and misdemeanors  or parking tickets or  traffic tickets that have gone to warrant,  /""]",when it comes down to things like  alternative sentencing im all  for that   for f uh  small crimes infractions and misdemeanors  or parking tickets or  traffic tickets that have gone to warrant  ,sd,MALE,1
['you give them the option of working off their time doing civil service sort of things. /'],you give them the option of working off their time doing civil service sort of things ,sv,MALE,3
"['what about, {f uh, } white collar crimes  like, {f uh, } theft of trade secrets. /']",what about f uh  white collar crimes  like f uh  theft of trade secrets ,qo,MALE,25
['i think those ought to be punished a whole lot worse than they are. /'],i think those ought to be punished a whole lot worse than they are ,sv,MALE,3
"['{f oh, } really? /']",f oh  really ,bh,MALE,18
['yeah. /'],yeah ,ny,MALE,9
['like what? /'],like what ,qw,MALE,12
"['{d well, } {f uh, } say, embezzlement, right. /']",d well  f uh  say embezzlement right ,sd,MALE,1
"['ri-, -/']",ri ,%,MALE,5
"['you get a guy down the street who comes up,  {f uh, } carrying a kni-, -/']",you get a guy down the street who comes up  f uh  carrying a kni ,sd,MALE,1
