utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['do you see anything wrong with public school systems? /'],do you see anything wrong with public school systems ,qy,FEMALE,7
"['{d well, } yes,  /']",d well  yes  ,ny,FEMALE,9
['i do.  /'],i do  ,sd,FEMALE,1
"[""{f um, } i think i'm concerned about the large number of children that each teacher is expected [ to, + to ] deal with in some quality way.  /""]",f um  i think im concerned about the large number of children that each teacher is expected  to  to  deal with in some quality way  ,sd,FEMALE,1
"[""i think maybe we've given our teachers a almost impossible job. /""]",i think maybe weve given our teachers a almost impossible job ,sv,FEMALE,3
['i agree. /'],i agree ,aa,FEMALE,4
['do you?  /'],do you  ,qy,FEMALE,7
['do you have children in the public school system? /'],do you have children in the public school system ,qy,FEMALE,7
"['yes,  /']",yes  ,ny,FEMALE,9
['{c and } i taught for fourteen years --'],c and  i taught for fourteen years ,sd,FEMALE,1
['is that right. /'],is that right ,b,FEMALE,2
"['-- before we moved to texas,  /']", before we moved to texas  ,+,FEMALE,0
"['{c and } [ the, + the ] one thing i see is changing is i was held accountable so much  /']",c and   the  the  one thing i see is changing is i was held accountable so much  ,sd,FEMALE,1
"['i had to document and create a paper chase for all of my students,  /']",i had to document and create a paper chase for all of my students  ,sd,FEMALE,1
['{c and } instead of spending my time coming up with creative learning stations and things like that i was filling out all these forms --'],c and  instead of spending my time coming up with creative learning stations and things like that i was filling out all these forms ,sd,FEMALE,1
['you were a bookkeeper <laughter>. /'],you were a bookkeeper laughter ,bf,FEMALE,20
['-- for all the children -- /'], for all the children  ,+,FEMALE,0
['oh. /'],oh ,b,FEMALE,2
"['-- everything had to be documented,  /']", everything had to be documented  ,sd,FEMALE,1
"[""{c and } i had file cabinets that weren't filled with neat stuff for kids,  /""]",c and  i had file cabinets that werent filled with neat stuff for kids  ,sd,FEMALE,1
['it was filled with documentation -- /'],it was filled with documentation  ,sd,FEMALE,1
"['{f oh, } no. /']",f oh  no ,ba,FEMALE,6
['-- yes. /'], yes ,aa,FEMALE,4
"[""{d well, } {f um, } [ i'm, + i have ] three years toward a teaching degree and am trying to get headed back,  /""]",d well  f um   im  i have  three years toward a teaching degree and am trying to get headed back  ,sd,FEMALE,1
"[""[ {c and, } + {c and } ] i'm just really in a dilemma if that's what, {d you know, } - /""]", c and   c and   im just really in a dilemma if thats what d you know   ,sd,FEMALE,1
['i love to work with children and --'],i love to work with children and ,sd,FEMALE,1
"['me, too. /']",me too ,sd,FEMALE,1
"['-- to teach them,  /']", to teach them  ,+,FEMALE,0
"[""{c but } i'm really having questions [ if, + if ] i can deal with that system [ and, + and ] have a good conscience about, {d you know, } what i do.  /""]",c but  im really having questions  if  if  i can deal with that system  and  and  have a good conscience about d you know  what i do  ,sd,FEMALE,1
"[""[ i don't think, + i don't think ] it's the teachers,  /""]", i dont think  i dont think  its the teachers  ,sv,FEMALE,3
"[""i think it's the system -- /""]",i think its the system  ,sv,FEMALE,3
['i think so too. /'],i think so too ,aa,FEMALE,4
"['-- {c but, }  {f um. } -/']", c but   f um  ,%,FEMALE,5
"[""they're so worried about lawsuits and the scores the children get on tests now --""]",theyre so worried about lawsuits and the scores the children get on tests now ,sv,FEMALE,3
['right. /'],right ,b,FEMALE,2
"['-- and teacher competency, {d you know, }  /']", and teacher competency d you know   ,+,FEMALE,0
"[""{c and } it's not like the teacher can just get in there and do her best,  /""]",c and  its not like the teacher can just get in there and do her best  ,sv,FEMALE,3
"[""she's always worried who's looking over her shoulder  /""]",shes always worried whos looking over her shoulder  ,sv,FEMALE,3
"['{c and, } -/']",c and  ,%,FEMALE,5
"[""what child's going to say something --""]",what childs going to say something ,sv,FEMALE,3
"[""that's right. /""]",thats right ,aa,FEMALE,4
"[""-- some parent's going to overreact to -- /""]", some parents going to overreact to  ,+,FEMALE,0
['i know. /'],i know ,aa,FEMALE,4
"[""-- [ that's, + that's ] true.   /""]",  thats  thats  true   ,aa,FEMALE,4
"[""{d well, } [ it's, + it's ] hard on the children too,  /""]",d well   its  its  hard on the children too  ,sv,FEMALE,3
"['i think, {d you know, } because [ the, + {f um, } the ] teachers are overworked  /']",i think d you know  because  the  f um  the  teachers are overworked  ,sv,FEMALE,3
"[""{c and } just like a mommy that's overworked --""]",c and  just like a mommy thats overworked ,sv,FEMALE,3
"[""that's right. /""]",thats right ,aa,FEMALE,4
"[""-- you're not at your best, {d you know, }  {f um. } /""]", youre not at your best d you know   f um  ,+,FEMALE,0
['do you have children in the system? /'],do you have children in the system ,qy,FEMALE,7
"['i have two,  /']",i have two  ,na,FEMALE,21
"['i have, in the system - /']",i have in the system  ,na,FEMALE,21
['one is in ninth grade  /'],one is in ninth grade  ,sd,FEMALE,1
"['{c and } one is in seventh grade,  /']",c and  one is in seventh grade  ,sd,FEMALE,1
"['{c and } them, - /']",c and  them  ,%,FEMALE,5
"[""{f um, } i'm home schooling my kindergartner this year. /""]",f um  im home schooling my kindergartner this year ,sd,FEMALE,1
['oh. /'],oh ,bk,FEMALE,14
"['we, {f um, } live in a district that has open classrooms,  /']",we f um  live in a district that has open classrooms  ,sd,FEMALE,1
"[""{c and } i wasn't particularly comfortable with that for her. /""]",c and  i wasnt particularly comfortable with that for her ,sd,FEMALE,1
['yep.  /'],yep  ,b,FEMALE,2
['are you in plano? /'],are you in plano ,qy,FEMALE,7
['yes. /'],yes ,ny,FEMALE,9
"['yep,  /']",yep  ,b,FEMALE,2
['i am too. /'],i am too ,sd,FEMALE,1
['you too. /'],you too ,b,FEMALE,2
['{c and } i have one in ninth grade at clark  /'],c and  i have one in ninth grade at clark  ,sd,FEMALE,1
"['{c and } one at hendrick this year,  /']",c and  one at hendrick this year  ,sd,FEMALE,1
"['{c and } [ [ he, + my nin-, ] + my, {f uh, } sixth grader ] came from an open classroom at matthews,  /']",c and    he  my nin   my f uh  sixth grader  came from an open classroom at matthews  ,sd,FEMALE,1
"['{c and } the very first year i taught back in seventy-three, we had open classroom  /']",c and  the very first year i taught back in seventythree we had open classroom  ,sd,FEMALE,1
"[""{c and } it didn't work then -- /""]",c and  it didnt work then  ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"['-- {c and } when we moved down here, i was just appalled that they were still doing --']", c and  when we moved down here i was just appalled that they were still doing ,sd,FEMALE,1
['still at it. /'],still at it ,b,FEMALE,2
"['-- it here, /']", it here ,+,FEMALE,0
"['{d well } the explanation <noise> i [ was, + was ] given about, {d you know, } - /']",d well  the explanation noise i  was  was  given about d you know   ,sd,FEMALE,1
"[""[ they, + they ] seemed to admit that it wasn't working,  /""]", they  they  seemed to admit that it wasnt working  ,sd,FEMALE,1
"[""{c but } they didn't have the money to restructure,  /""]",c but  they didnt have the money to restructure  ,sd,FEMALE,1
"[""{c but } looks to me that it wouldn't take really that much money to at least come up with, {e i mean, } some kind of partitions --""]",c but  looks to me that it wouldnt take really that much money to at least come up with e i mean  some kind of partitions ,sv,FEMALE,3
['partitions -- /'],partitions  ,b,FEMALE,2
"['-- {d you know, } /']", d you know  ,+,FEMALE,0
['-- or just to face the children different directions  or to do something -- /'], or just to face the children different directions  or to do something  ,sv,FEMALE,3
"['just, - /']",just  ,%,FEMALE,5
['yeah. /'],yeah ,%,FEMALE,5
['-- i know last year my son had to eat in the classroom because there was no cafeteria at his school -- /'], i know last year my son had to eat in the classroom because there was no cafeteria at his school  ,sd,FEMALE,1
