utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['okay, {f uh. } /']",okay f uh  ,"fo_o_fw_""_by_bc",MALE,0
['do you have annual family reunions  /'],do you have annual family reunions  ,qy,FEMALE,7
"['{c or, } -/']",c or  ,%,FEMALE,5
"['{f uh, } yeah,  /']",f uh  yeah  ,ny,MALE,9
"['{f uh, }  our, - /']",f uh   our  ,%,MALE,5
['the - /'],the  ,%,MALE,5
"[""my mother's side of the family  [ is quite large, + {e or }  {d well, } was quite large  ] at one time,  <laughter>  /""]",my mothers side of the family   is quite large  e or   d well  was quite large   at one time  laughter  ,sd,MALE,1
"['{c and, }  {f uh, } <throat_clearing> they, {f uh, } for as long as i can remember, have had, {f uh, } a yearly reunion, {f um, }  /']",c and   f uh  throatclearing they f uh  for as long as i can remember have had f uh  a yearly reunion f um   ,sd,MALE,1
"[""back,  {f uh, } early on they used [ to, +  to ] rotate them  [ [ from hou-, +  from som-, ] + ] [ to, +  to ] different people's houses,""]",back  f uh  early on they used  to   to  rotate them    from hou   from som     to   to  different peoples houses,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['in the family.  <sigh>  /'],in the family  sigh  ,+,MALE,0
"['{c and, } -/']",c and  ,%,MALE,5
['all local.  /'],all local  ,qy^d,FEMALE,16
['were they {d like } all in dallas? /'],were they d like  all in dallas ,qy,FEMALE,7
"['{f uh, } [ [ [ no, + no ] + not, ] + no, ]  /']",f uh     no  no   not   no   ,nn,MALE,13
"['this was,  {d well, } i am actually from mississippi,  /']",this was  d well  i am actually from mississippi  ,sd,MALE,1
"['{c and,']",c and,%,MALE,5
['oh. /'],oh ,bk,FEMALE,14
"[""{c so }  that's, - /""]",c so   thats  ,+,MALE,0
"['[ it,  + it ] was around there generally. /']", it   it  was around there generally ,sd,MALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{f uh, } that's where the family --""]",f uh  thats where the family ,sd,MALE,1
['just from city to city then  ((   )) . /'],just from city to city then       ,qy^d,FEMALE,16
['-- grew.  /'], grew  ,+,MALE,0
"['yeah,  /']",yeah  ,ny,MALE,9
"['{c and } it was not only in mississippi, in some other places,']",c and  it was not only in mississippi in some other places,sd,MALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['as well,  /']",as well  ,+,MALE,0
"['{c so. } [ it was, + {f uh, } it was ]  a big deal,  /']",c so   it was  f uh  it was   a big deal  ,sd,MALE,1
"['{c but, }  {f uh, } they tried [ to, +  to ] centralize it in one spot.  /']",c but   f uh  they tried  to   to  centralize it in one spot  ,sd,MALE,1
"['{c so, } in the past couple of years they had it at a state park every year. /']",c so  in the past couple of years they had it at a state park every year ,sd,MALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['we rent a pavilion  [ and, +  <inhaling> and ] do that  /']",we rent a pavilion   and   inhaling and  do that  ,sd,MALE,1
"[""{c and } that's usually works out to be pretty  good.  /""]",c and  thats usually works out to be pretty  good  ,sd,MALE,1
"['{c and, }  {f uh, } they will rent a pavilion on a weekend,  /']",c and   f uh  they will rent a pavilion on a weekend  ,sd,MALE,1
"['{c and }  {f uh } <throat_clearing>, -/']",c and   f uh  throatclearing ,%,MALE,5
['do you go back? /'],do you go back ,qy,FEMALE,7
['i have not gone back lately.  /'],i have not gone back lately  ,ng,MALE,29
"['in fact, {f uh, } this past sunday [ was the, +  was the ]  reunion,  /']",in fact f uh  this past sunday  was the   was the   reunion  ,sd,MALE,1
['{c but } i did not get to go.  /'],c but  i did not get to go  ,sd,MALE,1
"['{f uh, }  i have, -/']",f uh   i have ,%,MALE,5
['is it choice or just business  /'],is it choice or just business  ,qy,FEMALE,7
"['{c or, } -/']",c or  ,%,FEMALE,5
['not getting to go. /'],not getting to go ,qy,MALE,7
['uh-huh. /'],uhhuh ,ny,FEMALE,9
"['{f uh, } just, {f uh, } the distance involved  /']",f uh  just f uh  the distance involved  ,sd,MALE,1
"['{c and, } -/']",c and  ,%,MALE,5
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f uh, } just not, - /']",f uh  just not  ,%,MALE,5
['i have a younger daughter now  /'],i have a younger daughter now  ,sd,MALE,1
"['{c and, }  {f uh, }  i, - /']",c and   f uh   i  ,%,MALE,5
"[""it's kind of hard to [ get her, +  <throat_clearing> get her ] there,""]",its kind of hard to  get her   throatclearing get her  there,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['and everything.   /'],and everything   ,+,MALE,0
"[""{c but } i am going [ to, + to,  ] {f uh, } hopefully next year get to go back, cause, {f uh, } a lot of the family   [ has not, +  {f uh, }  on  [ her side, +   my mother's side,  ]  has not  ]  seen,   {d you know, } my daughter,  /""]",c but  i am going  to  to   f uh  hopefully next year get to go back cause f uh  a lot of the family    has not   f uh   on   her side    my mothers side    has not    seen   d you know  my daughter  ,sd,MALE,1
['{c so } <inhaling>. -/'],c so  inhaling ,%,MALE,5
['oh.   /'],oh   ,b,FEMALE,2
['do you have brothers and sisters? /'],do you have brothers and sisters ,qy,FEMALE,7
"['i have one brother,  /']",i have one brother  ,sd,MALE,1
['{c so. } -/'],c so  ,%,MALE,5
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
"['{c and, }  is your mother still living? /']",c and   is your mother still living ,qy,FEMALE,7
['yes. /'],yes ,ny,MALE,9
"['{f oh, } [ {c so, } + {c so } ] you go back and visit with her anyway.  /']",f oh   c so   c so   you go back and visit with her anyway  ,qy^d,FEMALE,16
['would you not? /'],would you not ,^g,FEMALE,40
"['right,  /']",right  ,na,MALE,21
['yeah. /'],yeah ,na,MALE,21
"['{e i mean, } either way there was family reunion time,']",e i mean  either way there was family reunion time,qy,FEMALE,7
"['right, [ i, +  i ] usually see her a,']",right  i   i  usually see her a,na,MALE,21
"['or not, /']",or not ,+,FEMALE,0
['couple times a year  /'],couple times a year  ,+,MALE,0
"[""{c so } that's [ no, +  no ] (( big ))  thing.  /""]",c so  thats  no   no   big   thing  ,sd,MALE,1
"['{c but, }  {f uh, } [ [ i, + {f uh, } i  do, ] + i do ] enjoy the reunions.  /']",c but   f uh    i  f uh  i  do   i do  enjoy the reunions  ,sd,MALE,1
"[""the only problem is that now, {f uh, } originally when we had them, {f uh, } they were mainly <sigh> my mother's <sigh>, /""]",the only problem is that now f uh  originally when we had them f uh  they were mainly sigh my mothers sigh ,sd,MALE,1
"['relatives,  /']",relatives  ,^2,FEMALE,23
['right. /'],right ,%,FEMALE,5
"[""{f uh, } father's.  /""]",f uh  fathers  ,sd,MALE,1
"[""my mother's father's family had quite a few,""]",my mothers fathers family had quite a few,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f uh, } brothers and sisters.  /']",f uh  brothers and sisters  ,+,MALE,0
"['{c so, }  it was a large reunion [ [ of, +  of, ] + of ] that group, {f uh, } from that descendants. /']",c so   it was a large reunion   of   of   of  that group f uh  from that descendants ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and, }  {f uh, } a lot of those people have, - /']",c and   f uh  a lot of those people have  ,sd,MALE,1
"['{c and } at time, {d you know, } they all knew one another. /']",c and  at time d you know  they all knew one another ,sd,MALE,1
"['right,  /']",right  ,b,FEMALE,2
['right. /'],right ,b,FEMALE,2
"['{c and } now it has gotten, {f uh, } that, {f uh, } a lot of those people [ [ are d-, + have, ] + {f uh, } have died ] off,  /']",c and  now it has gotten f uh  that f uh  a lot of those people   are d  have   f uh  have died  off  ,sd,MALE,1
"['{c or, } {d you know, } what we are left with is [ the, +  the ] relatives [ [ of, +  of, ] +']",c or  d you know  what we are left with is  the   the  relatives   of   of  ,sd,MALE,1
"['the next generation,  /']",the next generation  ,^2,FEMALE,23
['uh-huh. /'],uhhuh ,%,FEMALE,5
['of ] that group.  <sigh>  /'],of  that group  sigh  ,+,MALE,0
"[""{c and  so, } {f uh, } it's not quite as close as it used to be.  /""]",c and  so  f uh  its not quite as close as it used to be  ,sd,MALE,1
"['{c so, }  i think people feel less of a desire to really go.  /']",c so   i think people feel less of a desire to really go  ,sd,MALE,1
"['i know that, -/']",i know that ,%,MALE,5
"[""[ wh-, + why  ] do you think that it's less close than it used to be? /""]", wh  why   do you think that its less close than it used to be ,qo,FEMALE,25
"['{d well, } [ i, +  i ] just think [ that, +  {f uh, } {d you know, } at that ] ti-, - /']",d well   i   i  just think  that   f uh  d you know  at that  ti  ,%,MALE,5
"['[ when, <sigh> +  when ]  they were a-, - /']", when sigh   when   they were a  ,%,MALE,5
"['{d you know, } [ the, + those  ] were all brothers and sisters a lot - /']",d you know   the  those   were all brothers and sisters a lot  ,sd,MALE,1
"['[ {c and } +  {c or } ] they were all in the same [ ar-, + geographical ] location. /']", c and    c or   they were all in the same  ar  geographical  location ,sd,MALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{d you know, } back around, {d you know, } in the twenties and thirties when they were growing up, {f uh, } {d you know, } they were all located together,']",d you know  back around d you know  in the twenties and thirties when they were growing up f uh  d you know  they were all located together,sd,MALE,1
"['right,  /']",right  ,b,FEMALE,2
['right. /'],right ,b,FEMALE,2
['in one small community. /'],in one small community ,+,MALE,0
['right. /'],right ,b,FEMALE,2
"['{c and } [ [ as, +  as ] time grew, + {e i mean } when time went on the family grew ]  and moved away and so forth.  /']",c and    as   as  time grew  e i mean  when time went on the family grew   and moved away and so forth  ,sd,MALE,1
"[""{c and } now <breathing> when they come together [ it's, +  it's ] generally, <inhaling> {d you know, } - /""]",c and  now breathing when they come together  its   its  generally inhaling d you know   ,sd,MALE,1
"['{d like } say  the kids of those people who are not, {d you know, } anywhere near one another  {c and } i do not think they feel [ the, +  <inhaling> the ] closeness that they used to be there.']",d like  say  the kids of those people who are not d you know  anywhere near one another  c and  i do not think they feel  the   inhaling the  closeness that they used to be there,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['which is a shame  /'],which is a shame  ,+,MALE,0
"[""{c but } that's just how it is.  /""]",c but  thats just how it is  ,sd,MALE,1
"['my mother was complaining last year about th-, {d you know, } - /']",my mother was complaining last year about th d you know   ,sd,MALE,1
"[""it's dwindling down every year,  /""]",its dwindling down every year  ,sd,MALE,1
"[""{d you know, } [ that's just, + i think --""]",d you know   thats just  i think ,%,MALE,5
"[""is that [ just + ] family's lack of priority, anymore, maybe  (( {d yes } )) , /""]",is that  just   familys lack of priority anymore maybe   d yes    ,qy,FEMALE,7
"[""-- that's just ] <throat_clearing>, -/""]", thats just  throatclearing ,+,MALE,0
"['we get so involved in our work lives and <sigh> just,']",we get so involved in our work lives and sigh just,sv,FEMALE,3
"['{d well, } yeah. /']",d well  yeah ,b,MALE,2
['social lives and so forth. /'],social lives and so forth ,+,FEMALE,0
"['yeah,  /']",yeah  ,aa,MALE,4
"[""that's, {f uh, } - /""]",thats f uh   ,%,MALE,5
"['yeah,  /']",yeah  ,%,MALE,5
"[""i think that's some of it.  /""]",i think thats some of it  ,aa,MALE,4
"['{c but, } {d you know, } i have, - /']",c but  d you know  i have  ,%,MALE,5
"['{f uh, }  [ i, + i, ] - /']",f uh    i  i   ,%,MALE,5
"[""it's  just the way, {d you know, } i think society is now,   is that [ we are not, + we do not ] have the extensive family we used to. /""]",its  just the way d you know  i think society is now   is that  we are not  we do not  have the extensive family we used to ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""it's more of [ a, +  {d you know, } a ] [ smaller, + <inhaling> smaller ] unit,  /""]",its more of  a   d you know  a   smaller  inhaling smaller  unit  ,sv,MALE,3
"['{c and } {d you know, } [ we, +  <inhaling> we ] tend to try to do things, i think with our immediate family,']",c and  d you know   we   inhaling we  tend to try to do things i think with our immediate family,sv,MALE,3
"['right,  /']",right  ,aa,FEMALE,4
['right. /'],right ,aa,FEMALE,4
"['as opposed to the extended family.  of people that we may or may not remember or know, {d you know, } very well.  /']",as opposed to the extended family  of people that we may or may not remember or know d you know  very well  ,+,MALE,0
"['{f uh } <sigh>, -/']",f uh  sigh ,%,MALE,5
"['((   ))  it really makes an effort [ on, + ]  to,']",     it really makes an effort  on    to,sv,FEMALE,3
"['right, /']",right ,b,MALE,2
['do this anymore. /'],do this anymore ,+,FEMALE,0
"['it requires a lot of effort [ [ to, +  to, ] +']",it requires a lot of effort   to   to  ,sv,MALE,3
"['right,  /']",right  ,aa,FEMALE,4
['right. /'],right ,aa,FEMALE,4
['to ] do that sort of thing.  /'],to  do that sort of thing  ,+,MALE,0
"['{e i mean, } [ i, +  i ] used to enjoy going,  /']",e i mean   i   i  used to enjoy going  ,sd,MALE,1
"['{e i mean } i still do kind of enjoy it,  /']",e i mean  i still do kind of enjoy it  ,sd,MALE,1
"[""{c but, }  {f uh, }  [ [ it's, +  it  does not, ] + it's not ] as many people there that i [ really, +  really ] enjoy seeing. /""]",c but   f uh     its   it  does not   its not  as many people there that i  really   really  enjoy seeing ,sd,MALE,1
