utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['okay,  /']",okay  ,"fo_o_fw_""_by_bc",FEMALE,0
"['{d well, } [ what, + {f uh, } what ] do you all do for camping? /']",d well   what  f uh  what  do you all do for camping ,qo,FEMALE,25
"[""{d well, } we don't do so much now,  /""]",d well  we dont do so much now  ,sd,FEMALE,1
"['{c but } when, {f uh, } i was, {f uh, } a child, we went regular old camping, tents  [ and +  --']",c but  when f uh  i was f uh  a child we went regular old camping tents   and   ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- and ] everything like that.  /'], and  everything like that  ,+,FEMALE,0
"['{c and then } with our children, [ we did, + {f uh, } we ] had a pop up tent camper. /']",c and then  with our children  we did  f uh  we  had a pop up tent camper ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c and } we used that to go camping. /'],c and  we used that to go camping ,sd,FEMALE,1
['where do you go? /'],where do you go ,qw,FEMALE,12
"['[ we, + {f uh, } years ago we ] lived in oklahoma  /']", we  f uh  years ago we  lived in oklahoma  ,sd,FEMALE,1
"['{c and } we went to, {f uh, } [ lake ardmore, + {e i mean } --']",c and  we went to f uh   lake ardmore  e i mean  ,sd,FEMALE,1
['oh.'],oh,b,FEMALE,2
['-- lake murray ] --'], lake murray  ,+,FEMALE,0
['uh-huh. /'],uhhuh ,+,FEMALE,0
['-- all the time.  /'], all the time  ,+,FEMALE,0
"['{c but, } when we did it with our children, we lived in, {f uh, } tennessee  /']",c but  when we did it with our children we lived in f uh  tennessee  ,sd,FEMALE,1
['{c and } we went up to the --'],c and  we went up to the ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['-- smokeys.'], smokeys,+,FEMALE,0
['<breathing>.'],breathing,x,FEMALE,8
['which was just absolutely fantastic. /'],which was just absolutely fantastic ,+,FEMALE,0
"['{f oh, } i bet it was.  /']",f oh  i bet it was  ,ba,FEMALE,6
"['around gatlinburg, or --']",around gatlinburg or ,qy^d,FEMALE,16
['uh-huh. /'],uhhuh ,ny,FEMALE,9
['-- somewhere up in there? /'], somewhere up in there ,+,FEMALE,0
"['uh-huh,  /']",uhhuh  ,ny,FEMALE,9
['uh-huh.  /'],uhhuh  ,ny,FEMALE,9
['{c and } --'],c and  ,%,FEMALE,5
"['-- along the, {f uh, } - /']", along the f uh   ,+,FEMALE,0
"[""<lipsmack> there's a ridge that goes down from tennessee --""]",lipsmack theres a ridge that goes down from tennessee ,sd,FEMALE,1
"['-- through, {f uh, } georgia and into alabama  /']", through f uh  georgia and into alabama  ,+,FEMALE,0
"['{d well, } {d now } did you all --']",d well  d now  did you all ,qy,FEMALE,7
['-- sleep in sleeping bags  /'], sleep in sleeping bags  ,+,FEMALE,0
"['{c and } did it get real cold at night,  /']",c and  did it get real cold at night  ,qy,FEMALE,7
"['{c or, } -/']",c or  ,%,FEMALE,5
"['it got real cold,  /']",it got real cold  ,na,FEMALE,21
"['{c but } the, {f uh, } camper had, {f uh, } beds in it, {d you know } --']",c but  the f uh  camper had f uh  beds in it d you know  ,sd,FEMALE,1
