utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""we're supposed to talk about the  middle east crisis,""]",were supposed to talk about the  middle east crisis,sd,MALE,1
"['# {f oh, } okay.  # /']", f oh  okay   ,b,FEMALE,2
"[""# and should # we be involved  and, uh, what's it going to cost us in the long run. /""]", and should  we be involved  and uh whats it going to cost us in the long run ,+,MALE,0
['okay. /'],okay ,b,FEMALE,2
['are you ready? /'],are you ready ,qy,MALE,7
['i guess so. /'],i guess so ,na,FEMALE,21
['the middle east crisis should we be there? /'],the middle east crisis should we be there ,qy,MALE,7
"[""{f oh, } dear that's a hard one.  /""]",f oh  dear thats a hard one  ,^h,FEMALE,27
"[""that's really hard for me because, {f uh, } {d you know, } [ i really, +  i ] have a son that's  sixteen  /""]",thats really hard for me because f uh  d you know   i really   i  have a son thats  sixteen  ,sd,FEMALE,1
"[""{c and } i think, {d you know, } eventually, {d you know, } he'll be [ of, +  of ] drafting age.  /""]",c and  i think d you know  eventually d you know  hell be  of   of  drafting age  ,sd,FEMALE,1
"['{c and } i think gosh, do i want him to go  /']",c and  i think gosh do i want him to go  ,sd,FEMALE,1
"[""{c and } yet i'm proud to be an american  /""]",c and  yet im proud to be an american  ,sd,FEMALE,1
"[""{c and } i know that we have a country that, {d you know, } people would give anything to  live in, a lot of people anyway because we have so many wonderful things that  they don't have.  /""]",c and  i know that we have a country that d you know  people would give anything to  live in a lot of people anyway because we have so many wonderful things that  they dont have  ,sv,FEMALE,3
"[""{c and } yet, i don't know whether i'd be willing to give  his life [ for, +  for ] this country  /""]",c and  yet i dont know whether id be willing to give  his life  for   for  this country  ,sd,FEMALE,1
"['[ {c and } yet, + {c and } yet, ] i know [ that i, +   that, - /']", c and  yet  c and  yet  i know  that i    that  ,h,FEMALE,15
"['{c and } [ [ i, +  i, ] +  when i ] was in school it was always [ the tired, +  the tired ] excuse  that we went to war to save us against communism  /']",c and    i   i    when i  was in school it was always  the tired   the tired  excuse  that we went to war to save us against communism  ,sd,FEMALE,1
"[""{c but } i'm not sure that  that's the reason anymore. {e i mean, } not sure that communism [ is, +  is ] as strong as it once was.  /""]",c but  im not sure that  thats the reason anymore e i mean  not sure that communism  is   is  as strong as it once was  ,sv,FEMALE,3
"[""{c and } i'm not sure [ that, +  that ] that's the reason why [ we're, +  {d like } we were ]  in vietnam supposedly so. /""]",c and  im not sure  that   that  thats the reason why  were   d like  we were   in vietnam supposedly so ,sv,FEMALE,3
"['{d well, } you realize why we were  in the middle east.  why we invaded iraq, why we were --']",d well  you realize why we were  in the middle east  why we invaded iraq why we were ,qy^d,MALE,16
"['{d well, } with the, -/']",d well  with the ,%,FEMALE,5
"[""-- in saudi, why we attacked kuwait  and [ we we're, +  why we are ] still fighting iraq. /""]", in saudi why we attacked kuwait  and  we were   why we are  still fighting iraq ,+,MALE,0
"[""{d well, } it's because of oil isn't it? /""]",d well  its because of oil isnt it ,qy,FEMALE,7
['no.  /'],no  ,nn,MALE,13
"[""i really believe it's because, - /""]",i really believe its because  ,sd,MALE,1
"[""i think it has something to do with oil, don't get me wrong. /""]",i think it has something to do with oil dont get me wrong ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c but } [ saddam is, +  saddam is ] a madman. /']",c but   saddam is   saddam is  a madman ,sv,MALE,3
