utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""<static> {d well, } we're just starting a  family through adoption  /""]",static d well  were just starting a  family through adoption  ,sd,FEMALE,1
"[""{c so } i don't really have a lot of, {f uh, } concrete, {f uh, } opinions.  /""]",c so  i dont really have a lot of f uh  concrete f uh  opinions  ,sd,FEMALE,1
"['just what i know out of my peer group, {f uh, } has gone through.  /']",just what i know out of my peer group f uh  has gone through  ,sd,FEMALE,1
['{c and } none of it has been good <laughter>. /'],c and  none of it has been good laughter ,sv,FEMALE,3
"['{f oh, } really? /']",f oh  really ,bh,FEMALE,18
['yeah.  /'],yeah  ,ny,FEMALE,9
"['{f uh, } the ones that can afford  to have live-in nannies,']",f uh  the ones that can afford  to have livein nannies,sd,FEMALE,1
['# huh. # /'], huh  ,b,FEMALE,2
['# they # seem to be having an okay time. /'], they  seem to be having an okay time ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f uh, } {c but } a lot of the other ones that  have, are professional, {f uh, }  /']",f uh  c but  a lot of the other ones that  have are professional f uh   ,sv,FEMALE,3
"[""i'd say fifty percent of, {d you know, } my peers [ that  i'm, + in my ] circle of friends have tried it and then stopped working until  they're, {d you know, } going to get their children in kindergarten or first grade. /""]",id say fifty percent of d you know  my peers  that  im  in my  circle of friends have tried it and then stopped working until  theyre d you know  going to get their children in kindergarten or first grade ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f uh, } {c but } i, - /']",f uh  c but  i  ,%,FEMALE,5
['there must be some good service out there # if you # --'],there must be some good service out there  if you  ,sv,FEMALE,3
['# right. # /'], right  ,b,FEMALE,2
['-- really look and pay for it. /'], really look and pay for it ,+,FEMALE,0
"['[ what, + what ] age child are you thinking in terms of? /']", what  what  age child are you thinking in terms of ,qw,FEMALE,12
"[""in terms of what they're talking about. /""]",in terms of what theyre talking about ,qy^d,FEMALE,16
['no.  /'],no  ,nn,FEMALE,13
"['[ for, + for ] yourselves <static>. /']", for  for  yourselves static ,sd,FEMALE,1
['oh.  /'],oh  ,b,FEMALE,2
['infant.  {f uh } ... /'],infant  f uh   ,sd,FEMALE,1
"['{f oh, } okay. /']",f oh  okay ,bk,FEMALE,14
['# infant. # /'], infant  ,b,FEMALE,2
"[""# {c so } you're # starting [ from  the b-, + <laughter> from the baseline. ] /""]", c so  youre  starting  from  the b  laughter from the baseline  ,sv,FEMALE,3
['<laughter> yeah.  /'],laughter yeah  ,aa,FEMALE,4
"['after eleven years of marriage.    {d yeah, }  we are.  /']",after eleven years of marriage    d yeah   we are  ,sd,FEMALE,1
"[""[ we're + {d actually, } it's ] happening now.  /""]", were  d actually  its  happening now  ,sd,FEMALE,1
"[""{c so, } we're just  going through the process. /""]",c so  were just  going through the process ,sd,FEMALE,1
['i see <bird_squawk>. /'],i see birdsquawk ,b,FEMALE,2
"['{c so } [ an-, + {c and } ] {d actually }  the question is, {f uh, } very appropriate.  /']",c so   an  c and   d actually   the question is f uh  very appropriate  ,sd,FEMALE,1
"[""{c cause } i'm not sure [ whether, + ] {f uh, } how strong the maternal  instinct is going to be.  /""]",c cause  im not sure  whether   f uh  how strong the maternal  instinct is going to be  ,sd,FEMALE,1
"[""they tell me it's going to be strong <laughter>.  /""]",they tell me its going to be strong laughter  ,sd,FEMALE,1
['# do you # --'], do you  ,qy,FEMALE,7
['# right. # /'], right  ,b,FEMALE,2
['-- have children? /'], have children ,+,FEMALE,0
['i have one son. /'],i have one son ,sd,FEMALE,1
['{c and } did you put him in daycare  /'],c and  did you put him in daycare  ,qy,FEMALE,7
['{c or } is he  older now or younger  /'],c or  is he  older now or younger  ,qrr,FEMALE,33
['{c or? } -/'],c or  ,%,FEMALE,5
"[""{d well, } [ he's, + he's ] now eighteen.   and [ [ in, + in, ] + ] {d you know, } has completed a couple of years of university. /""]",d well   hes  hes  now eighteen   and   in  in    d you know  has completed a couple of years of university ,sd,FEMALE,1
['sure.  /'],sure  ,b,FEMALE,2
"[""{c so } he's out of daycare # <laughter>. # /""]",c so  hes out of daycare  laughter  ,sd,FEMALE,1
"['# i, - /']", i  ,%,FEMALE,5
['right. #  /'],right   ,b,FEMALE,2
"['[ {c and, } + {c and } ] {c so }  that, - /']", c and   c and   c so   that  ,%,FEMALE,5
"['{c but } i was working full-time, # {f uh } # --']",c but  i was working fulltime  f uh   ,sd,FEMALE,1
"['# you, - /']", you  ,b,FEMALE,2
['uh-huh. # /'],uhhuh  ,b,FEMALE,2
['-- when he was born.  /'], when he was born  ,+,FEMALE,0
"['{c but } i was very lucky  because i was [ a, + a ] college professor. /']",c but  i was very lucky  because i was  a  a  college professor ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"['{c and so } i was able to, {d you know, } #  /']",c and so  i was able to d you know    ,sd,FEMALE,1
"['{c and } [  i, + it ] was # --']",c and    i  it  was  ,sd,FEMALE,1
['#  (( flex )) . # -/'],   flex    ,%,FEMALE,5
"['-- walking distance [ from, + # from ] # --']", walking distance  from   from   ,+,FEMALE,0
['# yeah. # /'], yeah  ,b,FEMALE,2
['-- my apartment.  /'], my apartment  ,+,FEMALE,0
['{c so } i went up  there  /'],c so  i went up  there  ,sd,FEMALE,1
"['{c and } i sort of left him [ with, + with ] a neighbor. /']",c and  i sort of left him  with  with  a neighbor ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c and } i left him in a carry cot when  he was very little <noise>.  /'],c and  i left him in a carry cot when  he was very little noise  ,sd,FEMALE,1
"[""{c and } i said, {d you know, } he doesn't need anything except, {d you know, }  look at him if he cries.  /""]",c and  i said d you know  he doesnt need anything except d you know   look at him if he cries  ,sd,FEMALE,1
"[""{c but, } {d you know, } don't pick him  up [ and, + # and ] # --""]",c but  d you know  dont pick him  up  and   and   ,sd,FEMALE,1
['# yeah. # /'], yeah  ,b,FEMALE,2
['-- this sort of stuff.  /'], this sort of stuff  ,+,FEMALE,0
['{c because } i was gone  only an hour at a stretch or an hour and a half. /'],c because  i was gone  only an hour at a stretch or an hour and a half ,sd,FEMALE,1
"[""{f oh, } that's wonderful. /""]",f oh  thats wonderful ,ba,FEMALE,6
"['{c and } i was able to, {d you know, } get,  his schedule just, {f uh, } cooperated. /']",c and  i was able to d you know  get  his schedule just f uh  cooperated ,sd,FEMALE,1
['right. /'],right ,b,FEMALE,2
['{c and } ... -/'],c and   ,%,FEMALE,5
"[""that's wonderful.  /""]",thats wonderful  ,ba,FEMALE,6
['# yeah. # /'], yeah  ,b,FEMALE,2
['# yeah. # /'], yeah  ,b,FEMALE,2
"['[ {c and, } + {c and } ] i guess, {f uh, } [ th-, + ]  because of [ your, + {f um, } your, ] {f uh, } profession. - /']", c and   c and   i guess f uh   th    because of  your  f um  your  f uh  profession  ,sv,FEMALE,3
"[""{e i mean, } [ i, + {f uh, } i'm ]  in corporate communications.  /""]",e i mean   i  f uh  im   in corporate communications  ,sd,FEMALE,1
"[""{c but } i've done free-lance  writing in the past, /""]",c but  ive done freelance  writing in the past ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{c so } what we're hoping is that, {f uh, } - /""]",c so  what were hoping is that f uh   ,sd,FEMALE,1
['{e i mean } my husband thinks i can do it.  /'],e i mean  my husband thinks i can do it  ,sd,FEMALE,1
"[""i've just never worked out of a domestic base, {d you know. }  /""]",ive just never worked out of a domestic base d you know   ,sd,FEMALE,1
"[""# i've always # --""]", ive always  ,sd,FEMALE,1
['# uh-huh. # /'], uhhuh  ,b,FEMALE,2
"['-- been in a corporate, {f uh, } environment.  /']", been in a corporate f uh  environment  ,+,FEMALE,0
"[""{f uh, }  {c but } i'm hoping that possibly i can do something where i can go flextime or part-time  /""]",f uh   c but  im hoping that possibly i can do something where i can go flextime or parttime  ,sd,FEMALE,1
"[""{c or }  if they don't have that, {f uh, } - /""]",c or   if they dont have that f uh   ,sd,FEMALE,1
"['my boss, - /']",my boss  ,%,FEMALE,5
"[""i'm very lucky though, again too, my boss is very akin to family building.  /""]",im very lucky though again too my boss is very akin to family building  ,sd,FEMALE,1
