utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['yeah,  /']",yeah  ,"fo_o_fw_""_by_bc",MALE,0
['they just raised our taxes up here about a year ago. /'],they just raised our taxes up here about a year ago ,sd,MALE,1
"[""{d well, } they've, {f uh, } statewide raises,  /""]",d well  theyve f uh  statewide raises  ,sd,FEMALE,1
['they raise ours it seems {d like }  constantly.  /'],they raise ours it seems d like   constantly  ,sd,FEMALE,1
"['we just, {f uh, } passed a new one, {f uh, }  /']",we just f uh  passed a new one f uh   ,sd,FEMALE,1
"[""fortunately or unfortunately  it doesn't go into effect because we did not get the united airlines. /""]",fortunately or unfortunately  it doesnt go into effect because we did not get the united airlines ,sd,FEMALE,1
"['{f oh, } right  /']",f oh  right  ,b,MALE,2
"[""indianapolis got that, didn't they? /""]",indianapolis got that didnt they ,qy,MALE,7
['right.  /'],right  ,na,FEMALE,21
"['{c and, }  {f uh, } we had passed [ a, + a ]  provisional one that  [ [ if, + if it did, ] + if they did ] locate here we would raise our taxes.  /']",c and   f uh  we had passed  a  a   provisional one that    if  if it did   if they did  locate here we would raise our taxes  ,sd,FEMALE,1
"[""{c but, }  {f uh, } at least we thought we'd get something back from that. /""]",c but   f uh  at least we thought wed get something back from that ,sd,FEMALE,1
['yeah. /'],yeah ,b,MALE,2
"['{f uh, } how do you feel about taxes? /']",f uh  how do you feel about taxes ,qo,FEMALE,25
"['{d well, } it seems like a big politics game  /']",d well  it seems like a big politics game  ,sv,MALE,3
"['{d like }  up here, last year, the governor was up for re-election  /']",d like   up here last year the governor was up for reelection  ,sd,MALE,1
"['{c so } he said the budget was fine,  /']",c so  he said the budget was fine  ,sd,MALE,1
"[""the state didn't have any money  /""]",the state didnt have any money  ,sd,MALE,1
['{c and then } right after he won the election he said we owed a lot of money  /'],c and then  right after he won the election he said we owed a lot of money  ,sd,MALE,1
['{c so } they raised all our taxes. /'],c so  they raised all our taxes ,sd,MALE,1
['<laughter>.'],laughter,x,FEMALE,8
"[""{c and } now it's election time again  /""]",c and  now its election time again  ,sd,MALE,1
"[""{c so } they're trying to lower them. /""]",c so  theyre trying to lower them ,sd,MALE,1
['oh. /'],oh ,b,FEMALE,2
"[""{c so } they're just talk about lowering them  /""]",c so  theyre just talk about lowering them  ,sd,MALE,1
"['{c but } they never do,  /']",c but  they never do  ,sd,MALE,1
['they just keep raising them. /'],they just keep raising them ,sd,MALE,1
"[""i've never seen taxes really go down. /""]",ive never seen taxes really go down ,sd,FEMALE,1
"['yeah,  /']",yeah  ,b,MALE,2
['me neither.   /'],me neither   ,sd,MALE,1
"[""{d well, } actually they're going to here because they didn't have a budget for so long  /""]",d well  actually theyre going to here because they didnt have a budget for so long  ,sd,MALE,1
['{c so } they raised the tax rate real high for the last three months of this year  /'],c so  they raised the tax rate real high for the last three months of this year  ,sd,MALE,1
"[""{c and } they're going to lower it for next year. /""]",c and  theyre going to lower it for next year ,sd,MALE,1
['oh. /'],oh ,b,FEMALE,2
"[""i guess they figure they're going to make up for all they didn't get when they should have had a budget. /""]",i guess they figure theyre going to make up for all they didnt get when they should have had a budget ,sv,MALE,3
['i hope they put that in writing <laughter>. /'],i hope they put that in writing laughter ,sd,FEMALE,1
"['yeah,  /']",yeah  ,aa,MALE,4
"['<laughter> yeah,  /']",laughter yeah  ,aa,MALE,4
"[""they say they're going to lower,  /""]",they say theyre going to lower  ,sd,MALE,1
"[""{c but } i'll see. /""]",c but  ill see ,sd,MALE,1
"['i feel like the middle class people are supporting the nation   and, {f uh, } that the rich are not paying their share  /']",i feel like the middle class people are supporting the nation   and f uh  that the rich are not paying their share  ,sv,FEMALE,3
