utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d so, } jan, how do they recycle in texas? /']",d so  jan how do they recycle in texas ,qw,MALE,12
"['{d well, } i, - /']",d well  i  ,%,FEMALE,5
"[""the biggest, <noise> {f uh, } way it's going right now, </noise> {f uh, } [ lot, + } most of the grocery stores --""]",the biggest noise f uh  way its going right now noise f uh   lot   most of the grocery stores ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- have got, {f uh, } things set up [ s-, + ] where you can bring in your, {f uh, } plastic, and your cans, and newspapers.  /']", have got f uh  things set up  s   where you can bring in your f uh  plastic and your cans and newspapers  ,+,FEMALE,0
"[""{c and then } they've just got different barrels <noise> setting out - /""]",c and then  theyve just got different barrels noise setting out  ,sd,FEMALE,1
"[""((   )) , i shouldn't say barrels, like big  (( john doors ))  or,""]",     i shouldnt say barrels like big   john doors   or,sd,FEMALE,1
['# uh-huh. # /'], uhhuh  ,b,MALE,2
"[""# whatever # they're,""]", whatever  theyre,+,FEMALE,0
['yeah. /'],yeah ,b,MALE,2
['called.  gondolas <breathing>. /'],called  gondolas breathing ,+,FEMALE,0
['yeah. /'],yeah ,b,MALE,2
"[""{f um, } they've got them set outside <lipsmack> /""]",f um  theyve got them set outside lipsmack ,sd,FEMALE,1
"['{c and, } -/']",c and  ,%,FEMALE,5
"['# [ is it, # +']",  is it  ,qy,MALE,7
"['# {f uh, } # /']", f uh   ,b,FEMALE,2
['is it ] all voluntary? /'],is it  all voluntary ,+,MALE,0
['yes.  /'],yes  ,ny,FEMALE,9
"[""it's all voluntary.  /""]",its all voluntary  ,sd,FEMALE,1
"['{d now, } they do have some places where you can take things and get cash  /']",d now  they do have some places where you can take things and get cash  ,sd,FEMALE,1
['# right. # /'], right  ,b,MALE,2
['uh-huh. /'],uhhuh ,b,MALE,2
"['{d you know, } they just want to, {f uh, } help recycle.  which is,']",d you know  they just want to f uh  help recycle  which is,sv,FEMALE,3
['# yeah. # /'], yeah  ,b,MALE,2
"['# what # we do.  {d you know, } /']", what  we do  d you know  ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,MALE,2
"['we, <breathing> - /']",we breathing  ,%,FEMALE,5
"[""probably the only thing, sometimes we'll take [ cash + {e or } the cans ] in  /""]",probably the only thing sometimes well take  cash  e or  the cans  in  ,sd,FEMALE,1
['{c and } we let the kids get the money for that. /'],c and  we let the kids get the money for that ,sd,FEMALE,1
['right.  /'],right  ,b,MALE,2
['yeah. /'],yeah ,b,MALE,2
"['{c but, } {f uh, } -/']",c but  f uh  ,%,FEMALE,5
"[""# there's, #""]", theres ,sd,MALE,1
"['# f-, # -/']", f  ,%,FEMALE,5
"['a lot of projects where [ the, + the ] boy scouts and things,  [ and + ] that will,']",a lot of projects where  the  the  boy scouts and things   and   that will,+,MALE,0
