utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['hi,  /']",hi  ,fp,FEMALE,32
"['my name is donna,  /']",my name is donna  ,fp,FEMALE,32
"[""{c and } i'm [ calling, + calling ] from plano, texas.  /""]",c and  im  calling  calling  from plano texas  ,fp,FEMALE,32
"[""i'm jay in dallas. /""]",im jay in dallas ,fp,MALE,32
"['{f oh, } okay, {f um, }  /']",f oh  okay f um   ,bk,FEMALE,14
"[""i, {f um, } find exercise kind of a task,  i guess i'd say.  /""]",i f um  find exercise kind of a task  i guess id say  ,sd,FEMALE,1
"['i go to aerobics <child_yelling> two days a week,  /']",i go to aerobics childyelling two days a week  ,sd,FEMALE,1
['{c but } i also have <child_yelling> three kids at home  /'],c but  i also have childyelling three kids at home  ,sd,FEMALE,1
['{c so } they keep me pretty busy. /'],c so  they keep me pretty busy ,sd,FEMALE,1
['that keeps you plenty of exercise  ((   )) . /'],that keeps you plenty of exercise       ,bf,MALE,20
"['yeah,  /']",yeah  ,aa,FEMALE,4
"['that gives me plenty of exercise,  /']",that gives me plenty of exercise  ,sd,FEMALE,1
"['{c but } i enjoy, {f um, } <child_yelling> walking outside and <child_yelling> bicycling once in a while with the family.  /']",c but  i enjoy f um  childyelling walking outside and childyelling bicycling once in a while with the family  ,sd,FEMALE,1
['excuse me <noise> <<muffled sound as if hand over the phone>>.  /'],excuse me noise muffled sound as if hand over the phone  ,ad,FEMALE,22
"[""that's fine.  /""]",thats fine  ,t3,FEMALE,35
['and yourself. /'],and yourself ,t3,FEMALE,35
"['{d well, } [ i, + {f uh, } i  ] have, - /']",d well   i  f uh  i   have  ,%,MALE,5
"['i walked and run [ ev-, + {f um, } almost every ] morning.  /']",i walked and run  ev  f um  almost every  morning  ,sd,MALE,1
"[""i've sort of stopped here with the weather change,  /""]",ive sort of stopped here with the weather change  ,sd,MALE,1
"[""{c but, } {f uh, } it's about a thirty minute exercise every morning. /""]",c but  f uh  its about a thirty minute exercise every morning ,sd,MALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['every morning.  /'],every morning  ,b^m,FEMALE,24
"['{d well, } my husband swims every day at lunch, which he loves doing -- /']",d well  my husband swims every day at lunch which he loves doing  ,sd,FEMALE,1
"['{f oh, } that would, - /']",f oh  that would  ,ba,MALE,6
"[""that's fantastic exercise. /""]",thats fantastic exercise ,ba,MALE,6
"['-- yeah,  /']", yeah  ,aa,FEMALE,4
['he does it every day like a ritual.  /'],he does it every day like a ritual  ,sd,FEMALE,1
"[""once in a while or if he has a business meeting or if [ he, + {f um, } someone   invites him ] to lunch, [ he'll, + he'll ] not go,  /""]",once in a while or if he has a business meeting or if  he  f um  someone   invites him  to lunch  hell  hell  not go  ,sd,FEMALE,1
"['{c but } he goes, {f um, } [ every, + every  ] day,  /']",c but  he goes f um   every  every   day  ,sd,FEMALE,1
