utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['#  (( {f oh } {c so } )) , # -/']",   f oh  c so     ,%,MALE,5
['# okay. #  /'], okay   ,"fo_o_fw_""_by_bc",FEMALE,0
"[""i'm not as ashamed to claim them this year as i have been so  # <laughter>. # -/""]",im not as ashamed to claim them this year as i have been so   laughter  ,sd,FEMALE,1
"['# {d well, } it, - /']", d well  it  ,%,MALE,5
"[""let's put # it this way.  /""]",lets put  it this way  ,^h,MALE,27
"[""we've got the new england patriots up here  /""]",weve got the new england patriots up here  ,sd,MALE,1
['{c so. } -/'],c so  ,%,MALE,5
['{f oh } yeah.  /'],f oh  yeah  ,b,FEMALE,2
"['right.  {d well, } /']",right  d well  ,%,FEMALE,5
"[""they've had some serious problems in the past couple of years. /""]",theyve had some serious problems in the past couple of years ,sv,MALE,3
['really? /'],really ,bh,FEMALE,18
['yeah. /'],yeah ,ny,MALE,9
['why? /'],why ,qw,FEMALE,12
"['{f um, } {d well, } {f uh, } partly due to ownership.  /']",f um  d well  f uh  partly due to ownership  ,sd,MALE,1
"['{d you know, } {f uh, }  victor kiam owned [ the, + {f uh, } the  ] patriots --']",d you know  f uh   victor kiam owned  the  f uh  the   patriots ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {f uh, } for a period of a number of years  /']", f uh  for a period of a number of years  ,+,MALE,0
"['{c and } he always had [ this, + {f uh, } this ] wonderful quality of [ c-, + ] being able to put his foot in his mouth every time he went to say something <talking>  /']",c and  he always had  this  f uh  this  wonderful quality of  c   being able to put his foot in his mouth every time he went to say something talking  ,sd,MALE,1
"[""{c and, } {f uh, } they've had some financial problems with the team and so forth.  /""]",c and  f uh  theyve had some financial problems with the team and so forth  ,sd,MALE,1
"['{c and } it recently was sold <talking> to, {f uh, } some other people  /']",c and  it recently was sold talking to f uh  some other people  ,sd,MALE,1
"['{c so, } hopefully, this ownership can set up new direction and, {f uh, } keep, {f uh, } the patriots in the new england area anyways </talking>. /']",c so  hopefully this ownership can set up new direction and f uh  keep f uh  the patriots in the new england area anyways talking ,sd,MALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
['{d well } it will be fun for you to watch up there anyway --'],d well  it will be fun for you to watch up there anyway ,sv,FEMALE,3
"['{f oh, } # yeah. # /']",f oh   yeah  ,b,MALE,2
"['-- # to # see what happens now you, -/']",  to  see what happens now you ,+,FEMALE,0
"[""[ i've been to a couple, +  i've been to a few games ] before. /""]", ive been to a couple   ive been to a few games  before ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""now [ you, + [ you're, + you're ] ] from texas. /""]",now  you   youre  youre   from texas ,sd,MALE,1
['right. /'],right ,aa,FEMALE,4
"[""{c so } you've got two football teams down there. /""]",c so  youve got two football teams down there ,sd,MALE,1
"[""{d well, } it depends on where you're from in texas.  /""]",d well  it depends on where youre from in texas  ,arp_nd,FEMALE,34
['i live right by dallas --'],i live right by dallas ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['-- so we have one football team --'], so we have one football team ,+,FEMALE,0
"['# {f oh, } i see. # /']", f oh  i see  ,bk,MALE,14
"[""-- # as far as we're # concerned <laughter>.  /""]",  as far as were  concerned laughter  ,+,FEMALE,0
"[""# that's how it is. # /""]", thats how it is  ,b,FEMALE,2
"[""# there's that type of segregation, {f huh? } # /""]", theres that type of segregation f huh   ,qy,MALE,7
"[""it's divided,  /""]",its divided  ,sd,FEMALE,1
['# yeah. # /'], yeah  ,ny,FEMALE,9
['# wow! # /'], wow  ,ba,MALE,6
"['it really is,  /']",it really is  ,aa,FEMALE,4
"[""{c so } we've got our cowboys here  /""]",c so  weve got our cowboys here  ,sd,FEMALE,1
['[ {c and } -- +'], c and   ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"[""-- {c and, } ] {f uh, } i don't think anybody roots differently  /""]", c and   f uh  i dont think anybody roots differently  ,+,FEMALE,0
['{c but } --'],c but  ,sd,FEMALE,1
"['<throat_clearing> # do you, # -/']",throatclearing  do you  ,%,MALE,5
['-- # i have # a boyfriend that lives in fresno  /'],  i have  a boyfriend that lives in fresno  ,+,FEMALE,0
