utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay.  /'],okay  ,%,FEMALE,5
['guess we can go ahead.  /'],guess we can go ahead  ,sd,FEMALE,1
"[""{f uh, } {d well, }  i guess {d you know } it's, {d you know, } - /""]",f uh  d well   i guess d you know  its d you know   ,sd,FEMALE,1
"[""since living in dallas it's always so hot,  [ so + ] in the summertime, i just, [ i + ] wear lots of shorts,  [ so + ] because i don't work during the day. /""]",since living in dallas its always so hot   so   in the summertime i just  i   wear lots of shorts   so   because i dont work during the day ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c so, } do you work? /']",c so  do you work ,qy,FEMALE,7
"['<breathing>  yes,  /']",breathing  yes  ,ny,FEMALE,9
"['uh-huh,  /']",uhhuh  ,ny,FEMALE,9
"['yeah,  /']",yeah  ,ny,FEMALE,9
['i do work. /'],i do work ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"['{f uh, } {c and, } - /']",f uh  c and   ,%,FEMALE,5
"['{c but } i work at a  manufacturing plant,  /']",c but  i work at a  manufacturing plant  ,sd,FEMALE,1
"['{c so } i wear a lot of blue jeans,']",c so  i wear a lot of blue jeans,sd,FEMALE,1
['# uh-huh. # /'], uhhuh  ,b,FEMALE,2
['# and # t-shirts. /'], and  tshirts ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c but } occasionally i have to get dressed up and wear  panty hose and a dress,']",c but  occasionally i have to get dressed up and wear  panty hose and a dress,sd,FEMALE,1
['# uh-huh. # /'], uhhuh  ,b,FEMALE,2
['# and # high heel shoes  /'], and  high heel shoes  ,+,FEMALE,0
['{c and } i feel really  uncomfortable doing that  /'],c and  i feel really  uncomfortable doing that  ,sd,FEMALE,1
"['{c and, }']",c and ,sd,FEMALE,1
['# yeah. # /'], yeah  ,b,FEMALE,2
"[""# in # the plant [ so, + ] {f uh, }  [ it's, + it's ] a problem for me. /""]", in  the plant  so   f uh    its  its  a problem for me ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c but, } normally i just wear blue jeans and a t-shirt. /']",c but  normally i just wear blue jeans and a tshirt ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['very, very, comfortable.  /']",very very comfortable  ,sd,FEMALE,1
['i like that so much better  than having to wear dress clothes. /'],i like that so much better  than having to wear dress clothes ,sd,FEMALE,1
"['yeah,  /']",yeah  ,aa,FEMALE,4
"['yeah,  /']",yeah  ,aa,FEMALE,4
"['{c and } buying suits and stuff, {d yeah, } because just being at home - /']",c and  buying suits and stuff d yeah  because just being at home  ,bf,FEMALE,20
