utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['there we go.  /'],there we go  ,"fo_o_fw_""_by_bc",MALE,0
"['{f uh, } {d so, } {f uh, } what do you consider the most important benefit besides salary? /']",f uh  d so  f uh  what do you consider the most important benefit besides salary ,qo,MALE,25
"[""boy, [ i, + i ] don't know.  /""]",boy  i  i  dont know  ,no,MALE,31
"[""[ that's a, + that's [ a, + a ] ] tough one.  /""]", thats a  thats  a  a   tough one  ,sv,MALE,3
"[""{f uh, } {f uh, } {c and } [ it's, + {f uh, } i suppose [ it's, + it's ] ] changes [ as, + {f uh, } as ] [ percep-, + my perception ] changes [ of, + of ] what, {f uh, } i'm getting gypped on  /""]",f uh  f uh  c and   its  f uh  i suppose  its  its   changes  as  f uh  as   percep  my perception  changes  of  of  what f uh  im getting gypped on  ,sd,MALE,1
['{c and } <laughter> -- -/'],c and  laughter  ,%,MALE,5
"['that week,  /']",that week  ,^2,MALE,23
['right. /'],right ,%,MALE,5
"[""-- [ this week + {e or } this month, ] {f uh, } {f uh, } {f uh, } [ we're just, {f uh, } going through, + {f uh, } {f uh, } {d well, } there's ] a couple of changes [ to the, + to [ the, + {f uh, } our ] ] health plan  /""]",  this week  e or  this month  f uh  f uh  f uh   were just f uh  going through  f uh  f uh  d well  theres  a couple of changes  to the  to  the  f uh  our   health plan  ,na,MALE,21
"['[ {c and, } + {f uh, } {c and } ] i guess right now the one in my mind is health insurance  /']", c and   f uh  c and   i guess right now the one in my mind is health insurance  ,sd,MALE,1
"['{c but, } {f uh, }']",c but  f uh ,sd,MALE,1
['{f um. } /'],f um  ,b,MALE,2
"[""if i step back i'm not sure [ i'd, + i'd, ] {f uh, } say that.  /""]",if i step back im not sure  id  id  f uh  say that  ,+,MALE,0
"['[ what, + what ] about you? /']", what  what  about you ,qo,MALE,25
"[""{d well, } {f uh, } [ i, + right now i'm ] in sort of a weird situation.  /""]",d well  f uh   i  right now im  in sort of a weird situation  ,sd,MALE,1
"[""i'm a graduate student that, {f uh } -- -/""]",im a graduate student that f uh   ,sd,MALE,1
"['{f oh, } okay. /']",f oh  okay ,bk,MALE,14
"[""-- i don't have that many benefits per se <laughter>. /""]", i dont have that many benefits per se laughter ,sd,MALE,1
"['<laughter> yes,  /']",laughter yes  ,b,MALE,2
"['okay, /']",okay ,b,MALE,2
"['{f uh, } sort of get, -/']",f uh  sort of get ,%,MALE,5
"[""[ {c but, } + {c but, } ] on the other hand, one of these days you'll be out looking for a, -/""]", c but   c but   on the other hand one of these days youll be out looking for a ,sv,MALE,3
"['yeah,  /']",yeah  ,aa,MALE,4
['yeah.  /'],yeah  ,aa,MALE,4
['my wife has a real job  /'],my wife has a real job  ,sd,MALE,1
['{c and } i can see from her angle.  /'],c and  i can see from her angle  ,sd,MALE,1
"['{f uh, } {f uh, } i think health insurance is real, real important.']",f uh  f uh  i think health insurance is real real important,sv,MALE,3
['yeah. /'],yeah ,b,MALE,2
"[""[ [ [ i've, + i've, ] + i've, ] + i've ] discovered.  /""]",   ive  ive   ive   ive  discovered  ,+,MALE,0
"[""{e i mean, } even in my case [ it's sort of, + they're really, ] {f uh, } a pain in the neck about it up here  /""]",e i mean  even in my case  its sort of  theyre really  f uh  a pain in the neck about it up here  ,sd,MALE,1
"['{c because } the university makes me buy a small, - /']",c because  the university makes me buy a small  ,sd,MALE,1
"['[ [ they, + they have a mandatory, ] + they have what they call the mandatory ] portion of their health insurance -- /']",  they  they have a mandatory   they have what they call the mandatory  portion of their health insurance  ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"['-- they offer insurance to everyone,  /']", they offer insurance to everyone  ,sd,MALE,1
"['{c but } then the basics that are major medical, [ they, + they ] force you to buy here.  /']",c but  then the basics that are major medical  they  they  force you to buy here  ,sd,MALE,1
"[""{d now } i'm covered by my wife's anyway,  /""]",d now  im covered by my wifes anyway  ,sd,MALE,1
['{c but } i still pay them a hundred dollars a semester --'],c but  i still pay them a hundred dollars a semester ,sd,MALE,1
"['right,  /']",right  ,b,MALE,2
['okay. /'],okay ,b,MALE,2
"['-- for, {f uh, } mandatory.  /']", for f uh  mandatory  ,+,MALE,0
"[""{c so } that's sort of annoying that i'm paying for something i'm not getting in that case.  /""]",c so  thats sort of annoying that im paying for something im not getting in that case  ,sd,MALE,1
"[""i'd rather [ that, + that ] went to something else. /""]",id rather  that  that  went to something else ,sd,MALE,1
"['[ {c and, } + {c and, } ] yeah,  /']", c and   c and   yeah  ,b,MALE,2
"[""{c and } the benefits you're getting for that hundred dollars a semester, {f uh, } [ you, + you ] never use because you just use your wife's. /""]",c and  the benefits youre getting for that hundred dollars a semester f uh   you  you  never use because you just use your wifes ,bf,MALE,20
['right.  /'],right  ,aa,MALE,4
"['{e i mean, } {f uh, } - /']",e i mean  f uh   ,%,MALE,5
"['[ [ {c and, } + {c and, } ] + {c and } ] it turns out that {d actually, } {f uh, } [ the benefits they, + {d you know, } [ that, + that ] hundred dollars sort of [ would, + would ] entitle me to go to the university health services here, {d you know, } [ and, + and ]  use them  /']",  c and   c and    c and   it turns out that d actually  f uh   the benefits they  d you know   that  that  hundred dollars sort of  would  would  entitle me to go to the university health services here d you know   and  and   use them  ,sd,MALE,1
"[""{c and } it turns out that i do think [ they're v-, + they're excellent ] physicians there.  /""]",c and  it turns out that i do think  theyre v  theyre excellent  physicians there  ,sd,MALE,1
"[""{c so, } through my wife's h m o, we've registered for them as our primary care physicians  /""]",c so  through my wifes h m o weve registered for them as our primary care physicians  ,sd,MALE,1
"['{c so } we go there anyway,  /']",c so  we go there anyway  ,sd,MALE,1
"[""[ {c so } [ they're, + they're, ] + {c so } if they were ] to bill, which, which i believe they don't, - /""]", c so   theyre  theyre   c so  if they were  to bill which which i believe they dont  ,sd,MALE,1
"['{c but } if they were to bill the h m o for my business, they could, [ in, + in ] theory, be getting paid twice for the same thing.  /']",c but  if they were to bill the h m o for my business they could  in  in  theory be getting paid twice for the same thing  ,sd,MALE,1
"[""{c but } they're not, thank god.  /""]",c but  theyre not thank god  ,sd,MALE,1
"[""{f uh, } {c but } {d anyway, } {f uh, } otherwise, i would imagine, {f uh, } good vacation [ is, + is ] important, although i don't know if that's really a deciding factor for many people on a job.  /""]",f uh  c but  d anyway  f uh  otherwise i would imagine f uh  good vacation  is  is  important although i dont know if thats really a deciding factor for many people on a job  ,sv,MALE,3
"[""i don't, {d you know, } -/""]",i dont d you know  ,sd,MALE,1
"['{f uh, } yeah,  /']",f uh  yeah  ,b,MALE,2
"[""[ [ [ [ [ i, +  it, ] + {f uh, } the, ] + the, ] + that, ] + that's [ a, + a ] ] negative about, {f uh, } [ where, + where ] i am in that, {f uh, } {d well, } [ i came out of, + {f uh, } i worked ] five years civil service  /""]",     i   it   f uh  the   the   that   thats  a  a   negative about f uh   where  where  i am in that f uh  d well   i came out of  f uh  i worked  five years civil service  ,sd,MALE,1
"[""{c and } there [ [ [ it's, + {f uh, } <noise> if i remember right, you ] + {d well, } they, ] + they ] accumulate it as hours per week or something like that [ and, + or ] hours per pay period or something,  /""]",c and  there    its  f uh  noise if i remember right you   d well  they   they  accumulate it as hours per week or something like that  and  or  hours per pay period or something  ,sd,MALE,1
"['{c but, } {d anyway } it works out as i remember basically to, {f uh, } - /']",c but  d anyway  it works out as i remember basically to f uh   ,sd,MALE,1
"['you start [ at, + at, ] {f uh, } two and a half weeks or something like that,  /']",you start  at  at  f uh  two and a half weeks or something like that  ,sd,MALE,1
"['{c and } [ it, + at three years, {f uh, } it ] goes to four weeks i believe,  /']",c and   it  at three years f uh  it  goes to four weeks i believe  ,sd,MALE,1
"[""{c and } [ [ i, + i'm coming up on, ] + i've been at t i now, {f uh, } {f uh, } coming up on ] fifteen years  /""]",c and    i  im coming up on   ive been at t i now f uh  f uh  coming up on  fifteen years  ,sd,MALE,1
"['[ {c and } it, + {c and } [ it just, + {f uh, } this year ] ] is going to go to four weeks here  /']", c and  it  c and   it just  f uh  this year   is going to go to four weeks here  ,sd,MALE,1
"['{c so, } -/']",c so  ,%,MALE,5
"['{f oh, } wow. /']",f oh  wow ,ba,MALE,6
"['{f uh, } {f uh, } /']",f uh  f uh  ,b,MALE,2
"[""{c so } that's really, -/""]",c so  thats really ,%,MALE,5
"['yeah,  /']",yeah  ,b,MALE,2
"[""[ that's a, + [ that, + that ] is [ [ a, + a, ] + a ] negative, [ but, + {f uh, } but, ] [ [ not, + probably not at, ] + probably not a ] deciding factor,  /""]", thats a   that  that  is   a  a   a  negative  but  f uh  but    not  probably not at   probably not a  deciding factor  ,sv,MALE,3
"['{c but, } {f uh, } -/']",c but  f uh  ,%,MALE,5
['yeah.  /'],yeah  ,aa,MALE,4
"[""{e i mean, } [ [ i don't, + {d you know, } i don't, ] + i know my wife, ] {f uh, } - /""]",e i mean    i dont  d you know  i dont   i know my wife  f uh   ,sd,MALE,1
"['i think she gets, {d you know, } about two weeks a year, i guess -- /']",i think she gets d you know  about two weeks a year i guess  ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"[""-- {c but } they're pretty good about it if she wants other time off.  /""]", c but  theyre pretty good about it if she wants other time off  ,sd,MALE,1
"['they, {d you know, } usually let her, /']",they d you know  usually let her ,sd,MALE,1
"['{d well, } [ that, + that, ] - /']",d well   that  that   ,%,MALE,5
"['yeah,  /']",yeah  ,%,MALE,5
"[""[ that's, + that's ] the thing is [ how, + how ] flexible they are for comp time [ kinds of -- +""]", thats  thats  the thing is  how  how  flexible they are for comp time  kinds of  ,sv,MALE,3
['yeah. /'],yeah ,b,MALE,2
['-- kinds of ] things  /'], kinds of  things  ,+,MALE,0
"[""{c and, } {f uh, } {f uh, } that's [ [ the, + the, ] + the, ] {f uh, } - /""]",c and  f uh  f uh  thats   the  the   the  f uh   ,%,MALE,5
['yeah.  /'],yeah  ,%,MALE,5
"[""that's  [ a, + why it ] hasn't made all that much difference is because [ the, + with the ] civil service, that [ you could take, + you could take ] your vacation in increments of one hour -- /""]",thats   a  why it  hasnt made all that much difference is because  the  with the  civil service that  you could take  you could take  your vacation in increments of one hour  ,sd,MALE,1
"['{f oh, } really. /']",f oh  really ,b,MALE,2
"[""-- [ [ {c and, } + {f uh, } {c and, } ] + {c but, } ] {f uh, } there wasn't, {f uh, } anything as far as comp time,  /""]",   c and   f uh  c and    c but   f uh  there wasnt f uh  anything as far as comp time  ,sd,MALE,1
"['{c so } you tend to dribble away a week of it a year, {f uh, } {d you know, } an hour here --']",c so  you tend to dribble away a week of it a year f uh  d you know  an hour here ,sd,MALE,1
"['just, - /']",just  ,%,MALE,5
['yeah. /'],yeah ,%,MALE,5
['-- a couple hours there kind of a thing. /'], a couple hours there kind of a thing ,+,MALE,0
['yeah. /'],yeah ,b,MALE,2
"[""{f uh, } whereas, {f uh, } here [ i, + {f uh, } things ] are free enough [ to, + that, ] {f uh, } [ the, + the ] actual vacation time per year probably [ isn't that, + isn't that ] much different,  /""]",f uh  whereas f uh  here  i  f uh  things  are free enough  to  that  f uh   the  the  actual vacation time per year probably  isnt that  isnt that  much different  ,sv,MALE,3
"['[ {c but, } + {f uh, }']", c but   f uh ,%,MALE,5
"[""[ [ that's, + {d well, } that's a -- ] +""]",  thats  d well  thats a   ,sv,MALE,3
"['{c but, } ] {f uh, } -/']",c but   f uh  ,+,MALE,0
"[""-- that's ] reasonable, i think. /""]", thats  reasonable i think ,+,MALE,0
['yeah.  /'],yeah  ,aa,MALE,4
"['[ i think the, + i think the ] health insurance, - /']", i think the  i think the  health insurance  ,%,MALE,5
"[""i think [ that's, + that's ] going through changes everywhere to, {f uh, } - /""]",i think  thats  thats  going through changes everywhere to f uh   ,sv,MALE,3
"[""[ the, + they've, ] {f uh, } {f uh, } gone through a couple years ago here where they, {f uh, } will cover you much better if you go to their designated hospitals  /""]", the  theyve  f uh  f uh  gone through a couple years ago here where they f uh  will cover you much better if you go to their designated hospitals  ,sd,MALE,1
"[""{c and } now they're in the process of developing a list [ of, + of, ] {f uh, } designated doctors, {f uh, }  /""]",c and  now theyre in the process of developing a list  of  of  f uh  designated doctors f uh   ,sd,MALE,1
"['{c so } that just routine visits, {f uh, } they will compensate much better for, if you go to their designated doctors. /']",c so  that just routine visits f uh  they will compensate much better for if you go to their designated doctors ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"['[ which, + which, ] {f uh, } - /']", which  which  f uh   ,%,MALE,5
"['my assumption is that, that will not include my doctor since, {f uh, } he keeps real busy without having [ to, + to, ] {f uh, } -/']",my assumption is that that will not include my doctor since f uh  he keeps real busy without having  to  to  f uh  ,sd,MALE,1
['weigh all sorts of other things. /'],weigh all sorts of other things ,^2,MALE,23
['yeah. /'],yeah ,b,MALE,2
"['yeah,  /']",yeah  ,b^m,MALE,24
"['i think, i was watching something the other day about that {d actually } on, {f uh, } a news special or something like that  /']",i think i was watching something the other day about that d actually  on f uh  a news special or something like that  ,sd,MALE,1
"[""{c and } they were saying how in some sense that, that's good because that makes health care affordable for everyone and [ makes, + {d you know, } lowers ] the cost of everything and all insurance  /""]",c and  they were saying how in some sense that thats good because that makes health care affordable for everyone and  makes  d you know  lowers  the cost of everything and all insurance  ,sd,MALE,1
"[""{c and } in other cases it's actually bad because it winds up people, {d you know, } [ don't get to, + they have ] much less of a choice in who they can use and stuff like that  /""]",c and  in other cases its actually bad because it winds up people d you know   dont get to  they have  much less of a choice in who they can use and stuff like that  ,sd,MALE,1
"['{c so, } -/']",c so  ,%,MALE,5
"['{d well, } [ {c and, } + {c and } ] i think [ [ in the, + in the, ] + in the ] much bigger picture than, {f uh, } to some extent hospitals and doctors have some, {f uh, } fixed amount  /']",d well   c and   c and   i think   in the  in the   in the  much bigger picture than f uh  to some extent hospitals and doctors have some f uh  fixed amount  ,sv,MALE,3
