utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay.  /'],okay  ,"fo_o_fw_""_by_bc",FEMALE,0
['my children are all grown up. /'],my children are all grown up ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['<laughter>.'],laughter,x,FEMALE,8
"['okay,  /']",okay  ,b,FEMALE,2
"[""{d well, } {d now } {d see, } i've got two children  /""]",d well  d now  d see  ive got two children  ,sd,FEMALE,1
"[""{c and, } {f uh, } they're, - /""]",c and  f uh  theyre  ,%,FEMALE,5
"['one is [ o-, + ] {f uh, } just turned to be a teenager  /']",one is  o   f uh  just turned to be a teenager  ,sd,FEMALE,1
"['{c and } the other one is on his way,  /']",c and  the other one is on his way  ,sd,FEMALE,1
['{c so. } -/'],c so  ,%,FEMALE,5
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""<laughter> [ i, + {f uh, } i'm ] a single parent,  /""]",laughter  i  f uh  im  a single parent  ,sd,FEMALE,1
"['{c so } i think it makes it more difficult for me to, {f uh, } {d you know, } find time with [ my, + my ] children since i --']",c so  i think it makes it more difficult for me to f uh  d you know  find time with  my  my  children since i ,sd,FEMALE,1
"[""i'll bet. /""]",ill bet ,ba,FEMALE,6
['-- work  /'], work  ,+,FEMALE,0
"['{c and then, } of course, take care of the house  {c [ a-, + and ] } all this good kind of stuff.  /']",c and then  of course take care of the house  c  a  and   all this good kind of stuff  ,sd,FEMALE,1
"[""{f uh, } {c so } [  it's a real, + {f uh, } it's a real ] problem for me. /""]",f uh  c so    its a real  f uh  its a real  problem for me ,sd,FEMALE,1
"[""i'll bet it is. /""]",ill bet it is ,ba,FEMALE,6
['yeah. /'],yeah ,b,FEMALE,2
['what is the favorite thing you do with your children? /'],what is the favorite thing you do with your children ,qw,FEMALE,12
"['{f uh, } [ the, + the ] thing that we like to do the most is to watch t v together. /']",f uh   the  the  thing that we like to do the most is to watch t v together ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and, } {f uh, } the kids like to play nintendo,  /']",c and  f uh  the kids like to play nintendo  ,sd,FEMALE,1
"[""{c but } i'm no good at it,  /""]",c but  im no good at it  ,sd,FEMALE,1
"[""<laughter> {c so } i don't like to play. /""]",laughter c so  i dont like to play ,sd,FEMALE,1
"['you just watch them play, {f huh? } /']",you just watch them play f huh  ,qy,FEMALE,7
"[""that's right,  /""]",thats right  ,na,FEMALE,21
"[""that's right. /""]",thats right ,na,FEMALE,21
"['[ i, + i ] tried it once or twice,  /']", i  i  tried it once or twice  ,sd,FEMALE,1
"[""{c but } i didn't feel like i was very good at it either. /""]",c but  i didnt feel like i was very good at it either ,sd,FEMALE,1
['<laughter> me either. /'],laughter me either ,aa,FEMALE,4
"['my grandson got me to one day,  /']",my grandson got me to one day  ,sd,FEMALE,1
"['{c but, } -/']",c but  ,%,FEMALE,5
"['yeah,  /']",yeah  ,b,FEMALE,2
['they talk about these different levels and stuff  /'],they talk about these different levels and stuff  ,sd,FEMALE,1
"[""{c and } i've never got off of level one <laughter>. /""]",c and  ive never got off of level one laughter ,sd,FEMALE,1
['<laughter> different worlds -- /'],laughter different worlds  ,sd,FEMALE,1
['yes. /'],yes ,ny,FEMALE,9
"['-- {c and } how do you get to another world, {d you know? }  /']", c and  how do you get to another world d you know   ,qh,FEMALE,26
"[""{c and } [ i, + i ] don't even know what they're talking about. /""]",c and   i  i  dont even know what theyre talking about ,sd,FEMALE,1
"['[  i, +  i ] know,  /']",  i   i  know  ,aa,FEMALE,4
"['i agree with you,  /']",i agree with you  ,aa,FEMALE,4
['<laughter>.'],laughter,x,FEMALE,8
"['the other thing i think we like to go to the movies, too. /']",the other thing i think we like to go to the movies too ,sd,FEMALE,1
['do you? /'],do you ,qy,FEMALE,7
"[""that's, - /""]",thats  ,%,FEMALE,5
"['yeah,  /']",yeah  ,%,FEMALE,5
"[""[ that's a, + that's a ] neat thing.  /""]", thats a  thats a  neat thing  ,sd,FEMALE,1
"[""{c so } i guess we're all [ in, + ] {f uh, } {d you know, } movie, {f uh, } fanatics or whatever around here. /""]",c so  i guess were all  in   f uh  d you know  movie f uh  fanatics or whatever around here ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
['{c so } we like to do those kind of things. /'],c so  we like to do those kind of things ,sd,FEMALE,1
"['i know when our kids were growing up, [ our, + ] we were big into water sports. /']",i know when our kids were growing up  our   we were big into water sports ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['we had a boat  /'],we had a boat  ,sd,FEMALE,1
['{c and } they all skied  /'],c and  they all skied  ,sd,FEMALE,1
['{c and } in the summer we spent most weekends on the lake with them skiing  /'],c and  in the summer we spent most weekends on the lake with them skiing  ,sd,FEMALE,1
['{c and } they always took other friends with them  /'],c and  they always took other friends with them  ,sd,FEMALE,1
"['{c and } we had a lot of fun doing that,  /']",c and  we had a lot of fun doing that  ,sd,FEMALE,1
['{c but } --'],c but  ,sd,FEMALE,1
"['{f oh, } how neat. /']",f oh  how neat ,ba,FEMALE,6
['-- i had all girls -- /'], i had all girls  ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c so } we didn't do too much sports wise. /""]", c so  we didnt do too much sports wise ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['i find my grandchildren are very involved in soccer and baseball -- /'],i find my grandchildren are very involved in soccer and baseball  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- {c and } --'], c and  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- little boys do all of those things -- /'], little boys do all of those things  ,+,FEMALE,0
"['{f oh, } yeah. /']",f oh  yeah ,b,FEMALE,2
"['-- {c but, } -/']", c but  ,%,FEMALE,5
"['{f oh, } yeah.  /']",f oh  yeah  ,b,FEMALE,2
"['yeah,  /']",yeah  ,b,FEMALE,2
"['{d see, } i have a son  /']",d see  i have a son  ,sd,FEMALE,1
"[""{c and, } {f uh, } {d you know, } it's football in the fall [ and, + and ] baseball in the spring  /""]",c and  f uh  d you know  its football in the fall  and  and  baseball in the spring  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""[  i, + i'm ] constantly going back and  forth. /""]",  i  im  constantly going back and  forth ,sd,FEMALE,1
"[""i'll bet you really are. /""]",ill bet you really are ,ba,FEMALE,6
['yeah.  /'],yeah  ,b,FEMALE,2
"['{c and } my daughter has, {f uh, } tennis,  /']",c and  my daughter has f uh  tennis  ,sd,FEMALE,1
"[""{c so } it's between tennis [ and, + and ] bowling.  /""]",c so  its between tennis  and  and  bowling  ,sd,FEMALE,1
"['my, - /']",my  ,%,FEMALE,5
['i bowl  /'],i bowl  ,sd,FEMALE,1
"[""{c so, } {d you know, } we're pretty active as a sports, {d you know } --""]",c so  d you know  were pretty active as a sports d you know  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- [ in, + in ] the family,  /']",  in  in  the family  ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{d well, } when mine were real little, they all played soccer  /']",d well  when mine were real little they all played soccer  ,sd,FEMALE,1
['<throat_clearing>.'],throatclearing,x,FEMALE,8
"['{d you know, } that was just for a couple of years --']",d you know  that was just for a couple of years ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- when they were pretty small for girls  /'], when they were pretty small for girls  ,+,FEMALE,0
"['{c and then } they got more interested in other things, /']",c and then  they got more interested in other things ,sd,FEMALE,1
['<laughter> boys <laughter>. /'],laughter boys laughter ,^2,FEMALE,23
