utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d well, } do you have any pets? /']",d well  do you have any pets ,qy,FEMALE,7
['yes  /'],yes  ,ny,FEMALE,9
['i do.  /'],i do  ,sd,FEMALE,1
"[""i have a dog named grisly,  who's a ten year old, {f uh, } mixed breed between golden retriever, afghan hound and chow. /""]",i have a dog named grisly  whos a ten year old f uh  mixed breed between golden retriever afghan hound and chow ,sd,FEMALE,1
['oh. /'],oh ,bk,FEMALE,14
['{c and } i have a pair of box turtles. /'],c and  i have a pair of box turtles ,sd,FEMALE,1
"['{f oh, } /']",f oh  ,bk,FEMALE,14
['<laughter>.'],laughter,x,FEMALE,8
"['i used to have box turtles, {f um, } {d well, } years ago,  when i was growing up -- /']",i used to have box turtles f um  d well  years ago  when i was growing up  ,sd,FEMALE,1
"['yeah, /']",yeah ,b,FEMALE,2
"['-- [ i, + i ] really like them. /']",  i  i  really like them ,sd,FEMALE,1
"['{f oh, } yeah,  /']",f oh  yeah  ,b,FEMALE,2
"['i do, too.  /']",i do too  ,sd,FEMALE,1
"[""lucky and spot,  that's their names -- /""]",lucky and spot  thats their names  ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"['-- {c and } they live in an aquarium without water  in my family room,  /']", c and  they live in an aquarium without water  in my family room  ,sd,FEMALE,1
"[""{c and } my dog thinks he's a mother turtle,""]",c and  my dog thinks hes a mother turtle,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
"['and always has his nose all around my turtle box,  /']",and always has his nose all around my turtle box  ,+,FEMALE,0
['{c so } do  you have any pets now? /'],c so  do  you have any pets now ,qy,FEMALE,7
"['yes,  /']",yes  ,ny,FEMALE,9
"['{f um, } we have one dog, a bichon frise.  /']",f um  we have one dog a bichon frise  ,sd,FEMALE,1
"['{f um, } our friends in houston bred the dogs.  /']",f um  our friends in houston bred the dogs  ,sd,FEMALE,1
['i had never heard of them -- /'],i had never heard of them  ,sd,FEMALE,1
"['no,  /']",no  ,nn,FEMALE,13
"[""i haven't either. /""]",i havent either ,sd,FEMALE,1
"[""-- [ they're, + {f um, } they're ] all  white  /""]",  theyre  f um  theyre  all  white  ,sd,FEMALE,1
"[""{c and } they're small, [ and, + {f um, } and ] fluffy,  /""]",c and  theyre small  and  f um  and  fluffy  ,sd,FEMALE,1
"[""they don't shed.  /""]",they dont shed  ,sd,FEMALE,1
"[""i guess they're distantly related to  a poodle,  /""]",i guess theyre distantly related to  a poodle  ,sd,FEMALE,1
"[""{c but } they're not very well known in this country,  /""]",c but  theyre not very well known in this country  ,sd,FEMALE,1
"[""{c and } they're not, {f um, }  high strung or over bred --""]",c and  theyre not f um   high strung or over bred ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['-- {f um. } /'], f um  ,+,FEMALE,0
['{c and } how big do they get. /'],c and  how big do they get ,qw,FEMALE,12
"['ours is, {f uh, } on the small end,  /']",ours is f uh  on the small end  ,sd,FEMALE,1
"[""{c and } she's about  ten pounds,  /""]",c and  shes about  ten pounds  ,sd,FEMALE,1
['{c and } they range from probably ten to sixteen pounds -- /'],c and  they range from probably ten to sixteen pounds  ,sd,FEMALE,1
"[""{f oh, } that's interesting. /""]",f oh  thats interesting ,ba,FEMALE,6
"['-- {c and } they love people, {f um, } and kids  /']", c and  they love people f um  and kids  ,sd,FEMALE,1
"['{c and }  that was something we were looking for, {f um, }  /']",c and   that was something we were looking for f um   ,sd,FEMALE,1
"['[ our, + our ] love is golden  retrievers,  /']", our  our  love is golden  retrievers  ,sd,FEMALE,1
"[""{c and } that's what we had intended to get in houston,  /""]",c and  thats what we had intended to get in houston  ,sd,FEMALE,1
['{c but } we had a small yard  and a pool  /'],c but  we had a small yard  and a pool  ,sd,FEMALE,1
['{c and } knowing how they love to dig --'],c and  knowing how they love to dig ,sd,FEMALE,1
"['ye-, - /']",ye  ,%,FEMALE,5
"['the water,  /']",the water  ,sv,FEMALE,3
['yes. /'],yes ,%,FEMALE,5
"['-- and love the water, {f um, } [ and + ] we thought  that was kind of a tough climate -- /']", and love the water f um   and   we thought  that was kind of a tough climate  ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
"['-- {c so, } {f uh, } we ended up getting  this,  /']", c so  f uh  we ended up getting  this  ,sd,FEMALE,1
"['{c and, }  {f uh, } my son would rather have a golden retriever, though,  i think <laughter> -- /']",c and   f uh  my son would rather have a golden retriever though  i think laughter  ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"['-- now he wants [  a, + a ] good size dog <laughter>. /']", now he wants   a  a  good size dog laughter ,sd,FEMALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
"[""{d well, } we've got a good size dog,  /""]",d well  weve got a good size dog  ,sd,FEMALE,1
"['{c and } we  were considering getting a puppy, a small house, lap top dog for him,  because he likes other animals and  [ for me, + ] because we used to have a miniature dachshund,  /']",c and  we  were considering getting a puppy a small house lap top dog for him  because he likes other animals and   for me   because we used to have a miniature dachshund  ,sd,FEMALE,1
['{c and } i miss --'],c and  i miss ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['-- having a little one --'], having a little one ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
"['-- {d you know, } around.  /']", d you know  around  ,+,FEMALE,0
"['the kind you have sounds very  interesting, though. /']",the kind you have sounds very  interesting though ,ba,FEMALE,6
"[""{d well, } [ they really are, + {f um, } they're really ]  sweet dogs.  /""]",d well   they really are  f um  theyre really   sweet dogs  ,sd,FEMALE,1
"[""[ we've, + {f uh, } we ] thought probably our neighborhood in houston had more of this breed than any other place just because of, {f um, } the family that  had them [ and, + and ]  bred them.  /""]", weve  f uh  we  thought probably our neighborhood in houston had more of this breed than any other place just because of f um  the family that  had them  and  and   bred them  ,sd,FEMALE,1
"['they had five litters of puppies,  /']",they had five litters of puppies  ,sd,FEMALE,1
['[ {c and } + --'], c and   ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['-- {c and } ] a lot of them stayed in the neighborhood -- /'], c and   a lot of them stayed in the neighborhood  ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c because, } {f um, } -/']", c because  f um  ,%,FEMALE,5
['{c and } how do you spell that breed? /'],c and  how do you spell that breed ,qw,FEMALE,12
"[""it's b i c h o n  f r i s e. /""]",its b i c h o n  f r i s e ,sd,FEMALE,1
['f r i s e.  /'],f r i s e  ,b^m,FEMALE,24
['{c and } how do you pronounce that? /'],c and  how do you pronounce that ,qw,FEMALE,12
['bichon frise. /'],bichon frise ,sd,FEMALE,1
['okay.  /'],okay  ,bk,FEMALE,14
"[""i'm writing it out phonetically, /""]",im writing it out phonetically ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
"[""they're, {f uh, } - /""]",theyre f uh   ,%,FEMALE,5
"[""{c and } they don't shed  /""]",c and  they dont shed  ,sd,FEMALE,1
"[""{c so } [ they're, + they're ] good dogs for people [ with, + with ] --""]",c so   theyre  theyre  good dogs for people  with  with  ,sv,FEMALE,3
"['yes, /']",yes ,b,FEMALE,2
"['-- allergies,  /']", allergies  ,+,FEMALE,0
"['{c and } they love people,  /']",c and  they love people  ,sd,FEMALE,1
"[""{c and } they're, -/""]",c and  theyre ,%,FEMALE,5
['do they bark a lot? /'],do they bark a lot ,qy,FEMALE,7
"['{f um, } no,  /']",f um  no  ,nn,FEMALE,13
['not really.  /'],not really  ,sd,FEMALE,1
"[""[ ours, + {f um, } ours ] barks  more [ than, + {f um, } than ] some, because she spent a lot of time at our friends' house.  /""]", ours  f um  ours  barks  more  than  f um  than  some because she spent a lot of time at our friends house  ,sd,FEMALE,1
['we used to swap  back and forth dogs.  /'],we used to swap  back and forth dogs  ,sd,FEMALE,1
['((   ))  they have three dogs.  /'],     they have three dogs  ,sd,FEMALE,1
"['they had a  cockapoo, [ and, + and ] two bichons --']",they had a  cockapoo  and  and  two bichons ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {f um, }  /']", f um   ,+,FEMALE,0
"[""{c and } she didn't bark at all until  she spent time there -- /""]",c and  she didnt bark at all until  she spent time there  ,sd,FEMALE,1
['oh. /'],oh ,bk,FEMALE,14
"[""-- {c and, }  {f uh, } now it's funny.  /""]", c and   f uh  now its funny  ,sd,FEMALE,1
"[""[ she's, + she's ]  a good watch dog -- /""]", shes  shes   a good watch dog  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c and } if there's, she'll bark that way,  /""]", c and  if theres shell bark that way  ,sd,FEMALE,1
"['{c but } she  also talks a lot,  /']",c but  she  also talks a lot  ,sd,FEMALE,1
['she --'],she ,sd,FEMALE,1
['yes. /'],yes ,b,FEMALE,2
"['-- {f um, } has a definite personality  /']", f um  has a definite personality  ,+,FEMALE,0
"[""{c and so, } if we're  leaving her, she barks at us, because --""]",c and so  if were  leaving her she barks at us because ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
