utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['okay, ron. /']",okay ron ,"fo_o_fw_""_by_bc",MALE,0
['okay. /'],okay ,"fo_o_fw_""_by_bc",MALE,0
['welcome to the net  /'],welcome to the net  ,fp,MALE,32
"['{c and, } {f uh, } what did you do about your last auto repair,  /']",c and  f uh  what did you do about your last auto repair  ,qw,MALE,12
"['{f oh, } {c and } might you say what kind of cars you have and so forth. /']",f oh  c and  might you say what kind of cars you have and so forth ,ad,MALE,22
"['{d well, } larry, my last one, unfortunately, was [ a, + an ] expensive one because i had a brand new lincoln town car  /']",d well  larry my last one unfortunately was  a  an  expensive one because i had a brand new lincoln town car  ,sd,MALE,1
['[ {c and } + --'], c and   ,sd,MALE,1
['{f um. } /'],f um  ,%,MALE,5
"['-- {c and } ] a couple of ladies ran a stop light,  /']", c and   a couple of ladies ran a stop light  ,+,MALE,0
"[""the lights weren't working properly,  /""]",the lights werent working properly  ,sd,MALE,1
"[""it wasn't their fault,  /""]",it wasnt their fault  ,sd,MALE,1
"[""{c but } [ we, + they ] didn't run it.  /""]",c but   we  they  didnt run it  ,sd,MALE,1
"['we both had green,  /']",we both had green  ,sd,MALE,1
"['{c and } she hit me and did about eleven thousand dollars worth of damage to my car,  /']",c and  she hit me and did about eleven thousand dollars worth of damage to my car  ,sd,MALE,1
['{c so. } -/'],c so  ,%,MALE,5
"[""my goodness gracious that's, -/""]",my goodness gracious thats ,ba,MALE,6
['that was a huge repair bill. /'],that was a huge repair bill ,sd,MALE,1
"[""{d well, } that's still not enough for a total, is it. /""]",d well  thats still not enough for a total is it ,qy,MALE,7
"['i know,  /']",i know  ,ng,MALE,29
['i hated that. /'],i hated that ,sd,MALE,1
"[""it's a very expensive automobile. /""]",its a very expensive automobile ,sd,MALE,1
"[""{c so } it wasn't enough to total it,  /""]",c so  it wasnt enough to total it  ,sd,MALE,1
"[""{c but } [ that's my, + that's ] been my most, {f uh, } expensive repair probably in the last year, with the except of just service work, because i buy a new car every two years  /""]",c but   thats my  thats  been my most f uh  expensive repair probably in the last year with the except of just service work because i buy a new car every two years  ,sd,MALE,1
"['{c and, } -/']",c and  ,%,MALE,5
"['{f oh, } {c and } do you buy one every two years? /']",f oh  c and  do you buy one every two years ,qy,MALE,7
"['{d well, } i travel a lot,  /']",d well  i travel a lot  ,arp_nd,MALE,34
['{c so } --'],c so  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
