utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['yeah,  /']",yeah  ,"fo_o_fw_""_by_bc",MALE,0
"['the question was, {f uh, }  what kind of books do you read for entertainment,  {f uh, } {f uh, } <laughter> i guess, /']",the question was f uh   what kind of books do you read for entertainment  f uh  f uh  laughter i guess ,qw,MALE,12
"['{f oh, } i just read for escape. /']",f oh  i just read for escape ,sd,FEMALE,1
['okay <laughter>. /'],okay laughter ,bk,MALE,14
"[""{d well, } {e i mean } it's, -/""]",d well  e i mean  its ,%,FEMALE,5
['with two little kids i can understand that. /'],with two little kids i can understand that ,ba,MALE,6
['yes.  /'],yes  ,b,FEMALE,2
"[""[ it's + that's ] simple.  /""]", its  thats  simple  ,sv,FEMALE,3
"['i read to escape,  /']",i read to escape  ,sd,FEMALE,1
"[""{c and }  i don't read any parents magazines either. /""]",c and   i dont read any parents magazines either ,sd,FEMALE,1
['{f oh } <laughter>. /'],f oh  laughter ,b,MALE,2
['{c so. } -/'],c so  ,%,FEMALE,5
"['[ what, + {f uh, } what ] kind of, -/']", what  f uh  what  kind of ,qw,MALE,12
"['{d well, } [  i just finished, + [ just,  + i just ] finished ]  one last night.  a great book.  /']",d well    i just finished   just   i just  finished   one last night  a great book  ,sd,FEMALE,1
"[""[ it, + it's ] very, [ a + ] typical for my reading  though but a great book, one called, the things they carried by tim o'brien. /""]", it  its  very  a   typical for my reading  though but a great book one called the things they carried by tim obrien ,sd,FEMALE,1
['{f huh. } /'],f huh  ,b,MALE,2
"[""{c and } it's, {f uh, } - /""]",c and  its f uh   ,%,FEMALE,5
['god  /'],god  ,ba,FEMALE,6
"[""i don't know if  i would call it a collection of vietnam war stories or if i'd call it a collection of vietnam love stories. /""]",i dont know if  i would call it a collection of vietnam war stories or if id call it a collection of vietnam love stories ,sd,FEMALE,1
['oh. /'],oh ,b,MALE,2
['strange book. beautifully written. /'],strange book beautifully written ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['just beautifully written. /'],just beautifully written ,sd,FEMALE,1
"['by, {f uh, } somebody who was there  /']",by f uh  somebody who was there  ,qy,MALE,7
"['{c or, } -/']",c or  ,%,MALE,5
"['yeah,  /']",yeah  ,ny,FEMALE,9
"['a guy who was there as a, {f uh, } foot soldier. /']",a guy who was there as a f uh  foot soldier ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['{c so, } he considered himself to be,  {d you know, }  [ a, + a ] true vietnam soldier. /']",c so  he considered himself to be  d you know    a  a  true vietnam soldier ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,MALE,2
"['{d well, } any of the guys that were  ground  ((   )) - /']",d well  any of the guys that were  ground       ,%,MALE,5
['yes.  /'],yes  ,%,MALE,5
"['yeah,  /']",yeah  ,%,MALE,5
['i can imagine. /'],i can imagine ,ba,MALE,6
