utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['{d so } do you have p c -s? /'],d so  do you have p c s ,qy,FEMALE,7
['i have a personal computer at home.  /'],i have a personal computer at home  ,sd,MALE,1
"[""it's an a t compatible.  /""]",its an a t compatible  ,sd,MALE,1
"[""i don't use it very much any more.  /""]",i dont use it very much any more  ,sd,MALE,1
['i used to use it quite a bit. /'],i used to use it quite a bit ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['i also have a p c at work that i use as a terminal.  /'],i also have a p c at work that i use as a terminal  ,sd,MALE,1
"['i do some p c stand alone work on it,  /']",i do some p c stand alone work on it  ,sd,MALE,1
['{c and } i can transfer data back and forth between the p c and the main frame. /'],c and  i can transfer data back and forth between the p c and the main frame ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['what about you?  /'],what about you  ,qo,MALE,25
['do you own a computer? /'],do you own a computer ,qy,MALE,7
"['{f um, } {d well } i sort of own a computer.  /']",f um  d well  i sort of own a computer  ,no,FEMALE,31
"['we have two p c -s at home,  /']",we have two p c s at home  ,sd,FEMALE,1
['{c but } neither one do we really own.  {f um. } /'],c but  neither one do we really own  f um  ,sd,FEMALE,1
['are you leasing them? /'],are you leasing them ,qy,MALE,7
"['no,  /']",no  ,nn,FEMALE,13
"['both of them are sort of work related,  /']",both of them are sort of work related  ,sd,FEMALE,1
"['{c and, } -/']",c and  ,%,FEMALE,5
['loaners from work? /'],loaners from work ,qy^d,MALE,16
"['yeah,  /']",yeah  ,ny,FEMALE,9
"[""<laughter> that's the nicer way, right. /""]",laughter thats the nicer way right ,sd,FEMALE,1
['do you work for t i? /'],do you work for t i ,qy,MALE,7
"['no,  /']",no  ,nn,FEMALE,13
['no.  /'],no  ,nn,FEMALE,13
"[""{f um, } [ i, + actually i'm ] doing consulting right now because i just had a baby,  /""]",f um   i  actually im  doing consulting right now because i just had a baby  ,sd,FEMALE,1
"[""{c and } my husband's working at bell labs,  /""]",c and  my husbands working at bell labs  ,sd,FEMALE,1
"[""{c but } he's really from france,  /""]",c but  hes really from france  ,sd,FEMALE,1
['{c and } these computers actually are from france. /'],c and  these computers actually are from france ,sd,FEMALE,1
['what brand are they? /'],what brand are they ,qw,MALE,12
"[""one of them's a compaq -- /""]",one of thems a compaq  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,bk,MALE,14
"[""-- it's a three eighty-six -- /""]", its a three eightysix  ,sd,FEMALE,1
"[""i'm jealous. /""]",im jealous ,ba,MALE,6
"['-- <laughter> and the other is actually a i b m p c compatible,  /']", laughter and the other is actually a i b m p c compatible  ,sd,FEMALE,1
"[""it's a three eighty-six,  /""]",its a three eightysix  ,sd,FEMALE,1
"[""i guess it's twenty-five,  /""]",i guess its twentyfive  ,sv,FEMALE,3
"['yeah,  /']",yeah  ,aa,FEMALE,4
['<<silence>> three eight six twenty-five c maybe  /'],silence three eight six twentyfive c maybe  ,sd,FEMALE,1
"[""i don't know,  /""]",i dont know  ,h,FEMALE,15
"[""no we don't have the (( )), - /""]",no we dont have the    ,sd,FEMALE,1
"['(( )) we decided not to get the (( )) which is actually another loaner one too that we picked up for a consulting job that my husband was doing <horn>,  /']",  we decided not to get the   which is actually another loaner one too that we picked up for a consulting job that my husband was doing horn  ,sd,FEMALE,1
"['{c and, } -/']",c and  ,%,FEMALE,5
['what kind of consulting do you do? /'],what kind of consulting do you do ,qw,MALE,12
"['{f um, } {d well, } i actually do some work, working at m i t and at nist, national institute of standards and technology --']",f um  d well  i actually do some work working at m i t and at nist national institute of standards and technology ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- in washington,  /']", in washington  ,+,FEMALE,0
['{c and then } i worked for dragon systems for a while. /'],c and then  i worked for dragon systems for a while ,sd,FEMALE,1
"[""what kind of work do you do when you're consulting? /""]",what kind of work do you do when youre consulting ,qw,MALE,12
"['{f um, } {d well, } it depends,  /']",f um  d well  it depends  ,^h,FEMALE,27
"[""it's very different in the different places,  /""]",its very different in the different places  ,sd,FEMALE,1
"['{c but, } -/']",c but  ,%,FEMALE,5
['is it programming related? /'],is it programming related ,qy,MALE,7
"['yeah,  /']",yeah  ,ny,FEMALE,9
['yeah.  /'],yeah  ,ny,FEMALE,9
"['program related, research related,  /']",program related research related  ,sd,FEMALE,1
"['{c and } i work in the speech field,  /']",c and  i work in the speech field  ,sd,FEMALE,1
['{c and } i do a lot metacoustic phonetics and --'],c and  i do a lot metacoustic phonetics and ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- looking at the acoustic characteristics of speech,  /']", looking at the acoustic characteristics of speech  ,+,FEMALE,0
"['{c and } i do that type of stuff typically for other people,  /']",c and  i do that type of stuff typically for other people  ,sd,FEMALE,1
"['{c and } [ we, + {d like } here we ] use the p c -s to do that.  /']",c and   we  d like  here we  use the p c s to do that  ,sd,FEMALE,1
['mostly i use it for writing papers and things like that. /'],mostly i use it for writing papers and things like that ,sd,FEMALE,1
['word processing. /'],word processing ,bf,MALE,20
"['{d well, } more, {f uh, } - /']",d well  more f uh   ,ar,FEMALE,28
['do you know latek?'],do you know latek,qy,FEMALE,7
"[""no i'm --""]",no im ,ng,MALE,29
"['[ wo-, +']", wo ,+,FEMALE,0
['-- not familiar with that. /'], not familiar with that ,+,MALE,0
"['word ] text processing,  /']",word  text processing  ,+,FEMALE,0
"[""{d so } [ i don't, + i don't ] use, {e i mean, } - /""]",d so   i dont  i dont  use e i mean   ,sd,FEMALE,1
"['you can call it word processing,  /']",you can call it word processing  ,sd,FEMALE,1
"[""{c but } i don't usually use a word processor to do it -- /""]",c but  i dont usually use a word processor to do it  ,sd,FEMALE,1
['uh-huh /'],uhhuh ,b,MALE,2
"[""-- {c and } we don't have too much standard software.  /""]", c and  we dont have too much standard software  ,sd,FEMALE,1
"[""{d like } [ i haven't bought, + we haven't really bought ] any commercially available software at all.  /""]",d like   i havent bought  we havent really bought  any commercially available software at all  ,sd,FEMALE,1
"[""{d so } we don't use it for things like our accounts and addresses and things like that.  /""]",d so  we dont use it for things like our accounts and addresses and things like that  ,sd,FEMALE,1
"['we use it more for just writing programs when we need to or, {f um, } doing research, looking at the speech signal and then doing writing, and also [ as a + <laughter> just as a ] terminal,  /']",we use it more for just writing programs when we need to or f um  doing research looking at the speech signal and then doing writing and also  as a  laughter just as a  terminal  ,sd,FEMALE,1
['{c and } we connect to other computers to read our net mail and things like that. /'],c and  we connect to other computers to read our net mail and things like that ,sd,FEMALE,1
"[""{d so, } [ you've got, + you've got ] a modem in it then. /""]",d so   youve got  youve got  a modem in it then ,bf,MALE,20
"['{f uh, } neither one has a modem,  /']",f uh  neither one has a modem  ,ng,FEMALE,29
['{c but } we have a modem. /'],c but  we have a modem ,sd,FEMALE,1
['at home --'],at home ,qy^d,MALE,16
"['neither one, -/']",neither one ,sd,FEMALE,1
['-- you have a modem that you can connect to each of them? /'], you have a modem that you can connect to each of them ,+,MALE,0
['right. /'],right ,na,FEMALE,21
"[""{f uh, } {c and so } it's an external modem. /""]",f uh  c and so  its an external modem ,qy^d,MALE,16
"['yeah,  /']",yeah  ,ny,FEMALE,9
['we have (( )). -/'],we have   ,sd,FEMALE,1
"['[ i got, + when i got ] mine i had an internal modem in it -- /']", i got  when i got  mine i had an internal modem in it  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- i used it, {f uh, } quite a bit when i was, {f uh, } {f uh, } looking at, {f uh, } information on a large bulletin board sponsored by a newspaper [ in a, + in ] fort worth -- /']", i used it f uh  quite a bit when i was f uh  f uh  looking at f uh  information on a large bulletin board sponsored by a newspaper  in a  in  fort worth  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c but, } {f uh, } went out of town for a while,  /']", c but  f uh  went out of town for a while  ,sd,MALE,1
"['[ {c and, } + {c and } ] sort of got off the, {f uh, } bulletin board and off of my micro completely -- /']", c and   c and   sort of got off the f uh  bulletin board and off of my micro completely  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c and } after a while the modem started making noises on its own [ without, + {f uh, } even without ] using it on the computer,  /']", c and  after a while the modem started making noises on its own  without  f uh  even without  using it on the computer  ,sd,MALE,1
"['i could turn a computer on,  /']",i could turn a computer on  ,sd,MALE,1
"[""it'd start squawking.  /""]",itd start squawking  ,sd,MALE,1
['{c so } i finally <siren> opened up the box and took it out. /'],c so  i finally siren opened up the box and took it out ,sd,MALE,1
['<laughter> {d so } that was it. /'],laughter d so  that was it ,bf,FEMALE,20
"[""i think that's the thirty second warning. /""]",i think thats the thirty second warning ,sv,MALE,3
"[""{f oh, } i didn't hear it.  /""]",f oh  i didnt hear it  ,sd,FEMALE,1
"['do you hear, [ the, + the ] beep in the background. /']",do you hear  the  the  beep in the background ,qy,FEMALE,7
['yes. /'],yes ,ny,MALE,9
"[""{f oh, } that's [ a, + an ] ambulance or something going on here, i think. /""]",f oh  thats  a  an  ambulance or something going on here i think ,sv,FEMALE,3
