utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay <children>. /'],okay children ,"fo_o_fw_""_by_bc",FEMALE,0
['okay carol.  /'],okay carol  ,b,MALE,2
"['{d so, } air quality. /']",d so  air quality ,sd,MALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
"['is it, <noise> <<sounds like water  running and she is doing dishes>> - /']",is it noise sounds like water  running and she is doing dishes  ,%,FEMALE,5
"[""i know in here, {f uh, } downtown dallas, [ it's, + ] [ you, +  {e i mean } you ] drive by and [ you can just, + you can ] see it. /""]",i know in here f uh  downtown dallas  its    you   e i mean  you  drive by and  you can just  you can  see it ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['{c but, } then again <throat_clearing> i originally was  from california  /']",c but  then again throatclearing i originally was  from california  ,sd,FEMALE,1
"['{c and, } {f uh, } there is a big difference between texas and california.  /']",c and  f uh  there is a big difference between texas and california  ,sd,FEMALE,1
"['# {c and, } {f uh } # --']", c and  f uh   ,sd,FEMALE,1
['# surely. # /'], surely  ,aa,MALE,4
"[""-- they'd have their smog alerts and where you'd have to  stay indoors for so many hours with an air conditioner.  /""]", theyd have their smog alerts and where youd have to  stay indoors for so many hours with an air conditioner  ,+,FEMALE,0
"[""{c and, } of course,  they don't have that here in texas  /""]",c and  of course  they dont have that here in texas  ,sd,FEMALE,1
"[""{c so, } <breathing> there's ... -/""]",c so  breathing theres  ,%,FEMALE,5
"[""you mean they don't have [ the, + {f uh, } the ] smog alerts? /""]",you mean they dont have  the  f uh  the  smog alerts ,qy,MALE,7
"['no,  /']",no  ,nn,FEMALE,13
"['[ [ not in, + not in te-, ] + {d well } not in ] dallas, that is. /']",  not in  not in te   d well  not in  dallas that is ,sd,FEMALE,1
['right.  /'],right  ,b,MALE,2
"['[ [ i, + i, ] +']",  i  i  ,sd,MALE,1
['<throat_clearing>.'],throatclearing,x,FEMALE,8
"['{d yeah, }  i ] spent a summer [ [ i-, + i-, ] + in ]  tyler  so i know, just east of dallas there. /']",d yeah   i  spent a summer   i  i   in   tyler  so i know just east of dallas there ,+,MALE,0
['yeah.  /'],yeah  ,b,FEMALE,2
