utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['((   )) .'],    ,x,MALE,8
"['{d well, } we have, - /']",d well  we have  ,%,MALE,5
"['we used to, when i was younger -- /']",we used to when i was younger  ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"[""-- we'd go every weekend. /""]", wed go every weekend ,sd,MALE,1
['(( all right )) . /'], all right   ,b,MALE,2
"[""{c but } we haven't done [ [ m-, + l-, ] + whole ] lot of it lately. /""]",c but  we havent done   m  l   whole  lot of it lately ,sd,MALE,1
['yeah.  /'],yeah  ,b,MALE,2
"[""i'm kind of into it.  /""]",im kind of into it  ,sd,MALE,1
"[""i'm, {f uh, } kind of a sailor. /""]",im f uh  kind of a sailor ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"[""i'm up in minneapolis now,  /""]",im up in minneapolis now  ,sd,MALE,1
"['{c but } i was in florida <thumping>,  /']",c but  i was in florida thumping  ,sd,MALE,1
"['{c so, }  {f uh, } <sniffing> yeah,  /']",c so   f uh  sniffing yeah  ,%,MALE,5
['i was kind of into it for a while there. /'],i was kind of into it for a while there ,sd,MALE,1
['were you sailboating? /'],were you sailboating ,qy,MALE,7
"['yeah,  /']",yeah  ,ny,MALE,9
['for the most part.  /'],for the most part  ,sd,MALE,1
['yeah -- /'],yeah  ,ny,MALE,9
['yeah. /'],yeah ,b^m,MALE,24
"['-- i had a little sail, /']", i had a little sail ,sd,MALE,1
"[""{d well, } we don't get to do a whole lot of that up here <laughter>. /""]",d well  we dont get to do a whole lot of that up here laughter ,sd,MALE,1
['no <laughter>. /'],no laughter ,b,MALE,2
"[""just motorboat's all we, -/""]",just motorboats all we ,sd,MALE,1
['what part of texas you from? /'],what part of texas you from ,qw,MALE,12
"['{f uh, } nacogdoches. /']",f uh  nacogdoches ,sd,MALE,1
"['okay,  /']",okay  ,bk,MALE,14
['whereabouts is that? /'],whereabouts is that ,qw,MALE,12
"[""that's between houston and dallas. /""]",thats between houston and dallas ,sd,MALE,1
"['okay,  /']",okay  ,bk,MALE,14
['all right. /'],all right ,bk,MALE,14
"[""it's the oldest town in texas. /""]",its the oldest town in texas ,sd,MALE,1
['is that right? /'],is that right ,bh,MALE,18
['yeah. /'],yeah ,ny,MALE,9
"['wow,  /']",wow  ,ba,MALE,6
"[""that's pretty wild. /""]",thats pretty wild ,ba,MALE,6
"['we have, {f uh, } lake sam rayburn out here and lake nacogdoches,  /']",we have f uh  lake sam rayburn out here and lake nacogdoches  ,sd,MALE,1
['{c so } we do a lot of boating on. -/'],c so  we do a lot of boating on ,sd,MALE,1
"['okay,  /']",okay  ,b,MALE,2
['{c so } you got some lakes around you can do that on. /'],c so  you got some lakes around you can do that on ,bf,MALE,20
['yeah. /'],yeah ,aa,MALE,4
['you do skiing and stuff  /'],you do skiing and stuff  ,qy^d,MALE,16
"['{c or, } -/']",c or  ,%,MALE,5
"['yeah,  /']",yeah  ,ny,MALE,9
['little bit. /'],little bit ,sd,MALE,1
['yeah?  /'],yeah  ,bh,MALE,18
['all right. /'],all right ,%,MALE,5
['just got through snow skiing <laughter>. /'],just got through snow skiing laughter ,sd,MALE,1
['yeah? /'],yeah ,bh,MALE,18
['yeah. /'],yeah ,ny,MALE,9
['all right. /'],all right ,b,MALE,2
['just came back from denver  /'],just came back from denver  ,sd,MALE,1
"['{c but, } -/']",c but  ,%,MALE,5
"['yeah,  /']",yeah  ,b,MALE,2
['that sounds good.  /'],that sounds good  ,ba,MALE,6
"['yeah,  /']",yeah  ,%,MALE,5
"[""[ we've, + {f uh, } our, ] - /""]", weve  f uh  our   ,%,MALE,5
['the snow up here is really kind of starting to melt now. /'],the snow up here is really kind of starting to melt now ,sd,MALE,1
"['yeah,  /']",yeah  ,b,MALE,2
"['[ [ it, + it, ] + it ] was heavy when we were there though. /']",  it  it   it  was heavy when we were there though ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"[""i didn't see any boats there, though. /""]",i didnt see any boats there though ,sd,MALE,1
['<laughter>.'],laughter,x,MALE,8
['<laughter>.'],laughter,x,MALE,8
"['[ [  not, + not, ] + not ] too many, no.  /']",   not  not   not  too many no  ,aa,MALE,4
"['{c but, }  {f uh, } no,  /']",c but   f uh  no  ,%,MALE,5
['i just got back from a weekend.  /'],i just got back from a weekend  ,sd,MALE,1
"['we went and, {f uh, } had a, kind of a picnic in the woods type thing.  /']",we went and f uh  had a kind of a picnic in the woods type thing  ,sd,MALE,1
"['it was pretty nice,  /']",it was pretty nice  ,sd,MALE,1
"['{c but, }  {f uh, }  {d no, }  [ [ i, +  i ] have, + {f uh, } i had ]  a boat last summer that i took out,  a catamaran that i [ do, + did ] a lot of sailing on and stuff. /']",c but   f uh   d no     i   i  have  f uh  i had   a boat last summer that i took out  a catamaran that i  do  did  a lot of sailing on and stuff ,sd,MALE,1
['yeah? /'],yeah ,bh,MALE,18
"[""that's a lot of fun,  /""]",thats a lot of fun  ,ba,MALE,6
"['{c but, }  {f uh, } my parents are pretty big sailors, too,  /']",c but   f uh  my parents are pretty big sailors too  ,sd,MALE,1
"[""they're kind of into it. /""]",theyre kind of into it ,sd,MALE,1
"['{f uh,  } [ all we, + all we ] have up here mostly bass boats. /']",f uh    all we  all we  have up here mostly bass boats ,sd,MALE,1
"['{f oh, } yeah,  /']",f oh  yeah  ,b,MALE,2
"[""i guess [ it's pretty, + {f uh, }  fishing's a pretty  ] big thing, {f huh? } /""]",i guess  its pretty  f uh   fishings a pretty   big thing f huh  ,qy,MALE,7
['uh-huh. /'],uhhuh ,ny,MALE,9
['yeah. /'],yeah ,b,MALE,2
"['[ lot of, + lot of ] fishing going on up here. /']", lot of  lot of  fishing going on up here ,sd,MALE,1
['yeah.  /'],yeah  ,b,MALE,2
['all right.  /'],all right  ,b,MALE,2
"['{c so, } where about in texas is that?  /']",c so  where about in texas is that  ,qw,MALE,12
['is that centrally located  /'],is that centrally located  ,qy,MALE,7
"['{c or, } -/']",c or  ,%,MALE,5
"[""it's,  {f uh, } {d well, } - /""]",its  f uh  d well   ,%,MALE,5
['you  ever heard of lufkin? /'],you  ever heard of lufkin ,qy,MALE,7
"['{f uh, } no,  /']",f uh  no  ,nn,MALE,13
"['[ what, + what ] major city is nearby? /']", what  what  major city is nearby ,qw,MALE,12
['houston. /'],houston ,sd,MALE,1
"['okay,  /']",okay  ,bk,MALE,14
"[""{c and } that's south or <thumping> north of there or something? /""]",c and  thats south or thumping north of there or something ,qy,MALE,7
"['let me see,  /']",let me see  ,^h,MALE,27
"[""houston's north. /""]",houstons north ,sd,MALE,1
['yeah?  /'],yeah  ,bh,MALE,18
['okay. /'],okay ,bk,MALE,14
['dallas is south. /'],dallas is south ,sd,MALE,1
"['{f oh, } <thumping> okay,  /']",f oh  thumping okay  ,bk,MALE,14
['all right.  /'],all right  ,bk,MALE,14
"['{d well, } that sounds pretty good.  /']",d well  that sounds pretty good  ,ba,MALE,6
"['does,  {f uh, } - /']",does  f uh   ,%,MALE,5
"['i guess the weather, - /']",i guess the weather  ,%,MALE,5
['does  that stay pretty constant there  /'],does  that stay pretty constant there  ,qy,MALE,7
"['{c or, } -/']",c or  ,%,MALE,5
"[""[ it's, + it's ] gets cold at night,  and then warm in the afternoons. /""]", its  its  gets cold at night  and then warm in the afternoons ,ng,MALE,29
['yeah? /'],yeah ,bh,MALE,18
"['probably [ seventies, + eighties ] in the afternoon. /']",probably  seventies  eighties  in the afternoon ,sd,MALE,1
"['okay,  /']",okay  ,bk,MALE,14
"[""{d well, } that's pretty temperate.  /""]",d well  thats pretty temperate  ,ba,MALE,6
"['yeah,  /']",yeah  ,%,MALE,5
"[""that's not too bad.  /""]",thats not too bad  ,ba,MALE,6
"['{c but, }  {f uh, } <sniffing> yeah,  /']",c but   f uh  sniffing yeah  ,%,MALE,5
"['have you done, {f uh, } any other boating then  /']",have you done f uh  any other boating then  ,qy,MALE,7
"['{c or, } -/']",c or  ,%,MALE,5
"['no,  /']",no  ,nn,MALE,13
