utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['<clicking>.'],clicking,x,MALE,8
['okay.  /'],okay  ,"fo_o_fw_""_by_bc",FEMALE,0
"['{f uh, } before a couple of years ago, i had [ a, + a ] very narrow view [ of, + of ] nursing homes  /']",f uh  before a couple of years ago i had  a  a  very narrow view  of  of  nursing homes  ,sd,FEMALE,1
"['{c and } it was, {f uh, } more like a funeral home.  /']",c and  it was f uh  more like a funeral home  ,sd,FEMALE,1
['i always joked around about it being a funeral home and not really a nursing home.  /'],i always joked around about it being a funeral home and not really a nursing home  ,sd,FEMALE,1
"['{c and, } {f uh, } then  i had to do some volunteer work here in tyler, texas  /']",c and  f uh  then  i had to do some volunteer work here in tyler texas  ,sd,FEMALE,1
['{c and } i went to one  /'],c and  i went to one  ,sd,FEMALE,1
['{c and } it just had a very good activities director.  /'],c and  it just had a very good activities director  ,sd,FEMALE,1
['everyone was cheerful  /'],everyone was cheerful  ,sd,FEMALE,1
"[""{c and } now i don't have such a bad view of nursing homes anymore.  /""]",c and  now i dont have such a bad view of nursing homes anymore  ,sd,FEMALE,1
"[""{c but } [ i, + i ] certainly wouldn't want to send my parent unless it was an absolute last [ re-, + resort. ]  /""]",c but   i  i  certainly wouldnt want to send my parent unless it was an absolute last  re  resort   ,sd,FEMALE,1
"['{f uh, } i have a sister that is in nursing school  /']",f uh  i have a sister that is in nursing school  ,sd,FEMALE,1
"[""{c and } she's real interested in geriatrics. /""]",c and  shes real interested in geriatrics ,sd,FEMALE,1
"['{d well, } that sounds good. /']",d well  that sounds good ,ba,MALE,6
['yeah.  /'],yeah  ,b,FEMALE,2
"[""{d so, } {f uh, } [ she, + she's ] real interested in, {f uh, } what ann richards has been doing.  /""]",d so  f uh   she  shes  real interested in f uh  what ann richards has been doing  ,sd,FEMALE,1
"[""[ she's, + ann richards ] is really cracking down on, {f uh, } the nursing homes  /""]", shes  ann richards  is really cracking down on f uh  the nursing homes  ,sd,FEMALE,1
"[""{c and, } [ i don't know, + you wouldn't know ] anything about a texas governor <laughter>. /""]",c and   i dont know  you wouldnt know  anything about a texas governor laughter ,sv,FEMALE,3
"[""i've heard the name  /""]",ive heard the name  ,sd,MALE,1
"[""{c and } that's about all it goes. /""]",c and  thats about all it goes ,sd,MALE,1
['okay.  /'],okay  ,b,FEMALE,2
['ann richards is our governor in texas  /'],ann richards is our governor in texas  ,sd,FEMALE,1
"[""{c and } she's really cracking down on restrictions and what goes on in nursing homes.  /""]",c and  shes really cracking down on restrictions and what goes on in nursing homes  ,sd,FEMALE,1
"[""{c and, } {f uh, } my sister's real interested in that [ and, + and ] getting into [ [ the, + to ] + that ] side of nursing. /""]",c and  f uh  my sisters real interested in that  and  and  getting into   the  to   that  side of nursing ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,MALE,2
"[""that's one problem with [ the, + the ] nursing home environment.  /""]",thats one problem with  the  the  nursing home environment  ,sv,MALE,3
"['[ it, + the ] elderly, even out of the nursing home, are very open to abuse. /']", it  the  elderly even out of the nursing home are very open to abuse ,sv,MALE,3
['right. /'],right ,b,FEMALE,2
"[""{f uh, } {d you know, } they don't always have their full wits about them. /""]",f uh  d you know  they dont always have their full wits about them ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""they're not completely up on what should be going on or what's not going on. /""]",theyre not completely up on what should be going on or whats not going on ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c and } it can be pretty sad.  /'],c and  it can be pretty sad  ,sv,MALE,3
"[""i've [ got a, + had a ] grandmother who had a stroke.  /""]",ive  got a  had a  grandmother who had a stroke  ,sd,MALE,1
['{c and } she was in a nursing home for four or five years before she died. /'],c and  she was in a nursing home for four or five years before she died ,sd,MALE,1
['oh. /'],oh ,b,FEMALE,2
"[""{c and, } {d you know, } it's the type of thing that she was living down in florida.  /""]",c and  d you know  its the type of thing that she was living down in florida  ,sd,MALE,1
"['my [ in-, + families ] was up in maryland -- /']",my  in  families  was up in maryland  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c and } the other part of her family was up in, {f uh, } new york state. /']", c and  the other part of her family was up in f uh  new york state ,sd,MALE,1
['right. /'],right ,b,FEMALE,2
"['{c and, } {d you know, } it was very difficult for either them or my grandfather to take care of her since she [ was, + {f uh, } {d you know, } could ] not do very much for herself after the stroke. /']",c and  d you know  it was very difficult for either them or my grandfather to take care of her since she  was  f uh  d you know  could  not do very much for herself after the stroke ,sd,MALE,1
['right. /'],right ,b,FEMALE,2
"['{c and, } {d you know, } the nursing home was the, {d you know, } best facility to put her in.']",c and  d you know  the nursing home was the d you know  best facility to put her in,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{d you know, } besides moving her up which is not a practical solution since both my parents work  /']",d you know  besides moving her up which is not a practical solution since both my parents work  ,+,MALE,0
"['{c and } both my, {f uh, } aunts and uncle work.']",c and  both my f uh  aunts and uncle work,sv,MALE,3
['right. /'],right ,b,FEMALE,2
"[""which means it's, {d you know, } very difficult for some-, - /""]",which means its d you know  very difficult for some  ,+,MALE,0
['you essentially need to have someone taking care of the person full-time. /'],you essentially need to have someone taking care of the person fulltime ,sv,MALE,3
['right. /'],right ,b,FEMALE,2
"[""{c and, } {d you know, } there's also a lot of medical problems that can't always be completely handled in the home.""]",c and  d you know  theres also a lot of medical problems that cant always be completely handled in the home,sv,MALE,3
['right. /'],right ,b,FEMALE,2
"['which makes it, {d you know, } - /']",which makes it d you know   ,+,MALE,0
"[""it's a necessary evil i think. /""]",its a necessary evil i think ,sv,MALE,3
['uh-huh.  /'],uhhuh  ,aa,FEMALE,4
['it sure is.  /'],it sure is  ,aa,FEMALE,4
['{c and } some of the really nice ones that really take care of their people are so expensive. # [ because # -- +'],c and  some of the really nice ones that really take care of their people are so expensive   because   ,sv,FEMALE,3
['# yeah. # /'], yeah  ,b,MALE,2
['-- cause ] they can afford to hire the people that are really going to care for the older. /'], cause  they can afford to hire the people that are really going to care for the older ,+,FEMALE,0
['yeah.  /'],yeah  ,b,MALE,2
"['{c and, } {d you know, } even there you have to watch out for, {d you know, } - /']",c and  d you know  even there you have to watch out for d you know   ,sv,MALE,3
"[""you get one person who's a little bit dishonest working in there  /""]",you get one person whos a little bit dishonest working in there  ,sv,MALE,3
"['{c and, } {d you know, } the elderly sometimes have a lot of jewelry --']",c and  d you know  the elderly sometimes have a lot of jewelry ,sv,MALE,3
"['{f oh, } yeah. /']",f oh  yeah ,b,FEMALE,2
['-- and other stuff that just very easily tends to disappear in the nursing homes. /'], and other stuff that just very easily tends to disappear in the nursing homes ,+,MALE,0
['right.  /'],right  ,b,FEMALE,2
