utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay.  /'],okay  ,"fo_o_fw_""_by_bc",FEMALE,0
['what type of things do you feel would invade your privacy every day? /'],what type of things do you feel would invade your privacy every day ,qw,FEMALE,12
"[""{f um, } {f huh. }  {d well, } i don't like  it when, {f uh, } people listen to my phone conversations, like if they're outside my door while i'm talking in my room <laughter>,""]",f um  f huh   d well  i dont like  it when f uh  people listen to my phone conversations like if theyre outside my door while im talking in my room laughter,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
['or when people {d like } look through my things in my bedroom <laughter>. /'],or when people d like  look through my things in my bedroom laughter ,+,FEMALE,0
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""that's right.  /""]",thats right  ,sv,FEMALE,3
['that is really an invasion of privacy. /'],that is really an invasion of privacy ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
"[""[ i, +  i ] find it very annoying  when i've worked all day to come in and my phone to ring constantly, the solicitors, and the carpet cleaning companies and, -/""]", i   i  find it very annoying  when ive worked all day to come in and my phone to ring constantly the solicitors and the carpet cleaning companies and ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['does that happen in your part of the country? /'],does that happen in your part of the country ,qy,FEMALE,7
['yes.  /'],yes  ,ny,FEMALE,9
['uh-huh. /'],uhhuh ,ny,FEMALE,9
"['[ i, +  {f uh, }']", i   f uh ,sd,FEMALE,1
['definitely. /'],definitely ,na,FEMALE,21
['i ] come home  /'],i  come home  ,+,FEMALE,0
['{c and } i am trying to  get a few things done  /'],c and  i am trying to  get a few things done  ,sd,FEMALE,1
"[""{c and } i can't do anything but answer the telephone. /""]",c and  i cant do anything but answer the telephone ,sd,FEMALE,1
['right <laughter>. /'],right laughter ,b,FEMALE,2
"['some evenings are worse than others,  /']",some evenings are worse than others  ,sv,FEMALE,3
"['{c but } i wish i could put a stop to it,  /']",c but  i wish i could put a stop to it  ,sd,FEMALE,1
"[""{c but } i don't know what to do to stop it. /""]",c but  i dont know what to do to stop it ,sd,FEMALE,1
['right.  /'],right  ,b,FEMALE,2
"['even, {f uh, } we used  to have a sign on our door that said no soliciting,  /']",even f uh  we used  to have a sign on our door that said no soliciting  ,sd,FEMALE,1
['{c and } they would still come to our door --'],c and  they would still come to our door ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- and knock and <laughter>, -/']", and knock and laughter ,+,FEMALE,0
"[""they would think it didn't mean them, i guess. /""]",they would think it didnt mean them i guess ,sv,FEMALE,3
"['i guess not,  /']",i guess not  ,sv,FEMALE,3
['no. /'],no ,aa,FEMALE,4
['everybody but me <laughter>. /'],everybody but me laughter ,^q,FEMALE,19
['yeah <laughter>. /'],yeah laughter ,b,FEMALE,2
"['{f oh, } goodness.  /']",f oh  goodness  ,ba,FEMALE,6
"['[ are you stil-, +  do    you ] live at home with your parents? /']", are you stil   do    you  live at home with your parents ,qy,FEMALE,7
['yes.  /'],yes  ,ny,FEMALE,9
['uh-huh. /'],uhhuh ,ny,FEMALE,9
['uh-huh. /'],uhhuh ,b^m,FEMALE,24
['yeah. /'],yeah ,b,FEMALE,2
['{c so } your privacy is invaded probably by other members of the family. /'],c so  your privacy is invaded probably by other members of the family ,qy^d,FEMALE,16
"['yeah,  /']",yeah  ,ny,FEMALE,9
['mostly. /'],mostly ,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
['yeah  <laughter>. /'],yeah  laughter ,b,FEMALE,2
['{d now } what can you do to stop that? /'],d now  what can you do to stop that ,qw,FEMALE,12
"[""{f oh, } i don't know. /""]",f oh  i dont know ,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
"['{d well, } i am used to it now,  /']",d well  i am used to it now  ,sd,FEMALE,1
"['{c but } <laughter> sometimes it sort of [ gets, +  gets ] to me  /']",c but  laughter sometimes it sort of  gets   gets  to me  ,sd,FEMALE,1
['{c but } <swallowing> there is not much i can really do. /'],c but  swallowing there is not much i can really do ,sv,FEMALE,3
['no. /'],no ,aa,FEMALE,4
['no. /'],no ,b^m,FEMALE,24
"['just have to live with it, i guess. /']",just have to live with it i guess ,qy^d,FEMALE,16
['yeah. /'],yeah ,ny,FEMALE,9
"['try to remember to respect their privacy,  /']",try to remember to respect their privacy  ,ad,FEMALE,22
['{c and } maybe they will respect yours  /'],c and  maybe they will respect yours  ,sv,FEMALE,3
"['{c and, } -/']",c and  ,%,FEMALE,5
"[""{d well, } i don't know <laughter>. /""]",d well  i dont know laughter ,h,FEMALE,15
['<laughter>.'],laughter,x,FEMALE,8
"['i always, -/']",i always ,%,FEMALE,5
['do you have brothers? /'],do you have brothers ,qy,FEMALE,7
"['{f uh, } no,  /']",f uh  no  ,nn,FEMALE,13
"['yes,  /']",yes  ,ny,FEMALE,9
"['i do,  /']",i do  ,sd,FEMALE,1
"[""{c but } they don't live at home. /""]",c but  they dont live at home ,sd,FEMALE,1
"['{f oh, } okay,  /']",f oh  okay  ,bk,FEMALE,14
"['i was ra-, - /']",i was ra  ,%,FEMALE,5
"['i had two younger brothers,  /']",i had two younger brothers  ,sd,FEMALE,1
['{c and } they nearly drove me crazy listening to telephone conversations  /'],c and  they nearly drove me crazy listening to telephone conversations  ,sd,FEMALE,1
"['{c and, } -/']",c and  ,%,FEMALE,5
"['{f oh, } i used to do that though <laughter> because i was the youngest,  /']",f oh  i used to do that though laughter because i was the youngest  ,sd,FEMALE,1
['i would pick up the phone and listen to theirs <laughter>. /'],i would pick up the phone and listen to theirs laughter ,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
"['{c but } i, -/']",c but  i ,%,FEMALE,5
