utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""i've, {f uh, } <clicking> <<telephone>> - /""]",ive f uh  clicking telephone  ,%,MALE,5
['are you there? /'],are you there ,qy,MALE,7
"['yes, sir,  /']",yes sir  ,ny,MALE,9
"[""i'm right here. /""]",im right here ,sd,MALE,1
['all right <laughter>.  /'],all right laughter  ,bk,MALE,14
"['okay, {f um, }  /']",okay f um   ,%,MALE,5
"[""i'm in an area where, {f um, } we can, {f uh, } enjoy it year round,  /""]",im in an area where f um  we can f uh  enjoy it year round  ,sd,MALE,1
"[""{c so, } i've actually  [ been, + {f uh, } {f uh, } been  ] out within the past couple of weeks.  /""]",c so  ive actually   been  f uh  f uh  been   out within the past couple of weeks  ,sd,MALE,1
"[""i'm mainly a freshwater fisherman.  /""]",im mainly a freshwater fisherman  ,sd,MALE,1
['how about yourself? /'],how about yourself ,qo,MALE,25
"[""{d well, } {d actually } i've done both kinds -- /""]",d well  d actually  ive done both kinds  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""-- {f uh, } i'm originally from the state of virginia --""]", f uh  im originally from the state of virginia ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- and, {f uh, } lived [ near, + near  ] virginia beach where we could, {f uh, } surf cast and, {f uh } --']", and f uh  lived  near  near   virginia beach where we could f uh  surf cast and f uh  ,+,MALE,0
"['[ did you ev-, +']", did you ev ,qy,MALE,7
['-- catch a lot of things in the ocean there. /'], catch a lot of things in the ocean there ,+,MALE,0
['did you ever  ] do the james river? /'],did you ever   do the james river ,+,MALE,0
"[""i don't believe i have fished the james river.  /""]",i dont believe i have fished the james river  ,ng,MALE,29
"[""there's a possibility, but that was so long ago <laughter> -- /""]",theres a possibility but that was so long ago laughter  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- i moved here [ to, + to  ] state college, {f uh, } in nineteen fifty-five -- /']", i moved here  to  to   state college f uh  in nineteen fiftyfive  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['-- {c and } that has pretty well limited my fishing to fresh water -- /'], c and  that has pretty well limited my fishing to fresh water  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- {c and } we have a lot of, {f uh, } beautiful fresh water streams that come through [ thi-, + this  ] area.  /']", c and  we have a lot of f uh  beautiful fresh water streams that come through  thi  this   area  ,sd,MALE,1
"[""i'm in an area called center county, which is in the very center of the state of pennsylvania, /""]",im in an area called center county which is in the very center of the state of pennsylvania ,sd,MALE,1
"[""[ i've + <throat_clearing> i've  ] been in that area  /""]", ive  throatclearing ive   been in that area  ,sd,MALE,1
['{c and } the trout fishing is supposed to be legendary. /'],c and  the trout fishing is supposed to be legendary ,sd,MALE,1
