utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay. /'],okay ,"fo_o_fw_""_by_bc",FEMALE,0
['okay.  /'],okay  ,"fo_o_fw_""_by_bc",FEMALE,0
['what can we do about crime?  /'],what can we do about crime  ,qw,FEMALE,12
"[""i don't know.  /""]",i dont know  ,h,FEMALE,15
"[""the one thing that keeps coming to mind to me is that [ they're, + <child> they ] don't have enough space in the prisons to put people  /""]",the one thing that keeps coming to mind to me is that  theyre  child they  dont have enough space in the prisons to put people  ,sd,FEMALE,1
"['{c and } they keep letting out people that have, {d you know, } these horrible records. /']",c and  they keep letting out people that have d you know  these horrible records ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c so } maybe we need to have more prisons or use the old army bases and make them into prisons or something.  /'],c so  maybe we need to have more prisons or use the old army bases and make them into prisons or something  ,sv,FEMALE,3
"[""that's one thing i guess i could think of </child>. /""]",thats one thing i guess i could think of child ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{f uh, } it's definitely a big concern, /""]",f uh  its definitely a big concern ,sv,FEMALE,3
['<throat_clearing>.'],throatclearing,x,FEMALE,8
"[""{e i mean } every day it's, {d you know, } all ar-, - /""]",e i mean  every day its d you know  all ar  ,%,FEMALE,5
"['we live in a little small town,  /']",we live in a little small town  ,sd,FEMALE,1
"[""{c and } there's just rapes and murders and burglaries and everything all the time.  /""]",c and  theres just rapes and murders and burglaries and everything all the time  ,sd,FEMALE,1
"[""{c and } you just can't get away from it no matter where you live. /""]",c and  you just cant get away from it no matter where you live ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
"['{d well } i, -/']",d well  i ,%,FEMALE,5
"[""{c so } it's pretty scary. /""]",c so  its pretty scary ,sv,FEMALE,3
"[""[ i'm, + i'm ] from butler,  /""]", im  im  from butler  ,sd,FEMALE,1
"[""{c and } i can't say that there's too much of that there. /""]",c and  i cant say that theres too much of that there ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f um, } i know the bigger cities have problems with it. /']",f um  i know the bigger cities have problems with it ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"[""{f uh, } i really don't know what we can do about it. /""]",f uh  i really dont know what we can do about it ,h,FEMALE,15
['yeah. /'],yeah ,b,FEMALE,2
['unless  --'],unless  ,sv,FEMALE,3
"[""it's rough, because <noise>, -/""]",its rough because noise ,sv,FEMALE,3
"['-- they start enforcing the, {f uh, } - /']", they start enforcing the f uh   ,+,FEMALE,0
"['<<sounds like: t, t, t, t, t>> {f uh, } start giving more people death sentences.  /']",sounds like t t t t t f uh  start giving more people death sentences  ,sv,FEMALE,3
"[""that's the only thing <laughter> i can think of. /""]",thats the only thing laughter i can think of ,sv,FEMALE,3
['yeah.  /'],yeah  ,b,FEMALE,2
"['yeah,  /']",yeah  ,b,FEMALE,2
['{d well } even some of the sentences just seem ridiculous.  /'],d well  even some of the sentences just seem ridiculous  ,sv,FEMALE,3
"['{e i mean } you hear about people, {d you know, } six and seven times have committed burglaries  /']",e i mean  you hear about people d you know  six and seven times have committed burglaries  ,sv,FEMALE,3
"[""{c and } they're still, {d you know, } only serving six months in prison.  /""]",c and  theyre still d you know  only serving six months in prison  ,sv,FEMALE,3
"[""{c so } that's definitely something.  /""]",c so  thats definitely something  ,sv,FEMALE,3
"['they could have a more automatic sentence instead of having the judge having the choice of like, {d you know, } from one month to ten years or something <child>. /']",they could have a more automatic sentence instead of having the judge having the choice of like d you know  from one month to ten years or something child ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['that would be one thing that, {d you know, } i think could help is having the laws be changed so that they were more stiff penalties and more automatic penalties, {d you know, } for certain crimes </child>. /']",that would be one thing that d you know  i think could help is having the laws be changed so that they were more stiff penalties and more automatic penalties d you know  for certain crimes child ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
['yeah. /'],yeah ,b,FEMALE,2
"[""[ [ i, + i, ] + {f uh, } i ] don't know what they're going to do with the problem because it just keeps getting worse and worse. /""]",  i  i   f uh  i  dont know what theyre going to do with the problem because it just keeps getting worse and worse ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
"[""{c and } one things that they're saying, now, - /""]",c and  one things that theyre saying now  ,sd,FEMALE,1
"['are you going, - /']",are you going  ,qy,FEMALE,7
['are you a student  /'],are you a student  ,qy,FEMALE,7
['{c or } are you in the work force  /'],c or  are you in the work force  ,qrr,FEMALE,33
"['{c or, } -/']",c or  ,%,FEMALE,5
"[""{f um, } i'm a senior at clarion university. /""]",f um  im a senior at clarion university ,na,FEMALE,21
"['{f oh, } okay.  /']",f oh  okay  ,bk,FEMALE,14
"[""{c because } one of the things that i've heard so much about [ l-, + {f um, } lately ] is the situations on campus where crime has gone up so much.  /""]",c because  one of the things that ive heard so much about  l  f um  lately  is the situations on campus where crime has gone up so much  ,sd,FEMALE,1
"['{c and } apparently [ many of the, + especially like in date rape, many of the, ] {f uh, } {d you know, } perpetrators seem to be getting off because the universities kind of cover up. /']",c and  apparently  many of the  especially like in date rape many of the  f uh  d you know  perpetrators seem to be getting off because the universities kind of cover up ,sd,FEMALE,1
"['{d well, }']",d well ,sv,FEMALE,3
"[""{c and } they don't really, -/""]",c and  they dont really ,sd,FEMALE,1
"[""not only that, a lot of them's not even turned in.  /""]",not only that a lot of thems not even turned in  ,+,FEMALE,0
"['you know,']",you know,qy,FEMALE,7
['wow. /'],wow ,ba,FEMALE,6
['what i mean?  /'],what i mean  ,+,FEMALE,0
['a lot of times --'],a lot of times ,sd,FEMALE,1
['yeah. /'],yeah ,ny,FEMALE,9
"[""-- the girls don't even report it. /""]", the girls dont even report it ,+,FEMALE,0
"['yeah,  /']",yeah  ,b,FEMALE,2
['yeah. /'],yeah ,b,FEMALE,2
"[""{f um, } i've heard of a few case up here,  /""]",f um  ive heard of a few case up here  ,sd,FEMALE,1
"[""{c but } i can't say that i've heard of, {f uh, } {d you know, } any significant amount. /""]",c but  i cant say that ive heard of f uh  d you know  any significant amount ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"[""{f uh, } {c but } then again {d like } you don't know how many girls are reporting them or  not. /""]",f uh  c but  then again d like  you dont know how many girls are reporting them or  not ,sv,FEMALE,3
['yeah.  /'],yeah  ,b,FEMALE,2
['they say like only one in ten are reported.  /'],they say like only one in ten are reported  ,sd,FEMALE,1
