utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay  /'],okay  ,"fo_o_fw_""_by_bc",FEMALE,0
['on a scale of one to ten where do you stand and why? /'],on a scale of one to ten where do you stand and why ,qw,FEMALE,12
"['{d well, } i guess i stand [ on, + {f uh, } on, ] probably ten for no, {f uh, } restrictions.  /']",d well  i guess i stand  on  f uh  on  probably ten for no f uh  restrictions  ,sd,MALE,1
"['i, {f uh, } recently just moved to texas from, {f uh, } south dakota and nebraska,  /']",i f uh  recently just moved to texas from f uh  south dakota and nebraska  ,sd,MALE,1
"[""{c and } <inhaling> i guess in terms of gun control i've always, {f uh, } been raised with the, {f uh, } idea in the constitution that, {f uh, } citizens had a right to bear arms,  /""]",c and  inhaling i guess in terms of gun control ive always f uh  been raised with the f uh  idea in the constitution that f uh  citizens had a right to bear arms  ,sd,MALE,1
"['{c and } i realize that probably way back when when the constitution was written it probably regarded, {f uh, } more, {f uh, } of a national defense, {f uh, } than anything else,  /']",c and  i realize that probably way back when when the constitution was written it probably regarded f uh  more f uh  of a national defense f uh  than anything else  ,sv,MALE,3
"['{c but, } {f uh, } on the other hand, too, {f uh, } people then, {f uh, } needed to use firearms for, {f um, } survival in terms of, {f uh, } food -- /']",c but  f uh  on the other hand too f uh  people then f uh  needed to use firearms for f um  survival in terms of f uh  food  ,sv,MALE,3
"['yes,  /']",yes  ,aa,FEMALE,4
['true. /'],true ,aa,FEMALE,4
"['-- {c and, } {f uh, } i was raised, {f uh, } {d you know, } hunting all the time,  /']", c and  f uh  i was raised f uh  d you know  hunting all the time  ,sd,MALE,1
"['i lived on the farm, and, {f uh, } {d you know, } enjoy hunting  /']",i lived on the farm and f uh  d you know  enjoy hunting  ,sd,MALE,1
"['{c and } i guess i have, {f uh, } some problems with, {f uh, } being restricted to, {f um, } owning a gun for, {d you know, } hunting purposes mainly. /']",c and  i guess i have f uh  some problems with f uh  being restricted to f um  owning a gun for d you know  hunting purposes mainly ,sd,MALE,1
['right. /'],right ,b,FEMALE,2
"['{c and, } {f um, } it scares me a little bit to think that they would begin restricting gun control to the point where, {f um, } eventually we may not be able to have that right any more. /']",c and  f um  it scares me a little bit to think that they would begin restricting gun control to the point where f um  eventually we may not be able to have that right any more ,sd,MALE,1
"['yeah,  /']",yeah  ,aa,FEMALE,4
"['[ i can, + i can ] understand that.  /']", i can  i can  understand that  ,ba,FEMALE,6
"['i was raised in oklahoma,  /']",i was raised in oklahoma  ,sd,FEMALE,1
"['{c and } of course, being oklahoman and texan, {f uh, } - /']",c and  of course being oklahoman and texan f uh   ,%,FEMALE,5
"['yeah,  /']",yeah  ,%,FEMALE,5
"['the hunting and everything, - /']",the hunting and everything  ,%,FEMALE,5
"['{c and } i used to  ((   ))  things in my father and my husband having guns and all,  /']",c and  i used to       things in my father and my husband having guns and all  ,sd,FEMALE,1
"['{c and } [ i, + i ] [ did, + used ] to be all in favor of it,  /']",c and   i  i   did  used  to be all in favor of it  ,sd,FEMALE,1
"[""{c but } [ it's, + all of a sudden it's ] starting to get really scary with these gangs.  /""]",c but   its  all of a sudden its  starting to get really scary with these gangs  ,sv,FEMALE,3
"['yet i think i would vote a one if i thought that it would be nation wide and they can guarantee no one would have a gun, no crooks, nothing.  /']",yet i think i would vote a one if i thought that it would be nation wide and they can guarantee no one would have a gun no crooks nothing  ,sd,FEMALE,1
"[""{c but } because i know that's not going to happen, then i have to probably right up there about an eight <laughter>. /""]",c but  because i know thats not going to happen then i have to probably right up there about an eight laughter ,sd,FEMALE,1
"['<laughter> yeah,  /']",laughter yeah  ,aa,MALE,4
"['[ it, + {f uh, } moving to this area, of course it ] happens everywhere,  /']", it  f uh  moving to this area of course it  happens everywhere  ,sv,MALE,3
"[""{c but, } {f uh, } i guess we're pretty naive coming from small towns, {f uh, } in the midwest and then, {f uh, } moving to a larger city where there are drive-by shootings  /""]",c but  f uh  i guess were pretty naive coming from small towns f uh  in the midwest and then f uh  moving to a larger city where there are driveby shootings  ,sv,MALE,3
"['{c and, } {f uh, } there seems like killing for no reason at all,  /']",c and  f uh  there seems like killing for no reason at all  ,sv,MALE,3
"['{c and, } {f uh. } -/']",c and  f uh  ,%,MALE,5
"['{d well, } it just seems like in the past three or four years it has just gotten so much worse than it was.  /']",d well  it just seems like in the past three or four years it has just gotten so much worse than it was  ,sv,FEMALE,3
"[""there's always been a certain amount of crime in [ your, + {d you know, } your ] urban areas,  /""]",theres always been a certain amount of crime in  your  d you know  your  urban areas  ,sv,FEMALE,3
"['{c and } i know we lived in chicago for seven years,  /']",c and  i know we lived in chicago for seven years  ,sd,FEMALE,1
['{c and } of course it was definitely there.  /'],c and  of course it was definitely there  ,sd,FEMALE,1
"[""{c so } when we first moved here, it wasn't as bad as this.  /""]",c so  when we first moved here it wasnt as bad as this  ,sd,FEMALE,1
"[""[ it's, + {d you know, } it's ] just getting all of a sudden so  much worse.  /""]", its  d you know  its  just getting all of a sudden so  much worse  ,sv,FEMALE,3
"[""i don't know whether it's due to the drugs and the, {f uh, } drug kings that are here and jamaican drug kings coming in.  /""]",i dont know whether its due to the drugs and the f uh  drug kings that are here and jamaican drug kings coming in  ,sd,FEMALE,1
"[""i don't know whether that's it, or street gangs.  /""]",i dont know whether thats it or street gangs  ,sd,FEMALE,1
"[""i don't know what the answer is.  /""]",i dont know what the answer is  ,sd,FEMALE,1
"[""i know that it's scary,  /""]",i know that its scary  ,sv,FEMALE,3
"[""{c and } yet i hate the government constantly telling me what i can do and what i can't do,  /""]",c and  yet i hate the government constantly telling me what i can do and what i cant do  ,sd,FEMALE,1
"[""{c and } that's basically what the gun control would end up being. /""]",c and  thats basically what the gun control would end up being ,sv,FEMALE,3
"['[ i, + i ] think so,  /']", i  i  think so  ,aa,MALE,4
"[""[ {c and, } + {c and } ] there's always [ [ the, + {f uh, } the, ] + {f uh, } the ] old, {f uh, } saying that keeps coming up that if a person wants a gun bad enough [ they'll, + they'll ] get one,  /""]", c and   c and   theres always   the  f uh  the   f uh  the  old f uh  saying that keeps coming up that if a person wants a gun bad enough  theyll  theyll  get one  ,sd,MALE,1
"['[ {c and, } + {f uh, } {c and then, } ] {f uh. } -/']", c and   f uh  c and then   f uh  ,%,MALE,5
"[""{d well, } it's very true. /""]",d well  its very true ,aa,FEMALE,4
['yeah. /'],yeah ,b,MALE,2
"[""it's not the law abiding citizen that, {d you know, } [ is, + is ] dangerous with the gun <laughter>.  /""]",its not the law abiding citizen that d you know   is  is  dangerous with the gun laughter  ,sv,FEMALE,3
"[""it's the ones that are going out and stealing it. /""]",its the ones that are going out and stealing it ,sv,FEMALE,3
['yeah. /'],yeah ,b,MALE,2
['{c and } i said i think the only way i would be in big favor of gun control is if they could absolutely guarantee that nobody would have them.  /'],c and  i said i think the only way i would be in big favor of gun control is if they could absolutely guarantee that nobody would have them  ,sd,FEMALE,1
"['{c and } i think that would almost have to go with armies, too.  /']",c and  i think that would almost have to go with armies too  ,sv,FEMALE,3
"[""{e i mean, } they'd have to be almost world-wide, which we know would never ever happen. /""]",e i mean  theyd have to be almost worldwide which we know would never ever happen ,sv,FEMALE,3
"['yeah,  /']",yeah  ,aa,MALE,4
"['yeah,  /']",yeah  ,aa,MALE,4
"[""that's for sure. /""]",thats for sure ,ba,MALE,6
"['{c because } even if you said, okay,  /']",c because  even if you said okay  ,sv,FEMALE,3
"['{d you know, } armed forces could have them,  /']",d you know  armed forces could have them  ,^q,FEMALE,19
['some idiot would come out and sell it to somebody on the street to make a quick buck. /'],some idiot would come out and sell it to somebody on the street to make a quick buck ,sv,FEMALE,3
"['yeah,  /']",yeah  ,aa,MALE,4
"['[ {c and, } + {f uh, } {c and, } ] {d you know, } {f uh, } i suppose, {f uh, } years ago, way back [ when, + {f uh, } when, ] {f uh, } they had the revolutionary war and people decided that they, {f uh, } were fed up with the government, {f uh, } - /']", c and   f uh  c and   d you know  f uh  i suppose f uh  years ago way back  when  f uh  when  f uh  they had the revolutionary war and people decided that they f uh  were fed up with the government f uh   ,sv,MALE,3
"[""{c and } if they didn't have a way [ to, + {f uh, } to ] fight back <laughter> they would have been in big trouble. /""]",c and  if they didnt have a way  to  f uh  to  fight back laughter they would have been in big trouble ,sv,MALE,3
"[""that's very true <laughter>  /""]",thats very true laughter  ,aa,FEMALE,4
['very true.  /'],very true  ,aa,FEMALE,4
"['who knows,  /']",who knows  ,qh,FEMALE,26
['we maybe want to overthrow the government <laughter>. /'],we maybe want to overthrow the government laughter ,sv,FEMALE,3
"['<laughter> {d well, } the way things are going. /']",laughter d well  the way things are going ,sv,MALE,3
"['<laughter> i know,  /']",laughter i know  ,aa,FEMALE,4
"[""if somebody doesn't do something. /""]",if somebody doesnt do something ,sv,FEMALE,3
['<laughter>.'],laughter,x,MALE,8
"[""{f uh, } [ what about, + {f uh, } what do you think of ] [ this, + this, ] {f uh, } law that they're putting into effect that you have to wait x number of days before you can, {f uh, } carry the gun, or [ buy, + {d you know, } actually purchase ] the gun? /""]",f uh   what about  f uh  what do you think of   this  this  f uh  law that theyre putting into effect that you have to wait x number of days before you can f uh  carry the gun or  buy  d you know  actually purchase  the gun ,qo,FEMALE,25
"['{d well, } {d you know, } they introduced some gun control back when i was a teenager, i believe, in terms of, {f uh, } every gun you [ ha-, + bought ] had to be licensed, i believe. /']",d well  d you know  they introduced some gun control back when i was a teenager i believe in terms of f uh  every gun you  ha  bought  had to be licensed i believe ,sd,MALE,1
['yes. /'],yes ,b,FEMALE,2
"[""{c and, } {f uh, } {d you know, } that didn't bother me, {f uh, } too much,  /""]",c and  f uh  d you know  that didnt bother me f uh  too much  ,sd,MALE,1
"['{c and so, } i guess it depends, {f um, } if there are some statistics that show [ that, + {f uh, } that ] people, {f uh, } commit crimes on the spur of the moment. /']",c and so  i guess it depends f um  if there are some statistics that show  that  f uh  that  people f uh  commit crimes on the spur of the moment ,sv,MALE,3
