utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""i'm ready.  /""]",im ready  ,sd,FEMALE,1
"['{d well } in atlanta, georgia you probably  have a lot more crime than we have here in patterson, california. /']",d well  in atlanta georgia you probably  have a lot more crime than we have here in patterson california ,sv,FEMALE,3
"['<noise> {f oh } # [ could, + could ] be. # /']",noise f oh    could  could  be  ,aap_am,MALE,39
"['# {f uh, } this # little city is only about eight thousand people. /']", f uh  this  little city is only about eight thousand people ,sd,FEMALE,1
['huh. /'],huh ,b,MALE,2
['{c so. } -/'],c so  ,%,FEMALE,5
"['yeah,  /']",yeah  ,b,MALE,2
"['we, - /']",we  ,%,MALE,5
"['[ is, + is ] crime a problem there?  /']", is  is  crime a problem there  ,qy,MALE,7
"['((   ))  {d like } a major problem, minor problem or, -/']",     d like  a major problem minor problem or ,qrr,MALE,33
"[""{d well } in patterson  there's, - /""]",d well  in patterson  theres  ,sd,FEMALE,1
"[""it's not a problem here.  /""]",its not a problem here  ,sd,FEMALE,1
"['{c but } {d like, } {f uh, } i lived in oakland, {f uh, } until just recently -- /']",c but  d like  f uh  i lived in oakland f uh  until just recently  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""-- {c and, } {f uh, } oakland, california, god,  they've had {d like, } {f uh, } sixty-seven murders so far this year compared to {d like, } {f uh, } forty at  this time last year. /""]", c and  f uh  oakland california god  theyve had d like  f uh  sixtyseven murders so far this year compared to d like  f uh  forty at  this time last year ,sd,FEMALE,1
['yeah. /'],yeah ,b,MALE,2
"[""{c so } it's really bad there. /""]",c so  its really bad there ,sd,FEMALE,1
['yeah. /'],yeah ,b,MALE,2
"[""[ {c and, } + {c and } ]  it's all related to drugs it # seems like. # /""]", c and   c and    its all related to drugs it  seems like  ,sd,FEMALE,1
"['# {f oh, } yeah. # /']", f oh  yeah  ,b,MALE,2
"[""<swallowing> is that what it's there too? /""]",swallowing is that what its there too ,qy,FEMALE,7
['yeah.  /'],yeah  ,ny,MALE,9
"[""i've only been here for {d like, } {f uh, } - /""]",ive only been here for d like  f uh   ,sd,MALE,1
"['probably  just over six months [ i # start, + i # --']",probably  just over six months  i  start  i  ,sd,MALE,1
['# uh-huh. # /'], uhhuh  ,b,FEMALE,2
['-- started ] school here.  /'], started  school here  ,+,MALE,0
"['<clicking> {f uh, } i came  from a smaller town [ in, + in ] new york -- /']",clicking f uh  i came  from a smaller town  in  in  new york  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c and } [ cri-, + ]  the city was fairly big size {e or } not real big  /']", c and   cri    the city was fairly big size e or  not real big  ,sd,MALE,1
['{c but }  we had a problem there  /'],c but   we had a problem there  ,sd,MALE,1
"[""{c but } here there's just no comparison  that, much more crime. -/""]",c but  here theres just no comparison  that much more crime ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
