utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['okay,  /']",okay  ,"fo_o_fw_""_by_bc",FEMALE,0
"['[ do, + do  ] you have a home, or apartment? /']", do  do   you have a home or apartment ,qy,FEMALE,7
"['uh-huh,  /']",uhhuh  ,ny,FEMALE,9
['i have a home. /'],i have a home ,sd,FEMALE,1
"['okay,  /']",okay  ,bk,FEMALE,14
['do you have to do a lot of upkeep? /'],do you have to do a lot of upkeep ,qy,FEMALE,7
"['not really,  /']",not really  ,ng,FEMALE,29
['we have a small backyard and small front yard -- /'],we have a small backyard and small front yard  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c but, } {f uh, } {f uh, } i do basically {d like } the shrubbery and the planting and the weeding  /']", c but  f uh  f uh  i do basically d like  the shrubbery and the planting and the weeding  ,sd,FEMALE,1
['{c and } he mows the lawn because the lawn mower is too heavy <laughter>. /'],c and  he mows the lawn because the lawn mower is too heavy laughter ,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
"[""that's another story. /""]",thats another story ,sd,FEMALE,1
['okay <laughter>. /'],okay laughter ,bk,FEMALE,14
"['<laughter>  [ {c and, } {f uh, } + {c and, } {f uh, }  ] i do the edging and stuff like that,  /']",laughter   c and  f uh   c and  f uh    i do the edging and stuff like that  ,sd,FEMALE,1
"[""{c but, } {f uh, } it doesn't take us that long because [ our, + our  ] yard is so small. /""]",c but  f uh  it doesnt take us that long because  our  our   yard is so small ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c but, } {f uh, } i try and do as much, {d you know } flowering as i can, and --']",c but  f uh  i try and do as much d you know  flowering as i can and ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- that kind of stuff.'], that kind of stuff,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['the seasonal things. /'],the seasonal things ,+,FEMALE,0
"['yeah,  /']",yeah  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c but, } {f uh, } <lipsmack> i think we have one of the nicest yards  [ in the, + in the  ] neighborhood <laughter>. /']",c but  f uh  lipsmack i think we have one of the nicest yards   in the  in the   neighborhood laughter ,sd,FEMALE,1
"[""{d well, } that's nice <laughter>.  /""]",d well  thats nice laughter  ,ba,FEMALE,6
['i wish i could say that. /'],i wish i could say that ,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
"['ours is pretty small, too,  /']",ours is pretty small too  ,sd,FEMALE,1
"['{c but } [ it, + it  ] takes about an hour with the two of us working --']",c but   it  it   takes about an hour with the two of us working ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['-- to, {d you know, } do the bushes and all of that sort of thing. /']", to d you know  do the bushes and all of that sort of thing ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
"['{f uh, } the worst part is controlling the weeds.']",f uh  the worst part is controlling the weeds,sd,FEMALE,1
"['{f oh, } yeah. /']",f oh  yeah ,b,FEMALE,2
"[""which i hate because we don't like to use a lot of the chemicals  and,  because, {d like, } we have a dog [ and, + and,  ] {d you know, } he's going to be out in the yard and who knows who he eats out there. /""]",which i hate because we dont like to use a lot of the chemicals  and  because d like  we have a dog  and  and   d you know  hes going to be out in the yard and who knows who he eats out there ,+,FEMALE,0
"[""that's true. /""]",thats true ,ba,FEMALE,6
['{c but } we try not to use them but we end up using some anyway.  /'],c but  we try not to use them but we end up using some anyway  ,sd,FEMALE,1
"['{f uh } <lipsmack>, {f um, } what else.  /']",f uh  lipsmack f um  what else  ,^h,FEMALE,27
"['i get to put out all the christmas lights out there and all that,']",i get to put out all the christmas lights out there and all that,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
['sort of thing <laughter>. /'],sort of thing laughter ,+,FEMALE,0
"[""i don't <laughter>. /""]",i dont laughter ,sd,FEMALE,1
['no? /'],no ,bh,FEMALE,18
"['no,  /']",no  ,nn,FEMALE,13
['he does that. /'],he does that ,sd,FEMALE,1
"['{f oh, } okay. /']",f oh  okay ,bk,FEMALE,14
['<laughter>.'],laughter,x,FEMALE,8
"['{d well, } [ if they, + if they  ] go up - /']",d well   if they  if they   go up  ,sd,FEMALE,1
"['{d like, } one year we --']",d like  one year we ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- did the edge of the house --'], did the edge of the house ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
['-- all the way up on the roof  /'], all the way up on the roof  ,+,FEMALE,0
['{c and } [ i -- +'],c and   i  ,%,FEMALE,5
"[""-- i ] went up on the roof once and i'll never do it again <laughter>. /""]", i  went up on the roof once and ill never do it again laughter ,+,FEMALE,0
['i decided i was afraid <laughter>. /'],i decided i was afraid laughter ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
"[""don't blame you <<very faint>>. /""]",dont blame you very faint ,ba,FEMALE,6
"['{c so } this year, he got lazy so i said, fine  /']",c so  this year he got lazy so i said fine  ,sd,FEMALE,1
"[""i'll put some on the bushes.   /""]",ill put some on the bushes   ,sd,FEMALE,1
"[""{c and } that's about it,  /""]",c and  thats about it  ,sd,FEMALE,1
"[""that's all --""]",thats all ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
['-- it gets. /'], it gets ,+,FEMALE,0
"['{f huh, } okay,  /']",f huh  okay  ,b,FEMALE,2
"[""we don't have that many bushes to put them on.  /""]",we dont have that many bushes to put them on  ,sd,FEMALE,1
"['{f uh, } <lipsmack> [ our, + our  ] yard is very, {f uh, } narrow -- /']",f uh  lipsmack  our  our   yard is very f uh  narrow  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c and } {c so } we have some bushes, but we don't have too many,  /""]", c and  c so  we have some bushes but we dont have too many  ,sd,FEMALE,1
['{c but } we have a nice tree in the front  /'],c but  we have a nice tree in the front  ,sd,FEMALE,1
['{c and } --'],c and  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {f uh, } we have [ people that, + an association that  ] comes and mows everybody's front yard -- /""]", f uh  we have  people that  an association that   comes and mows everybodys front yard  ,+,FEMALE,0
"['{f oh, } wow. /']",f oh  wow ,ba,FEMALE,6
"['-- {c and, } {f uh, } they keep hitting [ it, + the tree  ] with the lawn mower. /']", c and  f uh  they keep hitting  it  the tree   with the lawn mower ,sd,FEMALE,1
"['{f oh, } no. /']",f oh  no ,ba,FEMALE,6
"['{d you know, } every time you do that, it, {f uh, } kind of kills the tree for a while. /']",d you know  every time you do that it f uh  kind of kills the tree for a while ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"[""{c and } {c so } that's kind of stunt its growth for just a while until we get it back going again. /""]",c and  c so  thats kind of stunt its growth for just a while until we get it back going again ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['{c and } we started mowing our own lawn -- /'],c and  we started mowing our own lawn  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- {c because } they were doing that.  /'], c because  they were doing that  ,sd,FEMALE,1
"['{c and } {c so, } anyways i have a nice full tree now  /']",c and  c so  anyways i have a nice full tree now  ,sd,FEMALE,1
"['[ {c and, } + {c and }  ] [ we put + ((   )) , we fill  ] it with lights  and --']", c and   c and     we put       we fill   it with lights  and ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- that kind of thing. /'], that kind of thing ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{d so, } -/']",d so  ,%,FEMALE,5
['{f um. } /'],f um  ,%,FEMALE,5
"['{c and } [ they would, + {f uh, } they  ] also edged, - /']",c and   they would  f uh  they   also edged  ,sd,FEMALE,1
"['[ when + ] they would edge [ in, + into  ] the shrubbery <laughter>  [ and -- + ]']", when   they would edge  in  into   the shrubbery laughter   and   ,sd,FEMALE,1
"['-- {f oh, } gosh, it was getting really bad,  /']", f oh  gosh it was getting really bad  ,+,FEMALE,0
"['{c so } we, -/']",c so  we ,%,FEMALE,5
"[""{c but } you still have to pay for it, [ though, + even though  ] they're not going to do it? /""]",c but  you still have to pay for it  though  even though   theyre not going to do it ,+,FEMALE,0
"['yeah,  /']",yeah  ,ny,FEMALE,9
"[""{c because } it's an association fee. /""]",c because  its an association fee ,sd,FEMALE,1
"['{f oh, } is it real expensive? /']",f oh  is it real expensive ,qy,FEMALE,7
['yes -- /'],yes  ,ny,FEMALE,9
"['{f oh, } gosh. /']",f oh  gosh ,ba,FEMALE,6
"[""-- it's {d like } seventy a month. /""]", its d like  seventy a month ,sd,FEMALE,1
"['{f oh, } my goodness. /']",f oh  my goodness ,ba,FEMALE,6
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""{c and } i don't like, - /""]",c and  i dont like  ,sd,FEMALE,1
"['[  i, + i  ] just get really upset every time i make that check out. /']",  i  i   just get really upset every time i make that check out ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['{c but, } {f uh, } -/']",c but  f uh  ,%,FEMALE,5
"['{d well, } [  do, +  do  ] they do other things for you all? /']",d well    do   do   they do other things for you all ,qy,FEMALE,7
"['they take care of the, {f uh, } landscape,  /']",they take care of the f uh  landscape  ,sd,FEMALE,1
['{c because } we live in a cul-de-sac  /'],c because  we live in a culdesac  ,sd,FEMALE,1
['{c and } there is a island in the middle -- /'],c and  there is a island in the middle  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
