utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['hi.  /'],hi  ,fp,FEMALE,32
['how are you doing? /'],how are you doing ,fp,FEMALE,32
"['what,  /']",what  ,br,MALE,30
"[""i couldn't hear you? /""]",i couldnt hear you ,sd,MALE,1
"['i said, how are you doing? /']",i said how are you doing ,fp,FEMALE,32
"[""i'm doing fine.  /""]",im doing fine  ,fp,MALE,32
"[""i'm, {f uh, }  just editing a spreadsheet right now.  /""]",im f uh   just editing a spreadsheet right now  ,sd,MALE,1
"[""i'm trying to figure out how i can retire without  having to work until i'm ninety-five. /""]",im trying to figure out how i can retire without  having to work until im ninetyfive ,sd,MALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
"[""we've been doing that too <laughter>.  /""]",weve been doing that too laughter  ,sd,FEMALE,1
"[""we're trying to retire in our fifties. /""]",were trying to retire in our fifties ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,MALE,2
"[""this is a very appropriate  topic for our, {f uh, } conversation today because what i'm figuring out is that i'm  going to have to put in a lot more money than what i'm making <laughter>. /""]",this is a very appropriate  topic for our f uh  conversation today because what im figuring out is that im  going to have to put in a lot more money than what im making laughter ,sd,MALE,1
"['<laughter>  good luck on that one, then. /']",laughter  good luck on that one then ,"fo_o_fw_""_by_bc",FEMALE,0
['what is that? /'],what is that ,br,MALE,30
"['i said good luck on that one, then. /']",i said good luck on that one then ,sd,FEMALE,1
"[""{d well, } we've got a pretty good  situation, my wife and i, since our property is already paid for.  /""]",d well  weve got a pretty good  situation my wife and i since our property is already paid for  ,sv,MALE,3
"['{d you know, } the main  things that i like about [ the +  {f uh, } <talking> <<someone in background>> the ] job benefits --']",d you know  the main  things that i like about  the   f uh  talking someone in background the  job benefits ,sd,MALE,1
['huh-uh. /'],huhuh ,b,FEMALE,2
"[""-- would be [ the, +  {f uh, } the ]  availability of the health insurance  and the availability of, {f uh, } {d you know, }  being able to transfer [ around, +  inside ] the organization without having, {d you know, }  when they cut off a system and they don't just can everybody that is working on it,  like some companies i know of.  /""]", would be  the   f uh  the   availability of the health insurance  and the availability of f uh  d you know   being able to transfer  around   inside  the organization without having d you know   when they cut off a system and they dont just can everybody that is working on it  like some companies i know of  ,+,MALE,0
"['{d you know, } they give you an opportunity  to either transfer into an [ on going, +  on going ] project. -/']",d you know  they give you an opportunity  to either transfer into an  on going   on going  project ,sd,MALE,1
['{d so } you work for it t i then <music>.  /'],d so  you work for it t i then music  ,qy^d,FEMALE,16
"[""<<pause>> you can't say? /""]",pause you cant say ,qy^d,FEMALE,16
['yeah. /'],yeah ,ny,MALE,9
['yeah. /'],yeah ,b^m,FEMALE,24
['what? /'],what ,br,MALE,30
"['yes,  /']",yes  ,ny,FEMALE,9
['you do.  /'],you do  ,sd,FEMALE,1
"['{d well, } i work for  d i s d  /']",d well  i work for  d i s d  ,sd,FEMALE,1
"[""{c and } i don't know what your talking about when you say health insurance,  /""]",c and  i dont know what your talking about when you say health insurance  ,sd,FEMALE,1
"[""{c but } dallas doesn't pay.  /""]",c but  dallas doesnt pay  ,sd,FEMALE,1
"['it pays most of mine, {d you know, }  /']",it pays most of mine d you know   ,sd,FEMALE,1
"['{d now, }  after you work  (( i think ))  five years, they begin to pay most of it.  /']",d now   after you work   i think   five years they begin to pay most of it  ,sd,FEMALE,1
"['{c but } then, for [ the, +  the ] family, {d you know, } i put my kids on my policy.  /']",c but  then for  the   the  family d you know  i put my kids on my policy  ,sd,FEMALE,1
"[""it's like two hundred dollars -- /""]",its like two hundred dollars  ,sd,FEMALE,1
['huh-uh. /'],huhuh ,b,MALE,2
"[""-- {c and } it's gone up quite a bit  /""]", c and  its gone up quite a bit  ,sd,FEMALE,1
"[""{c and } they predict, {d you know, } of course, it's going to keep going up.  /""]",c and  they predict d you know  of course its going to keep going up  ,sd,FEMALE,1
