utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['how would you feel about sending an elderly family member to a nursing home? /'],how would you feel about sending an elderly family member to a nursing home ,qo,FEMALE,25
"[""{d well, } i don't feel very good about it,  /""]",d well  i dont feel very good about it  ,sd,MALE,1
['{c but } i think that at some times it can be the right thing to do.  /'],c but  i think that at some times it can be the right thing to do  ,sv,MALE,3
['we sent my grandfather to a nursing home at the point when he was really incapable of caring for himself anymore. /'],we sent my grandfather to a nursing home at the point when he was really incapable of caring for himself anymore ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['he actually died a few months after that,  /']",he actually died a few months after that  ,sd,MALE,1
"['{c and so }  as, - /']",c and so   as  ,%,MALE,5
"['at least in retrospect, it was the right thing to do  /']",at least in retrospect it was the right thing to do  ,sd,MALE,1
['{c because } he was either  in a nursing home or a hospital --'],c because  he was either  in a nursing home or a hospital ,sd,MALE,1
['right. /'],right ,b,FEMALE,2
['-- or something else that he would have been spending most of his time in those days. /'], or something else that he would have been spending most of his time in those days ,+,MALE,0
['{c and } what type of recommendations did you have when you decided where to place him? /'],c and  what type of recommendations did you have when you decided where to place him ,qw,FEMALE,12
"['{f um, } {d well, } the, {d see, } {f uh, } {d well, } - /']",f um  d well  the d see  f uh  d well   ,%,MALE,5
"['[ we, +  he ] wanted to get into a mennonite nursing home which is very popular and hard to get into and had {d like } a ten year waiting list -- /']", we   he  wanted to get into a mennonite nursing home which is very popular and hard to get into and had d like  a ten year waiting list  ,sd,MALE,1
"['{f oh, } my. /']",f oh  my ,ba,FEMALE,6
"['-- right,  /']", right  ,aa,MALE,4
"['we wound up just choosing [ a, + another ] mennonite nursing home that was easier to get into.  /']",we wound up just choosing  a  another  mennonite nursing home that was easier to get into  ,sd,MALE,1
"['[ {c or } + {c but } ] naturally, - /']", c or   c but   naturally  ,%,MALE,5
"['{d no, }  /']",d no   ,ar,MALE,28
"['it was even mennonite related,  /']",it was even mennonite related  ,sd,MALE,1
"[""{e i'm sorry, } it was actually not a particularly great nursing home.  /""]",e im sorry  it was actually not a particularly great nursing home  ,sd,MALE,1
"['mostly the thing was that it was available when we needed it,']",mostly the thing was that it was available when we needed it,sd,MALE,1
"['yeah, /']",yeah ,b,FEMALE,2
['because he suddenly got sick --'],because he suddenly got sick ,+,MALE,0
"['# {c so } the convenience, # -/']", c so  the convenience  ,bf,FEMALE,20
['-- # and needed to be put in. # /'],  and needed to be put in  ,+,MALE,0
['right. /'],right ,aa,FEMALE,4
"['{f uh, } what do you think? /']",f uh  what do you think ,qo,MALE,25
"['my grandmother lived with us, {f um, } until august, {f um, }  /']",my grandmother lived with us f um  until august f um   ,sd,FEMALE,1
['{c and } we made the decision to put her in a nursing home.  /'],c and  we made the decision to put her in a nursing home  ,sd,FEMALE,1
['she has leukemia -- /'],she has leukemia  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- {c and } [ her, + the rest of her  ] family and her regular doctors and everybody she trusted and knew was in dayton, and were several thousand miles away -- /']", c and   her  the rest of her   family and her regular doctors and everybody she trusted and knew was in dayton and were several thousand miles away  ,sd,FEMALE,1
['yeah. /'],yeah ,b,MALE,2
"['-- {c so } i made the decision to put her in a nursing home,  /']", c so  i made the decision to put her in a nursing home  ,sd,FEMALE,1
['{c and } my sister being on the other end found one that she could have what was called an independent living facility.  /'],c and  my sister being on the other end found one that she could have what was called an independent living facility  ,sd,FEMALE,1
"[""she had her own little room and didn't have to share it with anyone and could bring in her own chair and t v set -- /""]",she had her own little room and didnt have to share it with anyone and could bring in her own chair and t v set  ,sd,FEMALE,1
['yeah -- /'],yeah  ,b,MALE,2
['-- {d so. } -/'], d so  ,%,FEMALE,5
"['-- yeah,  /']", yeah  ,b,MALE,2
"[""that's important --""]",thats important ,ba,MALE,6
['yes. /'],yes ,aa,FEMALE,4
['-- i would say. /'], i would say ,+,MALE,0
"['{c and } [ that, + the ] other major factor is that she needs blood transfusions every week to ten days, and would have to be hospitalized a day or two,  /']",c and   that  the  other major factor is that she needs blood transfusions every week to ten days and would have to be hospitalized a day or two  ,sd,FEMALE,1
['{c so } in this facility they can do it right there from her own room -- /'],c so  in this facility they can do it right there from her own room  ,sd,FEMALE,1
['okay. /'],okay ,b,MALE,2
"[""-- {c so } she didn't have to be transported back and forth.  /""]", c so  she didnt have to be transported back and forth  ,sd,FEMALE,1
"[""{c so, } she's been there since august the thirteenth and seems to have adjusted pretty well.  /""]",c so  shes been there since august the thirteenth and seems to have adjusted pretty well  ,sd,FEMALE,1
"[""it's not her favorite place to be in.  /""]",its not her favorite place to be in  ,sd,FEMALE,1
"[""she'd much rather be here with me.  /""]",shed much rather be here with me  ,sd,FEMALE,1
['{c but } --'],c but  ,sd,FEMALE,1
['yeah. /'],yeah ,b,MALE,2
"['-- when it got to the point i was spending more time at the hospital with her, - /']", when it got to the point i was spending more time at the hospital with her  ,+,FEMALE,0
"[""{c and } i've got little children here who needed me here -- /""]",c and  ive got little children here who needed me here  ,sd,FEMALE,1
['-- she needed somebody to watch her twenty-four hours a day. /'], she needed somebody to watch her twentyfour hours a day ,sd,FEMALE,1
"['right,  /']",right  ,aa,MALE,4
['{c and } --'],c and  ,sv,MALE,3
['{d so. } /'],d so  ,%,FEMALE,5
['-- that becomes difficult then. /'], that becomes difficult then ,+,MALE,0
['she was falling down and hemorrhaging  /'],she was falling down and hemorrhaging  ,sd,FEMALE,1
"['{c and, } {d you know, } all kinds of physical problems,  /']",c and  d you know  all kinds of physical problems  ,sd,FEMALE,1
"['{c so } it just became too much for me to handle,  /']",c so  it just became too much for me to handle  ,sd,FEMALE,1
"[""even though i would have liked to have had her stay, with her health being what it was she couldn't --""]",even though i would have liked to have had her stay with her health being what it was she couldnt ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['-- anymore. /'], anymore ,+,FEMALE,0
"['yep,  /']",yep  ,aa,MALE,4
"['we tried to convince my grandfather to live with us at several points during the last few years of his life,  /']",we tried to convince my grandfather to live with us at several points during the last few years of his life  ,sd,MALE,1
['{c but } he was essentially too proud and too independent --'],c but  he was essentially too proud and too independent ,sd,MALE,1
['yeah. /'],yeah ,b,FEMALE,2
['-- so that even though his heart was getting incredibly weak and his knees were going bad --'], so that even though his heart was getting incredibly weak and his knees were going bad ,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- he lived in his own house as long as he could -- /'], he lived in his own house as long as he could  ,+,MALE,0
['yeah. /'],yeah ,b,FEMALE,2
"['-- {c but } he was living alone, had an upstairs apartment, could barely make it up the steps --']", c but  he was living alone had an upstairs apartment could barely make it up the steps ,sd,MALE,1
['oh. /'],oh ,b,FEMALE,2
"['-- to the top without a great deal of pain,  /']", to the top without a great deal of pain  ,+,MALE,0
"['{c and } this, - /']",c and  this  ,%,MALE,5
['eventually things just went too far -- /'],eventually things just went too far  ,sd,MALE,1
['yeah. /'],yeah ,b,FEMALE,2
['-- {c and } he allowed himself to be put into a nursing home. /'], c and  he allowed himself to be put into a nursing home ,sd,MALE,1
"['yes,  /']",yes  ,b,FEMALE,2
"['{d well, } i think sometimes when people get to be a certain age, other people have to kind of help them make decisions.  /']",d well  i think sometimes when people get to be a certain age other people have to kind of help them make decisions  ,sv,FEMALE,3
