utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{c so, }  {d well, } this is an appropriate topic the day after earth day,  /']",c so   d well  this is an appropriate topic the day after earth day  ,sv,FEMALE,3
['{c so. } -/'],c so  ,%,FEMALE,5
['right. /'],right ,b,FEMALE,2
"['{f um, } {d well, } what do you think is, {f uh, } [ the pollutants, + the main pollutants ] in the air? /']",f um  d well  what do you think is f uh   the pollutants  the main pollutants  in the air ,qw,FEMALE,12
"['i have trouble with the chemical plants and things like that [ i just, + {f uh, } i ] think they put off so much  /']",i have trouble with the chemical plants and things like that  i just  f uh  i  think they put off so much  ,sd,FEMALE,1
"[""{c and } they're not regulated enough. /""]",c and  theyre not regulated enough ,sv,FEMALE,3
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""(( {d well } )) , that's me too.  /""]", d well    thats me too  ,sd,FEMALE,1
"['after, {f um, } - /']",after f um   ,%,FEMALE,5
"['on channel thirteen, {f uh, } they had [ some, + some ] programs the day before,  /']",on channel thirteen f uh  they had  some  some  programs the day before  ,sd,FEMALE,1
"[""{c and } i'm not sure that about yesterday, we didn't really watch it too much yesterday,  /""]",c and  im not sure that about yesterday we didnt really watch it too much yesterday  ,sd,FEMALE,1
"[""{c but } the day before they had a lot of programs about the environment and, {d you know, } how we're affecting the earth and things by what we do,""]",c but  the day before they had a lot of programs about the environment and d you know  how were affecting the earth and things by what we do,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['as the people  /'],as the people  ,+,FEMALE,0
"['[ {c and, } +  {c and } ] they mentioned sulfur and carbon dioxide a lot, /']", c and    c and   they mentioned sulfur and carbon dioxide a lot ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"[""{c and } that actually, {f um, } as our population increases and, {d you know, } [ [ [ our, + of course, our, ] + our cars, ] + {d you know, } our number of cars ] increase per the population, that's the problem.  but also like you said the industry pollution  /""]",c and  that actually f um  as our population increases and d you know     our  of course our   our cars   d you know  our number of cars  increase per the population thats the problem  but also like you said the industry pollution  ,sd,FEMALE,1
"[""{c and, } {d you know, } [ their reg-, + their  regulation ] that's placed on them  [ is, + {e i mean, } it's  ] better than it used to be  /""]",c and  d you know   their reg  their  regulation  thats placed on them   is  e i mean  its   better than it used to be  ,sd,FEMALE,1
"[""{c but } it's incredible that [ [ they still don't have, + {d you know, } they don't, ] + they're not made ] to regulate the amount of pollutants that they put into the air. /""]",c but  its incredible that   they still dont have  d you know  they dont   theyre not made  to regulate the amount of pollutants that they put into the air ,sd,FEMALE,1
['right. /'],right ,b,FEMALE,2
"['{d you know, } [ i, + i ] just, - /']",d you know   i  i  just  ,%,FEMALE,5
"[""i can't  (( stand that ))  /""]",i cant   stand that   ,sd,FEMALE,1
"['{c and } i know for a fact that they get away with a lot that, - /']",c and  i know for a fact that they get away with a lot that  ,sd,FEMALE,1
"[""{d you know, } they're supposed to be regulated because [ [ we have a, + we have a ] plant, + i don't know about t i but we have [ a plant, + {f uh, } a pillsbury plant, ]  ]""]",d you know  theyre supposed to be regulated because   we have a  we have a  plant  i dont know about t i but we have  a plant  f uh  a pillsbury plant   ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['[ in, + in ] a town adjacent to ours,  /']", in  in  a town adjacent to ours  ,+,FEMALE,0
"['{c and } i know people that work there that, - /']",c and  i know people that work there that  ,sd,FEMALE,1
"[""of course, you wouldn't think pillsbury would put out certain chemicals, /""]",of course you wouldnt think pillsbury would put out certain chemicals ,sd,FEMALE,1
['no. /'],no ,aa,FEMALE,4
"['{c but } they put out toxic chemicals there just in some of [ the, + ] {f um, } what they do, {f uh, } to, {f uh, } make their dough  and [ st-, + ] to,']",c but  they put out toxic chemicals there just in some of  the   f um  what they do f uh  to f uh  make their dough  and  st   to,sd,FEMALE,1
['really? /'],really ,bh,FEMALE,18
"['clean out the flour and stuff like that,  /']",clean out the flour and stuff like that  ,+,FEMALE,0
"['yeah, /']",yeah ,b,FEMALE,2
['{f huh. } /'],f huh  ,b,FEMALE,2
"[""{e i mean, } it's incredible.  /""]",e i mean  its incredible  ,sv,FEMALE,3
"[""{c and, } {f um, } they said that [ they're, + {d you know, } they have ] a little creek that runs by them  /""]",c and  f um  they said that  theyre  d you know  they have  a little creek that runs by them  ,sd,FEMALE,1
"['{c and } some of the people that work there have told me that when they have inspectors coming they, {d you know, } shut down everything  /']",c and  some of the people that work there have told me that when they have inspectors coming they d you know  shut down everything  ,sd,FEMALE,1
"[""{c and } they clean up their act,  but on a normal basis [ that they're, +  that they're ] dumping things,""]",c and  they clean up their act  but on a normal basis  that theyre   that theyre  dumping things,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"[""that they're not supposed to be dumping,  /""]",that theyre not supposed to be dumping  ,+,FEMALE,0
"[""{c and } i'm like, if they're getting away with it,""]",c and  im like if theyre getting away with it,sd,FEMALE,1
['right. /'],right ,b,FEMALE,2
"['can you imagine,  /']",can you imagine  ,+,FEMALE,0
"[""[ that's a, + that's a ] pillsbury plant  /""]", thats a  thats a  pillsbury plant  ,sd,FEMALE,1
"[""i can't imagine plants, -/""]",i cant imagine plants ,sd,FEMALE,1
"[""i wouldn't have thought that pillsbury [ [ could, + would, the, ] + {e i mean, } {e or } even had ] chem-, + {d you know, }  {d well, } - /""]",i wouldnt have thought that pillsbury   could  would the   e i mean  e or  even had  chem  d you know   d well   ,sd,FEMALE,1
"['those chemicals (( would )) not, -/']",those chemicals  would  not ,%,FEMALE,5
"['yeah,  /']",yeah  ,b,FEMALE,2
"['they have chemicals that they use to refine their flours with and  stuff,']",they have chemicals that they use to refine their flours with and  stuff,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['{d you know } [ to, + to ] break the flours down  /']",d you know   to  to  break the flours down  ,+,FEMALE,0
"['{c and then } [ they, + they ] also do testing there,  /']",c and then   they  they  also do testing there  ,sd,FEMALE,1
"[""{c and } i don't, - /""]",c and  i dont  ,%,FEMALE,5
"[""{d you know, } [ wh-, + when ] you consider, {d you know, } it's probably not radioactive  /""]",d you know   wh  when  you consider d you know  its probably not radioactive  ,sv,FEMALE,3
"[""{c but } toxic [ can be, + can be ] anything that's [ cr-, + ] {f uh, } classified that can damage the earth. /""]",c but  toxic  can be  can be  anything thats  cr   f uh  classified that can damage the earth ,sv,FEMALE,3
"['right,  /']",right  ,b,FEMALE,2
['yeah. /'],yeah ,b,FEMALE,2
"['{c so, }  there could be a lot of things that they could put, {d you know, } that chemical wise that they use to, {f uh, } that they are testing with,']",c so   there could be a lot of things that they could put d you know  that chemical wise that they use to f uh  that they are testing with,sv,FEMALE,3
"['right,  /']",right  ,b,FEMALE,2
"['{d you know, } like [ in, +']",d you know  like  in ,sd,FEMALE,1
"[""that they're dumping.  /""]",that theyre dumping  ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
['in ] packaging  /'],in  packaging  ,+,FEMALE,0
"['{c and, }  {f uh, } {d you know, } just goodness. -/']",c and   f uh  d you know  just goodness ,%,FEMALE,5
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""i don't think they do the packaging at this plant, /""]",i dont think they do the packaging at this plant ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['{c but } [ they do, + they do ] a lot of research  /']",c but   they do  they do  a lot of research  ,sd,FEMALE,1
"['{c and } [ they do, + {f um, } they [ do, + do ] ] a lot of the refining up there  /']",c and   they do  f um  they  do  do   a lot of the refining up there  ,sd,FEMALE,1
"['{c or, } -/']",c or  ,%,FEMALE,5
['yeah. /'],yeah ,b,FEMALE,2
"[""i'm not really, - /""]",im not really  ,%,FEMALE,5
"[""what's it called when you do flour, - /""]",whats it called when you do flour  ,sd,FEMALE,1
"[""i'm not, -/""]",im not ,%,FEMALE,5
"['{f uh, } only thing i can think is bleaching  /']",f uh  only thing i can think is bleaching  ,sd,FEMALE,1
"['{c but, }  {e i mean, } [ i, +']",c but   e i mean   i ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"[""i ] don't know [ what's, + ] how they do the flour. /""]",i  dont know  whats   how they do the flour ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
"[""{c but, }  {f um, } [ we, + we're ] on the southwest side of  houston  /""]",c but   f um   we  were  on the southwest side of  houston  ,sd,FEMALE,1
"[""we don't have that much as far as, {f uh, }  (( aiming in ))  the plants over on this, {f uh, } the [ we-, + ] east side does. /""]",we dont have that much as far as f uh    aiming in   the plants over on this f uh  the  we   east side does ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""we've got imperial sugar  /""]",weve got imperial sugar  ,sd,FEMALE,1
"[""[ {c but, } +  {f uh, } {c and } ] [ they're, + {d you know, } they're ] right there on the creek also  /""]", c but    f uh  c and    theyre  d you know  theyre  right there on the creek also  ,sd,FEMALE,1
"[""{c and, }  {f uh, } they've been there for years. /""]",c and   f uh  theyve been there for years ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['{c and, }  {f uh, } -/']",c and   f uh  ,%,FEMALE,5
"['{c but, }  /']",c but   ,%,FEMALE,5
"['{e i mean, } you think about [ it, + it, ] {d you know, }  /']",e i mean  you think about  it  it  d you know   ,sd,FEMALE,1
"[""it's probably a lot easier to detect things that go into the ground than it is maybe to just, - /""]",its probably a lot easier to detect things that go into the ground than it is maybe to just  ,sv,FEMALE,3
"[""i'm not really sure  /""]",im not really sure  ,h,FEMALE,15
