utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['all right, this is easy for me since i, -/']",all right this is easy for me since i ,sd,MALE,1
"['{c and } me too, because i eat out a lot. /']",c and  me too because i eat out a lot ,sd,MALE,1
"['yeah,  /']",yeah  ,b,MALE,2
"['{d well } i travel,  /']",d well  i travel  ,sd,MALE,1
['i do about forty percent of my time [ is + ] on the road. /'],i do about forty percent of my time  is   on the road ,sd,MALE,1
['{c so } you eat all your meals out. /'],c so  you eat all your meals out ,bf,MALE,20
"['i eat a lot of meals out,  /']",i eat a lot of meals out  ,sd,MALE,1
"[""{d well } i'm also married  /""]",d well  im also married  ,sd,MALE,1
"['{c and } my wife is an a one cook,  /']",c and  my wife is an a one cook  ,sd,MALE,1
"['{c but } she enjoys eating out,  /']",c but  she enjoys eating out  ,sd,MALE,1
['{c so } i have to share it with her.  /'],c so  i have to share it with her  ,sd,MALE,1
"[""{c and, }  {f uh, } actually it's very easy for me, because  [ i, + i ] [ have a prac-, + make it a practice ] when i am out,  /""]",c and   f uh  actually its very easy for me because   i  i   have a prac  make it a practice  when i am out  ,sd,MALE,1
['i eat differently than what i could eat at home or around here. /'],i eat differently than what i could eat at home or around here ,sd,MALE,1
['sure. /'],sure ,b,MALE,2
"['{c so, }  i look for just about anything,  /']",c so   i look for just about anything  ,sd,MALE,1
"[""{c and } [ [ it's, + it's, ] + {f uh, } it's ] a lot of fun.  /""]",c and    its  its   f uh  its  a lot of fun  ,sd,MALE,1
"[""i don't have to [ worry, + really worry ] too much about price considerations because i, {d you know, } -/""]",i dont have to  worry  really worry  too much about price considerations because i d you know  ,sd,MALE,1
"['i was going to ask you, could you go to,  {d you know, } nice places,  /']",i was going to ask you could you go to  d you know  nice places  ,qy,MALE,7
"['{c and, } -/']",c and  ,%,MALE,5
"['{f oh, } sure,  /']",f oh  sure  ,na,MALE,21
"['yeah,  /']",yeah  ,ny,MALE,9
"[""{c and }  [ it's, + it's ] really great.  /""]",c and    its  its  really great  ,sd,MALE,1
"['[ [ i, + i, ] +']",  i  i  ,sd,MALE,1
['<sniffing>.'],sniffing,x,MALE,8
['i ] like different types of food. /'],i  like different types of food ,+,MALE,0
"[""{d so } [ where are your, + what are the ]  [ places, + {d you know, } memorable places ] you've eaten? /""]",d so   where are your  what are the    places  d you know  memorable places  youve eaten ,qw,MALE,12
"['{f uh, } {f oh } [ you na-, + okay you name ] it.  /']",f uh  f oh   you na  okay you name  it  ,sd,MALE,1
"[""let's see,  /""]",lets see  ,^h,MALE,27
"[""you've got one [ down in, + {f uh, } down near, ] {f uh, } addison,  /""]",youve got one  down in  f uh  down near  f uh  addison  ,sd,MALE,1
"[""{f uh, } there's two restaurants that i particularly like  that [ i, + every time i get into texas or i get into atlanta, georgia, ] i make sure i go,  /""]",f uh  theres two restaurants that i particularly like  that  i  every time i get into texas or i get into atlanta georgia  i make sure i go  ,sd,MALE,1
"[""{c and } that's houston's. /""]",c and  thats houstons ,sd,MALE,1
"[""{f oh, } houston's,  /""]",f oh  houstons  ,b^m,MALE,24
['uh-huh. /'],uhhuh ,b,MALE,2
"['yep,  /']",yep  ,b,MALE,2
['okay. /'],okay ,b,MALE,2
"[""it's a great place. /""]",its a great place ,sd,MALE,1
"[""[ it's, + it's ] great.  /""]", its  its  great  ,b^m,MALE,24
"[""there's  [ a, + a ] restaurant [ in, + {f um, } right outside of ] reading, pennsylvania,  {a it's called alfredo's } --""]",theres   a  a  restaurant  in  f um  right outside of  reading pennsylvania  a its called alfredos  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['-- that does not look like a restaurant  that you would really want to recommend to a lot of people. /'], that does not look like a restaurant  that you would really want to recommend to a lot of people ,+,MALE,0
"['{c but } it is  [ fab-, + fantastic. ]  /']",c but  it is   fab  fantastic   ,sd,MALE,1
"[""{f uh, }  there's a restaurant, {a and i don't recall the name of it, }  {f uh, } in, {f uh, } panama city.  /""]",f uh   theres a restaurant a and i dont recall the name of it   f uh  in f uh  panama city  ,sd,MALE,1
"['of course, not too many people want to rush back to  [ [ panama city, + {f uh, }  panama, ] + the country, {f uh, } panama. ] /']",of course not too many people want to rush back to    panama city  f uh   panama   the country f uh  panama  ,sv,MALE,3
"['{f oh, } okay,  /']",f oh  okay  ,bk,MALE,14
"['{c because } i was thinking, - /']",c because  i was thinking  ,sd,MALE,1
"['{d well, } [ i, + i ] grew up in panama city. /']",d well   i  i  grew up in panama city ,sd,MALE,1
['no  /'],no  ,ar,MALE,28
['[ this is the country -- +'], this is the country  ,sd,MALE,1
['i get it. /'],i get it ,aa,MALE,4
"['-- this is the country ] panama, all right? /']", this is the country  panama all right ,+,MALE,0
['right. /'],right ,b,MALE,2
"['[ {c and, } + {f uh, } {c but } ] i have gotten to quite a few.  /']", c and   f uh  c but   i have gotten to quite a few  ,sd,MALE,1
['{c and } i go to canada  and get quite a few restaurants up there.  /'],c and  i go to canada  and get quite a few restaurants up there  ,sd,MALE,1
"['[ i, +  {d you know, } {c and } i ] know the locations,  /']", i   d you know  c and  i  know the locations  ,sd,MALE,1
"['{c and } i know the places,  /']",c and  i know the places  ,sd,MALE,1
"[""{c but } [ i, + lot of times i ]  don't remember the names.  /""]",c but   i  lot of times i   dont remember the names  ,sd,MALE,1
"[""i'd have to go back through some expense reports. /""]",id have to go back through some expense reports ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{c but } particularly, down in your area,  i'm looking for [ some, + some ] more restaurants.  /""]",c but  particularly down in your area  im looking for  some  some  more restaurants  ,sd,MALE,1
"[""{c so, }  [ i, + {d you know, } i ]  don't know  [ what's, + what's ] down there,""]",c so    i  d you know  i   dont know   whats  whats  down there,sd,MALE,1
['# do you like mexican? # /'], do you like mexican  ,qy,MALE,7
['# the ones out in addison. # /'], the ones out in addison  ,+,MALE,0
['do you like mexican food. /'],do you like mexican food ,qy,MALE,7
['not particularly -- /'],not particularly  ,ng,MALE,29
['oh. /'],oh ,b,MALE,2
"[""-- that's one of the few, - /""]", thats one of the few  ,sd,MALE,1
"['[ why, + which ] one were you going to recommend? /']", why  which  one were you going to recommend ,qw,MALE,12
"[""{d well, } {e i mean, } there's so  many places here, {d you know, }  /""]",d well  e i mean  theres so  many places here d you know   ,sd,MALE,1
"[""[ there's just, + it's just ] lots of good mexican restaurants here. /""]", theres just  its just  lots of good mexican restaurants here ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
