utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['hi, cynthia.  /']",hi cynthia  ,fc,FEMALE,10
['what did you wear to work today? /'],what did you wear to work today ,qw,FEMALE,12
"[""{f um, } let's see.  /""]",f um  lets see  ,^h,FEMALE,27
['what did i wear to work today?  /'],what did i wear to work today  ,t1,FEMALE,37
"['{f um, } {d actually } i wore corduroy shorts with a white blouse, {f um, } and flat shoes. /']",f um  d actually  i wore corduroy shorts with a white blouse f um  and flat shoes ,sd,FEMALE,1
"['{c so, }  can you dress pretty casually? /']",c so   can you dress pretty casually ,qy,FEMALE,7
"['{f um, } [ on occasion. +']",f um   on occasion ,na,FEMALE,21
['yeah. /'],yeah ,b,FEMALE,2
['on occasion.  ]  /'],on occasion    ,+,FEMALE,0
"['{f um, } i do vary.  /']",f um  i do vary  ,sd,FEMALE,1
"['{f um, } {d you know, } i wear suits,  /']",f um  d you know  i wear suits  ,sd,FEMALE,1
['i wear skirts and sweaters.  /'],i wear skirts and sweaters  ,sd,FEMALE,1
['on occasion i can wear jeans.  /'],on occasion i can wear jeans  ,sd,FEMALE,1
"['{f um, } how about you? /']",f um  how about you ,qo,FEMALE,25
"['{d well, } i, {f um, } run a business out of my home. /']",d well  i f um  run a business out of my home ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c so } i tend to get up in the morning, put on,']",c so  i tend to get up in the morning put on,sd,FEMALE,1
['yes. /'],yes ,b,FEMALE,2
"['sweats, {f um, }']",sweats f um ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""do whatever i want to do with the kids, then whenever i have a meeting with a client, i'll put a suit on.""]",do whatever i want to do with the kids then whenever i have a meeting with a client ill put a suit on,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['and then come home and get back into regular clothes again <laughter>. /'],and then come home and get back into regular clothes again laughter ,+,FEMALE,0
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
"[""{f um, } {d you know, } there's [ real no, + no real ] dress code where i work.  /""]",f um  d you know  theres  real no  no real  dress code where i work  ,sd,FEMALE,1
"['{f um, } you see people wearing, {d you know, } all different attire.  /']",f um  you see people wearing d you know  all different attire  ,sd,FEMALE,1
"[""i, {f um, } don't like  to wear heels, that really tires me out.  /""]",i f um  dont like  to wear heels that really tires me out  ,sd,FEMALE,1
['i work in a big building. /'],i work in a big building ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['{c so, }  i predominantly wear flat shoes.  /']",c so   i predominantly wear flat shoes  ,sd,FEMALE,1
"['{f um, } {d you know, } in the winter i wear sweaters,  /']",f um  d you know  in the winter i wear sweaters  ,sd,FEMALE,1
"['in summer [ i, + {d you know, } i ] like one piece dresses, short sleeves, things like that. /']",in summer  i  d you know  i  like one piece dresses short sleeves things like that ,sd,FEMALE,1
"[""i've recently, {f um, } tried to update my wardrobe, trying to put suits together that i can interchange, the,""]",ive recently f um  tried to update my wardrobe trying to put suits together that i can interchange the,sd,FEMALE,1
['right. /'],right ,b,FEMALE,2
['jackets and the blouses and all that a lot. /'],jackets and the blouses and all that a lot ,+,FEMALE,0
['right. /'],right ,b,FEMALE,2
"[""that's helped me a lot with having, - /""]",thats helped me a lot with having  ,sd,FEMALE,1
"[""i can only have [ a, + a ] limited wardrobe, since i'm only,""]",i can only have  a  a  limited wardrobe since im only,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['working part-time right now. /'],working parttime right now ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f um, } {c but } still, it gives it some variety.']",f um  c but  still it gives it some variety,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['add different blouses and scarves and belts and things like that. /'],add different blouses and scarves and belts and things like that ,+,FEMALE,0
"['right,  /']",right  ,b,FEMALE,2
"['right,  /']",right  ,b,FEMALE,2
"['accessories,  /']",accessories  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
['what about your casual wear?  /'],what about your casual wear  ,qo,FEMALE,25
['do you like to wear jeans most of the time? /'],do you like to wear jeans most of the time ,qy,FEMALE,7
"['{f um, } yeah  /']",f um  yeah  ,ny,FEMALE,9
['mostly.  /'],mostly  ,na,FEMALE,21
"['{e i mean, } at home i predominantly wear <<speaker laughs while saying remainder of statement>> sweatpants and things like that,']",e i mean  at home i predominantly wear speaker laughs while saying remainder of statement sweatpants and things like that,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
['also. /'],also ,+,FEMALE,0
"[""it's nice you can wear shorts, especially on a day like today when it's so  hot. /""]",its nice you can wear shorts especially on a day like today when its so  hot ,sd,FEMALE,1
"['yeah,  /']",yeah  ,b,FEMALE,2
