utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay <children_yelling>.  /'],okay childrenyelling  ,"fo_o_fw_""_by_bc",FEMALE,0
"['{f uh, } i just currently  quit my job  /']",f uh  i just currently  quit my job  ,sd,FEMALE,1
"[""{c and so }  <laughter> i really don't receive any benefits right now # <laughter>. # /""]",c and so   laughter i really dont receive any benefits right now  laughter  ,sd,FEMALE,1
['# <static> <laughter> right <sniffing>. # /'], static laughter right sniffing  ,b,MALE,2
['but my husband does  /'],but my husband does  ,sd,FEMALE,1
"['{c and, } {f uh, } i think one  of the, {f uh, } my, - /']",c and  f uh  i think one  of the f uh  my  ,sd,FEMALE,1
"['first of all, always salary and se-, - /']",first of all always salary and se  ,sd,FEMALE,1
"['the second thing is, {f uh, }  because we have children,  /']",the second thing is f uh   because we have children  ,sd,FEMALE,1
"['{c so }  it would be, <hum> {f uh, } health benefits and medical  benefits  /']",c so   it would be hum f uh  health benefits and medical  benefits  ,sd,FEMALE,1
['[ {c and } + --'], c and   ,sd,FEMALE,1
"['yeah,  /']",yeah  ,aa,MALE,4
['yeah.  /'],yeah  ,aa,MALE,4
['definitely. /'],definitely ,aa,MALE,4
"['-- {c and, } ] {f uh, } right now we have probably some excellent benefits right now.  /']", c and   f uh  right now we have probably some excellent benefits right now  ,+,FEMALE,0
['we have with aetna  /'],we have with aetna  ,sd,FEMALE,1
"[""{c and, } {f uh, } i don't know if you're familiar with them  /""]",c and  f uh  i dont know if youre familiar with them  ,sd,FEMALE,1
"[""{c but } we're real happy with them. /""]",c but  were real happy with them ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,MALE,2
"['yeah,  /']",yeah  ,b,MALE,2
"[""i've had a variety of different jobs with [ a + ] various types, {f uh, } in the computer field.  /""]",ive had a variety of different jobs with  a   various types f uh  in the computer field  ,sd,MALE,1
"[""{c and so } i've seen a variety of types of benefits.  /""]",c and so  ive seen a variety of types of benefits  ,sd,MALE,1
"[""{f uh, } i've worked [ [ for, + for ] +  ((   )) for ]  awhile  /""]",f uh  ive worked   for  for        for   awhile  ,sd,MALE,1
"['{c and } they are, {d you know, } a really academic type of place.  /']",c and  they are d you know  a really academic type of place  ,sd,MALE,1
"[""{c and then } i've worked with  regular, {d you know, } industry type places.  and then with others that are kind of half way between and  stuff.  /""]",c and then  ive worked with  regular d you know  industry type places  and then with others that are kind of half way between and  stuff  ,sd,MALE,1
"[""{c so } i've seen a wide range of both, {d you know, }  nonsalary type benefits and other stuff, {d you know, } like health care that's either  fully or partially paid  /""]",c so  ive seen a wide range of both d you know   nonsalary type benefits and other stuff d you know  like health care thats either  fully or partially paid  ,sd,MALE,1
"['{c and, } {d you know, } some have {d like } bonuses/']",c and  d you know  some have d like  bonuses,sd,MALE,1
['{c and } others have had lots of vacation time but not much other types of benefits  /'],c and  others have had lots of vacation time but not much other types of benefits  ,sd,MALE,1
['{c and } --'],c and  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c so, } {d yeah, }  i  (( would ))  /']", c so  d yeah   i   would   ,+,MALE,0
"[""i'd say health care is way up there, especially anybody with kids.  /""]",id say health care is way up there especially anybody with kids  ,sv,MALE,3
['{f uh } --'],f uh  ,sd,MALE,1
['yeah. /'],yeah ,b,FEMALE,2
"[""-- {c and } that's one of the big  things that we always look at, {d you know. }  [ when we, + when i ] think about [ t-, + ] changing jobs  is, {d you know, } {d you know, } what kind of health care they have  /""]", c and  thats one of the big  things that we always look at d you know    when we  when i  think about  t   changing jobs  is d you know  d you know  what kind of health care they have  ,+,MALE,0
"['{c and } does the company pay for it.    {d you know, } all or  partially  /']",c and  does the company pay for it    d you know  all or  partially  ,sd,MALE,1
['{c or } how does that work. /'],c or  how does that work ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and, } {f uh, } also, {f uh, } vacation time too [ is a, + is a ] big # one for me. #']",c and  f uh  also f uh  vacation time too  is a  is a  big  one for me ,sd,MALE,1
['# <lipsmack> yeah.  /'], lipsmack yeah  ,b,FEMALE,2
['#  yeah. /'],  yeah ,b,FEMALE,2
"['{f uh, } and i guess support for  [ whatever, + whatever ] other,']",f uh  and i guess support for   whatever  whatever  other,+,MALE,0
['<lipsmack>.'],lipsmack,x,FEMALE,8
"['{d you know, } kinds of professional activities you have at, {d you know, } work. /']",d you know  kinds of professional activities you have at d you know  work ,+,MALE,0
['yeah. /'],yeah ,b,FEMALE,2
"[""{f uh, } # cause i've # --""]",f uh   cause ive  ,sd,MALE,1
['# huh. # /'], huh  ,b,FEMALE,2
"[""-- been at places which offer a lot of support and others that don't offer any # and # --""]", been at places which offer a lot of support and others that dont offer any  and  ,+,MALE,0
['# right. # /'], right  ,b,FEMALE,2
"[""-- [ some that, + ] sometimes that's  coincided with a place that offers more vacation time though,  /""]",  some that   sometimes thats  coincided with a place that offers more vacation time though  ,+,MALE,0
"[""{c so } that's not so bad, {d you know. } /""]",c so  thats not so bad d you know  ,sv,MALE,3
['yeah. /'],yeah ,b,FEMALE,2
"[""{d you know, } it's kind of a give and take kind of thing, i think. /""]",d you know  its kind of a give and take kind of thing i think ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f uh, } i say that health care is probably definitely number one though.  /']",f uh  i say that health care is probably definitely number one though  ,sv,MALE,3
"[""((   )) want to just, {d you know, } all your salary can't <laughter>  even # begin # --""]",    want to just d you know  all your salary cant laughter  even  begin  ,sv,MALE,3
['# yeah. # /'], yeah  ,b,FEMALE,2
"['-- to pay for what you can wind up losing, {d you know } --']", to pay for what you can wind up losing d you know  ,+,MALE,0
['yeah. /'],yeah ,b,FEMALE,2
['-- in a major illness or something.  {f uh. } -/'], in a major illness or something  f uh  ,+,MALE,0
['right.  /'],right  ,aa,FEMALE,4
"['{f uh, } [ [ {c and, } + {c and, } ] + {c and } ] another good thing  is with the health benefits when they give you more than two choices <laughter> on who to go with. /']",f uh    c and   c and    c and   another good thing  is with the health benefits when they give you more than two choices laughter on who to go with ,sv,FEMALE,3
['yeah. /'],yeah ,b,MALE,2
['{c and } that really helped us out a great deal./'],c and  that really helped us out a great deal,sd,FEMALE,1
['{c so. } - /'],c so   ,%,FEMALE,5
['{c but } my husband does get vacation  /'],c but  my husband does get vacation  ,sd,FEMALE,1
"[""{c and } it's worked out really good for us too. /""]",c and  its worked out really good for us too ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['{c so } <cough> <throat_clearing>. - /'],c so  cough throatclearing  ,%,FEMALE,5
['{c but. } -/'],c but  ,%,FEMALE,5
['yeah.  /'],yeah  ,b,MALE,2
"['flexible hours [ are, + are ]  pretty important to me as well. /']",flexible hours  are  are   pretty important to me as well ,sd,MALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['{f uh, } {c cause } that makes a big difference./']",f uh  c cause  that makes a big difference,sv,MALE,3
['my wife works part-time. /'],my wife works parttime ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and } she works, {f uh, } as a assistant manager in a fabric store. /']",c and  she works f uh  as a assistant manager in a fabric store ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c and so } she works a lot of evenings and weekends/'],c and so  she works a lot of evenings and weekends,sd,MALE,1
"['{c and so } two days a week, i, {f uh, } manage to get home early enough to meet the kids  on the bus <clicking>.  /']",c and so  two days a week i f uh  manage to get home early enough to meet the kids  on the bus clicking  ,sd,MALE,1
"['{c so }  she [ wor-, + ] {d you know, } goes in early  those days and works {d like, } {d you know, } noon til  close./']",c so   she  wor   d you know  goes in early  those days and works d like  d you know  noon til  close,sd,MALE,1
"['{f uh, } {c so }  we have #  ((   ))  <clicking>. # -/']",f uh  c so   we have        clicking  ,sd,MALE,1
"[""# {d well, } # that's great that you all can work that out.  /""]", d well   thats great that you all can work that out  ,ba,FEMALE,6
"[""# that's really good. # /""]", thats really good  ,ba,FEMALE,6
"['# yeah,  /']", yeah  ,aa,MALE,4
"[""{c and } being # on a, {d you know, } <clicking> rigid schedule [ wouldn't, + ] there wouldn't be anyway to do that at all. /""]",c and  being  on a d you know  clicking rigid schedule  wouldnt   there wouldnt be anyway to do that at all ,sd,MALE,1
['right. /'],right ,b,FEMALE,2
"[""{c and } i think it's kind of neat to be able to spend the afternoons with the kids occasionally too. /""]",c and  i think its kind of neat to be able to spend the afternoons with the kids occasionally too ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{e i mean } usually, {d you know, } you go to work before they're awake or as they're getting, <clicking> up for school  /""]",e i mean  usually d you know  you go to work before theyre awake or as theyre getting clicking up for school  ,sd,MALE,1
['{c and } you get home  /'],c and  you get home  ,sd,MALE,1
"[""{c and } it's already dark unless it's summer time, {d you know. }   /""]",c and  its already dark unless its summer time d you know    ,sd,MALE,1
"[""{c and } even in summer time,  sometimes you get home so late that [ there's, + ] {d you know, }  you can't do anything with them. /""]",c and  even in summer time  sometimes you get home so late that  theres   d you know   you cant do anything with them ,sd,MALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['{c and } especially in the winter.  {e i mean, } you [ g-, + ]  get up in the dark and come home in the dark <laughter> {d you know. }  /']",c and  especially in the winter  e i mean  you  g    get up in the dark and come home in the dark laughter d you know   ,sd,MALE,1
"[""[ it's like, + it's like ] a vampire (( sometimes ))  # <laughter>. # /""]", its like  its like  a vampire  sometimes    laughter  ,sd,MALE,1
['# <laughter> # yeah.  /'], laughter  yeah  ,aa,FEMALE,4
"[""it's the same with my husband  cause he's got pretty flexible hours [ if, + ]  as long as he puts in the hours he needs to do  ((   )) . /""]",its the same with my husband  cause hes got pretty flexible hours  if    as long as he puts in the hours he needs to do       ,sd,FEMALE,1
['<talking>.'],talking,x,MALE,8
['worked out really well for us too. /'],worked out really well for us too ,sd,FEMALE,1
['<talking> yeah. /'],talking yeah ,b,MALE,2
['{f uh. }  {d well } is there anything else that you look for  /'],f uh   d well  is there anything else that you look for  ,qy,FEMALE,7
"['{c or, } -/']",c or  ,%,FEMALE,5
"['<clicking> {f uh, } # a lot of  ((   ))  i guess is. # -/']",clicking f uh   a lot of       i guess is  ,sd,MALE,1
"[""# you've hit pretty, # - /""]", youve hit pretty   ,sv,FEMALE,3
"[""you've put a lot of the main points in. /""]",youve put a lot of the main points in ,sv,FEMALE,3
['yeah.  /'],yeah  ,aa,MALE,4
"['i think some of, is how the, {f uh, } {d you know, } - /']",i think some of is how the f uh  d you know   ,sv,MALE,3
"[""i guess it's not really a direct benefit but how your, {f uh, } performance is rated and stuff like that at work. /""]",i guess its not really a direct benefit but how your f uh  performance is rated and stuff like that at work ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{c cause } i've been, {f uh, } - /""]",c cause  ive been f uh   ,%,MALE,5
"[""especially in large corporations.  you can really, {d you know, }  wind up [ getting, + ] having, {d you know, } real problems i've found out.  /""]",especially in large corporations  you can really d you know   wind up  getting   having d you know  real problems ive found out  ,sd,MALE,1
"[""i've worked for a few, {d you know, } several thousand  plus, <clicking> {d you know, } type companies.""]",ive worked for a few d you know  several thousand  plus clicking d you know  type companies,sd,MALE,1
['yeah. /'],yeah ,b,FEMALE,2
"[""[ and it, + and especially ]  if you're doing like professional work.   where [ i-, + ] {d you know, } it's kind of <clicking> <child_talking>   (( ethereal ))  as to what you're doing --""]", and it  and especially   if youre doing like professional work   where  i   d you know  its kind of clicking childtalking    ethereal   as to what youre doing ,+,MALE,0
['yeah. /'],yeah ,b,FEMALE,2
['-- {d you know. }  /'], d you know   ,+,MALE,0
"[""if you're, - /""]",if youre  ,%,MALE,5
"[""{d like } i've, - /""]",d like  ive  ,%,MALE,5
"['i work with, {f uh, } computer systems a lot.  /']",i work with f uh  computer systems a lot  ,sd,MALE,1
"[""{c so } it's kind of hard to say, {d you know. }  /""]",c so  its kind of hard to say d you know   ,sd,MALE,1
"[""if you're, {d you know, } a brick layer, somebody can look and see, {d you know, } {d well, }   {d yeah, }  you laid, {d you know, } fifteen thousand bricks today  /""]",if youre d you know  a brick layer somebody can look and see d you know  d well    d yeah   you laid d you know  fifteen thousand bricks today  ,sd,MALE,1
['{c and } they were all  straight  /'],c and  they were all  straight  ,^q,MALE,19
"[""{c and } your building didn't fall down, {d you know } <clicking>.  /""]",c and  your building didnt fall down d you know  clicking  ,^q,MALE,19
"['yeah,  /']",yeah  ,^q,MALE,19
['you did a great job.   /'],you did a great job   ,^q,MALE,19
"['{c but } if you build computer systems, {d like, } {d well, } {d you know, }  what does that computer program really do, {d you know. } or, especially if  you write {d like } papers, # {d you know. } #']",c but  if you build computer systems d like  d well  d you know   what does that computer program really do d you know  or especially if  you write d like  papers  d you know  ,qh,MALE,26
['# uh-huh. # /'], uhhuh  ,b,FEMALE,2
['or do design studies or something.  /'],or do design studies or something  ,+,MALE,0
"[""it's real hard to rate something like that. /""]",its real hard to rate something like that ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""it's like get a painter, {d you know, } or something, a artist.  /""]",its like get a painter d you know  or something a artist  ,sd,MALE,1
"[""it's like {d well } ((   ))  [ you, + ] how do you really rate, {d you know, }  michelangelo, {d you know } <clicking>.  /""]",its like d well        you   how do you really rate d you know   michelangelo d you know  clicking  ,qh,MALE,26
"['how would you tell if he was, {d you know, } really good or so-so or  whatever </static>. /']",how would you tell if he was d you know  really good or soso or  whatever static ,qh,MALE,26
['yeah.  /'],yeah  ,aa,FEMALE,4
"['{c and } that does make [ a wan-, + ] a person want to stay </children_yelling> </hum>, /']",c and  that does make  a wan   a person want to stay childrenyelling hum ,sv,FEMALE,3
