utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['<hum> <noise> <<tv or radio heard faintly in background.>>  okay.  /'],hum noise tv or radio heard faintly in background  okay  ,"fo_o_fw_""_by_bc",FEMALE,0
"[""[  i, + i ] guess first of all i'll just say we haven't done much, {f uh, } gardening.  /""]",  i  i  guess first of all ill just say we havent done much f uh  gardening  ,sd,FEMALE,1
['we do lawn work all the time.  /'],we do lawn work all the time  ,sd,FEMALE,1
"['{c but, } {f uh, } our gardening we lost,  /']",c but  f uh  our gardening we lost  ,sd,FEMALE,1
"['remember the last two freezes,  /']",remember the last two freezes  ,qy^d,FEMALE,16
"[""i don't know how long you've been here <noise>. /""]",i dont know how long youve been here noise ,qy^d,FEMALE,16
['yeah  /'],yeah  ,ny,FEMALE,9
['i do <children>. /'],i do children ,sd,FEMALE,1
['{c but } we lost our bushes in those and have been waiting to plant new ones.  /'],c but  we lost our bushes in those and have been waiting to plant new ones  ,sd,FEMALE,1
"[""{c and so, } as far as our bushes, we don't have any  /""]",c and so  as far as our bushes we dont have any  ,sd,FEMALE,1
['{c but } we do have some blackberry bushes.  /'],c but  we do have some blackberry bushes  ,sd,FEMALE,1
['# [ {c and } # -- +'],  c and    ,sd,FEMALE,1
"['# {f oh, } # really. /']", f oh   really ,b,FEMALE,2
['-- {c and } ] they were really hearty and stayed on  /'], c and   they were really hearty and stayed on  ,+,FEMALE,0
"[""{c and } we've done really well with them. /""]",c and  weve done really well with them ,sd,FEMALE,1
['did you plant those yourself? /'],did you plant those yourself ,qy,FEMALE,7
['uh-huh.  /'],uhhuh  ,ny,FEMALE,9
['yeah. /'],yeah ,ny,FEMALE,9
['oh. /'],oh ,b,FEMALE,2
"[""{c and so } they've been really good  /""]",c and so  theyve been really good  ,sd,FEMALE,1
"['{c and } the kids, i <laughter> had to, -/']",c and  the kids i laughter had to ,sd,FEMALE,1
['<children>.'],children,x,FEMALE,8
['the first year i had to tell the kids not to pick them when they were red because they were supposed to be blackberries.  /'],the first year i had to tell the kids not to pick them when they were red because they were supposed to be blackberries  ,sd,FEMALE,1
"['{c but, } {f uh, } we go out, - /']",c but  f uh  we go out  ,sd,FEMALE,1
"[""[ it, + it's ] hard to go out when it's this hot. /""]", it  its  hard to go out when its this hot ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""[ {c and, } + {f uh, } {c but, } ] {f uh, } keep the weeds out of them [ and, + and ] keep them off the ground so the ants don't eat them.  /""]", c and   f uh  c but   f uh  keep the weeds out of them  and  and  keep them off the ground so the ants dont eat them  ,sd,FEMALE,1
"[""{c and } they're okay. /""]",c and  theyre okay ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""that's nice.  /""]",thats nice  ,ba,FEMALE,6
"['[  i, + i ] love blackberries  /']",  i  i  love blackberries  ,sd,FEMALE,1
"['{c and } we, {f uh, } - /']",c and  we f uh   ,%,FEMALE,5
"['when i was smaller, [ we, + ] my family lived in tennessee -- /']",when i was smaller  we   my family lived in tennessee  ,sd,FEMALE,1
"[""-- {c and } there used to be wild blackberries that we'd go out and pick, my brother and i.  /""]", c and  there used to be wild blackberries that wed go out and pick my brother and i  ,sd,FEMALE,1
"[""{c but, } i don't have any down here. /""]",c but  i dont have any down here ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
"['yeah,  /']",yeah  ,b,FEMALE,2
"['{f uh, } we have some flowers that have, - /']",f uh  we have some flowers that have  ,sd,FEMALE,1
"[""they're just are real hearty also,  /""]",theyre just are real hearty also  ,sd,FEMALE,1
"[""{c and } they're bold  /""]",c and  theyre bold  ,sd,FEMALE,1
['{c and } they come up every year  /'],c and  they come up every year  ,sd,FEMALE,1
"[""{c but, } {f uh, } they're getting too thick,  /""]",c but  f uh  theyre getting too thick  ,sd,FEMALE,1
['i need to go thin them out.  /'],i need to go thin them out  ,sd,FEMALE,1
['<noise>.'],noise,x,FEMALE,8
"[""i don't know what kind of flowers they are.  /""]",i dont know what kind of flowers they are  ,sd,FEMALE,1
"[""they're real common around here.  /""]",theyre real common around here  ,sd,FEMALE,1
"[""[ they're, +  they're ] orange  /""]", theyre   theyre  orange  ,sd,FEMALE,1
"['{c and } they look like a lily, sort of.  /']",c and  they look like a lily sort of  ,sd,FEMALE,1
"['<children>  # {f oh, } # i think i know what they, -/']",children   f oh   i think i know what they ,sv,FEMALE,3
"[""i can't remember what the name of them  ((   ))  are either. /""]",i cant remember what the name of them       are either ,sd,FEMALE,1
"['no,  /']",no  ,nn,FEMALE,13
"[""{c but } i think they're real pretty when it rains because their petals don't soak the rain in.  /""]",c but  i think theyre real pretty when it rains because their petals dont soak the rain in  ,sd,FEMALE,1
"['[ they, + they ] keep [ the, + the ] rain on the outside, little rain --']", they  they  keep  the  the  rain on the outside little rain ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['-- drops  /'], drops  ,+,FEMALE,0
"['{c and, } {c and } they look real pretty after the rain.  /']",c and  c and  they look real pretty after the rain  ,sd,FEMALE,1
['{c and so } i really like them  /'],c and so  i really like them  ,sd,FEMALE,1
"['{c but } i need to get out [ and, + and, ] {f um, } <lipsmack> do that.  /']",c but  i need to get out  and  and  f um  lipsmack do that  ,sd,FEMALE,1
"['{d now } as far as our grass, it grows crazy <laughter> here.  /']",d now  as far as our grass it grows crazy laughter here  ,sd,FEMALE,1
['it just keeps growing and growing  /'],it just keeps growing and growing  ,sd,FEMALE,1
['<breathing>.'],breathing,x,FEMALE,8
['{c and } sometimes my son does it.  /'],c and  sometimes my son does it  ,sd,FEMALE,1
"['{c but } it just is, - /']",c but  it just is  ,%,FEMALE,5
"[""[ i don't, + i don't ] know.  /""]", i dont  i dont  know  ,h,FEMALE,15
"[""i've lived in utah my whole life  /""]",ive lived in utah my whole life  ,sd,FEMALE,1
"[""{c and } we can't seem to get ours green.  /""]",c and  we cant seem to get ours green  ,sd,FEMALE,1
"[""i don't know. /""]",i dont know ,h,FEMALE,15
"['down here, the # grass? # /']",down here the  grass  ,br,FEMALE,30
['# yeah  /'], yeah  ,ny,FEMALE,9
['#  <lipsmack>.'],  lipsmack,x,FEMALE,8
"[""{d well, } i'm, - /""]",d well  im  ,%,FEMALE,5
"[""((   ))  we've had problems with our yard.  /""]",     weve had problems with our yard  ,sd,FEMALE,1
"['we, - /']",we  ,%,FEMALE,5
['it was one big weed is what it was. /'],it was one big weed is what it was ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['it was just horrible.  /'],it was just horrible  ,sd,FEMALE,1
['{c and } my neighbors on either side of me have beautiful lawns  /'],c and  my neighbors on either side of me have beautiful lawns  ,sd,FEMALE,1
['{c and } we have this god awful ugly # thing.  /'],c and  we have this god awful ugly  thing  ,sd,FEMALE,1
['{c and } # --'],c and   ,sd,FEMALE,1
"['# crappy # <laughter> # i know,  /']", crappy  laughter  i know  ,^2,FEMALE,23
['we have that too. # /'],we have that too  ,sd,FEMALE,1
"['-- # {c and } i know they must think, # <sigh> {d you know, } i wish those people would do something about their yard.  /']",  c and  i know they must think  sigh d you know  i wish those people would do something about their yard  ,+,FEMALE,0
"['{c but } my husband got some new fertilizer and  stuff, [ that, + <breathing> that ] seems to be helping  /']",c but  my husband got some new fertilizer and  stuff  that  breathing that  seems to be helping  ,sd,FEMALE,1
['{c and } he put it on the front yard --'],c and  he put it on the front yard ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- to see how, {d you know, } it would do and stuff before he put it on the backyard.  /']", to see how d you know  it would do and stuff before he put it on the backyard  ,+,FEMALE,0
"[""{c but } we've got a great dane in the back -- /""]",c but  weve got a great dane in the back  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- {c and } she has eaten everything i have put out there.  /'], c and  she has eaten everything i have put out there  ,sd,FEMALE,1
"[""she's eaten my crepe myrtle trees. /""]",shes eaten my crepe myrtle trees ,sd,FEMALE,1
['{f oh } dear. /'],f oh  dear ,ba,FEMALE,6
"['i know,  /']",i know  ,ba,FEMALE,6
"[""{c and } she's eaten the bushes.  /""]",c and  shes eaten the bushes  ,sd,FEMALE,1
"[""i've tried to, i spent like eight hours planting this nice garden out there -- /""]",ive tried to i spent like eight hours planting this nice garden out there  ,sd,FEMALE,1
['<breathing>  no. /'],breathing  no ,nn,FEMALE,13
"['-- {c and } i barricaded it up,']", c and  i barricaded it up,sd,FEMALE,1
['<breathing>.'],breathing,x,FEMALE,8
"[""so she couldn't get into it. /""]",so she couldnt get into it ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c and } i went and took a shower and looked back out there  /'],c and  i went and took a shower and looked back out there  ,sd,FEMALE,1
['{c and } she was already in it.  /'],c and  she was already in it  ,sd,FEMALE,1
['# {c and } i was so mad. # /'], c and  i was so mad  ,sd,FEMALE,1
['# had somehow gotten in. #  /'], had somehow gotten in   ,bf,FEMALE,20
['<lipsmack> <breathing>.'],lipsmack breathing,x,FEMALE,8
"[""{c so } i can't do anything # back # --""]",c so  i cant do anything  back  ,sd,FEMALE,1
['# yeah. # /'], yeah  ,b,FEMALE,2
['yeah. /'],yeah ,b,FEMALE,2
"[""{c but } i've tried out in the front  /""]",c but  ive tried out in the front  ,sd,FEMALE,1
"['{c but } like you said [ that, + that ] freeze that came. /']",c but  like you said  that  that  freeze that came ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['i had [ some bushes that, + {f uh, } some shrubs ]  i [ pu-, + put ] out front  /']",i had  some bushes that  f uh  some shrubs   i  pu  put  out front  ,sd,FEMALE,1
['{c and } it killed those too.  /'],c and  it killed those too  ,sd,FEMALE,1
"[""{c so, } i'm just real discouraged with the whole thing.  /""]",c so  im just real discouraged with the whole thing  ,sd,FEMALE,1
"[""i just don't even want to do anything. /""]",i just dont even want to do anything ,sd,FEMALE,1
"['[ the, + the ] other problem that we have, - /']", the  the  other problem that we have  ,sd,FEMALE,1
"[""{d well } it's funny because [ the one, + the two ] bushes on the ends of the house that i think are ugly, they lived  /""]",d well  its funny because  the one  the two  bushes on the ends of the house that i think are ugly they lived  ,sd,FEMALE,1
"[""<laughter> {c and so } [ i, + i ] don't know. /""]",laughter c and so   i  i  dont know ,h,FEMALE,15
"['<laughter> yeah,  /']",laughter yeah  ,b,FEMALE,2
"['[ that, + that ] happened to us.  /']", that  that  happened to us  ,sd,FEMALE,1
"['we have these, -/']",we have these ,sd,FEMALE,1
['{c so } {d like } i wanted to go out and kill them too. /'],c so  d like  i wanted to go out and kill them too ,sd,FEMALE,1
['i know. /'],i know ,ba,FEMALE,6
['they had no right to live.  /'],they had no right to live  ,sd,FEMALE,1
"['{c but } anyway, <laughter> {f uh, } under our trees we get [ a, + a ] north sun  /']",c but  anyway laughter f uh  under our trees we get  a  a  north sun  ,sd,FEMALE,1
"['{c and, } {f uh, } the, - /']",c and  f uh  the  ,%,FEMALE,5
"[""it looks like our trees don't have any grass under them. /""]",it looks like our trees dont have any grass under them ,sd,FEMALE,1
"['# {f oh, } i know.  /']", f oh  i know  ,ba,FEMALE,6
