utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['<clicking> {d so } interesting political trends or events, {f huh? } /']",clicking d so  interesting political trends or events f huh  ,qy^d,MALE,16
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{d well, } <laughter> i guess the, {f uh, } most interesting one that's, {f uh, } going on right now, from my perspective, is this, {f uh, } phenomena of, {f uh, } {f uh, } ross perot.  /""]",d well  laughter i guess the f uh  most interesting one thats f uh  going on right now from my perspective is this f uh  phenomena of f uh  f uh  ross perot  ,sv,MALE,3
"['{f uh, } caught his interview last night with david frost  /']",f uh  caught his interview last night with david frost  ,sd,MALE,1
['{c and } # it was # --'],c and   it was  ,sd,MALE,1
['# uh-huh. # /'], uhhuh  ,b,FEMALE,2
"['-- [ the, + the ] first time i had, {d you know, } heard, {f uh, } his views expressed by himself.  /']",  the  the  first time i had d you know  heard f uh  his views expressed by himself  ,+,MALE,0
['i had heard other people talk about what they thought he believed in. /'],i had heard other people talk about what they thought he believed in ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c but } the whole phenomena of him coming out of, {f uh, } literally nowhere and no party.  {f uh, } at least, no apparent party support on either side <swallowing> # is # --']",c but  the whole phenomena of him coming out of f uh  literally nowhere and no party  f uh  at least no apparent party support on either side swallowing  is  ,sd,MALE,1
['# huh. # /'], huh  ,b,FEMALE,2
['-- pretty interesting. /'], pretty interesting ,+,MALE,0
"['yeah,  /']",yeah  ,b,FEMALE,2
"['i have not even heard, believe it or not, of that person. /']",i have not even heard believe it or not of that person ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""i'm not kidding.  /""]",im not kidding  ,sd,FEMALE,1
"['[  when you, + when you ] said it, it was kind of like a surprise. /']",  when you  when you  said it it was kind of like a surprise ,sd,FEMALE,1
['like out of nowhere?  /'],like out of nowhere  ,bf,MALE,20
['yeah. /'],yeah ,%,MALE,5
['yeah.  /'],yeah  ,aa,FEMALE,4
['uh-huh. /'],uhhuh ,b,MALE,2
"['i, - /']",i  ,%,FEMALE,5
['as far as - /'],as far as  ,%,FEMALE,5
"[""{d like } now, the new house bill that went to minnesota, {f uh, } being that it is their neighboring state and that i lived in minnesota, i'm more familiar with the politics that involved with that, and that being passed. /""]",d like  now the new house bill that went to minnesota f uh  being that it is their neighboring state and that i lived in minnesota im more familiar with the politics that involved with that and that being passed ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{c but, } {f uh, } as far as politics in the grander, {f uh, } part of it as if you want to look at, {f uh, } election type things, i'm not quite sure even if i'm going to vote.  /""]",c but  f uh  as far as politics in the grander f uh  part of it as if you want to look at f uh  election type things im not quite sure even if im going to vote  ,sd,FEMALE,1
['{f uh } --'],f uh  ,sd,FEMALE,1
['uh-huh.  /'],uhhuh  ,b,MALE,2
['yeah. /'],yeah ,%,MALE,5
"['-- it gets harder and harder each time an election comes up like that, to make the decision on who would be the best to run.  /']", it gets harder and harder each time an election comes up like that to make the decision on who would be the best to run  ,+,FEMALE,0
['# uh-huh.  /'], uhhuh  ,b,MALE,2
"['#  {d well, } it seems that the decision, so far, has been filtered --']",  d well  it seems that the decision so far has been filtered ,sv,MALE,3
"['-- by, {f uh, } {d you know, } party politics so much that --']", by f uh  d you know  party politics so much that ,+,MALE,0
['sure. /'],sure ,b,FEMALE,2
"['-- when the candidates finally get party approval, party support and  therefore get presented to the public, # [ the, + the ] # --']", when the candidates finally get party approval party support and  therefore get presented to the public   the  the   ,+,MALE,0
['# exactly. # /'], exactly  ,aa,FEMALE,4
"['-- candidates are already beyond what, {f uh, } most public, {f uh, } feels is acceptable behavior. /']", candidates are already beyond what f uh  most public f uh  feels is acceptable behavior ,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{d you know, } the, - /']",d you know  the  ,%,MALE,5
"[""one of the common criticisms of clinton is, {f uh, } gee, he'll say or do anything in order to get to the white house. /""]",one of the common criticisms of clinton is f uh  gee hell say or do anything in order to get to the white house ,sd,MALE,1
['sure. /'],sure ,b,FEMALE,2
"['[ {c and, } + {c and,  } ] up and to the point of, {f uh, } perot being a serious candidate, it seems like [ that, + that ] was a requirement of being [ a, + a ] contender within the party is to have done all those things. /']", c and   c and    up and to the point of f uh  perot being a serious candidate it seems like  that  that  was a requirement of being  a  a  contender within the party is to have done all those things ,sv,MALE,3
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
['# sure. # /'], sure  ,b,FEMALE,2
"[""# {e i mean, } # [ here's, + here's ] a guy who for twenty years has been working toward, {d you know, } getting the party nomination [ and, +  and ] preparing himself for the presidency  /""]", e i mean    heres  heres  a guy who for twenty years has been working toward d you know  getting the party nomination  and   and  preparing himself for the presidency  ,sd,MALE,1
"['{c and } now it seems like both he and the incumbent president are, {d you know, } pretty seriously threatened by somebody who comes out of # a whole nonpolitical arena. # /']",c and  now it seems like both he and the incumbent president are d you know  pretty seriously threatened by somebody who comes out of  a whole nonpolitical arena  ,sd,MALE,1
"['# he might be [ [ a, + a ] + ] one of those,  /']", he might be   a  a    one of those  ,sd,FEMALE,1
['# sure.  /'], sure  ,b,FEMALE,2
"[""{f uh, } [ it, + it's ] kind of when you think back of the old politics where a dirt farmer, {f uh, } - /""]",f uh   it  its  kind of when you think back of the old politics where a dirt farmer f uh   ,sd,FEMALE,1
"[""when you think of some of the best presidents we've had, in the past, have been people that have struggled to get to the top.  /""]",when you think of some of the best presidents weve had in the past have been people that have struggled to get to the top  ,sd,FEMALE,1
"['{e i mean, } they were not rich in --']",e i mean  they were not rich in ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['-- in any means  /'], in any means  ,+,FEMALE,0
