utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['i have, {f uh, } - /']",i have f uh   ,%,MALE,5
"['[ i, + {d well, } i ] used to have the opinion [ that there + [ wa-, + ] that there ] really was not any more crime in america, in the cities, {d anyway, } than there was in previous centuries, {f uh, } before, {f uh, } - /']", i  d well  i  used to have the opinion  that there   wa   that there  really was not any more crime in america in the cities d anyway  than there was in previous centuries f uh  before f uh   ,sd,MALE,1
['simply because. - /'],simply because  ,%,MALE,5
"['the reason there seems to be so much was the fact that the police now had advanced, {f uh, } reporting methods, with computers and other devices. /']",the reason there seems to be so much was the fact that the police now had advanced f uh  reporting methods with computers and other devices ,sv,MALE,3
['compile more statistics. /'],compile more statistics ,bf,MALE,20
"[""that's right,  /""]",thats right  ,aa,MALE,4
['{c and } those statistics <throat_clearing> in turn got them bigger budgets. /'],c and  those statistics throatclearing in turn got them bigger budgets ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"['however, i have been persuaded, lately, i guess, simply by the, {f uh, } overwhelming data that seems to be available that there is indeed a lot more violent crime. /']",however i have been persuaded lately i guess simply by the f uh  overwhelming data that seems to be available that there is indeed a lot more violent crime ,sv,MALE,3
['more especially where you are.  /'],more especially where you are  ,aa,MALE,4
"['are you,']",are you,qy,MALE,7
"['{d well, } yeah. /']",d well  yeah ,b,MALE,2
['in washington d c or washington state? /'],in washington d c or washington state ,+,MALE,0
"['no,  /']",no  ,nn,MALE,13
"['[ i am in, + i am in ] washington d c. /']", i am in  i am in  washington d c ,sd,MALE,1
"['yeah,  /']",yeah  ,b,MALE,2
"['yeah,  /']",yeah  ,b,MALE,2
"['i was going to say, -/']",i was going to say ,%,MALE,5
"['{d actually } it, - /']",d actually  it  ,%,MALE,5
"['{d you know, } i do a lot of business here,  /']",d you know  i do a lot of business here  ,sd,MALE,1
['{c and } i come here quite often  /'],c and  i come here quite often  ,sd,MALE,1
"[""[ {c and, } +  {c and } ] that again [ is a, + is a ] sort of media perception there's some absolutely lovely and marvelous and peaceful areas in washington.""]", c and    c and   that again  is a  is a  sort of media perception theres some absolutely lovely and marvelous and peaceful areas in washington,sd,MALE,1
"['{f oh, } yeah. /']",f oh  yeah ,b,MALE,2
"['regardless of the racial makeup,  /']",regardless of the racial makeup  ,+,MALE,0
"[""{c but } [ it's, + it's ] real, {f uh, } - /""]",c but   its  its  real f uh   ,%,MALE,5
"[""there's pockets of violence that is so violent that they, {f uh, } -/""]",theres pockets of violence that is so violent that they f uh  ,sd,MALE,1
['it just really grabs your attention. /'],it just really grabs your attention ,ba,MALE,6
['yeah. /'],yeah ,aa,MALE,4
['it just makes the whole place seem like that. /'],it just makes the whole place seem like that ,sv,MALE,3
['right.  /'],right  ,b,MALE,2
"['{d now } just to focus on that a minute, i guess, {f uh, } {f uh, } - /']",d now  just to focus on that a minute i guess f uh  f uh   ,sd,MALE,1
"['when, {f uh, } <sigh> previous secretary of, {f uh, }  educa-, bennett, i think his name was,']",when f uh  sigh previous secretary of f uh   educa bennett i think his name was,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
