utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""{f uh, } {d well, } let's see. /""]",f uh  d well  lets see ,"fo_o_fw_""_by_bc",FEMALE,0
"['how many, - /']",how many  ,qw,FEMALE,12
"['you said yours are all, - /']",you said yours are all  ,sd,FEMALE,1
"['{e i mean, } that sounds like an army. /']",e i mean  that sounds like an army ,sv,FEMALE,3
['<laughter> five. /'],laughter five ,sd,FEMALE,1
"['{f oh, } lord. /']",f oh  lord ,ba,FEMALE,6
['<laughter>.'],laughter,x,FEMALE,8
"['that is an army,  /']",that is an army  ,sv,FEMALE,3
"['i came from a family of six, /']",i came from a family of six ,sd,FEMALE,1
['</laughter>.'],laughter,x,FEMALE,8
"['{c and } i have only got two,  /']",c and  i have only got two  ,sd,FEMALE,1
"['{c and } they are, one ... -/']",c and  they are one  ,sd,FEMALE,1
"['{d well }  ((   ))  any number is nice, let me tell you. /']",d well        any number is nice let me tell you ,sv,FEMALE,3
"[""{d well, } i kind of decided that [ single, + single ] children that, [ that, + that's ] not parenting,  /""]",d well  i kind of decided that  single  single  children that  that  thats  not parenting  ,sv,FEMALE,3
"[""that's a hobby. /""]",thats a hobby ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
"['{c but, } -/']",c but  ,%,FEMALE,5
"[""it's not as fair to the children either, i do not think. /""]",its not as fair to the children either i do not think ,sv,FEMALE,3
"['{d well, } do not tell that to all my friends. /']",d well  do not tell that to all my friends ,ad,FEMALE,22
['<laughter>.'],laughter,x,FEMALE,8
['they are into quality time. /'],they are into quality time ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['i am into getting through the day. /'],i am into getting through the day ,sd,FEMALE,1
"['yeah,  /']",yeah  ,b,FEMALE,2
['{c but } sometimes you can hurt them by having too much quality time too. /'],c but  sometimes you can hurt them by having too much quality time too ,sv,FEMALE,3
"['<noise> <<it sounds as if speaker b is washing dishes>>.  {d well } [ [ i, + i, ] + i ] can spot a kid [ who really, + {d you know, } whose parents ] spend every,']",noise it sounds as if speaker b is washing dishes  d well    i  i   i  can spot a kid  who really  d you know  whose parents  spend every,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['quality time with them, {d you know, } outside of the work day. /']",quality time with them d you know  outside of the work day ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{c and } when i take care of some people's kids,""]",c and  when i take care of some peoples kids,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{d you know, } - /']",d you know   ,+,FEMALE,0
"[""[ when they, + when they ] have teachers' holidays,""]", when they  when they  have teachers holidays,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""and that kind of stuff, i will take my friends' kids,""]",and that kind of stuff i will take my friends kids,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['that are usually in day care, /']",that are usually in day care ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and } you can spot them,']",c and  you can spot them,sv,FEMALE,3
['you can tell. /'],you can tell ,aa,FEMALE,4
['because they have no idea how to hang out and mess around. /'],because they have no idea how to hang out and mess around ,+,FEMALE,0
['how to just entertain themselves. /'],how to just entertain themselves ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
"['yeah,  /']",yeah  ,b^m,FEMALE,24
['yeah. /'],yeah ,b,FEMALE,2
['really. /'],really ,b,FEMALE,2
"[""it's a problem for any child  /""]",its a problem for any child  ,sv,FEMALE,3
