utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay karen.  /'],okay karen  ,"fo_o_fw_""_by_bc",MALE,0
"[""[ you-, + you're ] first. /""]", you  youre  first ,ad,MALE,22
['okay.  /'],okay  ,oo_co_cc,FEMALE,36
"['i was just going to say i think one of the biggest thing for me is room for advancement. {d you know, } not to get [ in, + {d like } in ] a dead end job. /']",i was just going to say i think one of the biggest thing for me is room for advancement d you know  not to get  in  d like  in  a dead end job ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{c and } plus, for me, it's, {f uh, } {e i mean } {d like } medical and {d you know, } {f uh, } benefits and dental. /""]",c and  plus for me its f uh  e i mean  d like  medical and d you know  f uh  benefits and dental ,sd,FEMALE,1
['okay. /'],okay ,b,MALE,2
"[""they're also important. /""]",theyre also important ,sv,FEMALE,3
['yeah.  /'],yeah  ,b,MALE,2
"['i guess one of the differences i see is, {f uh, } working for a university, {f uh, } there is room for advancement, but not so much so, [ our + ] in, {f uh, } quite a highly unionized environment --']",i guess one of the differences i see is f uh  working for a university f uh  there is room for advancement but not so much so  our   in f uh  quite a highly unionized environment ,sv,MALE,3
['{f um. } /'],f um  ,%,FEMALE,5
['-- and then also in the administrative association  /'], and then also in the administrative association  ,+,MALE,0
"['{c so } there is a progressive path,  /']",c so  there is a progressive path  ,sd,MALE,1
"[""{c but } <inhaling> not being in [ the + {d say } the ] commercial sector, the motivation isn't there for a lot of people --""]",c but  inhaling not being in  the  d say  the  commercial sector the motivation isnt there for a lot of people ,sv,MALE,3
['{f um. } /'],f um  ,%,FEMALE,5
"['-- {f uh, } {d like } # really, # -/']", f uh  d like   really  ,+,MALE,0
['# are they # {d like } pretty much train for a specific job  /'], are they  d like  pretty much train for a specific job  ,qy,FEMALE,7
"['{c and } that what i hired for and then [ i, + ] just very little variation from that. /']",c and  that what i hired for and then  i   just very little variation from that ,qy,FEMALE,7
"['yeah,  /']",yeah  ,ny,MALE,9
"['somewhat that,  /']",somewhat that  ,sv,MALE,3
"[""{c but then } also there just isn't the ability to in one sense have, {f uh, } a broader scope for rewarding people for their performances. /""]",c but then  also there just isnt the ability to in one sense have f uh  a broader scope for rewarding people for their performances ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{f uh, } {c so } that's in our situation where we are dealing with an institution,  /""]",f uh  c so  thats in our situation where we are dealing with an institution  ,sd,MALE,1
"[""{f uh, } it's a little more difficult to recognize an individual's performance -- /""]",f uh  its a little more difficult to recognize an individuals performance  ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c and } i suppose that's maybe a disadvantage of being in a larger institution, <swallowing> perhaps somewhat even with the business, {f uh. }  /""]", c and  i suppose thats maybe a disadvantage of being in a larger institution swallowing perhaps somewhat even with the business f uh   ,sv,MALE,3
"['{c but } i agree, {d you know, } the, {f uh, } medical benefits and those kinds of things are one of the big pluses of working for a large organization and also the, {f uh, } security aspect for long term employment, {f uh, } /']",c but  i agree d you know  the f uh  medical benefits and those kinds of things are one of the big pluses of working for a large organization and also the f uh  security aspect for long term employment f uh  ,sv,MALE,3
"[""{d well, } {d you know } that's interesting though.  /""]",d well  d you know  thats interesting though  ,sv,FEMALE,3
"[""{c because } i don't know if that's necessarily the case anymore.  /""]",c because  i dont know if thats necessarily the case anymore  ,sv,FEMALE,3
"['i use to think that, {d you know, } after you work, - /']",i use to think that d you know  after you work  ,sd,FEMALE,1
"['you mean [ security, + job security? ] /']",you mean  security  job security  ,qy,FEMALE,7
"['job security,  /']",job security  ,sd,MALE,1
['yes. /'],yes ,ny,MALE,9
"['{f uh, } that use to be i think a couple of years ago,  /']",f uh  that use to be i think a couple of years ago  ,sv,FEMALE,3
"[""{c but } i don't know if it is so much anymore.  /""]",c but  i dont know if it is so much anymore  ,h,FEMALE,15
"['in fact, [ they, + we ] just had a lay off in what november, i guess. /']",in fact  they  we  just had a lay off in what november i guess ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{c but, } {f uh, } it wasn't necessarily, - /""]",c but  f uh  it wasnt necessarily  ,%,FEMALE,5
"['{e i mean, } {d you know, } some people had been there a long time. /']",e i mean  d you know  some people had been there a long time ,sd,FEMALE,1
"['<inhaling> yeah,  /']",inhaling yeah  ,b,MALE,2
['we are seeing that here as well.  /'],we are seeing that here as well  ,sd,MALE,1
['{d like } in some of the large oil companies. there has been massive lay offs. /'],d like  in some of the large oil companies there has been massive lay offs ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{f uh, } {d so } [ i, + i ] think [ there + it's ] probably a major distinction between institutions and the corporate world --""]",f uh  d so   i  i  think  there  its  probably a major distinction between institutions and the corporate world ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- in, {f uh, } institutions are slower to react both on the growth side and then also on the reduction side where the businesses, we need to cut back, that's what we do. /""]", in f uh  institutions are slower to react both on the growth side and then also on the reduction side where the businesses we need to cut back thats what we do ,+,MALE,0
['uh-huh.  /'],uhhuh  ,aa,FEMALE,4
['no # doubt # -- /'],no  doubt   ,aa,FEMALE,4
"['# {c but, } # -/']", c but   ,%,MALE,5
['-- yeah. /'], yeah ,b,FEMALE,2
"['yeah,  /']",yeah  ,b^m,MALE,24
"[""{c and } institutionally, like here at the university, {f oh } if there is a cut back, {d well gee, } it's not [ where it necessarily + where it's needed, ]  /""]",c and  institutionally like here at the university f oh  if there is a cut back d well gee  its not  where it necessarily  where its needed   ,sv,MALE,3
"[""it's where it's most expedient which,""]",its where its most expedient which,sv,MALE,3
"['expedient,  /']",expedient  ,b^m,FEMALE,24
['yeah  /'],yeah  ,aa,FEMALE,4
"[""that's exactly it.  /""]",thats exactly it  ,aa,FEMALE,4
"['yeah,  /']",yeah  ,%,FEMALE,5
"['[ where the most dollar, + [ where, + where ] ] {d you know } it cuts back the most. /']", where the most dollar   where  where   d you know  it cuts back the most ,bf,FEMALE,20
"[""{d well, } in one sense for us, it's where it makes the least noise which means # it's # --""]",d well  in one sense for us its where it makes the least noise which means  its  ,+,MALE,0
['# oh. # /'], oh  ,b,FEMALE,2
['-- often the lowest support type roles. /'], often the lowest support type roles ,+,MALE,0
['oh.  /'],oh  ,b,FEMALE,2
"['{d see, } yeah. /']",d see  yeah ,b,FEMALE,2
"['{d so } we, -/']",d so  we ,%,MALE,5
['yeah.  /'],yeah  ,b,FEMALE,2
"[""i think that's one of the things too.  /""]",i think thats one of the things too  ,sv,FEMALE,3
"['you get too many management people, {d you know. } /']",you get too many management people d you know  ,sv,FEMALE,3
"[""it's very easy. /""]",its very easy ,sv,MALE,3
['yeah  /'],yeah  ,b,FEMALE,2
"[""{c and } it's very easy for them to say, {f oh } this is the best way when they really aren't aware of what all it took to get the work done {d you know. } /""]",c and  its very easy for them to say f oh  this is the best way when they really arent aware of what all it took to get the work done d you know  ,sv,FEMALE,3
['yeah. /'],yeah ,b,MALE,2
"[""{c and then } they wonder why it doesn't get done in the same amount of time. <laughter>  /""]",c and then  they wonder why it doesnt get done in the same amount of time laughter  ,sd,FEMALE,1
"[""{d well, } those people aren't there anymore. /""]",d well  those people arent there anymore ,sd,FEMALE,1
['right.  /'],right  ,aa,MALE,4
"[""{c because } it's support people that are # providing # --""]",c because  its support people that are  providing  ,sd,MALE,1
['# yeah. # /'], yeah  ,b,FEMALE,2
['-- the speed for it. /'], the speed for it ,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['<inhaling>.'],inhaling,x,MALE,8
"['yeah,  /']",yeah  ,b,FEMALE,2
"['{c but, } - /']",c but   ,%,FEMALE,5
['{d so } what else do you think is important? /'],d so  what else do you think is important ,qo,FEMALE,25
"['{d well } the, {f uh, } - /']",d well  the f uh   ,%,MALE,5
"[""that's maybe the majority of the importance, i guess.  /""]",thats maybe the majority of the importance i guess  ,sv,MALE,3
"['yeah,  /']",yeah  ,aa,MALE,4
"['{c because } my perspective is from an institution, <inhaling>  /']",c because  my perspective is from an institution inhaling  ,sd,MALE,1
"['{f uh, } [ the, + there ] is not much incentive for innovativeness --']",f uh   the  there  is not much incentive for innovativeness ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- because the limitation for reward is very severe -- /'], because the limitation for reward is very severe  ,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c but } if you're in the corporate world, i think there is considerable motivation for <noise> i guess [ in-, + innovation, ]  /""]", c but  if youre in the corporate world i think there is considerable motivation for noise i guess  in  innovation   ,sv,MALE,3
"['although [ he, + ] {d you know, } the more complex your structure the, {f uh, } less difficult it is to kind of carry some things through -- /']",although  he   d you know  the more complex your structure the f uh  less difficult it is to kind of carry some things through  ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c but, } {f uh, } i think [ there is, + {f uh, } <inhaling> it's ] a long term type of process where in a small organization [ it's, + ] {f uh, } things  can happen much more quickly  /""]", c but  f uh  i think  there is  f uh  inhaling its  a long term type of process where in a small organization  its   f uh  things  can happen much more quickly  ,sv,MALE,3
['{c and so } you can see the reward of the efforts. /'],c and so  you can see the reward of the efforts ,sv,MALE,3
"['i think probably in a small, - /']",i think probably in a small  ,sv,FEMALE,3
"['yeah,  /']",yeah  ,aa,FEMALE,4
"[""i was going to say [ more, + it's more ] personal for one thing.  /""]",i was going to say  more  its more  personal for one thing  ,sv,FEMALE,3
"['you probably have a better team, {f uh, } cooperation, or team playing, atmosphere. /']",you probably have a better team f uh  cooperation or team playing atmosphere ,sv,FEMALE,3
['right. /'],right ,b,MALE,2
"[""probably, where as in a bigger corporation, i think you're just a number, {d you know. } /""]",probably where as in a bigger corporation i think youre just a number d you know  ,sv,FEMALE,3
['yeah.  /'],yeah  ,b,MALE,2
['you end up being your own person -- /'],you end up being your own person  ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c and, } {f uh, } if you do your job fine and if somebody else is messing it up, {d well } then that's their problem  /""]", c and  f uh  if you do your job fine and if somebody else is messing it up d well  then thats their problem  ,sv,MALE,3
['{c and } --'],c and  ,%,MALE,5
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {d you # know } you really, # -/']", d you  know  you really  ,+,MALE,0
"['# whereas # {d yeah } in a smaller, - /']", whereas  d yeah  in a smaller  ,sv,FEMALE,3
"['i think you would be more willing to either help that person or help it get accomplished, {d you know. } /']",i think you would be more willing to either help that person or help it get accomplished d you know  ,sv,FEMALE,3
['yeah.  /'],yeah  ,aa,MALE,4
['yeah.  /'],yeah  ,aa,MALE,4
['it becomes the organization instead of person being {d you know } a part of the individual themselves. /'],it becomes the organization instead of person being d you know  a part of the individual themselves ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
