utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['where is your favorite place to go? /'],where is your favorite place to go ,qw,FEMALE,12
"[""{d well, } we haven't traveled outside the united states that much.  /""]",d well  we havent traveled outside the united states that much  ,sd,FEMALE,1
"['{f uh, } we usually take family type vacations.  /']",f uh  we usually take family type vacations  ,sd,FEMALE,1
"[""we're looking forward to one in october to disneyworld in florida. /""]",were looking forward to one in october to disneyworld in florida ,sd,FEMALE,1
"[""{f oh, } that's great. /""]",f oh  thats great ,ba,FEMALE,6
['we have a nine year old. /'],we have a nine year old ,sd,FEMALE,1
['have you ever been there? /'],have you ever been there ,qy,FEMALE,7
"['[ when, + when ] both of my kids were much younger.  /']", when  when  both of my kids were much younger  ,na,FEMALE,21
"[""{c and } this time we're going to be going with just one daughter  /""]",c and  this time were going to be going with just one daughter  ,sd,FEMALE,1
"[""{c and } she's nine,  /""]",c and  shes nine  ,sd,FEMALE,1
['{c so } it ought to just be a ball. /'],c so  it ought to just be a ball ,sd,FEMALE,1
"[""{f oh, } that's a perfect age --""]",f oh  thats a perfect age ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- for disneyworld. /'], for disneyworld ,+,FEMALE,0
"['i think so, too. /']",i think so too ,aa,FEMALE,4
"[""{f oh, } that's great.  /""]",f oh  thats great  ,ba,FEMALE,6
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""{c so } we've been there a number of times  /""]",c so  weve been there a number of times  ,sd,FEMALE,1
"[""{c and, }  {f uh, } we're going next year.  /""]",c and   f uh  were going next year  ,sd,FEMALE,1
['we have a business trip every fall.  /'],we have a business trip every fall  ,sd,FEMALE,1
"['{d well, } we go on a lot of business trips.  /']",d well  we go on a lot of business trips  ,sd,FEMALE,1
"['[ i, +']", i ,sd,FEMALE,1
"['{f oh, } wonderful. /']",f oh  wonderful ,ba,FEMALE,6
"[""i ] don't work. /""]",i  dont work ,+,FEMALE,0
['{c so } you travel a lot. /'],c so  you travel a lot ,bf,FEMALE,20
"['{d well, } we do.  /']",d well  we do  ,aa,FEMALE,4
"['we g-, - /']",we g  ,%,FEMALE,5
['my husband travels a couple times a month  /'],my husband travels a couple times a month  ,sd,FEMALE,1
"[""{c and } in the position he's in, they don't care if i go along. /""]",c and  in the position hes in they dont care if i go along ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{c so } it's great.  /""]",c so  its great  ,sd,FEMALE,1
"[""i just kind of join up when it's something interesting  /""]",i just kind of join up when its something interesting  ,sd,FEMALE,1
['{c and } --'],c and  ,sd,FEMALE,1
['sure. /'],sure ,b,FEMALE,2
"['-- {f uh, } disneyworld is the one for a week next year -- /']", f uh  disneyworld is the one for a week next year  ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- {c and } it will be at this time of the year  /'], c and  it will be at this time of the year  ,sd,FEMALE,1
"[""{c and } this year [ we're leaving, +  {f uh, } {f uh, } matter of fact we're leaving ]  next saturday for new orleans. /""]",c and  this year  were leaving   f uh  f uh  matter of fact were leaving   next saturday for new orleans ,sd,FEMALE,1
"['{f oh, } that will be fun, too. /']",f oh  that will be fun too ,sv,FEMALE,3
"['[ have, +  have ] you ever been there? /']", have   have  you ever been there ,qy,FEMALE,7
['yes.  /'],yes  ,ny,FEMALE,9
['we went years ago.  /'],we went years ago  ,sd,FEMALE,1
"[""we haven't been lately  /""]",we havent been lately  ,sd,FEMALE,1
"[""{c and } i know they've changed it a lot and upgraded everything,  /""]",c and  i know theyve changed it a lot and upgraded everything  ,sd,FEMALE,1
['{c but } we used to have a lot of fun there. /'],c but  we used to have a lot of fun there ,sd,FEMALE,1
"['{d well, } {d you know, } we went there once.  /']",d well  d you know  we went there once  ,sd,FEMALE,1
"['in fact, we had been in dallas  /']",in fact we had been in dallas  ,sd,FEMALE,1
['{c and } we were on our way home  /'],c and  we were on our way home  ,sd,FEMALE,1
['{c and } we were driving  /'],c and  we were driving  ,sd,FEMALE,1
"[""{c and } we said let's go to new orleans.  /""]",c and  we said lets go to new orleans  ,sd,FEMALE,1
"['{c so } when he said,  {d well, } this year, {d you know, } i have a week there on [ a, +  a ] project  /']",c so  when he said  d well  this year d you know  i have a week there on  a   a  project  ,sd,FEMALE,1
"[""he's going to be, - /""]",hes going to be  ,sd,FEMALE,1
"[""{c and  then } i said, {d well, } i'll going along,  /""]",c and  then  i said d well  ill going along  ,sd,FEMALE,1
"[""i hope it's swimming season  /""]",i hope its swimming season  ,^q,FEMALE,19
"[""<laughter> {c because } it wasn't a tremendous  [ thing, + amount of things ] [ to do. +""]",laughter c because  it wasnt a tremendous   thing  amount of things   to do ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['that i wanted to do ] there. /'],that i wanted to do  there ,+,FEMALE,0
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""if you don't like the night life and the antique shopping, there isn't much there,  /""]",if you dont like the night life and the antique shopping there isnt much there  ,sv,FEMALE,3
"['{c but, }  that can be fun. /']",c but   that can be fun ,sv,FEMALE,3
"[""[ it, + {d well, } {c and } that's ]  probably, - /""]", it  d well  c and  thats   probably  ,sd,FEMALE,1
"['we do like the night life, to an extent  /']",we do like the night life to an extent  ,sd,FEMALE,1
['{c and } they do have a mardi gras night planned. /'],c and  they do have a mardi gras night planned ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{c and } i'm kind of anxious for that,  /""]",c and  im kind of anxious for that  ,sd,FEMALE,1
