utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['hello,  /']",hello  ,fp,FEMALE,32
"['my name is donna,  /']",my name is donna  ,fp,FEMALE,32
"[""{c and } i'm calling from plano, texas. /""]",c and  im calling from plano texas ,fp,FEMALE,32
"['hi,  /']",hi  ,fp,FEMALE,32
"['this is laurie,  /']",this is laurie  ,fp,FEMALE,32
"[""{c and } i'm in garland <laughter>. /""]",c and  im in garland laughter ,fp,FEMALE,32
"['{f oh, } okay.  /']",f oh  okay  ,b,FEMALE,2
"['{f um, } would you like me to go first? /']",f um  would you like me to go first ,qy,FEMALE,7
['sure. /'],sure ,na,FEMALE,21
"['okay, {f um }  /']",okay f um   ,bk,FEMALE,14
"['i have three children, {f um, }  [ two, + two ] who are in regular school, {f uh, } eleven year old, an eight year old,  /']",i have three children f um    two  two  who are in regular school f uh  eleven year old an eight year old  ,sd,FEMALE,1
"['{c and then } my little one, three year old, is in, {f um, } a university of gymnastics,  /']",c and then  my little one three year old is in f um  a university of gymnastics  ,sd,FEMALE,1
"[""it's [ a, + a  ] preschool -- /""]",its  a  a   preschool  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c and, }  {f um, } i think it was really hard [ to, + {f um, } to ] pick the right, {f uh, } day care or preschool or mother's day out.  /""]", c and   f um  i think it was really hard  to  f um  to  pick the right f uh  day care or preschool or mothers day out  ,sd,FEMALE,1
['i guess you can classify them all together. /'],i guess you can classify them all together ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{f um, } some of the qualifications that i look for was [ that, + ] {f uh, } {d you know, } the cost, and, {f um, } exactly what they did, if it was structured or nonstructured,  if they had a little academic, {f um, } {f uh, } in there, and, {f um, } {d you know, } {f um, } {d you know, } what the qualifications of the teachers' were, and if the place was clean and --""]",f um  some of the qualifications that i look for was  that   f uh  d you know  the cost and f um  exactly what they did if it was structured or nonstructured  if they had a little academic f um  f uh  in there and f um  d you know  f um  d you know  what the qualifications of the teachers were and if the place was clean and ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {f um, } the hours  /']", f um  the hours  ,+,FEMALE,0
"['{c and, } {f um, } [ just, + just ] kind of going by word of mouth and  finding out if anybody else has been pleased with their program --']",c and  f um   just  just  kind of going by word of mouth and  finding out if anybody else has been pleased with their program ,sd,FEMALE,1
['right. /'],right ,b,FEMALE,2
['-- that kind of stuff. -/'], that kind of stuff ,+,FEMALE,0
"[""{d well, } we don't have any children,  /""]",d well  we dont have any children  ,sd,FEMALE,1
"[""{c but } we're going to have one next year <laughter>. /""]",c but  were going to have one next year laughter ,sd,FEMALE,1
"['{f oh, } congratulations. /']",f oh  congratulations ,ba,FEMALE,6
['thanks.  /'],thanks  ,ft,FEMALE,43
"[""{c so, } {f um, } that's something that i'm probably going to be looking at --""]",c so  f um  thats something that im probably going to be looking at ,sd,FEMALE,1
['right. /'],right ,b,FEMALE,2
['-- maybe in the future.  /'], maybe in the future  ,+,FEMALE,0
"[""we haven't quite decided if i'm going to, - /""]",we havent quite decided if im going to  ,sd,FEMALE,1
"[""i'm working part time now,  /""]",im working part time now  ,sd,FEMALE,1
"[""{c and } i don't know if i'll be doing that or # what we're going to do. # /""]",c and  i dont know if ill be doing that or  what were going to do  ,sd,FEMALE,1
['# or staying home. # /'], or staying home  ,qy^d,FEMALE,16
"[""{c but } if we do, then i'm going to need to find somebody,  /""]",c but  if we do then im going to need to find somebody  ,sd,FEMALE,1
"[""{c and } our church has a mother's day out program --""]",c and  our church has a mothers day out program ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- which they started last year,  /']", which they started last year  ,+,FEMALE,0
['{c and } we know a lot of people at the church  /'],c and  we know a lot of people at the church  ,sd,FEMALE,1
['{c so } i would feel very confident with leaving --'],c so  i would feel very confident with leaving ,sd,FEMALE,1
"[""that's a very good place to start i think. /""]",thats a very good place to start i think ,sv,FEMALE,3
['-- my child there <laughter>. /'], my child there laughter ,+,FEMALE,0
['uh-huh.  /'],uhhuh  ,aa,FEMALE,4
"['yeah,  /']",yeah  ,aa,FEMALE,4
"[""the mother's day out programs,  /""]",the mothers day out programs  ,sd,FEMALE,1
"[""{c and } that's where shannon had started, in a mother's day out program -- /""]",c and  thats where shannon had started in a mothers day out program  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c and, }  {f uh, } the churches always have i think, [ a, + a ] pretty good program,  /']", c and   f uh  the churches always have i think  a  a  pretty good program  ,sv,FEMALE,3
"['{c and } you have to make sure [ that you, + {f um, } that you ] apply pretty early, because [ they do have, + a lot of places have ] very long waiting lists. /']",c and  you have to make sure  that you  f um  that you  apply pretty early because  they do have  a lot of places have  very long waiting lists ,ad,FEMALE,22
['uh-huh. /'],uhhuh ,aa,FEMALE,4
