utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d well, } i think we pay too much in taxes. /']",d well  i think we pay too much in taxes ,sv,FEMALE,3
['yeah. /'],yeah ,b,MALE,2
['<laughter> how about you? /'],laughter how about you ,qo,FEMALE,25
"['{d well, } i think they waste what we pay. /']",d well  i think they waste what we pay ,sv,MALE,3
['excuse me? /'],excuse me ,br,FEMALE,30
"['i think they waste [ what, + ] all the money that we pay <noise>. /']",i think they waste  what   all the money that we pay noise ,sv,MALE,3
"['yeah,  /']",yeah  ,aa,FEMALE,4
"[""that's what i think too.  /""]",thats what i think too  ,sd,FEMALE,1
"[""i don't know how you feel, {f um, }  /""]",i dont know how you feel f um   ,h,FEMALE,15
['we moved here from another state.  /'],we moved here from another state  ,sd,FEMALE,1
"['we lived here before, went out and came back,  /']",we lived here before went out and came back  ,sd,FEMALE,1
"['{c and } that particular state had an occupational income tax, but no sales tax. /']",c and  that particular state had an occupational income tax but no sales tax ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{c and } what you find out is, [ there's, + ] one evil is the same as the other.  /""]",c and  what you find out is  theres   one evil is the same as the other  ,sv,FEMALE,3
"[""here [ you don't, + ] there's no occupational tax  /""]",here  you dont   theres no occupational tax  ,sd,FEMALE,1
"[""{c but } it's a heavy sales tax. /""]",c but  its a heavy sales tax ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['{c so } they get you coming and going. /'],c so  they get you coming and going ,sv,FEMALE,3
"[""now [ it's even, + it's even ] higher in dallas county,  /""]",now  its even  its even  higher in dallas county  ,sd,MALE,1
['{d so. } - /'],d so   ,%,MALE,5
['# was it. # /   *[[listen]]'], was it     listen,qy,MALE,7
"['# yeah,  /']", yeah  ,ny,FEMALE,9
"[""[ it's really, + ] # i know, it's just, {f um. } -/""]", its really    i know its just f um  ,%,FEMALE,5
"[""it's eight and a quarter i think. /""]",its eight and a quarter i think ,qy^d,MALE,16
"['yeah,  /']",yeah  ,ny,FEMALE,9
['it is.  /'],it is  ,sd,FEMALE,1
['i was shocked.  /'],i was shocked  ,sd,FEMALE,1
"['i went, - /']",i went  ,sd,FEMALE,1
['we bought a new washer  /'],we bought a new washer  ,sd,FEMALE,1
"[""{c and } the man said, and that's eight percent.  /""]",c and  the man said and thats eight percent  ,sd,FEMALE,1
"['i said, eight percent.  what <laughter>? /']",i said eight percent  what laughter ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{c so } it's really kind of sad,  /""]",c so  its really kind of sad  ,sv,FEMALE,3
['yeah.  /'],yeah  ,%,FEMALE,5
"[""{c and then } i don't know how, {d you know, } in terms of when you all do your federal,  /""]",c and then  i dont know how d you know  in terms of when you all do your federal  ,h,FEMALE,15
"[""{c but } it just seems like, if you're strictly middle income, it seems like you get hit the worst. /""]",c but  it just seems like if youre strictly middle income it seems like you get hit the worst ,sv,FEMALE,3
['yeah. /'],yeah ,b,MALE,2
['is that what you think? /'],is that what you think ,qy,FEMALE,7
"['yeah,  /']",yeah  ,ny,MALE,9
"[""because [ it's,  ((   )) +  at some point it ] goes up to thirty-three percent  /""]",because  its        at some point it  goes up to thirtythree percent  ,sd,MALE,1
"[""{c and then } the people that make, {d you know, } five hundred thousand dollars [ [ and, + and, ] + and ] higher than that, they don't have to pay,  /""]",c and then  the people that make d you know  five hundred thousand dollars   and  and   and  higher than that they dont have to pay  ,sd,MALE,1
['{c and } sometimes they have to pay even less taxes. /'],c and  sometimes they have to pay even less taxes ,sd,MALE,1
"[""doesn't seem quite fair, does it? /""]",doesnt seem quite fair does it ,qy,FEMALE,7
"['no,  /']",no  ,nn,MALE,13
"[""it isn't. /""]",it isnt ,sd,MALE,1
['because they have the money to shelter things  /'],because they have the money to shelter things  ,sd,FEMALE,1
"[""{c and, } i don't know, somehow get a, {f huh } <<pause>>, -/""]",c and  i dont know somehow get a f huh  pause ,%,FEMALE,5
['what? /'],what ,br,MALE,30
"['{f oh, } i thought you were going to say something. /']",f oh  i thought you were going to say something ,qy^d,FEMALE,16
['huh-uh. /'],huhuh ,nn,MALE,13
"['they somehow seem to get around these,  /']",they somehow seem to get around these  ,sd,FEMALE,1
"[""the things that we can't, {d you know, } - /""]",the things that we cant d you know   ,%,FEMALE,5
"[""[ that make, + don't make ] that kind of money. -/""]", that make  dont make  that kind of money ,sd,FEMALE,1
['right. /'],right ,b,MALE,2
"[""i don't know. /""]",i dont know ,h,FEMALE,15
"[""{e i mean, } if they're in business, [ and, + and ] they're making money, - /""]",e i mean  if theyre in business  and  and  theyre making money  ,sd,MALE,1
"[""i could see if they're losing money,  /""]",i could see if theyre losing money  ,sd,MALE,1
"[""{c but } they're making money -- /""]",c but  theyre making money  ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- then they should pay taxes then. /'], then they should pay taxes then ,sv,MALE,3
"['i know,  /']",i know  ,aa,FEMALE,4
"[""{c and } just somehow it doesn't seem, {d you know, } - /""]",c and  just somehow it doesnt seem d you know   ,sv,FEMALE,3
"['{c and then, } [ i, + you ] - /']",c and then   i  you   ,%,FEMALE,5
"[""{e mean } you look at like, {f uh, } that country singer, {f uh, } what's his name, willie nelson. /""]",e mean  you look at like f uh  that country singer f uh  whats his name willie nelson ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{d some, } he didn't look that stupid.  /""]",d some  he didnt look that stupid  ,^q,FEMALE,19
"[""why didn't he pay his taxes? {d you know. } /  *[[listen]]""]",why didnt he pay his taxes d you know    listen,^q,FEMALE,19
['right.  /'],right  ,aa,MALE,4
['uh-huh. /'],uhhuh ,b,MALE,2
"[""in a way, it's almost like he had so much debt that, {f uh, } filing bankruptcy was a way to get out of all of it --""]",in a way its almost like he had so much debt that f uh  filing bankruptcy was a way to get out of all of it ,sv,FEMALE,3
['right. /'],right ,b,MALE,2
['-- {d you know. }  /'], d you know   ,+,FEMALE,0
"['{d so. } do you file federal or joint income tax,  /']",d so  do you file federal or joint income tax  ,qy,FEMALE,7
['i just file federal income tax every year. /'],i just file federal income tax every year ,sd,MALE,1
"['{c and } do you ] feel like you get hit by, {d you know, } too much? /']",c and  do you  feel like you get hit by d you know  too much ,+,FEMALE,0
"['yeah,  /']",yeah  ,ny,MALE,9
"['i just got divorced,  /']",i just got divorced  ,sd,MALE,1
"[""{c so } i'm single again.   /""]",c so  im single again   ,sd,MALE,1
"[""[ {c so, } + {c and } ] {d you know, } [ it's, + it's ] a lot worse for single people, because they pay the same amount [ as, + as ] the people that make the same amount of money and # they're married. # /""]", c so   c and   d you know   its  its  a lot worse for single people because they pay the same amount  as  as  the people that make the same amount of money and  theyre married  ,sd,MALE,1
['# uh-huh.  /'], uhhuh  ,b,FEMALE,2
"[""#  {c and } [ we, + right now, we ] don't own any property.  /""]",  c and   we  right now we  dont own any property  ,sd,FEMALE,1
['we lease.  /'],we lease  ,sd,FEMALE,1
"[""{c so }  we're in the same, - /""]",c so   were in the same  ,sd,FEMALE,1
"[""we don't have children,  /""]",we dont have children  ,sd,FEMALE,1
"[""{c so } we're in the same kind of, -/""]",c so  were in the same kind of ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""it's not as bad as being single and divorced,  /""]",its not as bad as being single and divorced  ,sv,FEMALE,3
"[""{c but } [ it's sort of like, + if you have like ] x point five children and earn, {d you know, } you kind of get hit with, {d you know, } - /""]",c but   its sort of like  if you have like  x point five children and earn d you know  you kind of get hit with d you know   ,sv,FEMALE,3
"[""[ i, + {e i mean, } it ] doesn't even pay for me to earn a good wage, because, - /""]", i  e i mean  it  doesnt even pay for me to earn a good wage because  ,sv,FEMALE,3
"[""doesn't that sound stupid. /""]",doesnt that sound stupid ,qy^d,FEMALE,16
['uh-huh. /'],uhhuh ,ny,MALE,9
"['{c but, } {e i mean, } there\'s actually less tax implication if i don\'t work full time compared to what my husband does, {d you know. } /  *[[are the final ""you knows"" tags?]]']",c but  e i mean  theres actually less tax implication if i dont work full time compared to what my husband does d you know    are the final you knows tags,sd,FEMALE,1
['right. /'],right ,b,MALE,2
"[""{c so } it's kind of hard. /""]",c so  its kind of hard ,sd,FEMALE,1
"['whoever works less, they can get a tax credit for that. /']",whoever works less they can get a tax credit for that ,sd,MALE,1
['excuse me. /'],excuse me ,br,FEMALE,30
"['if [ both of the, + both of the ] spouses --']",if  both of the  both of the  spouses ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- work, then you get a tax credit for that. /']", work then you get a tax credit for that ,+,MALE,0
['right.  /'],right  ,aa,FEMALE,4
['yeah -- /'],yeah  ,aa,FEMALE,4
['uh-huh. /'],uhhuh ,b,MALE,2
"[""-- otherwise you're just, {d you know, } - /""]", otherwise youre just d you know   ,b,FEMALE,2
