utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay.  /'],okay  ,"fo_o_fw_""_by_bc",MALE,0
['go ahead. /'],go ahead ,ad,MALE,22
"['{f uh, } {d well, } {d you know, } {f uh, } i think public service is a worthy thing  /']",f uh  d well  d you know  f uh  i think public service is a worthy thing  ,sv,MALE,3
"['{c and } as a matter of fact there are a lot of programs, {f uh, } such as peace corps that promote that. /']",c and  as a matter of fact there are a lot of programs f uh  such as peace corps that promote that ,sd,MALE,1
['uh-huh <<faint>>. /'],uhhuh faint ,b,MALE,2
"['probably the most popular one but, {f uh, } one that is not typically recognized as such is the boy scouts. /']",probably the most popular one but f uh  one that is not typically recognized as such is the boy scouts ,sv,MALE,3
['{f huh } <<faint>>. /'],f huh  faint ,%,MALE,5
"['{f uh, } i know that [ f-, + ] because  my son is [ a, + a ] scout now and, {f uh, } is thinking about his eagle  /']",f uh  i know that  f   because  my son is  a  a  scout now and f uh  is thinking about his eagle  ,sd,MALE,1
"['{c and, }  {f uh, } in order to get eagle, you have to have merit badges in, {f uh, } citizenship in the community --']",c and   f uh  in order to get eagle you have to have merit badges in f uh  citizenship in the community ,sd,MALE,1
['(( right )) . /'], right   ,b,MALE,2
"['-- citizenship in the nation, citizenship in the world  /']", citizenship in the nation citizenship in the world  ,+,MALE,0
['{c and } you have to do a public service project.'],c and  you have to do a public service project,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"['{f uh, } in which leadership is the key element.  /']",f uh  in which leadership is the key element  ,+,MALE,0
"[""[ i, + {f uh, } <<pause>> <lipsmack> i ] think the question is posed somewhat strangely because, {f uh, } it's talking about a requirement for --""]", i  f uh  pause lipsmack i  think the question is posed somewhat strangely because f uh  its talking about a requirement for ,sv,MALE,3
['(( uh-huh ))  <<very faint>>. /'], uhhuh   very faint ,b,MALE,2
['-- public service  /'], public service  ,+,MALE,0
"['{c and, }  of course, [ pe-, + the peace ] corps, the boy scouts [ is a, o-, + is a ] voluntary activity. /']",c and   of course  pe  the peace  corps the boy scouts  is a o  is a  voluntary activity ,sd,MALE,1
['right. /'],right ,b,MALE,2
"['{f uh, } /']",f uh  ,%,MALE,5
"['[ i, + i ] think that might be [ talking, + referring ] to, {f uh, } something, kind of, {f uh, } alternative to the draft, {d you know. }  /']", i  i  think that might be  talking  referring  to f uh  something kind of f uh  alternative to the draft d you know   ,sv,MALE,3
"['either you have, {f uh, } military service or  some sort of alternative, nonmilitary service # for a few years. # /']",either you have f uh  military service or  some sort of alternative nonmilitary service  for a few years  ,sv,MALE,3
"['# right,  /']", right  ,b,MALE,2
"['of course, # {f uh, } {f uh, } military service falls under the category, {f uh, } of a public service. /']",of course  f uh  f uh  military service falls under the category f uh  of a public service ,sv,MALE,3
"['right,  /']",right  ,b,MALE,2
['right. /'],right ,b,MALE,2
"['{c and, so, } {f uh, } one of the things that would fulfill [ the, + at least the ] nominal, {f uh, } qualifications set forth in the charge is military service or  draft. /']",c and so  f uh  one of the things that would fulfill  the  at least the  nominal f uh  qualifications set forth in the charge is military service or  draft ,sv,MALE,3
"['(( {f huh } )) .  right,  /']", f huh     right  ,b,MALE,2
['right. /'],right ,b,MALE,2
"['{f uh, }  /']",f uh   ,%,MALE,5
"['{c but } i agree with you, that probably is not what was comprehended.  /']",c but  i agree with you that probably is not what was comprehended  ,aa,MALE,4
['# there are other # --'], there are other  ,sd,MALE,1
"['# {d well, } i-, # -/']", d well  i  ,%,MALE,5
['-- things such as civil service --'], things such as civil service ,+,MALE,0
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- {f uh, } which many people, {f uh, } are lifelong employees of -- /']", f uh  which many people f uh  are lifelong employees of  ,+,MALE,0
['right. /'],right ,b,MALE,2
['-- {c but } i suspect that was not what they had in mind either.  /'], c but  i suspect that was not what they had in mind either  ,sv,MALE,3
['# more # --'], more  ,sv,MALE,3
['# yeah. # /'], yeah  ,b,MALE,2
['-- of a voluntary kind # of thing  /'], of a voluntary kind  of thing  ,+,MALE,0
"['{c or, }  {f uh, } # -/']",c or   f uh   ,%,MALE,5
"['# yeah,  /']", yeah  ,b,MALE,2
['yeah  /'],yeah  ,b,MALE,2
"['# [ i-, + i-, ] - /']",  i  i   ,%,MALE,5
"['[ for, + for ] years there has been an idea batted around of having some sort of alternative, {f uh, } public service for, {f uh, } young people to go into, {f uh, } after high school. /']", for  for  years there has been an idea batted around of having some sort of alternative f uh  public service for f uh  young people to go into f uh  after high school ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{f uh, } kind of in lieu of the draft [ for, + for ] people [ who don't, + {f uh, } who, {d you know, } are ] conscientious objectors or don't otherwise want [ [ e-, + e-, ] + to be ] in the military, {d you know. }  /""]",f uh  kind of in lieu of the draft  for  for  people  who dont  f uh  who d you know  are  conscientious objectors or dont otherwise want   e  e   to be  in the military d you know   ,sd,MALE,1
"['{d say, }  okay,  /']",d say   okay  ,sd,MALE,1
['{d well } you can go into the military  /'],d well  you can go into the military  ,^q,MALE,19
"['{c or } you can do this other thing for one or two years to kind of serve the community [ and, + and ] learn about things.  /']",c or  you can do this other thing for one or two years to kind of serve the community  and  and  learn about things  ,^q,MALE,19
"[""{c and } [ i-, + it's ] interesting because [ i, + i'm ] not a particular fan of the military  /""]",c and   i  its  interesting because  i  im  not a particular fan of the military  ,sv,MALE,3
"[""{c but } i have seen [ a lot of people, + a lot of young guys ] go in that don't have really a clue as to what they want to do with their lives and aren't terribly disciplined, {d you know, } even just personal discipline about what they want to do  /""]",c but  i have seen  a lot of people  a lot of young guys  go in that dont have really a clue as to what they want to do with their lives and arent terribly disciplined d you know  even just personal discipline about what they want to do  ,sd,MALE,1
['{c and } they come out  /'],c and  they come out  ,sd,MALE,1
"['{c and } [ [ they, + they at least have, ] + now they have at least ] some marginally marketable skills and more discipline.  /']",c and    they  they at least have   now they have at least  some marginally marketable skills and more discipline  ,sv,MALE,3
"['{c and } [ they have, + {f uh, } {d you know, } [ in, + in ] some cases they have ] a greater self-esteem because [ they can say, + they can see ] that, {d you know, } if i do something or [ sub-, + submit  ] my own will to the will of the sargent or whatever, at least for a short period of time, i can accomplish a lot  /']",c and   they have  f uh  d you know   in  in  some cases they have  a greater selfesteem because  they can say  they can see  that d you know  if i do something or  sub  submit   my own will to the will of the sargent or whatever at least for a short period of time i can accomplish a lot  ,sv,MALE,3
"[""{c and } [ it, + it's ] a good lesson for a lot of young men to learn.  that they don't need to be, {d you know, } cowboys.  /""]",c and   it  its  a good lesson for a lot of young men to learn  that they dont need to be d you know  cowboys  ,sv,MALE,3
"[""they don't need to be out there [ and, + ] {f uh, } {d you know, } constantly flaunting their ego to get things accomplished. /""]",they dont need to be out there  and   f uh  d you know  constantly flaunting their ego to get things accomplished ,sv,MALE,3
['# <laughter>. #'], laughter ,x,MALE,8
"[""# {c and, } {d you know, } # [ for some, + for some ] young men, that's good.  /""]", c and  d you know    for some  for some  young men thats good  ,sv,MALE,3
"['for me, it would have been lousy [ i-, + idea, ] {f uh, } # because # --']",for me it would have been lousy  i  idea  f uh   because  ,sd,MALE,1
['# why? # /'], why  ,qo,MALE,25
"['-- [ i, + i ] did have [ th-, + the ] personal discipline.  /']",  i  i  did have  th  the  personal discipline  ,+,MALE,0
['{c and } # i went # --'],c and   i went  ,sd,MALE,1
['# why is that? # /'], why is that  ,qo,MALE,25
"['-- to college for four years and got out, {d you know, }  /']", to college for four years and got out d you know   ,+,MALE,0
"[""[ {c so. } + {c but, } ] {f uh, } {d you know, } for some people that's good.  /""]", c so   c but   f uh  d you know  for some people thats good  ,sv,MALE,3
"[""[ i, + i ] don't particular like the fact that it's the military, {d you know, }  /""]", i  i  dont particular like the fact that its the military d you know   ,sd,MALE,1
"['(( )) {c and } the whole point of the military is to kill people essentially. [ as, + as ] an instrument of u s # policy. # /']",  c and  the whole point of the military is to kill people essentially  as  as  an instrument of u s  policy  ,sv,MALE,3
"['# {f oh, } no,  /']", f oh  no  ,ar,MALE,28
"['# no,  /']", no  ,ar,MALE,28
['no.  /'],no  ,ar,MALE,28
"[""it's to defend the nation against external evils. /""]",its to defend the nation against external evils ,sv,MALE,3
"[""<snorting> {d well, } that's one view <laughter>.  /""]",snorting d well  thats one view laughter  ,sv,MALE,3
"[""(( [ [ {c and, } +  ))  {c and, } ] + {d you know, } {c and } ] [ that, + that's ] another debate.  /""]",   c and      c and    d you know  c and    that  thats  another debate  ,sd,MALE,1
"[""{c but, }  {f uh, } it's, {f uh, } -/""]",c but   f uh  its f uh  ,%,MALE,5
"['{d well, } it depends on [ whether you, + whether we ] figure [ that we have + that we have ] a defense oriented military or --']",d well  it depends on  whether you  whether we  figure  that we have  that we have  a defense oriented military or ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- an [ aggressive, + aggression ] oriented military. /']", an  aggressive  aggression  oriented military ,+,MALE,0
"['right,  /']",right  ,b,MALE,2
['right <<faint>>  /'],right faint  ,b,MALE,2
"[""{c and, }  {d well, } [ [ it's, + it, ] + it ] seems pretty [ aggre-, + aggressive ] oriented,  /""]",c and   d well    its  it   it  seems pretty  aggre  aggressive  oriented  ,sv,MALE,3
"[""{e i mean, } [ you, + you ] look at the last [ mis-, + military ] action which was in the persian gulf and wasn't anywhere near the united states  /""]",e i mean   you  you  look at the last  mis  military  action which was in the persian gulf and wasnt anywhere near the united states  ,sd,MALE,1
"['{c and } [ it was, + {f uh, } {d you know, } it was ] definitely a projection of u s power on the other side of the globe,  /']",c and   it was  f uh  d you know  it was  definitely a projection of u s power on the other side of the globe  ,sv,MALE,3
"['{c so, } [ at, + at ] any rate, this is getting off the topic  /']",c so   at  at  any rate this is getting off the topic  ,sd,MALE,1
"['{c but } i-, - /']",c but  i  ,%,MALE,5
"[""[ my, + my ] point was that [ there is, + for people who don't want to do the military service, [ there, +  it would be neat if there ] were ] an alternative that could instill the same sort of personal discipline and sense of purpose and, {f uh, } sense of community that the boy scouts, -/""]", my  my  point was that  there is  for people who dont want to do the military service  there   it would be neat if there  were  an alternative that could instill the same sort of personal discipline and sense of purpose and f uh  sense of community that the boy scouts ,sv,MALE,3
