utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d well, } {f uh, } does the company you work for test for drugs? /']",d well  f uh  does the company you work for test for drugs ,qy,FEMALE,7
"['{d actually, } {f uh, } they just recently started a policy of testing drugs, which was kind of interesting,  /']",d actually  f uh  they just recently started a policy of testing drugs which was kind of interesting  ,na,MALE,21
"[""{c because } [ w-, + when ] i went to work for them, {f uh, } they didn't do that,  /""]",c because   w  when  i went to work for them f uh  they didnt do that  ,sd,MALE,1
"[""{c but, } {f uh, } since then [ they've, + they've ] started a drug testing policy, not because of their own, {f uh, } convictions, but because the clients of our company [ are + ] requests that we do that. /""]",c but  f uh  since then  theyve  theyve  started a drug testing policy not because of their own f uh  convictions but because the clients of our company  are   requests that we do that ,sd,MALE,1
['{f huh. } /'],f huh  ,%,FEMALE,5
['how about you? /'],how about you ,qo,MALE,25
"['{f uh, } no,  /']",f uh  no  ,nn,FEMALE,13
"[""we're not being tested for drugs at all, {f uh, }  /""]",were not being tested for drugs at all f uh   ,sd,FEMALE,1
"['our policies and procedures manual, {f uh, } the furthest it goes about drugs is in [ the, + kind of the ] miscellaneous section, or --']",our policies and procedures manual f uh  the furthest it goes about drugs is in  the  kind of the  miscellaneous section or ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""-- it's reasons for immediate dismissal,  /""]", its reasons for immediate dismissal  ,+,FEMALE,0
"['it says, use of narcotics on company premises. /']",it says use of narcotics on company premises ,sd,FEMALE,1
['{f um. } /'],f um  ,%,MALE,5
"[""{c so } that's pretty general,  /""]",c so  thats pretty general  ,sv,FEMALE,3
"['{c but, } {f uh, } i work for an environmental management firm -- /']",c but  f uh  i work for an environmental management firm  ,sd,FEMALE,1
['<laughter> okay. /'],laughter okay ,b,MALE,2
"[""-- {c and } i'm an engineer there,  /""]", c and  im an engineer there  ,sd,FEMALE,1
"['{c but } i do go on a lot of hazardous waste sites,  /']",c but  i do go on a lot of hazardous waste sites  ,sd,FEMALE,1
"[""{c but } i don't operate any machinery. /""]",c but  i dont operate any machinery ,sd,FEMALE,1
['yeah. /'],yeah ,b,MALE,2
"['{d now, } people for our company that do operate machinery like drill rigs and things like that --']",d now  people for our company that do operate machinery like drill rigs and things like that ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- are under [ a, + a ] medical monitoring program,  /']", are under  a  a  medical monitoring program  ,+,FEMALE,0
"[""{c because } they're at a higher risk of exposure  /""]",c because  theyre at a higher risk of exposure  ,sd,FEMALE,1
['{c and } blood screening is part of that  /'],c and  blood screening is part of that  ,sd,FEMALE,1
"['{c and } [ i, + i ] think that drugs, - /']",c and   i  i  think that drugs  ,sd,FEMALE,1
"['they do test for drugs in that capacity,  /']",they do test for drugs in that capacity  ,sd,FEMALE,1
"[""{c but } it's not their exclusive, - /""]",c but  its not their exclusive  ,sd,FEMALE,1
"[""[ it's just part, + it's just something ] that turns up in the other parameters that they test for. /""]", its just part  its just something  that turns up in the other parameters that they test for ,sd,FEMALE,1
['yeah. /'],yeah ,b,MALE,2
"[""{c but } i think it's got a little more relevance since they are around dangerous equipment and things like that and do have to exercise some quick judgment in the field.  /""]",c but  i think its got a little more relevance since they are around dangerous equipment and things like that and do have to exercise some quick judgment in the field  ,sv,FEMALE,3
"[""what is the nature of your company's business? /""]",what is the nature of your companys business ,qw,FEMALE,12
"[""{d well, } it's actually, {f uh, } - /""]",d well  its actually f uh   ,^h,MALE,27
['we do oil well services.  /'],we do oil well services  ,sd,MALE,1
"['{c so, } a lot of our clients are [ oil companies, + big oil companies, ]  /']",c so  a lot of our clients are  oil companies  big oil companies   ,sd,MALE,1
"['{c and } they go out to, - /']",c and  they go out to  ,sd,MALE,1
"[""<inhaling> we have engineers who, {f uh, } go out [ to the oil well, + <thumping> [ to the, + to the ] client's oil well, ] [ and, + and ] work with a lot of heavy equipment and put tools down the oil well and stuff,  /""]",inhaling we have engineers who f uh  go out  to the oil well  thumping  to the  to the  clients oil well   and  and  work with a lot of heavy equipment and put tools down the oil well and stuff  ,sd,MALE,1
"[""{c so } the clients are very concerned that, {d you know, } the engineers who go out there are adhering to their drug policy, because they're on [ their, + their, ] {d you know, } territory and everything,  /""]",c so  the clients are very concerned that d you know  the engineers who go out there are adhering to their drug policy because theyre on  their  their  d you know  territory and everything  ,sd,MALE,1
['{c but } --'],c but  ,sv,MALE,3
['{f um. } /'],f um  ,%,FEMALE,5
"[""-- the thing that's interesting is that [ i w-, + i'm an ] engineer [ and, + ] a software engineer  /""]", the thing thats interesting is that  i w  im an  engineer  and   a software engineer  ,+,MALE,0
"['{c and } i work in the software, {f uh, } house,  /']",c and  i work in the software f uh  house  ,sd,MALE,1
"['{c and } everybody there, {d you know, } are all software engineers.  /']",c and  everybody there d you know  are all software engineers  ,sd,MALE,1
"[""[ they've never, + {d you know, } they never ] go out to [ the, + the ] oil rigs or anything,  /""]", theyve never  d you know  they never  go out to  the  the  oil rigs or anything  ,sd,MALE,1
