utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d well, } what movies have you seen recently, valerie? /']",d well  what movies have you seen recently valerie ,qw,MALE,12
"[""let's see,  /""]",lets see  ,^h,FEMALE,27
['the last one we saw was thelma and louise. /'],the last one we saw was thelma and louise ,sd,FEMALE,1
"[""{f oh, } we haven't seen that one yet. /""]",f oh  we havent seen that one yet ,sd,MALE,1
"[""{d well, } don't bother <laughter>. /""]",d well  dont bother laughter ,ad,FEMALE,22
"[""<laughter> {f oh, } it wasn't that good. /""]",laughter f oh  it wasnt that good ,qy^d,MALE,16
"[""{d well, } {f oh, } from a woman's point of view  [ and + ] it was very, {f uh, } chauvinistic as far as women go.  /""]",d well  f oh  from a womans point of view   and   it was very f uh  chauvinistic as far as women go  ,sv,FEMALE,3
"['{f uh, } [ it was, + it was ] entertaining,  /']",f uh   it was  it was  entertaining  ,sd,FEMALE,1
"['{c but, }  yeah,  /']",c but   yeah  ,%,FEMALE,5
"[""i don't think the general audience [ would, + would ] go for it. /""]",i dont think the general audience  would  would  go for it ,sv,FEMALE,3
"['the most recent one that, {f uh, } my wife and i have seen was the city slicker. /']",the most recent one that f uh  my wife and i have seen was the city slicker ,sv,MALE,3
['how was that? /'],how was that ,qw,FEMALE,12
['that was excellent.  /'],that was excellent  ,sd,MALE,1
['it was --'],it was ,sd,MALE,1
"[""that is one i've been dying to see. /""]",that is one ive been dying to see ,sd,FEMALE,1
"['-- just [ a really, + a really ] funny movie.  /']", just  a really  a really  funny movie  ,+,MALE,0
"['at the same time, it had a story line about people trying to find themselves.  /']",at the same time it had a story line about people trying to find themselves  ,sd,MALE,1
['there were parts that were sad.  /'],there were parts that were sad  ,sd,MALE,1
"['{e i mean, } it just ran the gamut of emotion. /']",e i mean  it just ran the gamut of emotion ,sd,MALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
"['{c and, } -/']",c and  ,%,FEMALE,5
"['[ {c and, } + {c but } ] it was just [ enter-, + all around entertaining. ] /']", c and   c but   it was just  enter  all around entertaining  ,sd,MALE,1
['how long did that movie run? /'],how long did that movie run ,qw,FEMALE,12
"[""{f uh, } it's still on, to the best of my knowledge. /""]",f uh  its still on to the best of my knowledge ,sd,MALE,1
"['{c but, }  {e i mean, } time wise, how long,  /']",c but   e i mean  time wise how long  ,qw,FEMALE,12
['was it --'],was it ,qy,FEMALE,7
['{f oh. } /'],f oh  ,b,MALE,2
['-- two hour  /'], two hour  ,+,FEMALE,0
"['{c or, } -/']",c or  ,%,FEMALE,5
"[""{f uh, } [ it's, + i think it's ] less than two hours. /""]",f uh   its  i think its  less than two hours ,sd,MALE,1
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
"['okay,  /']",okay  ,bk,FEMALE,14
['okay. /'],okay ,bk,FEMALE,14
"['[ we, + we ] rented one recently that seemed to go on forever <laughter>. /']", we  we  rented one recently that seemed to go on forever laughter ,sd,MALE,1
"['<laughter> that always seems to happen when you rent them, {d you know } <laughter>. /']",laughter that always seems to happen when you rent them d you know  laughter ,sv,FEMALE,3
"['yeah,  /']",yeah  ,aa,MALE,4
"['{c but } this one, it was fairly long.  /']",c but  this one it was fairly long  ,sd,MALE,1
"[""[ i, + i'm ] guessing probably an hour and forty-five minutes, maybe. /""]", i  im  guessing probably an hour and fortyfive minutes maybe ,sd,MALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
"['{c and, }  {f uh, } it, -/']",c and   f uh  it ,%,FEMALE,5
['{c but } excellent acting by billy crystal and --'],c but  excellent acting by billy crystal and ,sd,MALE,1
"['was it, {f oh, } good. /']",was it f oh  good ,ba,FEMALE,6
"['bruno kirby, /']",bruno kirby ,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {f uh, } who was the, - /']", f uh  who was the  ,sd,MALE,1
"['{f oh, } jack palance had an excellent part in there as the old cowboy. /']",f oh  jack palance had an excellent part in there as the old cowboy ,sd,MALE,1
"['{f oh, } great. /']",f oh  great ,ba,FEMALE,6
['{c so } we really enjoyed that. /'],c so  we really enjoyed that ,sd,MALE,1
"[""{f oh, } {d well, } i'm looking forward to seeing that one.  /""]",f oh  d well  im looking forward to seeing that one  ,sd,FEMALE,1
"['that was next on our list,  /']",that was next on our list  ,sd,FEMALE,1
"['{c so, } {f uh, } -/']",c so  f uh  ,%,FEMALE,5
"['yeah,  /']",yeah  ,b,MALE,2
"['i think that, {f uh, } i can highly recommend that movie [ this, + ] to see. /']",i think that f uh  i can highly recommend that movie  this   to see ,sd,MALE,1
"['okay,  /']",okay  ,b,FEMALE,2
"['okay,  /']",okay  ,b,FEMALE,2
['good deal -- /'],good deal  ,ba,FEMALE,6
['yeah. /'],yeah ,b,MALE,2
['-- good deal.  /'], good deal  ,ba,FEMALE,6
"['do you rent movies very often,  /']",do you rent movies very often  ,qy,FEMALE,7
"['{c or, } -/']",c or  ,%,FEMALE,5
"['{f uh, } we generally rent a couple a week.  /']",f uh  we generally rent a couple a week  ,sd,MALE,1
"[""{f uh, } in order to get a decent movie to have on a weekend, you've got to rent it on thursday. /""]",f uh  in order to get a decent movie to have on a weekend youve got to rent it on thursday ,sv,MALE,3
['right. /'],right ,b,FEMALE,2
['<laughter>.'],laughter,x,MALE,8
['right. /'],right ,b,FEMALE,2
