utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['okay,  /']",okay  ,"fo_o_fw_""_by_bc",FEMALE,0
"[""it's pressed.  /""]",its pressed  ,sd,FEMALE,1
['are you still there? /'],are you still there ,qy,FEMALE,7
"[""i'm ready <laughter>. /""]",im ready laughter ,na,FEMALE,21
['okay <laughter>.  /'],okay laughter  ,bk,FEMALE,14
"[""{c so } what's, {f uh, }    things that you look for when you go out to dinner? /""]",c so  whats f uh     things that you look for when you go out to dinner ,qw,FEMALE,12
"['{f oh, } i just like a nice, quiet, nice atmosphere --']",f oh  i just like a nice quiet nice atmosphere ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- and of course good food <laughter>.  /'], and of course good food laughter  ,+,FEMALE,0
"[""[ that's always, + that's always ] a concern, but just a nice quiet easy place --""]", thats always  thats always  a concern but just a nice quiet easy place ,sd,FEMALE,1
['{f huh. } /'],f huh  ,b,FEMALE,2
['-- maybe candlelight something --'], maybe candlelight something ,+,FEMALE,0
"['-- just to relax, {d you know } --']", just to relax d you know  ,+,FEMALE,0
"[""-- because i don't really go out to dinner  that much,  /""]", because i dont really go out to dinner  that much  ,+,FEMALE,0
['{c so. } -/'],c so  ,%,FEMALE,5
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
"[""{d well, } we don't go out to dinner  that much either.  /""]",d well  we dont go out to dinner  that much either  ,sd,FEMALE,1
['we try to get out maybe {d like } once every month and a half or --'],we try to get out maybe d like  once every month and a half or ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- something like that,  /']", something like that  ,+,FEMALE,0
"[""{c but } i definitely  want to go to a place that's nice and clean, {d you know. } /""]",c but  i definitely  want to go to a place thats nice and clean d you know  ,sd,FEMALE,1
['right. /'],right ,b,FEMALE,2
"[""{f um, } i've been to some that's  been terrible.  /""]",f um  ive been to some thats  been terrible  ,sd,FEMALE,1
"['{d you know, } you see cockroaches crawling around and --']",d you know  you see cockroaches crawling around and ,sv,FEMALE,3
['oh <laughter>. /'],oh laughter ,b,FEMALE,2
"['-- <laughter> everything, {d you know. }  /']", laughter everything d you know   ,+,FEMALE,0
"[""{c but } i try to get one that's nice and  clean  /""]",c but  i try to get one thats nice and  clean  ,sd,FEMALE,1
"['{c and then } i like [ to, + ] {d you know, }  good food and good service. /']",c and then  i like  to   d you know   good food and good service ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
['{c so. } -/'],c so  ,%,FEMALE,5
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""where you don't feel rushed, {d you know } -- /""]",where you dont feel rushed d you know   ,sv,FEMALE,3
"['yeah,  /']",yeah  ,b,FEMALE,2
['right. /'],right ,b,FEMALE,2
"['-- {c and } you can just relax,  and --']", c and  you can just relax  and ,sv,FEMALE,3
"['right,  /']",right  ,b,FEMALE,2
['right. /'],right ,b,FEMALE,2
['-- stay as long as you want. /'], stay as long as you want ,+,FEMALE,0
['{c so } is there some nice places to go to eat in plano? /'],c so  is there some nice places to go to eat in plano ,qy,FEMALE,7
"['{d well, } nearby.  /']",d well  nearby  ,na,FEMALE,21
"[""we're almost in dallas.  /""]",were almost in dallas  ,sd,FEMALE,1
"[""we're just north of dallas. /""]",were just north of dallas ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c so } we have quite a bit  between us and there.   /'],c so  we have quite a bit  between us and there   ,sd,FEMALE,1
"[""it's about ten miles -- /""]",its about ten miles  ,sd,FEMALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- {c and } there is all kinds of  restaurants  /'], c and  there is all kinds of  restaurants  ,sd,FEMALE,1
"['{c and, } i had one that was a favorite for a long time,  /']",c and  i had one that was a favorite for a long time  ,sd,FEMALE,1
['{c and then } it changed  hands and doubled the prices  /'],c and then  it changed  hands and doubled the prices  ,sd,FEMALE,1
['{c and then }  it finally went out of business. /'],c and then   it finally went out of business ,sd,FEMALE,1
['{f um. } /'],f um  ,b,FEMALE,2
"['{d so, } {c but } it was really nice.  /']",d so  c but  it was really nice  ,sd,FEMALE,1
['it had a fireplace. /'],it had a fireplace ,sd,FEMALE,1
"['{f um, } that sounds beautiful. /']",f um  that sounds beautiful ,ba,FEMALE,6
"['yeah,  /']",yeah  ,aa,FEMALE,4
['it was really nice.  /'],it was really nice  ,sv,FEMALE,3
['they had entertainment sometimes  /'],they had entertainment sometimes  ,sd,FEMALE,1
['{c and } --'],c and  ,sd,FEMALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- you could just really relax there and enjoy it. /'], you could just really relax there and enjoy it ,+,FEMALE,0
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
['{d well. }'],d well ,sd,FEMALE,1
"[""{c but } it's gone <laughter>. /""]",c but  its gone laughter ,sd,FEMALE,1
['this is only a little small city.  /'],this is only a little small city  ,+,FEMALE,0
"['{f uh, }  we have, {f uh, } <cough> - /']",f uh   we have f uh  cough  ,%,FEMALE,5
"[""{e excuse me, } <cough> i didn't think my coughing would come back.  /""]",e excuse me  cough i didnt think my coughing would come back  ,sd,FEMALE,1
"[""{d anyhow, } we have only {d like } one, {f uh, } restaurant  that's kind of nice.  /""]",d anyhow  we have only d like  one f uh  restaurant  thats kind of nice  ,sd,FEMALE,1
"['{d you know, } they have prime rib on, {f uh, } weekends -- /']",d you know  they have prime rib on f uh  weekends  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c and then } they have about six miles  from here is called, a little city called wesley,  /']", c and then  they have about six miles  from here is called a little city called wesley  ,sd,FEMALE,1
"['{c and } they have a wesley hotel  there that they serve food,  /']",c and  they have a wesley hotel  there that they serve food  ,sd,FEMALE,1
"['{c and } the atmosphere there is really, really nice. /']",c and  the atmosphere there is really really nice ,sd,FEMALE,1
"[""{f oh, } that's nice. /""]",f oh  thats nice ,ba,FEMALE,6
"['{d so, } {c and then } if we really  want to, {d you know, } something different we go to modesto --']",d so  c and then  if we really  want to d you know  something different we go to modesto ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- which is like twenty minutes away. /'], which is like twenty minutes away ,+,FEMALE,0
['right. /'],right ,b,FEMALE,2
"[""{c but, } {f uh, } we don't have any fast foods  here in this small city <laughter>. /""]",c but  f uh  we dont have any fast foods  here in this small city laughter ,sd,FEMALE,1
['that is probably very fortunate for you.  /'],that is probably very fortunate for you  ,sv,FEMALE,3
['do you have kids? /'],do you have kids ,qy,FEMALE,7
['do i have kids? /'],do i have kids ,br,FEMALE,30
['yeah. /'],yeah ,ny,FEMALE,9
"['{d well, } i have a son,  /']",d well  i have a son  ,na,FEMALE,21
"[""{c but } he's grown up. /""]",c but  hes grown up ,sd,FEMALE,1
"['{f oh, } {c because } i have a twelve year  old that would eat a happy meal every night, {d you know, }  /']",f oh  c because  i have a twelve year  old that would eat a happy meal every night d you know   ,sd,FEMALE,1
['{c and } --'],c and  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- now's she's graduated to two cheeseburgers,  /""]", nows shes graduated to two cheeseburgers  ,+,FEMALE,0
"[""<laughter> {c so } something's happened here,  /""]",laughter c so  somethings happened here  ,sd,FEMALE,1
"[""[ {c but, } + {c but, } ] {f um, } {d you know, }  mcdonald's is definitely at the top of her list,  /""]", c but   c but   f um  d you know   mcdonalds is definitely at the top of her list  ,sd,FEMALE,1
['{c and } i hate these places. /'],c and  i hate these places ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,FEMALE,2
"[""all the kids seem to love  mcdonald's don't they, {d you know. } /""]",all the kids seem to love  mcdonalds dont they d you know  ,qy,FEMALE,7
"['uh-huh,  /']",uhhuh  ,ny,FEMALE,9
"['they do,  /']",they do  ,na,FEMALE,21
"[""{c and } i don't think  there's an ounce of <laughter> nutritional value in anything they have. /""]",c and  i dont think  theres an ounce of laughter nutritional value in anything they have ,sv,FEMALE,3
"['no,  /']",no  ,aa,FEMALE,4
"['no,  /']",no  ,aa,FEMALE,4
"[""i'm sure there isn't. /""]",im sure there isnt ,sd,FEMALE,1
"['{d well, } we have all kinds of fast foods everywhere  around -- /']",d well  we have all kinds of fast foods everywhere  around  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c and } [ it's really, + it's tempting ]  when you come home from work  /""]", c and   its really  its tempting   when you come home from work  ,sv,FEMALE,3
"[""{c and } you're tired  /""]",c and  youre tired  ,sv,FEMALE,3
"['{c and, } {d you know, } you just are  tempted to give in to that,  /']",c and  d you know  you just are  tempted to give in to that  ,sv,FEMALE,3
['{c and } it costs a lot of money to do it too. /'],c and  it costs a lot of money to do it too ,sv,FEMALE,3
['# i know. # /'], i know  ,ba,FEMALE,6
"['# {d you know, } it # adds up  /']", d you know  it  adds up  ,sv,FEMALE,3
"[""{c and } it's not healthy,  /""]",c and  its not healthy  ,sv,FEMALE,3
"['{c and } i really got into that habit for a while,  /']",c and  i really got into that habit for a while  ,sd,FEMALE,1
['{c but } i got out of it again because --'],c but  i got out of it again because ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
['-- i just felt like --'], i just felt like ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
['-- it was just too unhealthy. /'], it was just too unhealthy ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c so. } -/'],c so  ,%,FEMALE,5
"[""{d well, } let's see, what else can we talk about?  <laughter>. /""]",d well  lets see what else can we talk about  laughter ,qw,FEMALE,12
"[""<laughter>  {d well, } how's california today?  <laughter>. /""]",laughter  d well  hows california today  laughter ,qo,FEMALE,25
"[""{f oh, } it's foggy and cold here. /""]",f oh  its foggy and cold here ,sd,FEMALE,1
['is it?  /'],is it  ,bh,FEMALE,18
"[""that's what i've heard, yeah. /""]",thats what ive heard yeah ,sd,FEMALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
['yeah  /'],yeah  ,b,FEMALE,2
"[""{c and } it's. -/""]",c and  its ,%,FEMALE,5
['have you always lived there? /'],have you always lived there ,qy,FEMALE,7
['i came from iowa when i was sixteen -- /'],i came from iowa when i was sixteen  ,na,FEMALE,21
['oh. /'],oh ,bk,FEMALE,14
"[""-- {c so } i've lived out in california  for a long, long time. /""]", c so  ive lived out in california  for a long long time ,sd,FEMALE,1
['{c and } you like it? /'],c and  you like it ,qy^d,FEMALE,16
"['yeah,  /']",yeah  ,ny,FEMALE,9
['i like it real well. /'],i like it real well ,sd,FEMALE,1
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""we've been. /""]",weve been ,%,FEMALE,5
"['we used to live in  oakland,  /']",we used to live in  oakland  ,sd,FEMALE,1
['{c so } we used to have a  lot more restaurants to go to there --'],c so  we used to have a  lot more restaurants to go to there ,sd,FEMALE,1
"['{f oh, } yeah. /']",f oh  yeah ,b,FEMALE,2
"['-- {d you know, }  /']", d you know   ,+,FEMALE,0
"['{c but, } {f uh, } then i quit  work and everything  /']",c but  f uh  then i quit  work and everything  ,sd,FEMALE,1
['{c and } i bought a house.  /'],c and  i bought a house  ,sd,FEMALE,1
"['i had a condo in oakland,  /']",i had a condo in oakland  ,sd,FEMALE,1
"['{c so, } right in chinatown,  so  we went to lots of [ restaurants + --']",c so  right in chinatown  so  we went to lots of  restaurants  ,sd,FEMALE,1
"['{f oh, } that would be fun. /']",f oh  that would be fun ,ba,FEMALE,6
"['-- chinese restaurants, ]  /']", chinese restaurants   ,+,FEMALE,0
"['{c and } they were  really good,  /']",c and  they were  really good  ,sd,FEMALE,1
['i really miss them. # {d you know. } # /'],i really miss them  d you know   ,sd,FEMALE,1
['# yeah.  /'], yeah  ,b,FEMALE,2
['#  do you miss living there? /'],  do you miss living there ,qy,FEMALE,7
"['{f uh, } no,  /']",f uh  no  ,nn,FEMALE,13
"[""i really don't miss --""]",i really dont miss ,sd,FEMALE,1
['# no. # /'], no  ,b^m,FEMALE,24
['-- # living there.  /'],  living there  ,+,FEMALE,0
['# i just like to go in  there and have a nice chinese --'], i just like to go in  there and have a nice chinese ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['-- dinner once in a while, {d you know. } /']", dinner once in a while d you know  ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
"['{c but, } {f uh, } as far as missing living  there, no. /']",c but  f uh  as far as missing living  there no ,sd,FEMALE,1
['{f um. } /'],f um  ,%,FEMALE,5
"[""it's close enough if i wanted to go  there, to san francisco for dinner or  something, why, {d you know, }  an hour and fifteen minutes we could be there and --""]",its close enough if i wanted to go  there to san francisco for dinner or  something why d you know   an hour and fifteen minutes we could be there and ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['-- {d you know, } have dinner and then come on back.  /']", d you know  have dinner and then come on back  ,+,FEMALE,0
"['{c but, } {f uh, } have you ever been to california? /']",c but  f uh  have you ever been to california ,qy,FEMALE,7
"['{f oh, } yeah,  /']",f oh  yeah  ,ny,FEMALE,9
['i go all the time. /'],i go all the time ,sd,FEMALE,1
['{f oh } really? /'],f oh  really ,bh,FEMALE,18
"['yeah,  /']",yeah  ,ny,FEMALE,9
['{d well } i have a twenty-one year old  daughter in college there -- /'],d well  i have a twentyone year old  daughter in college there  ,sd,FEMALE,1
['{f um. } /'],f um  ,%,FEMALE,5
"['-- {c and } she, {f um, } is a world  champion twirler -- /']", c and  she f um  is a world  champion twirler  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- {c and } her coach is in california.  /'], c and  her coach is in california  ,sd,FEMALE,1
['{c so }  she went there for six years. /'],c so   she went there for six years ,sd,FEMALE,1
['{f um. } /'],f um  ,%,FEMALE,5
['{c so } i went out a lot with her. /'],c so  i went out a lot with her ,sd,FEMALE,1
"['uh-huh,  /']",uhhuh  ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and, } {f uh, } yeah,  /']",c and  f uh  yeah  ,ny,FEMALE,9
['i know california pretty well. /'],i know california pretty well ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and } i love it, #  /']",c and  i love it   ,sd,FEMALE,1
['{c and } # --'],c and   ,sd,FEMALE,1
"[""-- we tug back and forth who's going to move,  /""]", we tug back and forth whos going to move  ,+,FEMALE,0
"[""{c but } i think he's going to move because i'm the person with more to lose here. /""]",c but  i think hes going to move because im the person with more to lose here ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['i have my twelve year old in school -- /'],i have my twelve year old in school  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c and } she's happy.  /""]", c and  shes happy  ,sd,FEMALE,1
"['she always lived here in the south,  /']",she always lived here in the south  ,sd,FEMALE,1
"['{c and } i have my house,  /']",c and  i have my house  ,sd,FEMALE,1
['{c so } --'],c so  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- i have too much to lose, /']", i have too much to lose ,+,FEMALE,0
