utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""{d well, } i'm, - /""]",d well  im  ,%,FEMALE,5
['are you there? /'],are you there ,qy,FEMALE,7
"['yes,  /']",yes  ,ny,MALE,9
['yes. /'],yes ,ny,MALE,9
['okay.   /'],okay   ,b,FEMALE,2
"[""i'm sure that i probably, {f uh, } prescribe to different magazines ones  that you do <laughter>.  /""]",im sure that i probably f uh  prescribe to different magazines ones  that you do laughter  ,sv,FEMALE,3
['different set <laughter> <noise>. /'],different set laughter noise ,aa,MALE,4
"['{f uh, } i also take better homes and gardens. /']",f uh  i also take better homes and gardens ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['<swallowing> i like that.  /'],swallowing i like that  ,sd,FEMALE,1
"['{c and then, } {f uh, } my husband, he just, {f uh, } subscribed to a wood, - /']",c and then  f uh  my husband he just f uh  subscribed to a wood  ,sd,FEMALE,1
['he just started a woodwork  /'],he just started a woodwork  ,sd,FEMALE,1
['{c so } he just sent away to get some woodworking books. /'],c so  he just sent away to get some woodworking books ,sd,FEMALE,1
['oh.  /'],oh  ,b,MALE,2
['#  ((   )) . #'],       ,x,MALE,8
"['# {d so } # what kind do you, {f uh, } get? /']", d so   what kind do you f uh  get ,qw,FEMALE,12
['{d well } i have a bunch of computer journals --'],d well  i have a bunch of computer journals ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- because i'm in computer science  /""]", because im in computer science  ,+,MALE,0
"[""{c but } beyond that, {f uh, } lately i've been reading, - /""]",c but  beyond that f uh  lately ive been reading  ,sd,MALE,1
"[""i've always liked the new yorker. /""]",ive always liked the new yorker ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['uh-huh. /'],uhhuh ,b,FEMALE,2
['#  ((   ))  my # --'],       my  ,sd,MALE,1
"['# is it, # -/']", is it  ,qy,FEMALE,7
"['-- wife also gets a lot of the food magazines.  bon appetite, and food # and wine and gourmet. # /']", wife also gets a lot of the food magazines  bon appetite and food  and wine and gourmet  ,+,MALE,0
"['# yeah,  /']", yeah  ,b,FEMALE,2
['i used to # take that.  /'],i used to  take that  ,sd,FEMALE,1
['right. /'],right ,b,FEMALE,2
