utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay. /'],okay ,"fo_o_fw_""_by_bc",FEMALE,0
['okay.  /'],okay  ,"fo_o_fw_""_by_bc",MALE,0
"[""{d well, } {f uh, } {d anyways, } i'm not exactly sure  /""]",d well  f uh  d anyways  im not exactly sure  ,sd,MALE,1
"[""[ i, + i ] wasn't really, {f uh, } paying attention as to what particular, {f uh, } parts of capital punishment we're supposed to talk about,  /""]", i  i  wasnt really f uh  paying attention as to what particular f uh  parts of capital punishment were supposed to talk about  ,sd,MALE,1
"[""{c but } it was, {f uh, } basically what's your views on, whether you thought there was certain cases that should be used, that sort of thing? /""]",c but  it was f uh  basically whats your views on whether you thought there was certain cases that should be used that sort of thing ,qo,MALE,25
['yeah. /'],yeah ,b,FEMALE,2
['right.  /'],right  ,b,MALE,2
"[""{c and, } {f uh, } i don't know,  /""]",c and  f uh  i dont know  ,h,MALE,15
"[""[ i've, + i've ] always thought that any, {f uh, } crime [ that, + {f uh, } that, ] {f uh, } intentionally where someone goes out and  premeditatively takes another life would be the ones where i think that capital punishment would be necessary to keep that person from perhaps, {f uh, } doing it again, and even more so to get people on the outside who are professionals to realize that, {d you know, } there's [ a, + a ] very steep penalty to, {f uh, } be paid --""]", ive  ive  always thought that any f uh  crime  that  f uh  that  f uh  intentionally where someone goes out and  premeditatively takes another life would be the ones where i think that capital punishment would be necessary to keep that person from perhaps f uh  doing it again and even more so to get people on the outside who are professionals to realize that d you know  theres  a  a  very steep penalty to f uh  be paid ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- when that's done,  /""]", when thats done  ,+,MALE,0
"['{c and, } {f uh. }  yeah,  /']",c and  f uh   yeah  ,%,MALE,5
['how do you feel about it? /'],how do you feel about it ,qo,MALE,25
"['{f uh, } i believe in it, too <laughter>. /']",f uh  i believe in it too laughter ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""i'm catholic  /""]",im catholic  ,sd,FEMALE,1
"[""{c and } we're not supposed to,  /""]",c and  were not supposed to  ,sd,FEMALE,1
"['{c but, } {f uh, } i feel that it, - /']",c but  f uh  i feel that it  ,%,FEMALE,5
"['like you, - /']",like you  ,%,FEMALE,5
"[""{d you know, } on the premeditated murders i feel [ if you're, + {d you know, } {e i mean, } if ] it's beyond a doubt that you did it, {d you know } --""]",d you know  on the premeditated murders i feel  if youre  d you know  e i mean  if  its beyond a doubt that you did it d you know  ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
['-- i would say go ahead and execute that person as well. /'], i would say go ahead and execute that person as well ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,MALE,2
"[""{c but, } it's the cases, {d you know, } like sometimes you, {d you know, } you hear of people that they say they went to jail falsely, {d you know, }  /""]",c but  its the cases d you know  like sometimes you d you know  you hear of people that they say they went to jail falsely d you know   ,sv,FEMALE,3
"[""they really didn't do it.  /""]",they really didnt do it  ,sv,FEMALE,3
"[""{d well, } {d you know, } [ [ you, + you ] got, + you got ] that point well, [ h-, + ] {d you know, } [ what, + what ] if a mistake is made and you put someone, {d you know, } to death that really didn't do it. /""]",d well  d you know    you  you  got  you got  that point well  h   d you know   what  what  if a mistake is made and you put someone d you know  to death that really didnt do it ,qh,FEMALE,26
"['right,  /']",right  ,b,MALE,2
['exactly. /'],exactly ,aa,MALE,4
"[""there's always that chance,  /""]",theres always that chance  ,sv,FEMALE,3
"[""i don't know,  /""]",i dont know  ,h,FEMALE,15
"['{c but, } i would say that, {d you know, } for that many people to all of them agree that you did it and it was premeditated, it would be kind of hard for, {d you know, } -/']",c but  i would say that d you know  for that many people to all of them agree that you did it and it was premeditated it would be kind of hard for d you know  ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
