utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""{f um, } i don't,  /""]",f um  i dont  ,"fo_o_fw_""_by_bc",FEMALE,0
['i am only twenty-eight  /'],i am only twentyeight  ,sd,FEMALE,1
"[""{c and } i haven't  had much experience with nursing homes.  /""]",c and  i havent  had much experience with nursing homes  ,sd,FEMALE,1
"[""[ i don't, + i have never ] visited any of  them  /""]", i dont  i have never  visited any of  them  ,sd,FEMALE,1
"[""{c and, }  {f uh, } i don't think i've ever even been in one.  /""]",c and   f uh  i dont think ive ever even been in one  ,sd,FEMALE,1
['have you? /'],have you ,qy,FEMALE,7
"[""{f um, } {d actually } [ [ i have, + {f um, } i've, ] + i've ]  been in them but, {f um, } just visiting  /""]",f um  d actually    i have  f um  ive   ive   been in them but f um  just visiting  ,na,FEMALE,21
"['{c and, }  {f uh, } we used to g-, when we were {d like } [ in, + in ]  our  (( teen ages ))  /']",c and   f uh  we used to g when we were d like   in  in   our   teen ages   ,sd,FEMALE,1
"[""we'd go on sundays and visit, {d you know, } the older people.  /""]",wed go on sundays and visit d you know  the older people  ,sd,FEMALE,1
"['{c but, }  {f um, }  i have an elderly grandma that lives with us. /']",c but   f um   i have an elderly grandma that lives with us ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""{c and } she's lived with us for {d like } five years.  /""]",c and  shes lived with us for d like  five years  ,sd,FEMALE,1
"['{c so } i kind of know [ how it is to, + how to ] decide if you want to put somebody in a rest  home  /']",c so  i kind of know  how it is to  how to  decide if you want to put somebody in a rest  home  ,sd,FEMALE,1
"[""{c or, }  {f um, } {d like } [ we, +   {e i mean } we've ] had those discussions, {d you know, }  about should we put her in [ or + ]  because she's pretty senile  /""]",c or   f um  d like   we    e i mean  weve  had those discussions d you know   about should we put her in  or    because shes pretty senile  ,sd,FEMALE,1
"['{c and } <laughter>, -/']",c and  laughter ,%,FEMALE,5
"['{c and } [ it, +  it ] takes a lot of care  /']",c and   it   it  takes a lot of care  ,sv,FEMALE,3
"['{d like }  twenty-four hours a day someone,']",d like   twentyfour hours a day someone,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['has to be,']",has to be,+,FEMALE,0
"[""it's rea-, -/""]",its rea ,%,FEMALE,5
"[""{d well, } there's someone in [ my, + my ] fiancee's  family.  /""]",d well  theres someone in  my  my  fiancees  family  ,+,FEMALE,0
"[""his grandmother too and   they're, [ that hi-, + ] her son, his uncle,  whatever, {d you know, } {d anyway. } -/""]",his grandmother too and   theyre  that hi   her son his uncle  whatever d you know  d anyway  ,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
"[""[ [ he, + he has, ] + he's ] recently retired  /""]",  he  he has   hes  recently retired  ,sd,FEMALE,1
"[""{c and so } he's the one who she moved in with when she had a stroke  /""]",c and so  hes the one who she moved in with when she had a stroke  ,sd,FEMALE,1
"['[ {c and, } +  {c and } ] all the other children  are working or whatever. /']", c and    c and   all the other children  are working or whatever ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""they're all my parents age.  /""]",theyre all my parents age  ,sd,FEMALE,1
"[""[ {c and, } + {f uh, } {c so } ] he's got, {d you know, } his retirement though is really twenty-four hours a day.  /""]", c and   f uh  c so   hes got d you know  his retirement though is really twentyfour hours a day  ,sd,FEMALE,1
['they have a day care two days a week.  /'],they have a day care two days a week  ,sd,FEMALE,1
['they call it senior citizen day care.  /'],they call it senior citizen day care  ,sd,FEMALE,1
['{c but } she goes in the senior citizen center. /'],c but  she goes in the senior citizen center ,sd,FEMALE,1
"['{f oh, } really? /']",f oh  really ,bh,FEMALE,18
"['{c so } [ sh-, +  he ] gets a break two days a  week  /']",c so   sh   he  gets a break two days a  week  ,sd,FEMALE,1
"[""{c but } it's only for like two or three hours at a time. /""]",c but  its only for like two or three hours at a time ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
