utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['hi <<very faint>>. /'],hi very faint ,fp,MALE,32
['okay.  /'],okay  ,"fo_o_fw_""_by_bc",FEMALE,0
"['do you work with a company that, {f uh, }  gives drug testing <sniffing>? /']",do you work with a company that f uh   gives drug testing sniffing ,qy,FEMALE,7
['sort of.  /'],sort of  ,na,MALE,21
"[""[ i'm a, + i'm ] a student  /""]", im a  im  a student  ,sd,MALE,1
"['{c but, } {f uh, }']",c but  f uh ,sd,MALE,1
['<throat_clearing>.'],throatclearing,x,FEMALE,8
"[""i'm in the national guard  /""]",im in the national guard  ,+,MALE,0
['{c and } they do a little  bit of drug testing. /'],c and  they do a little  bit of drug testing ,sd,MALE,1
"['{f oh, } they do? /']",f oh  they do ,bh,FEMALE,18
['yeah. /'],yeah ,ny,MALE,9
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
"['what, {f uh, } - /']",what f uh   ,%,FEMALE,5
['did they do that before you went in or what? /'],did they do that before you went in or what ,qy,FEMALE,7
"['{f uh, } [ they, + they ] do it before you go in/']",f uh   they  they  do it before you go in,na,MALE,21
"[""{c and, } occasionally they'll have [ a, + a ] random urinalysis. /""]",c and  occasionally theyll have  a  a  random urinalysis ,sd,MALE,1
"['{f oh, } they will, huh? /']",f oh  they will huh ,qy,FEMALE,7
['yeah.  /'],yeah  ,ny,MALE,9
"[""{c so } you can't be smoking marijuana  [ in, + in ] the military anymore <laughter>. /""]",c so  you cant be smoking marijuana   in  in  the military anymore laughter ,sd,MALE,1
['oh.  /'],oh  ,b,FEMALE,2
['okay.  /'],okay  ,b,FEMALE,2
"[""{d well, } i've, - /""]",d well  ive  ,%,FEMALE,5
"['i worked, - /']",i worked  ,sd,FEMALE,1
"[""i don't work right now because my company i worked for, p i e, went bankrupt -- /""]",i dont work right now because my company i worked for p i e went bankrupt  ,sd,FEMALE,1
['oh. /'],oh ,b,MALE,2
"['-- {c but, } {f uh, } they was getting a program set up, that for all new hires they was going drug, {f uh, } give them drug tests. -/']", c but  f uh  they was getting a program set up that for all new hires they was going drug f uh  give them drug tests ,sd,FEMALE,1
['oh. /'],oh ,b,MALE,2
"[""{c but, } {f uh, } they didn't hire very many new hires because all the people that usually work there, {d you know, } just stayed there  because [ it was, + ] they had been there for a long, long time. /""]",c but  f uh  they didnt hire very many new hires because all the people that usually work there d you know  just stayed there  because  it was   they had been there for a long long time ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['{c but, } {f uh, } <swallowing> {d actually, }  i think they should do it. /']",c but  f uh  swallowing d actually   i think they should do it ,sv,FEMALE,3
"['yeah,  /']",yeah  ,aa,MALE,4
"['[ i, + i ] believe they should too. /']", i  i  believe they should too ,sv,MALE,3
"[""{d you know, } {f uh, } i don't think anybody needs anybody [ that's, + ] to be working for them that's on drugs --""]",d you know  f uh  i dont think anybody needs anybody  thats   to be working for them thats on drugs ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
['-- of any kind <laughter> {d you know. } /'], of any kind laughter d you know  ,+,FEMALE,0
"['yeah,  /']",yeah  ,aa,MALE,4
['definitely. /'],definitely ,aa,MALE,4
"[""{c but, } {f uh, } i don't know whether i believe that they should just randomly do it.  /""]",c but  f uh  i dont know whether i believe that they should just randomly do it  ,sv,FEMALE,3
"[""i think they should kind of warn them,  like, {d you know, } {d well } we're going to do that or maybe tell them before they do get hired, {d you know } --""]",i think they should kind of warn them  like d you know  d well  were going to do that or maybe tell them before they do get hired d you know  ,sv,FEMALE,3
['# oh. # /'], oh  ,b,MALE,2
['-- # that # this is what is going to happen. #  /'],  that  this is what is going to happen   ,+,FEMALE,0
['{c and } # --'],c and   ,^q,FEMALE,19
"['# {f uh, } # /']", f uh   ,b,MALE,2
"[""-- {c then } if you don't like it, why  then, {d you know, } you'll have to go look for a job someplace else. /""]", c then  if you dont like it why  then d you know  youll have to go look for a job someplace else ,+,FEMALE,0
"['{c but } after you, - /']",c but  after you  ,%,MALE,5
"['you have,']",you have,sv,MALE,3
['<throat_clearing>.'],throatclearing,x,FEMALE,8
['to do randomly otherwise people will cheat. /'],to do randomly otherwise people will cheat ,+,MALE,0
"['{d well, } i suppose you are right there too, {d you know. } /']",d well  i suppose you are right there too d you know  ,aa,FEMALE,4
['yeah. /'],yeah ,b,MALE,2
"['{f uh, } # personally i, # -/']",f uh   personally i  ,%,FEMALE,5
