utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['you bet.   /'],you bet   ,"fo_o_fw_""_by_bc",MALE,0
['they tell you our topic? /'],they tell you our topic ,qy,MALE,7
"['{f uh, } pets. /']",f uh  pets ,na,FEMALE,21
"[""you've got it.  /""]",youve got it  ,sd,MALE,1
['do you have pets? /'],do you have pets ,qy,FEMALE,7
"['yes,  /']",yes  ,ny,MALE,9
['we do.  /'],we do  ,sd,MALE,1
"['{f uh, } my wife and i have a dog that soon be eight years old,  /']",f uh  my wife and i have a dog that soon be eight years old  ,sd,MALE,1
"['{c and } we have [ a, + a ] cat, which is, {f uh, } i guess about five years old. /']",c and  we have  a  a  cat which is f uh  i guess about five years old ,sd,MALE,1
"['{f oh, } my goodness. /']",f oh  my goodness ,ba,FEMALE,6
['how about you guys? /'],how about you guys ,qo,MALE,25
['we have three dogs and --'],we have three dogs and ,sd,FEMALE,1
['three dogs. /'],three dogs ,b^m,MALE,24
['-- two birds at this point. /'], two birds at this point ,+,FEMALE,0
"['{c and } two bi-, - /']",c and  two bi  ,b^m,MALE,24
['what kind of birds do you have? /'],what kind of birds do you have ,qw,MALE,12
['parakeets. /'],parakeets ,sd,FEMALE,1
"['no, kidding.  /']",no kidding  ,ba,MALE,6
"['[ en-, + enjoy  ] them?  /']", en  enjoy   them  ,qy,MALE,7
"['{f oh, } have a ball with them. /']",f oh  have a ball with them ,sd,FEMALE,1
['you let them out and let them fly around and everything? /'],you let them out and let them fly around and everything ,qy,MALE,7
"['{d well, } no,  /']",d well  no  ,nn,FEMALE,13
['because my dogs <laughter> chase them. /'],because my dogs laughter chase them ,sd,FEMALE,1
['okay. /'],okay ,bk,MALE,14
['{c so } in order to have the birds not stuffed i have to keep them in their --'],c so  in order to have the birds not stuffed i have to keep them in their ,sd,FEMALE,1
"['you-, -/']",you ,%,MALE,5
['-- cages. /'], cages ,+,FEMALE,0
"['{d you know, } this is like a cruelty joke,  /']",d you know  this is like a cruelty joke  ,sv,MALE,3
"[""{c and } i apologize if you're a bird lover,  /""]",c and  i apologize if youre a bird lover  ,fa,MALE,42
"['{c but, } {f uh, } we had a parakeet.']",c but  f uh  we had a parakeet,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['and, my fault, put up our first electric fan.']",and my fault put up our first electric fan,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['and never thought about it.  /'],and never thought about it  ,+,MALE,0
['knocked that parakeet <laughter> right out of the air. /'],knocked that parakeet laughter right out of the air ,sd,MALE,1
"['{d well, } we had that happen once, {f um, }  /']",d well  we had that happen once f um   ,sd,FEMALE,1
