utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""{d well, } i'm talking to you from dallas.  /""]",d well  im talking to you from dallas  ,sd,FEMALE,1
['what part of the country are you in? /'],what part of the country are you in ,qw,FEMALE,12
"[""<talking> {f oh, } {d boy, } this is going to be tough, i'm in plano <laughter>. /""]",talking f oh  d boy  this is going to be tough im in plano laughter ,sd,MALE,1
"['<laughter> {d well, } we can, {f uh, } complain together (( or swear )) we can complain together about the humidity <laughter>. /']",laughter d well  we can f uh  complain together  or swear  we can complain together about the humidity laughter ,ad,FEMALE,22
['exactly.  /'],exactly  ,aa,MALE,4
"[""i guess the weather hasn't been too different between us. /""]",i guess the weather hasnt been too different between us ,qy^d,MALE,16
"['no,  /']",no  ,nn,FEMALE,13
"[""i don't think so,  /""]",i dont think so  ,ng,FEMALE,29
"[""i wouldn't think,  /""]",i wouldnt think  ,ng,FEMALE,29
['yeah.  /'],yeah  ,%,FEMALE,5
"['i, -/']",i ,%,FEMALE,5
"['w-, - /']",w  ,%,MALE,5
['what part of dallas are you from? /'],what part of dallas are you from ,qw,MALE,12
['far north dallas <laughter>. /'],far north dallas laughter ,sd,FEMALE,1
"['{f oh, } north dallas. /']",f oh  north dallas ,b^m,MALE,24
"['yeah,  /']",yeah  ,aa,FEMALE,4
['about a half a mile from plano <laughter>. /'],about a half a mile from plano laughter ,sd,FEMALE,1
"['{d well, } jeez. /']",d well  jeez ,ba,MALE,6
"[""# {c so } we're in the, # -/""]", c so  were in the  ,sd,FEMALE,1
"[""# {d well } then you've been # getting quite a bit of rain also. /""]", d well  then youve been  getting quite a bit of rain also ,qy^d,MALE,16
"['yeah,  /']",yeah  ,ny,FEMALE,9
"[""it's been very, very rainy, i know.  /""]",its been very very rainy i know  ,sd,FEMALE,1
['{f oh } -- /'],f oh   ,%,FEMALE,5
['how about that.  /'],how about that  ,bh,MALE,18
['how does it compare to the years past? /'],how does it compare to the years past ,qw,MALE,12
"[""-- {f um, } i don't know, i haven't lived here, {a let's see, } we [ m-, + ] lived out of state in wisconsin  /""]", f um  i dont know i havent lived here a lets see  we  m   lived out of state in wisconsin  ,sd,FEMALE,1
"['{c and } we just c-, - /']",c and  we just c  ,sd,FEMALE,1
"['we lived here  ten years ago,  /']",we lived here  ten years ago  ,sd,FEMALE,1
"['{c and } when we first lived here, [ we l-, + ] we were in garland, east richardson,']",c and  when we first lived here  we l   we were in garland east richardson,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""and, {f um, } doesn't seem like it was quite as humid. /""]",and f um  doesnt seem like it was quite as humid ,+,FEMALE,0
['oh. /'],oh ,b,MALE,2
"[""{c and, } i don't know, then [ we went, + ] we lived in, {f uh, } madison, wisconsin for five years, {f um, } for my husband's [ schooling, a-, +  graduate schooling, ]  /""]",c and  i dont know then  we went   we lived in f uh  madison wisconsin for five years f um  for my husbands  schooling a   graduate schooling   ,sd,FEMALE,1
"['{c and } it just, - /']",c and  it just  ,%,FEMALE,5
