utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['where do you get most of your news? /'],where do you get most of your news ,qw,FEMALE,12
"['i watch the macneil lehrer news hour,  /']",i watch the macneil lehrer news hour  ,sd,MALE,1
['{c and } i subscribe to the paper on the weekends. /'],c and  i subscribe to the paper on the weekends ,sd,MALE,1
"['[ where, + where ] are you? /']", where  where  are you ,qw,FEMALE,12
"[""i'm in dallas. /""]",im in dallas ,sd,MALE,1
"['{f oh, } yeah. /']",f oh  yeah ,bk,FEMALE,14
['are you in dallas also? /'],are you in dallas also ,qy,MALE,7
"['no,  /']",no  ,nn,FEMALE,13
"[""i'm in san antonio. /""]",im in san antonio ,sd,FEMALE,1
"['{f oh, } really,  /']",f oh  really  ,b,MALE,2
['okay. /'],okay ,bk,MALE,14
['i get my news from a combination of sources.  /'],i get my news from a combination of sources  ,sd,FEMALE,1
['i take the paper every day -- /'],i take the paper every day  ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- {c and } i read it on the way in to work [ on the, + in a ] carpool. /']", c and  i read it on the way in to work  on the  in a  carpool ,sd,FEMALE,1
"['{f oh, } really. /']",f oh  really ,bh,MALE,18
['uh-huh.  /'],uhhuh  ,ny,FEMALE,9
"['[ {c and, } + {f uh, } {c and } ] [ i watch the, + {f uh, } actually i watch the ] morning news before i leave for work.  /']", c and   f uh  c and    i watch the  f uh  actually i watch the  morning news before i leave for work  ,sd,FEMALE,1
"[""{c and then, } {d you know, } usually over lunch, there'll be a big topic of conversation on something --""]",c and then  d you know  usually over lunch therell be a big topic of conversation on something ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['-- from the news. /'], from the news ,+,FEMALE,0
"[""i normally find that {f uh, } [ i-, + i'm ] probably the most, {f um, } news hungry of my friends,  /""]",i normally find that f uh   i  im  probably the most f um  news hungry of my friends  ,sd,MALE,1
"[""{c so } [ i don't, + we don't ] normally talk about the news at lunch.  /""]",c so   i dont  we dont  normally talk about the news at lunch  ,sd,MALE,1
"['[ i, + i ] find that i have to only subscribe to the paper on the weekend, simply because i used to get it during the week -- /']", i  i  find that i have to only subscribe to the paper on the weekend simply because i used to get it during the week  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- {c but, } {f um, } i would always end up arriving at work late, because i would always end up skimming the headlines, spending too much time,']", c but  f um  i would always end up arriving at work late because i would always end up skimming the headlines spending too much time,sd,MALE,1
['<laughter>.'],laughter,x,FEMALE,8
['reading it in the morning. /'],reading it in the morning ,+,MALE,0
