utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d well, } do you watch much t v? /']",d well  do you watch much t v ,qy,FEMALE,7
"['{d well, } i watch in the evening with my kids <tv>. /']",d well  i watch in the evening with my kids tv ,na,FEMALE,21
['your kids.  /'],your kids  ,bf,FEMALE,20
['how many kids do you have? /'],how many kids do you have ,qw,FEMALE,12
['i have four children. /'],i have four children ,sd,FEMALE,1
"['{f oh, } goodness. /']",f oh  goodness ,ba,FEMALE,6
['<laughter>.'],laughter,x,FEMALE,8
['i have got two. /'],i have got two ,sd,FEMALE,1
"['{d well, } -/']",d well  ,%,FEMALE,5
['that is about all i want <laughter>. /'],that is about all i want laughter ,sd,FEMALE,1
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""it keeps you busy, doesn't it? /""]",it keeps you busy doesnt it ,qy,FEMALE,7
"['yeah,  /']",yeah  ,ny,FEMALE,9
['they do.  /'],they do  ,sd,FEMALE,1
['they are still babies. /'],they are still babies ,sd,FEMALE,1
"['{f uh, } my children like to watch sesame street.  /']",f uh  my children like to watch sesame street  ,sd,FEMALE,1
"['i watch with them every once in a while,  /']",i watch with them every once in a while  ,sd,FEMALE,1
['{c but } that is not my favorite programs. /'],c but  that is not my favorite programs ,sd,FEMALE,1
"['{f oh, } {d well. }  we have only get two channels.  /']",f oh  d well   we have only get two channels  ,sd,FEMALE,1
['we do not have cable. /'],we do not have cable ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c but } i am not crazy about t v much.  /'],c but  i am not crazy about t v much  ,sd,FEMALE,1
"['it just, - /']",it just  ,%,FEMALE,5
['{d well } it kind of is an idiot box.  /'],d well  it kind of is an idiot box  ,sv,FEMALE,3
['{d now } sesame street is a good program --'],d now  sesame street is a good program ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- because, {f uh, } - /']", because f uh   ,+,FEMALE,0
"['i do have that on videotape,  /']",i do have that on videotape  ,sd,FEMALE,1
['{c and } i will let him watch that every once in a while.  /'],c and  i will let him watch that every once in a while  ,sd,FEMALE,1
['{c and } he has learned to count to twenty from that.  /'],c and  he has learned to count to twenty from that  ,sd,FEMALE,1
"['{c so, } -/']",c so  ,%,FEMALE,5
['yeah.  /'],yeah  ,b,FEMALE,2
['it can be very --'],it can be very ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
['-- educational.  /'], educational  ,+,FEMALE,0
"['there are shows [ th-, + that ] i like.  /']",there are shows  th  that  i like  ,sd,FEMALE,1
"['{f uh, } i like good family shows,']",f uh  i like good family shows,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f uh, } though.  /']",f uh  though  ,+,FEMALE,0
"['{f uh, } i let my kids watch things like little house on the prairie. /']",f uh  i let my kids watch things like little house on the prairie ,sd,FEMALE,1
['okay. /'],okay ,b,FEMALE,2
"['{c and } the cosby show [ is, + {f uh, } is, ] {f uh, } kind of unrealistic as a family unless you live in upper class and have money. /']",c and  the cosby show  is  f uh  is  f uh  kind of unrealistic as a family unless you live in upper class and have money ,sv,FEMALE,3
['right. /'],right ,b,FEMALE,2
"['i think that sometimes the things they show on there though, {f uh, } - /']",i think that sometimes the things they show on there though f uh   ,sv,FEMALE,3
"['the problems that their kids get into, [ are, + are ] good to, {f uh, } show that they do have problems anyway. /']",the problems that their kids get into  are  are  good to f uh  show that they do have problems anyway ,sv,FEMALE,3
['right. /'],right ,b,FEMALE,2
"['{f uh, } /']",f uh  ,%,FEMALE,5
['{c but } they also have a lot easier time disciplining their kids than real people do. /'],c but  they also have a lot easier time disciplining their kids than real people do ,sv,FEMALE,3
['yeah.  /'],yeah  ,b,FEMALE,2
"['{e i mean, } like i said, real life is not that easy. /']",e i mean  like i said real life is not that easy ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
"['{c and, } {f uh, } i watch a show that i like [ i-, + ] for entertainment.  /']",c and  f uh  i watch a show that i like  i   for entertainment  ,sd,FEMALE,1
"['{f uh, } it is called the quantum leap. /']",f uh  it is called the quantum leap ,sd,FEMALE,1
"['{f oh, } i love quantum leap. /']",f oh  i love quantum leap ,sd,FEMALE,1
"['i watch that show every time, /']",i watch that show every time ,sd,FEMALE,1
"['{c and, } {f uh, } -/']",c and  f uh  ,%,FEMALE,5
"['[ i, + i ] like, {f uh, } [ how the, + how ] he has to help with the people [ that he, + that he ] becomes.']", i  i  like f uh   how the  how  he has to help with the people  that he  that he  becomes,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f uh, } because it is not a show that he just becomes these people and then he lives there for a while and then he is gone. /']",f uh  because it is not a show that he just becomes these people and then he lives there for a while and then he is gone ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['he has to do something positive to help them. /'],he has to do something positive to help them ,sv,FEMALE,3
['right. /'],right ,b,FEMALE,2
"['{c so } i, -/']",c so  i ,%,FEMALE,5
['he always got to change history is what it is. /'],he always got to change history is what it is ,sv,FEMALE,3
['yeah.  /'],yeah  ,b,FEMALE,2
['yeah. /'],yeah ,b,FEMALE,2
"['usually, yeah. /']",usually yeah ,b,FEMALE,2
"['it, -/']",it ,%,FEMALE,5
['that it is so good.  /'],that it is so good  ,sv,FEMALE,3
"['i was glad when they put that back on this channel,']",i was glad when they put that back on this channel,sd,FEMALE,1
"['me too,  /']",me too  ,sd,FEMALE,1
['me too. /'],me too ,sd,FEMALE,1
"['because like i said, we only get two channels because we do not get cable. /']",because like i said we only get two channels because we do not get cable ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and } still my little boy, he watches videotapes.  /']",c and  still my little boy he watches videotapes  ,sd,FEMALE,1
"[""he won't, {f um, } - /""]",he wont f um   ,%,FEMALE,5
"['this is terrible,  /']",this is terrible  ,sv,FEMALE,3
['i do not like him sitting in front of the t v all day. /'],i do not like him sitting in front of the t v all day ,sd,FEMALE,1
"['no,  /']",no  ,arp_nd,FEMALE,34
['that is not terrible. /'],that is not terrible ,sv,FEMALE,3
"['{d well, }']",d well ,%,FEMALE,5
['i do not think that is terrible at all. /'],i do not think that is terrible at all ,sd,FEMALE,1
"['it, - /']",it  ,+,FEMALE,0
['{c but } it is a not really a good baby sitter <laughter>. /'],c but  it is a not really a good baby sitter laughter ,sd,FEMALE,1
"['<laughter>  {d well, } -/']",laughter  d well  ,%,FEMALE,5
['it is really not.  /'],it is really not  ,sv,FEMALE,3
['he needs to get outside and play.  /'],he needs to get outside and play  ,sd,FEMALE,1
"['{c and } he is four years old,  /']",c and  he is four years old  ,sd,FEMALE,1
['{c and } he just does not like to go out there by himself.  /'],c and  he just does not like to go out there by himself  ,sd,FEMALE,1
['{c and } i will let him watch the t v when i am wanting to get my house work done. /'],c and  i will let him watch the t v when i am wanting to get my house work done ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c but } other than that, i do not like him glued to the t v all the time. /']",c but  other than that i do not like him glued to the t v all the time ,sd,FEMALE,1
"['{d well, } i do not think [ it is, + it is ] healthy all the time either. /']",d well  i do not think  it is  it is  healthy all the time either ,sv,FEMALE,3
['huh-uh. /'],huhuh ,b,FEMALE,2
"['{f uh, } {c and } my kids like [ to, + to ] go play with their friends,  /']",f uh  c and  my kids like  to  to  go play with their friends  ,sd,FEMALE,1
['{c and so } i guess i do not mind too much when they do watch a little bit.  /'],c and so  i guess i do not mind too much when they do watch a little bit  ,sd,FEMALE,1
"['{d now } i, - /']",d now  i  ,%,FEMALE,5
"['there are shows, - /']",there are shows  ,sd,FEMALE,1
['i do not have cable either.  /'],i do not have cable either  ,sd,FEMALE,1
['{c and } there are shows that i really put my foot down on.  /'],c and  there are shows that i really put my foot down on  ,sd,FEMALE,1
"['if there starts to be a lot of violence,']",if there starts to be a lot of violence,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
['i do not go for that.  /'],i do not go for that  ,+,FEMALE,0
['i will not let them watch that.  /'],i will not let them watch that  ,sd,FEMALE,1
['if --'],if ,sd,FEMALE,1
"['{d well, } we made the mis-, -/']",d well  we made the mis ,%,FEMALE,5
"['-- there is  a lot of language or, -/']", there is  a lot of language or ,+,FEMALE,0
['right.  /'],right  ,b,FEMALE,2
['we made the mistake of getting robocop.  /'],we made the mistake of getting robocop  ,sd,FEMALE,1
"['{c and } that is one of the worst, {f oh, }  /']",c and  that is one of the worst f oh   ,sv,FEMALE,3
['i do not let him watch it anymore.  because --'],i do not let him watch it anymore  because ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- [ [ the, + the  pieces, ] + ] {d like } especially where they kill somebody, it is just not good.  /']",   the  the  pieces    d like  especially where they kill somebody it is just not good  ,+,FEMALE,0
['{e i mean } it is just real violent.  /'],e i mean  it is just real violent  ,sv,FEMALE,3
"['{e i mean, } -/']",e i mean  ,%,FEMALE,5
