utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['all right. /'],all right ,"fo_o_fw_""_by_bc",FEMALE,0
"['<talking> <<people in background>> yes,  /']",talking people in background yes  ,b,MALE,2
"[""i think we're terribly taxed.  /""]",i think were terribly taxed  ,sv,MALE,3
"['[ i, + i ] think the republicans have taxed us just as much as the democrats,  /']", i  i  think the republicans have taxed us just as much as the democrats  ,sv,MALE,3
"[""{c and } i don't think there's a change between one party than the other.  /""]",c and  i dont think theres a change between one party than the other  ,sv,MALE,3
"['{f uh, } i think we get a lot back,  /']",f uh  i think we get a lot back  ,sv,MALE,3
['{c but } not as much as we should. /'],c but  not as much as we should ,sv,MALE,3
"[""{f uh, } i guess what i feel about it is that it's so mismanaged that [ it, + there's ] got to be something.  /""]",f uh  i guess what i feel about it is that its so mismanaged that  it  theres  got to be something  ,sv,FEMALE,3
"['[ when, + when ] we pay so much [ for the, + for the ] debt, instead of using the money for where --']", when  when  we pay so much  for the  for the  debt instead of using the money for where ,sv,FEMALE,3
['# right. # /'], right  ,b,MALE,2
"[""-- # it ought # to go, [ [ it, + it's just, ] + it's ] ridiculous.  /""]",  it ought  to go   it  its just   its  ridiculous  ,+,FEMALE,0
"['what kills me is when they had a chance [ to, + to, ] {f uh, } put into [ ac-, + action ] [ [ the, + the g-, ] + the glen-, rub-, ] - /']",what kills me is when they had a chance  to  to  f uh  put into  ac  action    the  the g   the glen rub   ,%,FEMALE,5
"['what is it, {f uh, } the act where they had to cut everything across the board -- /']",what is it f uh  the act where they had to cut everything across the board  ,qw,FEMALE,12
"['[ the gramm, + # the gramm ] rudman act.  /']", the gramm   the gramm  rudman act  ,sd,MALE,1
['yeah. # /'],yeah  ,%,MALE,5
"['-- # [ they kept doing, + # they kept putting off doing ] that.  /']",   they kept doing   they kept putting off doing  that  ,sv,FEMALE,3
['why did they do that?  /'],why did they do that  ,qh,FEMALE,26
"[""that's exactly what they needed to do to get their act together. /""]",thats exactly what they needed to do to get their act together ,sv,FEMALE,3
"['yeah,  /']",yeah  ,b,MALE,2
['{d well } i think they spend too much.  /'],d well  i think they spend too much  ,sv,MALE,3
"['[ they, + they ] spend too much on themselves, too,  /']", they  they  spend too much on themselves too  ,sv,MALE,3
"['[ [ the, + the, ] +']",  the  the  ,sv,MALE,3
"['{f oh, } yeah,  /']",f oh  yeah  ,aa,FEMALE,4
['i think so too. /'],i think so too ,aa,FEMALE,4
"['a lot of [ the, + the ] ] taxes gets back to the members of the congress and  everything all running for twenty years, # rather than. # -/']",a lot of  the  the   taxes gets back to the members of the congress and  everything all running for twenty years  rather than  ,+,MALE,0
"['# yeah,  /']", yeah  ,aa,FEMALE,4
['{d well. } #  things like mailings.  /'],d well    things like mailings  ,sv,FEMALE,3
"[""they don't use any kind of restraint on some of these things.  /""]",they dont use any kind of restraint on some of these things  ,sv,FEMALE,3
['they just think once they get there that they can do just anything.  /'],they just think once they get there that they can do just anything  ,sv,FEMALE,3
"['no,  /']",no  ,ar,FEMALE,28
"[""[ they don't, + they don't ] try [ to, + {f uh } --""]", they dont  they dont  try  to  f uh  ,sd,FEMALE,1
"['no,  /']",no  ,aa,MALE,4
"[""you're right. /""]",youre right ,aa,MALE,4
['-- to ] conserve.  /'], to  conserve  ,+,FEMALE,0
"['{c and } of course, here at home, we end up conserving and  conserving  /']",c and  of course here at home we end up conserving and  conserving  ,sv,FEMALE,3
"[""{c and, } {e i mean, } when i don't have money, i don't buy something. /""]",c and  e i mean  when i dont have money i dont buy something ,sd,FEMALE,1
"['yeah,  /']",yeah  ,aa,MALE,4
['no  /'],no  ,aa,MALE,4
"[""i think, {f uh, } it is the congress and them just don't have any interest in saving us money, {f uh, } /""]",i think f uh  it is the congress and them just dont have any interest in saving us money f uh  ,sv,MALE,3
"[""they sure don't seem to. /""]",they sure dont seem to ,aa,FEMALE,4
['the national debt is terrible.  /'],the national debt is terrible  ,sv,MALE,3
"['{f uh, } -/']",f uh  ,%,MALE,5
"['there are a couple of things i think we need to really work for,  /']",there are a couple of things i think we need to really work for  ,sv,FEMALE,3
"[""{c and } i don't know quite how to do it.  /""]",c and  i dont know quite how to do it  ,sd,FEMALE,1
"[""{c but } i think we need to have the one line, {f uh, } {f uh, } veto so that they don't have to spend so much time doing everything.  /""]",c but  i think we need to have the one line f uh  f uh  veto so that they dont have to spend so much time doing everything  ,sv,FEMALE,3
"[""if it's a good idea --""]",if its a good idea ,sv,FEMALE,3
['# right. # /'], right  ,b,MALE,2
['-- # it can #  be done again. /'],  it can   be done again ,+,FEMALE,0
"['# {f oh, } yeah. # /']", f oh  yeah  ,b,MALE,2
"[""# {d you know, } # {c and } if it's not, so what.  /""]", d you know   c and  if its not so what  ,sv,FEMALE,3
"[""at least you haven't thrown out all the work they've done for months and months and months and months. /""]",at least you havent thrown out all the work theyve done for months and months and months and months ,sv,FEMALE,3
"['i saw one on twenty twenty about a month ago i guess, whereas one, i think that he was a senator from pennsylvania or something like that.  /']",i saw one on twenty twenty about a month ago i guess whereas one i think that he was a senator from pennsylvania or something like that  ,sd,MALE,1
"['maybe it was, {f uh, } connecticut,  /']",maybe it was f uh  connecticut  ,sd,MALE,1
"[""i'm not sure,  /""]",im not sure  ,sd,MALE,1
"['one of the small states up there, where he had a bill through for [ another, + {f uh, } a ] drug agency that would be located there,  /']",one of the small states up there where he had a bill through for  another  f uh  a  drug agency that would be located there  ,sd,MALE,1
['{c and } he was the only one that wanted it.  /'],c and  he was the only one that wanted it  ,sd,MALE,1
['was going to cost millions of dollars.  /'],was going to cost millions of dollars  ,sd,MALE,1
"[""the drug agency didn't want it,  /""]",the drug agency didnt want it  ,sd,MALE,1
['{c and } he was going to build it in his home town  /'],c and  he was going to build it in his home town  ,sd,MALE,1
"['{c and } they were going to hire a lot of people, /']",c and  they were going to hire a lot of people ,sd,MALE,1
['<laughter>.'],laughter,x,FEMALE,8
"['{c and } it was ridiculous, {d you know, } the whole thing <laughter>. /']",c and  it was ridiculous d you know  the whole thing laughter ,sv,MALE,3
"['# yeah,  /']", yeah  ,aa,FEMALE,4
"[""[ this is, + that's ] right. # /""]", this is  thats  right  ,aa,FEMALE,4
"['# [ {c and, } + {c and, } ] {d you know, } they asked #  him about it.  /']",  c and   c and   d you know  they asked   him about it  ,sd,MALE,1
['do you really need this?  /'],do you really need this  ,^q,MALE,19
['this is going to cost a lot of money.  /'],this is going to cost a lot of money  ,^q,MALE,19
['{f oh } yes  /'],f oh  yes  ,^q,MALE,19
['we need it.  /'],we need it  ,^q,MALE,19
"[""{c but } do you know that the drug agency doesn't want this? /""]",c but  do you know that the drug agency doesnt want this ,^q,MALE,19
['yeah. /'],yeah ,b,FEMALE,2
"['{c and } they do things that are, {d you know, } just like # the, {f uh, } # -/']",c and  they do things that are d you know  just like  the f uh   ,sv,MALE,3
"['# yeah,  /']", yeah  ,aa,FEMALE,4
"[""that's #  just an awful lot of that kind of thing going on. /""]",thats   just an awful lot of that kind of thing going on ,sv,FEMALE,3
['yeah  /'],yeah  ,aa,MALE,4
['# that. # /'], that  ,aa,MALE,4
"[""# {c and } #  the trouble is, [ you don't, + you have ] so little input about it.  /""]", c and    the trouble is  you dont  you have  so little input about it  ,sv,FEMALE,3
