utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""why don't you go ahead and start. /""]",why dont you go ahead and start ,ad,FEMALE,22
"['okay,  /']",okay  ,aa,FEMALE,4
"['my hobby is, {f uh, } sewing.  /']",my hobby is f uh  sewing  ,sd,FEMALE,1
"[""[  i, + i've ] just, {f uh, } started learning how to sew  /""]",  i  ive  just f uh  started learning how to sew  ,sd,FEMALE,1
"[""{c and, } {f uh, } i've taken some  classes  /""]",c and  f uh  ive taken some  classes  ,sd,FEMALE,1
"[""{c and } i've made a [ few, + few ] garments.  /""]",c and  ive made a  few  few  garments  ,sd,FEMALE,1
['do you sew at all? /'],do you sew at all ,qy,FEMALE,7
"['i used to, {f uh, } -/']",i used to f uh  ,ng,FEMALE,29
['did you? /'],did you ,bh,FEMALE,18
"['[ i, + i ] sewed, {d you know, }  in high school  /']", i  i  sewed d you know   in high school  ,sd,FEMALE,1
"['{c and } when i went to college i think everything in my closet, i had made.  /']",c and  when i went to college i think everything in my closet i had made  ,sd,FEMALE,1
"[""{c but } i haven't  sewed since then  /""]",c but  i havent  sewed since then  ,sd,FEMALE,1
"[""{c and } that's been fifteen years.  /""]",c and  thats been fifteen years  ,sd,FEMALE,1
"[""{c so, } {f uh, } {d you know, }  i didn't have access to a machine the whole time i was in college. /""]",c so  f uh  d you know   i didnt have access to a machine the whole time i was in college ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"['{c and, } {f uh, } my sister sewed  /']",c and  f uh  my sister sewed  ,sd,FEMALE,1
['{c and }  she needed the money so i would pay her  /'],c and   she needed the money so i would pay her  ,sd,FEMALE,1
"[""{c and } she'd make my clothes <laughter>. /""]",c and  shed make my clothes laughter ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
"[""[ {c and, } + {f uh, } {c and then } ]  just in the last, {d you know, } ten or twe-, i just haven't sewn anything.  /""]", c and   f uh  c and then    just in the last d you know  ten or twe i just havent sewn anything  ,sd,FEMALE,1
"['[ i would love to, + i would like to ] get back to it. /']", i would love to  i would like to  get back to it ,sd,FEMALE,1
"['yeah,  /']",yeah  ,b,FEMALE,2
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
"['{f uh, } clothes are getting  so expensive now [ in, + in ] the stores  /']",f uh  clothes are getting  so expensive now  in  in  the stores  ,sv,FEMALE,3
"['{c and } [ the, + the ] quality [  is, + is ]  sometimes so poor that,']",c and   the  the  quality   is  is   sometimes so poor that,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
"['{f uh, } [ it, + it ] really is worth while to sew. /']",f uh   it  it  really is worth while to sew ,+,FEMALE,0
"['it is, {d you know, } an even back  then,  /']",it is d you know  an even back  then  ,sv,FEMALE,3
"['i remember you could make something for, {d you know, } half what it cost to buy  /']",i remember you could make something for d you know  half what it cost to buy  ,sd,FEMALE,1
"['{c and, } of course, the quality was just exceptional. /']",c and  of course the quality was just exceptional ,sd,FEMALE,1
"['right an, -/']",right an ,aa,FEMALE,4
"[""{f uh, } now it's a little more expensive  to make it, because, [ y-, + ] {d you know, } you start paying the price for the patterns and the material, /""]",f uh  now its a little more expensive  to make it because  y   d you know  you start paying the price for the patterns and the material ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
"[""{c but } it's still such better quality that  i think it's worth it. /""]",c but  its still such better quality that  i think its worth it ,sv,FEMALE,3
"['it certainly is,  /']",it certainly is  ,aa,FEMALE,4
"[""{c and } the patterns have gone up  tremendously, too, the prices for them, you used to could get, {d you know, }  a pattern for two or three dollars, now, they're {d like, } {d you know, }  five, six, seven, eight. /""]",c and  the patterns have gone up  tremendously too the prices for them you used to could get d you know   a pattern for two or three dollars now theyre d like  d you know   five six seven eight ,sd,FEMALE,1
"[""you're kidding me. /""]",youre kidding me ,bh,FEMALE,18
"['{f oh, } no,  /']",f oh  no  ,nn,FEMALE,13
"[""i'm not. /""]",im not ,sd,FEMALE,1
['{d see } i can remember paying seventy-five  cents for a pattern <laughter>. /'],d see  i can remember paying seventyfive  cents for a pattern laughter ,sd,FEMALE,1
"['huh-uh,  /']",huhuh  ,b,FEMALE,2
"['no,  /']",no  ,%,FEMALE,5
"['[ the, + the ]  cheapest ones now are {d like } maybe, [ f-, + {f uh, } four ]  or  [ fiv-, + five ] dollars,']", the  the   cheapest ones now are d like  maybe  f  f uh  four   or   fiv  five  dollars,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['six, seven  /']",six seven  ,+,FEMALE,0
"['{c and then } you get into the   vogues,  /']",c and then  you get into the   vogues  ,sd,FEMALE,1
"['they get up [ t-, + ] into twelve and fifteen and,']",they get up  t   into twelve and fifteen and,sd,FEMALE,1
['good night. /'],good night ,ba,FEMALE,6
['on like that. /'],on like that ,+,FEMALE,0
"['{d well } do you have kids and a husband,  /']",d well  do you have kids and a husband  ,qy,FEMALE,7
['are you sewing for a whole family  /'],are you sewing for a whole family  ,qy,FEMALE,7
"['{c or, } -/']",c or  ,%,FEMALE,5
"[""{f uh, } right now i'm just sewing for myself.  /""]",f uh  right now im just sewing for myself  ,sd,FEMALE,1
"[""[ i, + i ] do have two daughters that, {d you know, } [ out, + ] [ they're, + they're ] grown now though.  /""]", i  i  do have two daughters that d you know   out    theyre  theyre  grown now though  ,sd,FEMALE,1
"['i wish that i had started sewing, {d you know, } when they were younger. /']",i wish that i had started sewing d you know  when they were younger ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and, } {f uh, } it would have helped me out  tremendously <laughter>. /']",c and  f uh  it would have helped me out  tremendously laughter ,sd,FEMALE,1
['<laughter>.'],laughter,x,FEMALE,8
"['{c but, } {f um, } {f oh, } i guess,  [ [ [ i, + i ]  just, + {d you know, } i always, ] + i have always ] tried to sew  /']",c but  f um  f oh  i guess     i  i   just  d you know  i always   i have always  tried to sew  ,sd,FEMALE,1
"[""{c and, } {f uh, } i didn't like the way it  looked so i'd never wear anything. /""]",c and  f uh  i didnt like the way it  looked so id never wear anything ,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['{c but } now [ i, + i ] [ r-, + ]  have bought some, {f uh, } new, sewing equipment.  /']",c but  now  i  i   r    have bought some f uh  new sewing equipment  ,sd,FEMALE,1
['i bought the singer machine  /'],i bought the singer machine  ,sd,FEMALE,1
"['{c and, }']",c and ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{f uh, } it really makes it look professional  /']",f uh  it really makes it look professional  ,+,FEMALE,0
"[""{c and } i've taken some classes here [ in, + in, ] {f uh, } dallas. /""]",c and  ive taken some classes here  in  in  f uh  dallas ,sd,FEMALE,1
['{d well } {c and } that always is helpful for starters. /'],d well  c and  that always is helpful for starters ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
"[""you know you have to have something that  kind of gets you on the right track of where you're going. /""]",you know you have to have something that  kind of gets you on the right track of where youre going ,sv,FEMALE,3
['right.  /'],right  ,b,FEMALE,2
['i know a lot of people where i work  make their clothes.  /'],i know a lot of people where i work  make their clothes  ,sd,FEMALE,1
"[""[ it's just, + there's just ] so many people sewing now days. /""]", its just  theres just  so many people sewing now days ,sv,FEMALE,3
"[""that's true. /""]",thats true ,aa,FEMALE,4
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{d well } do you do anything el-, - /']",d well  do you do anything el  ,qy,FEMALE,7
['do you knit or crochet {d like } for sweaters or  anything like that? /'],do you knit or crochet d like  for sweaters or  anything like that ,qy,FEMALE,7
"['no,  /']",no  ,nn,FEMALE,13
"[""i'm not that talented. /""]",im not that talented ,sd,FEMALE,1
"['n-, - /']",n  ,%,FEMALE,5
"[""{d see, } [ i'm n-, + i've not ]  ever been a real craft type person.  /""]",d see   im n  ive not   ever been a real craft type person  ,sd,FEMALE,1
"['i have a sister-in-law that, {e i mean, } if it can be done  with your hands, she does it. /']",i have a sisterinlaw that e i mean  if it can be done  with your hands she does it ,sd,FEMALE,1
['she makes things for the kids for christmas and  nephews and nieces  /'],she makes things for the kids for christmas and  nephews and nieces  ,sd,FEMALE,1
['{c and } i look at them  /'],c and  i look at them  ,sd,FEMALE,1
"['{c and } i think, god, {d you know, }  [ i, + i ] should be able to do things like this <laughter>. /']",c and  i think god d you know    i  i  should be able to do things like this laughter ,sd,FEMALE,1
['right.  /'],right  ,b,FEMALE,2
"['i have a sister that  [ can, + can, ] {f uh, } crochet real well,']",i have a sister that   can  can  f uh  crochet real well,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['[ or, + or ] knit, [ i, + i ] guess i mean knit.  /']", or  or  knit  i  i  guess i mean knit  ,+,FEMALE,0
"['{c and } she knits things {d like } hats,']",c and  she knits things d like  hats,sd,FEMALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['and, {f uh, } sweaters, [ an, + ] {d you know }  ((   )) . /']",and f uh  sweaters  an   d you know        ,+,FEMALE,0
"['{d well, } [ when my sister, + {f oh, } when my sister ]  had her first, {f uh, } child, my niece,']",d well   when my sister  f oh  when my sister   had her first f uh  child my niece,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""[ and this is, + ] {a we're talking fifteen years ago. }   [ i was, + it was ] my last year of college, /""]", and this is   a were talking fifteen years ago     i was  it was  my last year of college ,+,FEMALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['{c and }  i asked my roommate if she would  teach me how to crochet granny squares.  /'],c and   i asked my roommate if she would  teach me how to crochet granny squares  ,sd,FEMALE,1
"['{c so } she did,  /']",c so  she did  ,sd,FEMALE,1
"[""{c and } i crocheted a  blanket for my sister's baby, /""]",c and  i crocheted a  blanket for my sisters baby ,sd,FEMALE,1
['oh. /'],oh ,b,FEMALE,2
['{c and }  i started crocheting a king size  bedspread for a guy that i was dating at the time. /'],c and   i started crocheting a king size  bedspread for a guy that i was dating at the time ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{c and } when we broke things off,  /']",c and  when we broke things off  ,sd,FEMALE,1
['{d actually } we were  supposed to get married when i got out of college.  /'],d actually  we were  supposed to get married when i got out of college  ,sd,FEMALE,1
"['{c so } when we broke things off,  i quit crocheting it  /']",c so  when we broke things off  i quit crocheting it  ,sd,FEMALE,1
"[""{c and } i've never picked up a needle since then,  /""]",c and  ive never picked up a needle since then  ,sd,FEMALE,1
"[""in fact, i think it's still sitting in the top of the closet <laughter>. /""]",in fact i think its still sitting in the top of the closet laughter ,sd,FEMALE,1
"['{f oh, } my goodness. /']",f oh  my goodness ,ba,FEMALE,6
"[""one of these days i keep thinking i'm going  to finish it because it would make a really pretty bedspread <laughter>.  /""]",one of these days i keep thinking im going  to finish it because it would make a really pretty bedspread laughter  ,sd,FEMALE,1
"['{c but, } -/']",c but  ,%,FEMALE,5
"['yeah,  /']",yeah  ,b,FEMALE,2
"['[ now, + now ]  they have the, {f uh, } knitting machines that will do it for you. /']", now  now   they have the f uh  knitting machines that will do it for you ,sd,FEMALE,1
['fast <laughter>. /'],fast laughter ,bf,FEMALE,20
['<laughter>.'],laughter,x,FEMALE,8
"['my problem, i guess is time, {d you know, }  /']",my problem i guess is time d you know   ,sd,FEMALE,1
"['[ i, + i ] talk to my husband,  /']", i  i  talk to my husband  ,sd,FEMALE,1
"['we kind of planning for the time eventually when, {d you know, }  maybe i can quit work, [ while my + kids, because, [ i, + my ] kids are young.  /']",we kind of planning for the time eventually when d you know   maybe i can quit work  while my  kids because  i  my  kids are young  ,sd,FEMALE,1
['i have a three and a half and a two year old. /'],i have a three and a half and a two year old ,sd,FEMALE,1
['{f um. } /'],f um  ,%,FEMALE,5
['{c and } he says  /'],c and  he says  ,sd,FEMALE,1
"[""{c but } bev, i think you'll  be so bored, because, {d you know, } all you've ever done is work.  /""]",c but  bev i think youll  be so bored because d you know  all youve ever done is work  ,^q,FEMALE,19
"[""{c and } i said, but  there's so many things i want to do,  /""]",c and  i said but  theres so many things i want to do  ,sd,FEMALE,1
"[""i'd like to start sewing again,  /""]",id like to start sewing again  ,sd,FEMALE,1
"[""i'd like to learn how to do this cross stitch  {c and } these, {d you know, } knit these things  /""]",id like to learn how to do this cross stitch  c and  these d you know  knit these things  ,sd,FEMALE,1
['{c and } i think that would be fascinating.  /'],c and  i think that would be fascinating  ,sd,FEMALE,1
['he kind of laughs <laughter>. /'],he kind of laughs laughter ,sd,FEMALE,1
"['are you familiar with what a  serger is, {f uh, } the serger sewing machine? /']",are you familiar with what a  serger is f uh  the serger sewing machine ,qy,FEMALE,7
"[""i don't think so. /""]",i dont think so ,ng,FEMALE,29
"[""{d well } {d you know, } [ in, + ]  when we used to sew, we'd sew the seam  /""]",d well  d you know   in    when we used to sew wed sew the seam  ,sd,FEMALE,1
"[""{c and then } we'd finish the edges, /""]",c and then  wed finish the edges ,sd,FEMALE,1
['sure. /'],sure ,b,FEMALE,2
"['{c and }  [ we, + we ]  would, {f uh, } trim the seams and finish the edges. /']",c and    we  we   would f uh  trim the seams and finish the edges ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['{d well, } this machine does it all in one step. /']",d well  this machine does it all in one step ,sd,FEMALE,1
"[""you're kidding,  /""]",youre kidding  ,bh,FEMALE,18
"[""{c so } {d like } as you're  sewing the seam, it's finishing off the inside edge. /""]",c so  d like  as youre  sewing the seam its finishing off the inside edge ,bf,FEMALE,20
"['right,  /']",right  ,aa,FEMALE,4
"[""{c and } it's cutting off the, {f uh, } - /""]",c and  its cutting off the f uh   ,sd,FEMALE,1
"['[ [ the, + there, ] + there ] are two knives  /']",  the  there   there  are two knives  ,sd,FEMALE,1
