utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""{f uh, } {d well, } i'm not sure how it is in georgia,  /""]",f uh  d well  im not sure how it is in georgia  ,sd,MALE,1
"['{c but } [ in, + in ] pittsburgh [ the r-, + the crime rate ] really is not very high at the moment.  /']",c but   in  in  pittsburgh  the r  the crime rate  really is not very high at the moment  ,sd,MALE,1
"['[ is that, + is that ] true [ for, + for ] atlanta? /']", is that  is that  true  for  for  atlanta ,qy,MALE,7
['atlanta is kind of high.  /'],atlanta is kind of high  ,ng,MALE,29
"[""{f uh, } [ it's, + it's ] lower than it has been in the past.  /""]",f uh   its  its  lower than it has been in the past  ,sd,MALE,1
"['{f uh, } i guess nineteen ninety is when it start to drop off,  /']",f uh  i guess nineteen ninety is when it start to drop off  ,sd,MALE,1
['{c and } usually around the christmas season is usually when the crime rate is a little bit higher. /'],c and  usually around the christmas season is usually when the crime rate is a little bit higher ,sd,MALE,1
"['yeah,  /']",yeah  ,b,MALE,2
"['i, - /']",i  ,%,MALE,5
"[""that's probably not true only for atlanta, but for just about anywhere. /""]",thats probably not true only for atlanta but for just about anywhere ,sv,MALE,3
['yeah.  /'],yeah  ,b,MALE,2
"['{f uh, } what kind of crime problem do you usually run into?  /']",f uh  what kind of crime problem do you usually run into  ,qo,MALE,25
['any specifics <<mispronounced>>? /'],any specifics mispronounced ,"fo_o_fw_""_by_bc",MALE,0
"[""{d well, } {f uh, } the least, [ what, + from what's ] on the news, {f uh, } there are very few, {d like } actual robberies reported, {f uh, } {f uh, } [ of, + of ] residences.  /""]",d well  f uh  the least  what  from whats  on the news f uh  there are very few d like  actual robberies reported f uh  f uh   of  of  residences  ,sd,MALE,1
"[""what's more likely to occur is, {f uh, } [ robbery of, + {f uh, } {d you know, } knocking over ] [ a, + a ] small store or a car theft, {d you know, } [ it, + ] things of that nature.  /""]",whats more likely to occur is f uh   robbery of  f uh  d you know  knocking over   a  a  small store or a car theft d you know   it   things of that nature  ,sd,MALE,1
"['very few, {f uh, } assaults,  /']",very few f uh  assaults  ,sd,MALE,1
"['{d although } on the college campuses, {f uh, } there are, {f uh, } cases of, {d you know, } {d like } people getting [ machine from a, + from an automated teller ] and, {d you know, } somebody trying [ to, + to ] device a scam [ for, + for, ] {f uh, } getting the money for them that actually preys mostly on foreigners. /']",d although  on the college campuses f uh  there are f uh  cases of d you know  d like  people getting  machine from a  from an automated teller  and d you know  somebody trying  to  to  device a scam  for  for  f uh  getting the money for them that actually preys mostly on foreigners ,sd,MALE,1
['{f um. } /'],f um  ,%,MALE,5
"['{c but } mostly petty things and, [ [ [ n-, + no, ] + nothing, ] + nothing ] really too big. /']",c but  mostly petty things and    n  no   nothing   nothing  really too big ,sv,MALE,3
"['right,  /']",right  ,b,MALE,2
"['{d well, } i guess here we run into that sometime,  /']",d well  i guess here we run into that sometime  ,sv,MALE,3
['{c but } i guess a lot of crimes are done with apartment type break ins --'],c but  i guess a lot of crimes are done with apartment type break ins ,sv,MALE,3
['right. /'],right ,b,MALE,2
"['-- that type, not much home break ins.  /']", that type not much home break ins  ,+,MALE,0
"['there are some, but [ not, + not ] very high.  /']",there are some but  not  not  very high  ,sd,MALE,1
"[""{f uh, } as far as tellers and things like that, it's not extremely high either.  /""]",f uh  as far as tellers and things like that its not extremely high either  ,sd,MALE,1
"['there were one case where, {f uh, } this one guy, {f uh, } was taking women from the teller [ and, + and, ] {d you know, } making them give him money and stuff and --']",there were one case where f uh  this one guy f uh  was taking women from the teller  and  and  d you know  making them give him money and stuff and ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['-- then at the same time, raping them all,  /']", then at the same time raping them all  ,+,MALE,0
"[""[ {c so, } + {c so } ] that's kind of like a double assault there. /""]", c so   c so   thats kind of like a double assault there ,sv,MALE,3
"['yeah,  /']",yeah  ,b,MALE,2
"[""{f uh, } a strange case [ that, + {f uh, } that ] happened, {a oh, it's [ about, + about ] a year ago } was someone actually stole a complete automated teller machine. /""]",f uh  a strange case  that  f uh  that  happened a oh its  about  about  a year ago  was someone actually stole a complete automated teller machine ,sd,MALE,1
['really? /'],really ,bh,MALE,18
['it was a free standing machine  /'],it was a free standing machine  ,sd,MALE,1
['{c and } they backed up into it with a truck --'],c and  they backed up into it with a truck ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['-- and put it on the back and drove away with it. /'], and put it on the back and drove away with it ,+,MALE,0
"['{f oh, } wow. /']",f oh  wow ,ba,MALE,6
"[""{d now, } there's a crime for you. /""]",d now  theres a crime for you ,sv,MALE,3
"['<laughter> yeah,  /']",laughter yeah  ,aa,MALE,4
