utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['[clanking] {dishes} <talking> {woman and children} <music>. /'],clanking dishes talking woman and children music ,%,MALE,5
"[""well, as much as i'd, uh, i'd like to say that i'll be looking for a flashy convertible or, uh, or a four by four or something,  /""]",well as much as id uh id like to say that ill be looking for a flashy convertible or uh or a four by four or something  ,sd,MALE,1
"[""i guess the next car i'll be looking for is a kind of a plain old four door <laughter>. /""]",i guess the next car ill be looking for is a kind of a plain old four door laughter ,sd,MALE,1
['<laughter>  what kind of a car do you have now? /'],laughter  what kind of a car do you have now ,qw,MALE,12
"[""oh, we've got a, uh, an older delta eighty-eight,  /""]",oh weve got a uh an older delta eightyeight  ,sd,MALE,1
"['and then, uh, our, our newer car is a, uh, a corsica. /']",and then uh our our newer car is a uh a corsica ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"[""and we'll probably be looking for something about that, uh, that same style. /""]",and well probably be looking for something about that uh that same style ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"['that same kind of four door, hard top style. /']",that same kind of four door hard top style ,sd,MALE,1
['you got kids? /'],you got kids ,qy,MALE,7
"['uh, no  /']",uh no  ,nn,MALE,13
"[""but we're planning for it. /""]",but were planning for it ,sd,MALE,1
['okay. /'],okay ,bk,MALE,14
"['so, uh, in fact, uh, our oldsmobile is a, is a like an old delta eighty-eight  /']",so uh in fact uh our oldsmobile is a is a like an old delta eightyeight  ,sd,MALE,1
"[""but it's in pretty good sh-, in really good shape. /""]",but its in pretty good sh in really good shape ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"[""and we've been really pleased with oldsmobiles. /""]",and weve been really pleased with oldsmobiles ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"[""so that's probably where the first place we'd look. /""]",so thats probably where the first place wed look ,sd,MALE,1
['huh. /'],huh ,b,MALE,2
"['but, uh, -/']",but uh ,%,MALE,5
"[""well, we've always had, uh, fords. /""]",well weve always had uh fords ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""uh, mostly because my wife's stepfather works at a ford dealership <laughter>. /""]",uh mostly because my wifes stepfather works at a ford dealership laughter ,sd,MALE,1
"[""that'll do it. /""]",thatll do it ,ba,MALE,6
['yeah.  /'],yeah  ,b,MALE,2
"[""that'll do it.  /""]",thatll do it  ,sd,MALE,1
"[""um, but, yeah, we're, we're in the same shape.  /""]",um but yeah were were in the same shape  ,sd,MALE,1
"['i think our next car will be a, you know, some big old four door, uh, something that can haul the kids to baseball practice --']",i think our next car will be a you know some big old four door uh something that can haul the kids to baseball practice ,sv,MALE,3
['yeah. /'],yeah ,b,MALE,2
"['-- and piano lessons,  /']", and piano lessons  ,+,MALE,0
"[""and we've got a minivan, /""]",and weve got a minivan ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""and that's great.  /""]",and thats great  ,sv,MALE,3
"['and i d-, drive, uh, - /']",and i d drive uh  ,%,MALE,5
"['well i used to drive an escort,  /']",well i used to drive an escort  ,sd,MALE,1
['but it died on me. /'],but it died on me ,sd,MALE,1
['<laughter>. /'],laughter ,x,MALE,8
"['<throat_clearing> so i, i mean i, i, i used to run it, i, uh, where we used to live, i used to commute a hundred and forty miles a day. /']",throatclearing so i i mean i i i used to run it i uh where we used to live i used to commute a hundred and forty miles a day ,sd,MALE,1
"['oh, geez. /']",oh geez ,ba,MALE,6
"['and, uh, and this escort took it all.  /']",and uh and this escort took it all  ,sd,MALE,1
"['and it, it, it got up to, uh, uh, i was at ninety-four thousand miles on it,  /']",and it it it got up to uh uh i was at ninetyfour thousand miles on it  ,sd,MALE,1
['and the engine just went. /'],and the engine just went ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['so i, i, i bought a used, uh, dodge aries,']",so i i i bought a used uh dodge aries,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
['which has been okay. /'],which has been okay ,+,MALE,0
['really? /'],really ,bh,MALE,18
"[""i, i mean i've haven't had it that long. /""]",i i mean ive havent had it that long ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""but it, it al-, it's an eighty-five aries,  /""]",but it it al its an eightyfive aries  ,sd,MALE,1
['but it only had thirty-four thousand miles on it when i bought it. /'],but it only had thirtyfour thousand miles on it when i bought it ,sd,MALE,1
"['oh, geez. /']",oh geez ,ba,MALE,6
"['and i just, you know, i just drive it to work.  /']",and i just you know i just drive it to work  ,sd,MALE,1
"[""so it's just a ten minute commute every day. /""]",so its just a ten minute commute every day ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"[""so, uh, it <laughter> doesn't get much of, uh, - /""]",so uh it laughter doesnt get much of uh  ,sd,MALE,1
"[""i mean, it's not like i'm putting it through its paces. /""]",i mean its not like im putting it through its paces ,sv,MALE,3
"['yeah,  /']",yeah  ,b,MALE,2
['yeah. /'],yeah ,b,MALE,2
"['but i think, uh,  /']",but i think uh  ,%,MALE,5
"[""and it's a four door which is nice, /""]",and its a four door which is nice ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"[""but it's still a little cramped.  /""]",but its still a little cramped  ,sv,MALE,3
"[""i've got three kids, /""]",ive got three kids ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"['#so i, i,# -/']",so i i ,%,MALE,5
"['#sounds like you,# you need at least like a taurus size,']",sounds like you you need at least like a taurus size,bf,MALE,20
"['yeah,  /']",yeah  ,aa,MALE,4
"[""that's what,""]",thats what,aa,MALE,4
['or something like that. /'],or something like that ,+,MALE,0
"['i was thinking of, - /']",i was thinking of  ,+,MALE,0
['was a taurus. - /'],was a taurus  ,sd,MALE,1
"['uh, -/']",uh ,%,MALE,5
['yeah.  /'],yeah  ,b,MALE,2
"['i, i know a lot of guys at work,  /']",i i know a lot of guys at work  ,sd,MALE,1
"['they, uh, the ones that have, uh, families, uh,  /']",they uh the ones that have uh families uh  ,sd,MALE,1
['and they still want kind of a sports car.  /'],and they still want kind of a sports car  ,sd,MALE,1
"[""they've been, uh, a lot of them have been getting these taurus s h o's.  /""]",theyve been uh a lot of them have been getting these taurus s h os  ,sd,MALE,1
"[""that i guess it's the sports version --""]",that i guess its the sports version ,sd,MALE,1
"['oh, really? /']",oh really ,bh,MALE,18
['-- of the taurus? /'], of the taurus ,+,MALE,0
['yeah <door>. /'],yeah door ,ny,MALE,9
"['in fact, it comes with a standard stick  /']",in fact it comes with a standard stick  ,sd,MALE,1
"['and, uh,']",and uh,sd,MALE,1
['ooh. /'],ooh ,ba,MALE,6
['and a lot of those.  /'],and a lot of those  ,+,MALE,0
['and it comes with a bigger engine and the things like that.  /'],and it comes with a bigger engine and the things like that  ,sd,MALE,1
"['but, uh, -/']",but uh ,%,MALE,5
['yeah. /'],yeah ,b,MALE,2
"[""and usually they're in like black,""]",and usually theyre in like black,sd,MALE,1
['<laughter>. /'],laughter ,x,MALE,8
['and gun metal grey and those kind of colors.  /'],and gun metal grey and those kind of colors  ,+,MALE,0
"[""you're not going to see too many, uh, you know, green ones or blue ones or anything like that. /""]",youre not going to see too many uh you know green ones or blue ones or anything like that ,sv,MALE,3
['yeah. /'],yeah ,b,MALE,2
"['they, they put them in sporty colors i guess.  /']",they they put them in sporty colors i guess  ,sv,MALE,3
"['but, uh, -/']",but uh ,%,MALE,5
['yeah.  /'],yeah  ,b,MALE,2
"['well, my wife wants a miyata. /']",well my wife wants a miyata ,sd,MALE,1
"['oh, well sure <laughter>. /']",oh well sure laughter ,ba,MALE,6
['<laughter>. /'],laughter ,x,MALE,8
"[""that's what, you know, - /""]",thats what you know  ,%,MALE,5
"['until, until you look at the price tag  /']",until until you look at the price tag  ,sv,MALE,3
['and then --'],and then ,sv,MALE,3
['right. /'],right ,b,MALE,2
"['-- you go, what?  /']", you go what  ,+,MALE,0
"['what would i, besides tooling around and looking really cool --']",what would i besides tooling around and looking really cool ,qh,MALE,26
"['right,  /']",right  ,b,MALE,2
['yeah. /'],yeah ,b,MALE,2
"['-- and having a lot of fun, what would i really do with this car? /']", and having a lot of fun what would i really do with this car ,+,MALE,0
