utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{f uh, } go ahead,  /']",f uh  go ahead  ,ad,MALE,22
['tell me what you think.  /'],tell me what you think  ,ad,MALE,22
"[""do we get our money's worth? /""]",do we get our moneys worth ,qy,MALE,7
"[""hey, listen, if i had my way,  i wouldn't pay my taxes.  /""]",hey listen if i had my way  i wouldnt pay my taxes  ,sd,FEMALE,1
"['[ not with the, +  not with some of the ] things that i hear that  our tax money is going for some ludicrous things. /']", not with the   not with some of the  things that i hear that  our tax money is going for some ludicrous things ,sv,FEMALE,3
"['yeah,  /']",yeah  ,b,MALE,2
['did you see sixty minutes last night? /'],did you see sixty minutes last night ,qy,MALE,7
"['no,  /']",no  ,nn,FEMALE,13
['i did not.  /'],i did not  ,sd,FEMALE,1
"['i, -/']",i ,%,FEMALE,5
"[""{d well, } they did a thing on the  thirty-five billion dollars we waste every year just on storing stuff for the military  we don't need.  /""]",d well  they did a thing on the  thirtyfive billion dollars we waste every year just on storing stuff for the military  we dont need  ,sd,MALE,1
"[""{c and, } {f uh, } it's staggering. /""]",c and  f uh  its staggering ,sv,MALE,3
"['{d well, } [ how does this grab you? +    how did this grab you? ]  /']",d well   how does this grab you     how did this grab you   ,qo,FEMALE,25
"['{f uh, } this, - /']",f uh  this  ,%,FEMALE,5
"[""{e [ i, +  i ] mean, } [ i'm, +  i'm ] a lady,  /""]",e  i   i  mean   im   im  a lady  ,h,FEMALE,15
"['{c but } [ this, +  i heard this ] on a christian program  /']",c but   this   i heard this  on a christian program  ,sd,FEMALE,1
"['{c and } it was, {f uh, } about the n e a  /']",c and  it was f uh  about the n e a  ,sd,FEMALE,1
"[""{c and, } that's the  national endowment for arts,  /""]",c and  thats the  national endowment for arts  ,sd,FEMALE,1
"['{c and } [ they fund, +  they funded ] [ this thing, +   this  act ]  on a stage and did a study on it between two lesbians and two homosexuals and  wrote a report about that with our money. /']",c and   they fund   they funded   this thing    this  act   on a stage and did a study on it between two lesbians and two homosexuals and  wrote a report about that with our money ,sd,FEMALE,1
"['{d well, } there are a lot of things  that people, i think general, -/']",d well  there are a lot of things  that people i think general ,sv,MALE,3
['{c and then } it just frosts me terribly. /'],c and then  it just frosts me terribly ,sd,FEMALE,1
"[""{d well, } i think it's interesting  to look at, {f uh, } where the money goes,  /""]",d well  i think its interesting  to look at f uh  where the money goes  ,sv,MALE,3
['{c and } it goes a lot of places where it probably ought not go  /'],c and  it goes a lot of places where it probably ought not go  ,sv,MALE,3
['[ {c and } -- +'], c and   ,sv,MALE,3
['absolutely. /'],absolutely ,aa,FEMALE,4
"[""-- {c and } ] [ i don't think +   generally, i think ] what's interesting is that <throat_clearing> we probably represent the  majority of people in this country in terms of their feelings about the government  /""]", c and    i dont think    generally i think  whats interesting is that throatclearing we probably represent the  majority of people in this country in terms of their feelings about the government  ,+,MALE,0
['{c and } how it serves us given the extraordinarily large sum of money the government  has to operate with. /'],c and  how it serves us given the extraordinarily large sum of money the government  has to operate with ,sv,MALE,3
"[""i believe that's true,  /""]",i believe thats true  ,sv,FEMALE,3
['yes. /'],yes ,aa,FEMALE,4
"['{c and } [ that, +  what ]  i think is going to be really interesting is what we do about it.  /']",c and   that   what   i think is going to be really interesting is what we do about it  ,sv,MALE,3
"['{e i mean, } we are going to have  to change the people who represent us. /']",e i mean  we are going to have  to change the people who represent us ,sv,MALE,3
"[""that's correct. /""]",thats correct ,aa,FEMALE,4
"[""{e i mean, } {c and } i think it's  going to be real interesting to see  [ and, +  and ] then  force upon them, {f uh, } /""]",e i mean  c and  i think its  going to be real interesting to see   and   and  then  force upon them f uh  ,sv,MALE,3
['heavy involvement from the public. /'],heavy involvement from the public ,^2,FEMALE,23
"['yeah,  /']",yeah  ,aa,MALE,4
"[""right [ that's -- +""]",right  thats  ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- [ y-, + ] i think that's ]  the only thing that's going to change it. /""]",  y   i think thats   the only thing thats going to change it ,+,MALE,0
"['yeah,  /']",yeah  ,b,FEMALE,2
['heavy involvement from the public. /'],heavy involvement from the public ,sd,FEMALE,1
"['our anger is going to have [ to, +  to ] give --']",our anger is going to have  to   to  give ,sv,MALE,3
['yeah. /'],yeah ,b,FEMALE,2
"['-- rise [ to, +  to ] more activity  on our part.  /']", rise  to   to  more activity  on our part  ,+,MALE,0
"[""{f uh, } [ i've, +  i've ] said for years that there's full employment for the politically   active  /""]",f uh   ive   ive  said for years that theres full employment for the politically   active  ,sd,MALE,1
"[""{c and } in our society, {f uh, } there's very little full employment.  /""]",c and  in our society f uh  theres very little full employment  ,sv,MALE,3
