utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['# okay,  /']", okay  ,"fo_o_fw_""_by_bc",MALE,0
['{c so. } # -/'],c so   ,%,MALE,5
"['# okay,  /']", okay  ,%,FEMALE,5
"[""# we're going to talk about lawn and garden today. /""]", were going to talk about lawn and garden today ,sd,FEMALE,1
['right.  /'],right  ,aa,MALE,4
['[ what -- +'], what  ,%,MALE,5
['okay -- /'],okay  ,b,FEMALE,2
"['-- what, ] -/']", what  ,+,MALE,0
"['-- {f um, } where do you work at  /']", f um  where do you work at  ,qw,FEMALE,12
['{c or } --'],c or  ,qrr,FEMALE,33
['{f uh. } /'],f uh  ,b,MALE,2
"['-- do [ you, + you ] wish to discuss that? /']", do  you  you  wish to discuss that ,+,FEMALE,0
"['no,  /']",no  ,nn,MALE,13
"[""i, i'm in, {f uh, } {d well } - /""]",i im in f uh  d well   ,sd,MALE,1
"['i live in, {f uh, } richardson,']",i live in f uh  richardson,sd,MALE,1
"['{f oh, } # okay. # /']",f oh   okay  ,bk,FEMALE,14
"['# texas, #  /']", texas   ,+,MALE,0
"['{c and, } {f uh, } -/']",c and  f uh  ,%,MALE,5
"['yeah,  /']",yeah  ,b,FEMALE,2
"[""we're neighbors. /""]",were neighbors ,sd,FEMALE,1
['yeah. /'],yeah ,b,MALE,2
['okay <laughter>. /'],okay laughter ,b,FEMALE,2
"['[ and, + ] {f uh, }  but grew up in, {f uh, } iowa on a farm with a considerably different philosophy in terms of <laughter> lawn and garden --']", and   f uh   but grew up in f uh  iowa on a farm with a considerably different philosophy in terms of laughter lawn and garden ,sd,MALE,1
['hi <talking> <<talking to someone in background>>. /'],hi talking talking to someone in background ,t3,FEMALE,35
['-- work.  /'], work  ,+,MALE,0
"['{f uh, } {c and } {f uh, } -/']",f uh  c and  f uh  ,%,MALE,5
['can you hang on just a minute? /'],can you hang on just a minute ,ad,FEMALE,22
['yeah. /'],yeah ,aa,MALE,4
['thank you <talking>   <<talking to someone else in background>>.  /'],thank you talking   talking to someone else in background  ,ft,FEMALE,43
['i have no idea.  /'],i have no idea  ,t3,FEMALE,35
"[""he didn't broadcast.  /""]",he didnt broadcast  ,t3,FEMALE,35
['thank you.  /'],thank you  ,t3,FEMALE,35
['uh-huh.  /'],uhhuh  ,t3,FEMALE,35
"[""i'm sorry. /""]",im sorry ,fa,FEMALE,42
['no. /'],no ,bd,MALE,38
['go ahead. /'],go ahead ,ad,FEMALE,22
"['{c so, } {f uh, } <lipsmack> {f uh, } [ not, + not ]  growing up familiar with here, {f uh, } {f uh, } when i get a chance i listen to that  neil # sperry and do that <laughter>. # -/']",c so  f uh  lipsmack f uh   not  not   growing up familiar with here f uh  f uh  when i get a chance i listen to that  neil  sperry and do that laughter  ,sd,MALE,1
"['# <noise> {f oh, } i do all the time. #  /']", noise f oh  i do all the time   ,sd,FEMALE,1
['# i do all the time. # /'], i do all the time  ,sd,FEMALE,1
"['# {c and, } {f uh, } # -/']", c and  f uh   ,%,MALE,5
['i get a lot of good tips from him. /'],i get a lot of good tips from him ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,MALE,2
"['# {f uh, } # /']", f uh   ,%,MALE,5
"['# i have his book, # too. /']", i have his book  too ,sd,FEMALE,1
['yeah? /'],yeah ,bh,MALE,18
['uh-huh. /'],uhhuh ,ny,FEMALE,9
"[""don't do [ any, + {f uh, }""]",dont do  any  f uh ,sd,MALE,1
['<swallowing>.'],swallowing,x,FEMALE,8
"['any ] gardening in the sense of, {f uh, }  vegetable gardening  /']",any  gardening in the sense of f uh   vegetable gardening  ,+,MALE,0
"['{c but, } {f uh, }']",c but  f uh ,sd,MALE,1
['not in # texas. # /'],not in  texas  ,sd,FEMALE,1
"['# [ [ [ tr-, + tr-, ] + # tried ] some, + tried some ]  different,']",    tr  tr    tried  some  tried some   different,+,MALE,0
['<laughter>.'],laughter,x,FEMALE,8
"['flowers, [ and, + and, ] {f uh, } bushes and stuff,']",flowers  and  and  f uh  bushes and stuff,+,MALE,0
['<noise>.'],noise,x,FEMALE,8
"['and, {f uh, } {f uh, } [ have a, + have a ]  lawn service.  /']",and f uh  f uh   have a  have a   lawn service  ,+,MALE,0
"['there was one [ when,']",there was one  when,sd,MALE,1
['<swallowing>.'],swallowing,x,FEMALE,8
"['we, + when we ] bought the house  /']",we  when we  bought the house  ,+,MALE,0
"['{c and } we just  continued with them for a long time and then switched to a different one,  /']",c and  we just  continued with them for a long time and then switched to a different one  ,sd,MALE,1
"['{c but } in terms  of the fertilizing and, {f uh, }']",c but  in terms  of the fertilizing and f uh ,sd,MALE,1
['<noise> <<paper shuffling>>.'],noise paper shuffling,x,FEMALE,8
"['weed control,']",weed control,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
['mainly leave that up to them.  /'],mainly leave that up to them  ,+,MALE,0
['what about you? /'],what about you ,qo,MALE,25
"['{d well, } no,  /']",d well  no  ,nn,FEMALE,13
"['i had a lawn service one year,  /']",i had a lawn service one year  ,sd,FEMALE,1
"[""{c and } i thought phooey, i'm going to do it myself because i figured up the cost  /""]",c and  i thought phooey im going to do it myself because i figured up the cost  ,sd,FEMALE,1
"['{c and } i said, # huh-uh <noise>, # /']",c and  i said  huhuh noise  ,sd,FEMALE,1
['# yeah. # /'], yeah  ,b,MALE,2
['i can do it much # cheaper and better. # /'],i can do it much  cheaper and better  ,^q,FEMALE,19
['# yeah. # /'], yeah  ,b,MALE,2
"['{c and so } what i did, i switched to liquid,  /']",c and so  what i did i switched to liquid  ,sd,FEMALE,1
"['{c and } i do it with an applicator with my hose,  /']",c and  i do it with an applicator with my hose  ,sd,FEMALE,1
