utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"['{d well, } got any problems on mockingbird with crime  /']",d well  got any problems on mockingbird with crime  ,qy,MALE,7
['{c or } is that a crime free zone there? /'],c or  is that a crime free zone there ,qrr,MALE,33
"['no,  /']",no  ,nn,FEMALE,13
"[""i don't think there is any such thing,""]",i dont think there is any such thing,sv,FEMALE,3
['<laughter>.'],laughter,x,MALE,8
['as a crime free zone any longer. /'],as a crime free zone any longer ,+,FEMALE,0
"[""i'm afraid you're right. /""]",im afraid youre right ,sv,MALE,3
"[""{f uh, } one evening i decided to retire early and heard sirens and noises and  thought, {f oh, } {d well, } something's happens on mockingbird and then heard yells and  screams  /""]",f uh  one evening i decided to retire early and heard sirens and noises and  thought f oh  d well  somethings happens on mockingbird and then heard yells and  screams  ,sd,FEMALE,1
['{c and } the next thing i know there are policemen all around my house. /'],c and  the next thing i know there are policemen all around my house ,sd,FEMALE,1
"['{f oh, } my. /']",f oh  my ,ba,MALE,6
"['{c and } they had stopped [ a, {f uh, } b-, + a stolen car ] --']",c and  they had stopped  a f uh  b  a stolen car  ,sd,FEMALE,1
"['{f oh, } boy. /']",f oh  boy ,ba,MALE,6
['-- and caught one of the men in the hedge  /'], and caught one of the men in the hedge  ,+,FEMALE,0
['{c and then } the other one was on the roof in the back. /'],c and then  the other one was on the roof in the back ,sd,FEMALE,1
['by your house? /'],by your house ,qy,MALE,7
"['[ b-, + on ] my house <laughter>. /']", b  on  my house laughter ,arp_nd,FEMALE,34
"['{f oh, } my goodness. /']",f oh  my goodness ,ba,MALE,6
['<laughter>.'],laughter,x,FEMALE,8
"['{f aye, } {f aye, } {f aye } <laughter>.']",f aye  f aye  f aye  laughter,ba,MALE,6
"[""{c so } i'm very much aware of, {f uh, } crime in the cities [ and the, + and the ] concern about it. /""]",c so  im very much aware of f uh  crime in the cities  and the  and the  concern about it ,sd,FEMALE,1
"['{f oh, } my.  /']",f oh  my  ,+,MALE,0
"[""[ that's, + that's ] got to be a frightening way to --""]", thats  thats  got to be a frightening way to ,sv,MALE,3
['it was. /'],it was ,sd,FEMALE,1
['-- spend an evening. /'], spend an evening ,+,MALE,0
"['[ i, + {f uh, } i ] kept hearing noises  /']", i  f uh  i  kept hearing noises  ,sd,FEMALE,1
"['{c and so } [ i, + i ] knew that i was not going to sleep until i got up and went out and checked the garage,  /']",c and so   i  i  knew that i was not going to sleep until i got up and went out and checked the garage  ,sd,FEMALE,1
"['{c so } i got [ a g-, + my gun ] and  walked [ to the, + {d you know, } through  the house into the ] garage.  /']",c so  i got  a g  my gun  and  walked  to the  d you know  through  the house into the  garage  ,sd,FEMALE,1
"['there was no one there,  /']",there was no one there  ,sd,FEMALE,1
['{c but } i wanted to be sure. /'],c but  i wanted to be sure ,sd,FEMALE,1
"['{f oh, } boy. /']",f oh  boy ,ba,MALE,6
"['<laughter> is plano beginning to experience [ the, + the ] kinds of things that are more common [ in the metropolitan, + {d you know, } in the --']",laughter is plano beginning to experience  the  the  kinds of things that are more common  in the metropolitan  d you know  in the ,qy,FEMALE,7
['unfortunately --'],unfortunately ,ny,MALE,9
['-- urban ] area? /'], urban  area ,+,FEMALE,0
['-- yes. /'], yes ,+,MALE,0
"[""that's --""]",thats ,ba,FEMALE,6
['yes. /'],yes ,b,MALE,2
['-- too bad. /'], too bad ,+,FEMALE,0
"['i think, {f uh, } {d you know, } as any city grows up, {f uh, } you get the hoods and the [ roof-, + riffraff ] and --']",i think f uh  d you know  as any city grows up f uh  you get the hoods and the  roof  riffraff  and ,sv,MALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- everybody else --'], everybody else ,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- in there,  /']", in there  ,+,MALE,0
"['{c and } i think, - /']",c and  i think  ,sv,MALE,3
"['{f uh, } {d you know, } fortunately the sirens and  everything we hear are over on spring creek,  /']",f uh  d you know  fortunately the sirens and  everything we hear are over on spring creek  ,sd,MALE,1
"[""{c but, }  {f uh, } [ we've been, + we've lived ] here sixteen years  /""]",c but   f uh   weve been  weve lived  here sixteen years  ,sd,MALE,1
['{c and } --'],c and  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"['-- now [ you, + {d you know, } you ] can tell the change, for sure. /']", now  you  d you know  you  can tell the change for sure ,+,MALE,0
"[""{d well, } i was thinking, if you've been there that long, you've seen plano grow --""]",d well  i was thinking if youve been there that long youve seen plano grow ,sv,FEMALE,3
['yes. /'],yes ,aa,MALE,4
"['-- from what was really [ a, + a ] small town to a city. /']", from what was really  a  a  small town to a city ,+,FEMALE,0
"['{d well, } [ with all the, + {f uh, } central expressway, {f uh, }']",d well   with all the  f uh  central expressway f uh ,sv,MALE,3
['<laughter>.'],laughter,x,FEMALE,8
"['with all the  ] stores and the, {f uh, } restaurants and the --']",with all the   stores and the f uh  restaurants and the ,+,MALE,0
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {f uh, } convenience stores and all that kind of stuff, it's just prime pickings for people driving by. /""]", f uh  convenience stores and all that kind of stuff its just prime pickings for people driving by ,+,MALE,0
['yeah. /'],yeah ,b,FEMALE,2
"['{d you know } {c and, } -/']",d you know  c and  ,%,MALE,5
"['{d well, } i was appalled to read the other day about the, {f uh, } {f uh, } shooting on the tollway. /']",d well  i was appalled to read the other day about the f uh  f uh  shooting on the tollway ,sd,FEMALE,1
"[""[ that's, + that couldn't be ] too far from you, neither. /""]", thats  that couldnt be  too far from you neither ,sv,MALE,3
"[""{f uh, } {d well, } it's farther west of me. /""]",f uh  d well  its farther west of me ,sd,FEMALE,1
['okay. /'],okay ,bk,MALE,14
['i live over near white rock lake. /'],i live over near white rock lake ,sd,FEMALE,1
"['{f oh, } yes,  /']",f oh  yes  ,b,MALE,2
['okay. /'],okay ,bk,MALE,14
"['{c but, }  {f uh, } -/']",c but   f uh  ,%,FEMALE,5
['<squeak>.'],squeak,x,MALE,8
"['{f uh, } it was really frightening to,']",f uh  it was really frightening to,sd,FEMALE,1
['<squeak>.'],squeak,x,MALE,8
