utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
"[""{d well, } i guess, {f um, } i'll start out,  /""]",d well  i guess f um  ill start out  ,ad,MALE,22
"[""{c and } that is, {f um, } i don't know what section of the public school system they're talking about,  whether it's the first eight grades, the high school, or colleges.  /""]",c and  that is f um  i dont know what section of the public school system theyre talking about  whether its the first eight grades the high school or colleges  ,sd,MALE,1
['i have mixed views on all three of them. /'],i have mixed views on all three of them ,sd,MALE,1
['uh-huh.  /'],uhhuh  ,b,MALE,2
"['[ what do you think about, + what do you think about ]  [ the, + the ] lower grades, {d you know, } # k through seven? # /']", what do you think about  what do you think about    the  the  lower grades d you know   k through seven  ,qo,MALE,25
"['# {d well, } [ [ i, + i, ] + i ] # should imagine the  lower grades,  /']", d well    i  i   i   should imagine the  lower grades  ,sd,MALE,1
"[""[ [ [ what would, + what, ] + what's, ] + what's ] certainly drawn everyone's attention to  that is the fact that, {f uh, } many of the inner city and, {f uh, } i guess what we'd call, {f uh, }  ghetto or poorer districts,""]",   what would  what   whats   whats  certainly drawn everyones attention to  that is the fact that f uh  many of the inner city and f uh  i guess what wed call f uh   ghetto or poorer districts,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"[""including rural districts, don't seem to be able  to produce the students that, [ ind-, + indeed ] many, {f uh, } manufacturing and other,""]",including rural districts dont seem to be able  to produce the students that  ind  indeed  many f uh  manufacturing and other,+,MALE,0
['right. /'],right ,b,MALE,2
['enterprises want.  /'],enterprises want  ,+,MALE,0
"[""[ they can't seem to, + they  can't seem to ]  read properly, do math,""]", they cant seem to  they  cant seem to   read properly do math,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"['properly, and conform to what employers want. /']",properly and conform to what employers want ,+,MALE,0
['yep.  /'],yep  ,aa,MALE,4
"['i, {f uh, } -/']",i f uh  ,%,MALE,5
"[""{c so } that's got everybody excited.  /""]",c so  thats got everybody excited  ,sv,MALE,3
"[""high schools, i'm not too sure.  /""]",high schools im not too sure  ,sd,MALE,1
"['it seems that high schools at least produce candidates, [ [ a-, + a-, ] + although ]  i have great misgivings about the s a t -s, that go on to a  variety of colleges.  /']",it seems that high schools at least produce candidates   a  a   although   i have great misgivings about the s a t s that go on to a  variety of colleges  ,sd,MALE,1
"['it seems a great deal of our public colleges have foreign students  in them, {f uh, } from, {f um, } a myriad of nations,  /']",it seems a great deal of our public colleges have foreign students  in them f uh  from f um  a myriad of nations  ,sv,MALE,3
"['[ {c and, } + {f uh, } {c and } ] also, {f um, } {f uh, }  i think that, {f uh, } a certain percentage of, {f uh, } the [ colleges produce a  fairly de-, + {f uh, } public colleges produce a fairly decent ] student,']", c and   f uh  c and   also f um  f uh   i think that f uh  a certain percentage of f uh  the  colleges produce a  fairly de  f uh  public colleges produce a fairly decent  student,sv,MALE,3
['uh-huh. /'],uhhuh ,b,MALE,2
"['or fairly decent graduate, i should say. /']",or fairly decent graduate i should say ,+,MALE,0
"['yeah,  /']",yeah  ,aa,MALE,4
"[""[ [ i, + i, ] + i ] just read some things  recently where, {f um, } <swallowing> {f uh, } [ colleges now, + {f uh, } graduate programs ] in general  [ now train, + ] basically, they're fifty per cent foreign <lipsmack>.  # {f uh, } # /""]",  i  i   i  just read some things  recently where f um  swallowing f uh   colleges now  f uh  graduate programs  in general   now train   basically theyre fifty per cent foreign lipsmack   f uh   ,sd,MALE,1
"[""# {f oh, } # # i didn't realize it was that high. # /""]", f oh    i didnt realize it was that high  ,sd,MALE,1
"['# yeah,  /']", yeah  ,aa,MALE,4
"['{f oh, } just # about f-, - /']",f oh  just  about f  ,sd,MALE,1
['yeah  /'],yeah  ,%,MALE,5
"['{c but } [ when  you consider, + {f um, }']",c but   when  you consider  f um ,sd,MALE,1
['wow. /'],wow ,ba,MALE,6
"['when you consider, ] {f uh, }']",when you consider  f uh ,+,MALE,0
['<laughter>.'],laughter,x,MALE,8
"['especially in technical areas, science,']",especially in technical areas science,+,MALE,0
['yeah. /'],yeah ,b,MALE,2
['engineering and # computers. # -/'],engineering and  computers  ,+,MALE,0
"[""# {d well } that's what # i was going to point out, #  i think it mostly is that technical, # -/""]", d well  thats what  i was going to point out   i think it mostly is that technical  ,sv,MALE,3
"['# yeah,  /']", yeah  ,b,MALE,2
"[""especially in those areas, #  [ [ it's, + {f um, } <lipsmack> [ i kn-, + ] it's, ] + it's ] almost fifty per cent foreign, {d like } forty-eight  per cent,  /""]",especially in those areas     its  f um  lipsmack  i kn   its   its  almost fifty per cent foreign d like  fortyeight  per cent  ,sd,MALE,1
"['{c and } that involves both canadian,']",c and  that involves both canadian,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"['and, {f uh, } {f uh, } european,  middle eastern, [ and, + and ] far eastern,  /']",and f uh  f uh  european  middle eastern  and  and  far eastern  ,+,MALE,0
['yeah. /'],yeah ,%,MALE,5
['wow. /'],wow ,ba,MALE,6
"['[ [ i, + i ] think, + {f um, } i think ] i have similar  views,  /']",  i  i  think  f um  i think  i have similar  views  ,sd,MALE,1
"[""that's, {d you know, } where our elementary grades, {f um, } <lipsmack> - /""]",thats d you know  where our elementary grades f um  lipsmack  ,sv,MALE,3
"[""[ i-, + it's ] amazing,  /""]", i  its  amazing  ,sv,MALE,3
"[""i have a friend [ who's an e-, + who's an elementary ] school teacher, /""]",i have a friend  whos an e  whos an elementary  school teacher ,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"['{c and } she said that  [ [ they recently, + {d you know, } they have to go through, ] + [ they have to, + they have to ] ]  pat the kids down, because they bring guns to school.  /']",c and  she said that    they recently  d you know  they have to go through    they have to  they have to    pat the kids down because they bring guns to school  ,sd,MALE,1
"['she teaches in the city,']",she teaches in the city,sd,MALE,1
['yeah. /'],yeah ,b,MALE,2
"['of baltimore,  /']",of baltimore  ,+,MALE,0
"['{c and } # that, # -/']",c and   that  ,%,MALE,5
"['# yeah,  /']", yeah  ,b,MALE,2
"['that, - /']",that  ,%,MALE,5
"['# yeah,  /']", yeah  ,%,MALE,5
['that must be an inner  school.  /'],that must be an inner  school  ,sv,MALE,3
"['i just read [ a, + an, ]']",i just read  a  an ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['amazing article, {a i guess, }']",amazing article a i guess ,+,MALE,0
['yeah. /'],yeah ,b,MALE,2
"[""in [ this month's ne-, + this week's new yorker ]  about baltimore,""]",in  this months ne  this weeks new yorker   about baltimore,+,MALE,0
['uh-huh. /'],uhhuh ,b,MALE,2
"['{f uh, } which, {f uh, } went on to talk about, - /']",f uh  which f uh  went on to talk about  ,+,MALE,0
"[""i don't know,  /""]",i dont know  ,h,MALE,15
"['i thought it was rather slanted in favor of the mayor,  [ [ or, + or, ] + or ]  the politicians [ in the, + in there, ]  /']",i thought it was rather slanted in favor of the mayor    or  or   or   the politicians  in the  in there   ,sd,MALE,1
"['[ [ i d-, + i do, ] + i do ]  know a few people and [ have been, +']",  i d  i do   i do   know a few people and  have been ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
"['have done ] some business up in baltimore,  /']",have done  some business up in baltimore  ,+,MALE,0
"[""{c but } it seemed to me that [ the inner school system there was the one thing  that didn't s-, + the inner city school system was the one thing ] that didn't flower too well.  /""]",c but  it seemed to me that  the inner school system there was the one thing  that didnt s  the inner city school system was the one thing  that didnt flower too well  ,sd,MALE,1
